line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
32,,[],"The hall door opened and his mother peered in, hair like shaded bronze held with black ribbon at the crown, her oval face emotionless and green eyes staring solemnly.",,"Cửa phòng mở ra và mẹ cậu ngó vào trong, mái tóc màu đồng được cột lên đỉnh đầu bằng một sợi ruy băng màu đen, khuôn mặt hình trái xoan vô cảm và đôi mắt xanh nghiêm nghị.",,"Koridor kapısı açıldı ve annesi başını içeri uzattı; uçuk bronz rengi saçı siyah bir kurdeleyle tepeden toplanmıştı, oval yüzü ifadesizdi, yeşil gözleri ciddiyetle bakıyordu.",,"La puerta del vestíbulo se abrió y apareció su madre, con sus cabellos color bronce oscuro sujeto, formando como una corona mediante una cinta negra, su rostro ovalado impasible y sus ojos verdes con una expresión solemne.",,"The door of the room opened and his mother peeked inside, her copper-colored hair tied up on top of her head with a black ribbon, her oval face expressionless and her blue eyes stern.","The corridor door opened and his mother poked her head inside; her pale bronze hair was gathered at the top with a black ribbon, her oval face was expressionless, and her green eyes looked seriously.","The vestibule door opened and her mother appeared, with her dark bronze-colored hair tied up, forming a crown with a black ribbon, her oval face impassive and her green eyes with a solemn expression.",35
35,,[],"He studied the tallness of her, saw the hint of tension in her shoulders as she chose clothing for him from the closet racks. Another might have missed the tension, but she had trained him in the Bene Gesserit Way—in the minutiae of observation. She turned, holding a semiformal jacket for him. It carried the red Atreides hawk crest above the breast pocket.",,"Cậu quan sát chiều cao của mẹ, nhận thấy một chút căng thẳng toát ra từ hai vai khi mẹ chọn quần áo cho cậu từ các giá để đồ trong phòng. Người khác thì hẳn đã không nhận ra sự căng thẳng này, nhưng mẹ đã huấn luyện cậu theo Phương pháp Bene Gesserit - quan sát từ những chi tiết nhỏ nhặt nhất. Mẹ quay lại, mang cho cậu chiếc áo lễ phục. Chiếc áo có phù hiệu chim ưng Atreides màu đỏ trên túi ngực.",,"Paul gardırobun içinden ona giysi seçen annesinin uzun bedenini tepeden tırnağa süzdü; omuzlarında gerginlik belirtisi gördü. Başka biri olsa bu belirtiyi fark etmeyebilirdi, ama annesi onu Bene Gesserit Yöntemi’yle, gözlem anında en ufak ayrıntılara bile dikkat etmesi için eğitmişti. Annesi ona döndüğünde, yarı resmi bir ceket tutuyordu. Ceketin göğüs cebine Atreideslerin kırmızı şahin arması işlenmişti.",,"La observó, estudiándola, y notó la tensión en el movimiento de sus hombros mientras escogía su ropa de las perchas en el armario. Cualquier otro no se hubiera dado cuenta de aquella tensión, pero él había sido educado a la Manera Bene Gesserit... a través de la más minuciosa observación. Su madre se volvió, presentándole una casaca de semiceremonia con el halcón rojo, emblema de los Atreides, bordado en el bolsillo.",,"You observed your mother's height, noticing a bit of tension emanating from her shoulders as she chose clothes for you from the shelves in the room. Others might not have noticed this tension, but your mother had trained you in the Bene Gesserit Method - observing from the smallest details. Your mother turned around, bringing you the ceremonial robe. The robe had the red Atreides hawk emblem on the chest pocket.","Paul scrutinized his mother's tall figure from head to toe as she selected clothes for him from the wardrobe; he noticed a sign of tension in her shoulders. Someone else might not have noticed this sign, but his mother had trained him in the Bene Gesserit Way, to pay attention to even the smallest details at the moment of observation. When his mother turned to him, she was holding a semi-formal jacket. The red hawk crest of the Atreides was embroidered on the breast pocket of the jacket.","He observed her, studying her, and noticed the tension in the movement of her shoulders as she chose her clothes from the hangers in the closet. Anyone else would not have noticed that tension, but he had been trained in the Bene Gesserit Way... through the most meticulous observation. His mother turned, presenting him with a semi-ceremonial jacket with the red hawk, emblem of the Atreides, embroidered on the pocket.",79
87,,[],"“Old woman!” she snapped. “You’ve courage, and that can’t be denied. Well, we shall see, sirra.” She bent close, lowered her voice almost to a whisper. “You will feel pain in this hand within the box. Pain. But! Withdraw the hand and I’ll touch your neck with my gom jabbar—the death so swift it’s like the fall of the headsman’s axe. Withdraw your hand and the gom jabbar takes you. Understand?”",,"“Bà lão!” bà ta cáu kỉnh. “Ngươi can đảm đấy, không thể phủ nhận điều đó. Được thôi, rồi chúng ta sẽ thấy, sirra.” Bà ta cúi sát người, hạ giọng xuống gần như chỉ còn là tiếng thì thầm. “Ngươi sẽ cảm thấy đau đớn ở bàn tay đút trong chiếc hộp này. Đau đớn. Nhưng! Chỉ cần ngươi rút tay ra là ta sẽ đâm gom jabbar vào cổ ngươi - cái chết sẽ đến mau lẹ như đầu rơi dưới lưỡi rìu đao phủ. Hễ ngươi rút tay ra là gom jabbar sẽ đâm vào ngươi. Hiểu không?”",,"Kadın sertçe “Yaşlı kadın mı!” dedi. “Cesursun, orası kesin. Bakalım, göreceğiz koca adam.” Paul’e doğru eğilirken sesi neredeyse fısıltı halini aldı. “Kutunun içindeki elinde acı hissedeceksin. Yoğun acı. Fakat! Elini çekersen, gomcebbârımı boynuna dokundururum... Celladın baltası kelleni uçurmuş gibi, bir anda ölüverirsin. Elini çekersen gomcebbâr işini bitirir. Anladın mı?",,"—Terminemos ya con esto, vieja mujer. —¡Vieja mujer! —gritó ella—. Tienes valor, no puede negarse. Bien, vamos a ver esto, señor mío —se inclinó hacia él y su voz se convirtió en un susurro—. Vas a sentir dolor en la mano, y mi gom jabbar tocará tu cuello... y la muerte será tan rápida como el hacha del verdugo. Retira la mano, y el gom jabbar te matará. ¿Has comprendido?",,"“Old woman!” she snapped. “You are brave, that cannot be denied. Alright then, we shall see, sirra.” She leaned in close, lowering her voice to almost a whisper. “You will feel pain in the hand you put into this box. Pain. But! The moment you pull your hand out, I will stab the gom jabbar into your neck - death will come swiftly like a head falling under the executioner's axe. If you pull your hand out, the gom jabbar will stab you. Understand?”","The woman harshly said, ""Old woman, huh!"" ""You're brave, that's for sure. We'll see, big man."" As she leaned towards Paul, her voice almost became a whisper. ""You will feel pain in your hand inside the box. Intense pain. But! If you pull your hand out, I will touch my gom jabbar to your neck... You will die instantly, as if the executioner's axe had severed your head. If you pull your hand out, the gom jabbar will finish its job. Do you understand?""","—Let's finish this already, old woman. —Old woman! —she shouted—. You have courage, it cannot be denied. Well, let's see this, my lord —she leaned towards him and her voice turned into a whisper—. You are going to feel pain in your hand, and my gom jabbar will touch your neck... and death will be as swift as the executioner's axe. Withdraw your hand, and the gom jabbar will kill you. Do you understand?",99
120,,[],"She stared at him. He senses truth! Could he be the one? Could he truly be the one? She extinguished the excitement, reminding herself: “Hope clouds observation.”",,"Bà ta nhìn cậu chăm chăm. Nó cảm nhận được sự thật! Nó có thể là người đó không? Nó có thể thực sự là người đó sao?Bà ta thôi kích động, tự nhắc nhở mình: “Hy vọng làm mờ khả năng quan sát.”",,"Yaşlı kadın gözlerini ona dikti. Gerçeği seziyor! O olabilir mi? Sahiden O olabilir mi? Sonra heyecanını bastırdı ve kendi kendini “Umut gözlemi bulandırır,” diye uyardı.",,"Ella le miró. ¡Percibe la verdad! ¿Quizá sea el que estamos buscando? ¿Quizá sea realmente el que estamos buscando? Refrenó su excitación, recordándose a sí misma: La esperanza ofusca la observación.",,"She stared at him intently. He could sense the truth! Could he be that person? Could he really be that person? She stopped being agitated, reminding herself: ""Hope clouds observation.""","The old woman fixed her eyes on him. She senses the truth! Could it be him? Could it really be him? Then she suppressed her excitement and warned herself, ""Hope clouds observation.""","She looked at him. Perceive the truth! Could he be the one we are looking for? Could he really be the one we are looking for? She restrained her excitement, reminding herself: Hope clouds observation.",36
140,,[],“Once men turned their thinking over to machines in the hope that this would set them free. But that only permitted other men with machines to enslave them.”,,“Đã có thời con người chuyển giao sự tư duy của họ sang máy móc với hy vọng điều đó cho họ tự do. Nhưng nó lại chỉ cho phép những người khác cùng với máy móc biến họ thành nô lệ.,,"“Bir zamanlar, insanlar düşünme işini makinelere devretmiş, böylece özgürleşmeyi umut etmişlerdi; ama bu, makinelere sahip başka insanların onları köleleştirmesine yol açtı sadece.",,"—Hubo un tiempo en que los hombres dedicaban su pensamiento a las máquinas, con la esperanza de que ellas les harían libres. Pero esto sólo permitió que otros hombres con máquinas les esclavizaran.",,"“There was a time when humans transferred their thinking to machines with the hope that it would give them freedom. But it only allowed others, along with the machines, to turn them into slaves.”","“Once upon a time, people had delegated the task of thinking to machines, hoping to become free; but this only led to other people who owned the machines enslaving them.”","—There was a time when men devoted their thoughts to machines, hoping that they would make them free. But this only allowed other men with machines to enslave them.",32
176,,[],"The fat hand descended onto the globe, stopped the spinning. Now, all eyes in the room could focus on the motionless surface and see that it was the kind of globe made for wealthy collectors or planetary governors of the Empire. It had the stamp of Imperial handicraft about it. Latitude and longitude lines were laid in with hair-fine platinum wire. The polar caps were insets of finest cloudmilk diamonds.",,"Bàn tay múp míp hạ xuống quả cầu, giữ cho nó ngừng xoay. Giờ thì mọi con mắt trong phòng có thể tập trung vào bề mặt bất động đó và nhận ra nó thuộc kiểu cầu được sản xuất cho những nhà sưu tập giàu sang hoặc các Thống đốc hành tinh của Đế quốc. Nó mang dấu ấn của ngành thủ công Đế quốc. Các đường kinh độ và vĩ độ được khảm bằng dây bạch kim mảnh như sợi tóc. Những điểm địa cực được dát kim cương thượng hạng màu trắng sữa.",,"Tombul el maketin üstüne inerek dönüşünü durdurdu. Şimdi odadaki tüm gözler maketin hareketsiz yüzeyine odaklanabiliyor, onun zengin koleksiyoncular veya İmparatorluk’un gezegen valileri için yapılmış bir maket olduğunu görebiliyordu. İmparatorluk zanaatkârlığının izleri açıkça fark ediliyordu. Enlem ve boylam çizgileri, kıl inceliğinde platin tellerdi. Kutup noktalarına süt rengi, birinci sınıf elmaslar yerleştirilmişti.",,"La gruesa mano hizo descender la esfera y detuvo su rotación. Ahora, todos los ojos en la estancia podían contemplar la superficie inmóvil y ver que se trataba de una esfera hecha para los más ricos coleccionistas o los gobernadores planetarios del Imperio. Todo en él sugería el sello característico de los artesanos Imperiales. Las líneas de longitud y latitud estaban marcadas con el más fino hilo de platino. Los casquetes polares eran maravillosos diamantes incrustados.",,"The chubby hand lowered onto the globe, stopping it from spinning. Now all eyes in the room could focus on the motionless surface and realize that it belonged to the type of globe produced for wealthy collectors or planetary Governors of the Empire. It bore the mark of Imperial craftsmanship. The lines of longitude and latitude were inlaid with platinum threads as thin as hair. The polar points were inlaid with top-grade milky white diamonds.","The chubby hand descended onto the model, stopping its rotation. Now all eyes in the room could focus on the motionless surface of the model, seeing that it was a model made for wealthy collectors or the governors of the Empire's planets. The traces of Imperial craftsmanship were clearly noticeable. The lines of latitude and longitude were platinum wires as thin as hair. Milky, first-class diamonds were placed at the polar points.","The thick hand lowered the sphere and stopped its rotation. Now, all the eyes in the room could contemplate the motionless surface and see that it was a sphere made for the richest collectors or the planetary governors of the Empire. Everything about it suggested the characteristic seal of the Imperial artisans. The lines of longitude and latitude were marked with the finest platinum thread. The polar caps were marvelous inlaid diamonds.",83
750,,[],He glanced at his wristwatch. “And you might see that all our timepieces are adjusted for Arrakeen local. I’ve assigned a tech to take care of it. He’ll be along presently.” He brushed a strand of her hair back from her forehead. “I must return to the landing field now. The second shuttle’s due any minute with my staff reserves.”,,Ông liếc đồng hồ đeo tay. “Và có lẽ nàng cũng nhận thấy tất cả đồng hồ của chúng ta cần phải được chỉnh lại theo giờ địa phương Arrakeen. Ta vừa chỉ định một kỹ thuật viên chăm lo việc này. Anh ta sẽ có mặt ở đây ngay thôi.” Ông gạt sợi tóc trên trán nàng ra phía sau. “Ta phải quay lại sân đáp tàu bây giờ. Tàu con thoi thứ hai chở quân dự phòng của ta sẽ hạ cánh bất cứ lúc nào.”,,"Dük kol saatine göz attı. “Unutma, bütün saatler Arrakeen’e göre ayarlanacak. Bir teknisyeni bu işle görevlendirdim. Birazdan gelir.” Jessica’nın alnına düşmüş saçını geriye attı. “Şimdi iniş alanına dönmeliyim. İkinci mekik, personelimi taşıyan mekik neredeyse gelir.",,El Duque miró su reloj. —Y comprueba que todos nuestros relojes queden puestos a la hora local de Arrakeen. He asignado a un técnico para que se ocupe de ello. Estará aquí dentro de poco. —Le apartó un mechón de cabellos que le había caído sobre la frente—. Ahora debo volver al área de desembarco. El segundo cargamento llegará de un momento a otro.,,"He glanced at his wristwatch. ""And perhaps she also noticed that all our clocks need to be adjusted to Arrakeen local time. I just appointed a technician to take care of this. He will be here shortly."" He brushed a strand of hair from her forehead. ""I have to return to the landing field now. The second shuttle carrying my reserve troops will land at any moment.""","The Duke glanced at his wristwatch. “Remember, all clocks will be set to Arrakeen time. I have assigned a technician to this task. He will be here shortly.” He brushed back the hair that had fallen onto Jessica’s forehead. “Now I must return to the landing area. The second shuttle, the one carrying my personnel, will arrive soon.”",The Duke looked at his watch. —And make sure all our clocks are set to Arrakeen local time. I've assigned a technician to take care of it. He will be here shortly. —He brushed aside a lock of hair that had fallen over his forehead—. Now I must return to the landing area. The second shipment will arrive any moment now.,76
830,,[],"“Ah, no! The body’s water is scant enough ‘thout gushing a wasteful lot of it into the air. You did the thing right.”",,"“Ồ, không! Nước của cơ thể chỉ vừa đủ dùng, thật lãng phí nếu để nó phun ra không khí nhiều quá. Lệnh bà làm thế là đúng lắm.”",,"“Yo, hayır! Vücut suyum zaten az; bir de yaradan havaya karışıp ziyan olmasına gerek yok. Yaptığınız doğruydu.",,"—¡Oh, no! El agua del cuerpo es ya escasa, y no hay necesidad de malgastarla esparciéndola por el aire. Habéis actuado correctamente.",,"“Oh, no! The body's water is just enough to use, it would be a waste to let it spray out into the air too much. My lady is doing the right thing.”","“No, stop! My body water is already low; there's no need for it to evaporate and be wasted from the wound. What you did was right.”","—Oh, no! The body's water is already scarce, and there is no need to waste it by scattering it through the air. You have acted correctly.",33
873,,[],"And she laughed silently at herself: Who am I trying to convince? The laugh broke through her restraints, emerging brittle, without humor. “But you can’t buy security,” she said.",,"Nàng lặng lẽ cười chính mình: Ta đang cố gắng thuyết phục ai đây? Tiếng cười bật ra khỏi sự kiềm chế của nàng, nghe sắc nhọn, không chút hài hước. “Nhưng ông không thể mua sự an toàn,” nàng nói.",,"Jessica içinden kendine güldü: Kimi ikna etmeye çalışıyorum ki? Kahkahasını tamamen bastıramayınca kesik kesik, neşesizce güldü. “Ama emniyet satın alınamaz,” dedi.",,"Y se rió silenciosamente para sí misma: ¿A quién intento convencer? Su risa resonó entre todas sus compulsiones, emergiendo secamente, sin alegría. —Pero uno no puede comprar la seguridad —dijo.",,"She quietly laughed at herself: Who am I trying to convince here? The laughter escaped her restraint, sounding sharp, without a hint of humor. ""But you can't buy safety,"" she said.","Jessica laughed at herself inwardly: Who am I trying to convince? When she couldn't completely suppress her laughter, she laughed intermittently and joylessly. ""But safety cannot be bought,"" she said.","And she laughed silently to herself: Who am I trying to convince? Her laughter echoed among all her compulsions, emerging dryly, without joy. —But one cannot buy security —he said.",38
910,,[],Great Mother! he thought. I’ve aroused her suspicions! Now I must use every trick my Wanna taught me. There’s only one solution: tell the truth as far as I can.,,Mẹ Vĩ đại ơi! ông nghĩ. Ta vừa khơi gợi sự nghi ngờ của cô ấy! Giờ thì ta phải sử dụng tất cả thủ thuật mà Wanna đã dạy ta. Chỉ có một giải pháp duy nhất: nói sự thật trong chừng mực ta có thể.,,Yueh Yüce Ana! diye düşündü. Şüphelendi! Şimdi Wanna’mın öğrettiği her numarayı kullanmalıyım. Tek bir çözüm var: gerçeğe olabildiğince yakın konuşmalıyım.,,"¡Gran Madre!, pensó Yueh. ¡He despertado sus sospechas! Ahora debo emplear todos los trucos que me enseñó mi Wanna. Es la única solución: decirle la verdad tanto como pueda.",,Oh Great Mother! he thought. I have just aroused her suspicion! Now I must use all the tricks that Wanna taught me. There is only one solution: tell the truth as much as I can.,Yueh Great Mother! he thought. He suspects! Now I must use every trick Wanna taught me. There is only one solution: I must speak as close to the truth as possible.,"Great Mother!, thought Yueh. I have awakened her suspicions! Now I must use all the tricks my Wanna taught me. It's the only solution: tell her the truth as much as I can.",40
