Title,en_results_title_match,en_results_author_match,en_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match
Dune,96.0,96.0,96.0,82.0,82.0,82.0,66.0,62.0,62.0,60.0,57.99999999999999,57.99999999999999
Pride_and_Prejudice,99.0,99.0,99.0,97.0,97.0,97.0,52.0,59.0,52.0,61.0,75.0,56.00000000000001
A_thousand_splendid_suns,72.3404255319149,68.08510638297872,59.57446808510638,21.27659574468085,17.02127659574468,10.638297872340425,0.0,2.127659574468085,0.0,31.914893617021278,51.06382978723404,23.404255319148938
1984,95.0,95.0,95.0,93.33333333333333,93.33333333333333,93.33333333333333,88.33333333333333,88.33333333333333,88.33333333333333,85.0,85.0,85.0
The_Great_Gatsby,96.29629629629629,98.14814814814815,96.29629629629629,81.48148148148148,81.48148148148148,81.48148148148148,55.55555555555556,57.407407407407405,55.55555555555556,55.55555555555556,62.96296296296296,55.55555555555556
Adventures_of_Sherlock_Holmes,24.0,41.0,9.0,12.0,26.0,4.0,2.0,41.0,2.0,6.0,26.0,2.0
Percy_Jackson_The_Lightning_Thief,52.57731958762887,56.70103092783505,42.2680412371134,13.402061855670103,31.958762886597935,3.0927835051546393,11.34020618556701,24.742268041237114,3.0927835051546393,6.185567010309279,21.649484536082475,1.0309278350515463
The_Boy_in_the_Striped_Pyjamas,72.0,72.0,72.0,23.0,26.0,19.0,53.0,55.00000000000001,53.0,24.0,56.00000000000001,24.0
Harry_Potter_and_the_Deathly_Hallows,64.0,97.0,64.0,45.0,95.0,44.0,50.0,87.0,48.0,24.0,85.0,24.0
The_Picture_of_Dorian_Gray,87.67123287671232,87.67123287671232,87.67123287671232,79.45205479452055,78.08219178082192,78.08219178082192,67.12328767123287,67.12328767123287,67.12328767123287,52.054794520547944,53.42465753424658,50.68493150684932
Dracula,94.44444444444444,94.44444444444444,94.44444444444444,94.44444444444444,94.44444444444444,94.44444444444444,80.0,82.22222222222221,78.88888888888889,62.22222222222222,71.11111111111111,60.0
Adventures_of_Huckleberry_Finn,77.0,98.0,77.0,54.0,70.0,52.0,41.0,56.00000000000001,40.0,30.0,40.0,26.0
Alice_in_Wonderland,100.0,100.0,100.0,95.65217391304348,95.65217391304348,95.65217391304348,50.0,63.04347826086957,50.0,39.130434782608695,97.82608695652173,39.130434782608695
Of_Mice_and_Men,100.0,95.83333333333334,95.83333333333334,60.416666666666664,62.5,58.333333333333336,27.083333333333332,22.916666666666664,20.833333333333336,39.58333333333333,39.58333333333333,35.41666666666667
A_Tale_of_Two_Cities,99.0,100.0,99.0,67.0,74.0,67.0,76.0,77.0,76.0,73.0,72.0,70.0
Frankenstein,96.07843137254902,96.07843137254902,96.07843137254902,86.27450980392157,86.27450980392157,86.27450980392157,72.54901960784314,72.54901960784314,72.54901960784314,70.58823529411765,70.58823529411765,70.58823529411765
The_Handmaid_s_Tale,80.0,82.0,80.0,43.0,45.0,43.0,23.0,23.0,23.0,19.0,19.0,19.0
Sense_and_sensibility,96.0,98.0,96.0,78.0,92.0,77.0,34.0,51.0,34.0,38.0,65.0,37.0
