en,Single_ent,Multiple_ents,en_masked,token_count
"“Well, that might not have been a complete coincidence,” I said. “Assuming, that is, that you didn’t just make the story up on the spur of the moment.”",,[],,37
"She smiled. “I learned your father was quite the hot-rodder before he married your mother—sorry for your loss, by the way.”",,[],,30
"“He did, and why not? He didn’t need the money, did he? By then writing was his job and all the town stuff was just a hobby.”",,[],,33
She buttered her muffin. She was looking at me with a kind of sharp-eyed bewilderment—I don’t know what else to call it—that made me uncomfortable.,,[],,33
"He must have seen me wince, or maybe just realized the implication of what he’d said. He leaned over and patted my hand, as he had when I was a child and something was troubling me.",,[],,43
"I was both surprised and pleased to see him extend a hand over the fence. She seemed surprised, too, but she shook it, being careful not to squeeze too hard.",,[],,35
"Something in his face changed, and I remembered my mother’s distress call when I was in college: Your father looks like he saw a ghost. If so, I thought he was seeing it again. Then he smiled, and the ghost was gone.",,[],,50
"“We were just two talented bastids,” he said. “Leave it at that. Now I need to get inside and out of this bright sun.”",,[],,30
"“She should have lived,” he said at her funeral. “Someone in the clerical department has made a terrible mistake.” Not very eloquent, not his best, but he was in shock.",,[],,39
"I had an idea he was thinking of more than going home, most likely empty-handed. Seeing those lights in the clouds had done something to him. Could have done something to both of us. I’m not going to call it a come-to-Jesus moment. It’s just that maybe you see something, lights in the sky or a certain shadow at a certain time of day, how it lies across your path. You take it as a sign and decide to move along. You say to yourself that when I was a child I spoke as a child, understood as a child, thought as a child, but there comes a time to put away childish things.",,[],,134
"The next day was cool and clear and perfect for hunting, but neither of us saw so much as a single flick of a single whitetail. I heard no birdsong, just the occasional crow-call. I kept an eye out for squirrels, but didn’t see any. I didn’t even see a chipmunk, and the woods should have been full of their scurry. I heard some gunshots, but they were far away, near the lake, and hunters shooting didn’t mean they were shooting at deer. Sometimes guys get bored and just want to let off a round or two, especially if they’ve decided there’s no game to scare away.",,[],,134
"I touched it, then pulled away. It wasn’t hair. It was something solid but pliable. Not a wig, more like a carving. I didn’t know what it was.",,[],,38
"He got her in his arms. I helped him to his feet, but he carried her easily enough once he was upright. Her dark hair hung down, and when the breeze gusted, it blew the way normal hair does. The clumping was gone.",,[],,52
"“It would mean testing the bridge again,” he said. “As for moving her, she’s stable now, but… what? What are you smiling about?”",,[],,32
"I tried for my feet and made it okay. I didn’t feel hungover or dazed. If anything, invigorated. And while I’d seen a dozen movies about evil invaders from space, I didn’t feel that this young man meant us any harm. Nor did I believe he was actually a young man any more than the woman from the bridge had been a young woman.",,[],,78
"“Sometimes. Not always. It’s like this.” With one finger he traced the wave shape on the gray case. “Thoughts don’t matter to us. They come, they pass, they are replaced by others. Ephemera. We are more interested in the engine that drives them. To intelligent creatures that is what’s… central? Powerful? Meaningful? I don’t know the correct word. Perhaps you don’t have one.”",,[],,90
"“Gather what?” I asked, and thought of stories I’d read (and seen on TV) about aliens kidnapping folks and sticking probes up their asses. “People?”",,[],,34
"“So much for Greeks bearing gifts,” he said. “Lare… it wasn’t some kind of a hoax, was it? You know, like some girl and some guy pretending to be… you know, a trick…” He stopped. “No, huh?”",,[],,54
Did he ever tell her what he thought was the real story? Was that possible? I thought it was. Marriage is honesty; it’s also a repository of shared secrets.,,[],,35
Only one answer seemed to fit: they had wanted to protect their little hunting cabin from development. Why? Because that otherworldly glasses case was still out there? It seemed unlikely; my guess was scavengers had long since stripped the cabin of anything even remotely valuable. What did seem likely—and now it was a little easier to believe—was that my father and his friend had decided to preserve the location where they had met beings from another world.,,[],,90
"“I said I hadn’t gotten around to them. He said that if I wanted him to be my sponsor, I’d have to start. He said the first three were both the hardest and the easiest. They boil down to ‘I can’t stop on my own, but with God’s help I can, so I’m going to let him help.’ ”",,[],,73
"“Right. I brought it in through the Canadian border, tucked into the spare tire of my old Ford. Trying to look like any other college kid who’d spent his semester break having fun and getting laid in Toronto, but my heart was beating like crazy and I bet my blood pressure was red-lining. The car in front of me at the checkpoint got tossed completely, but I got waved right through after showing my driver’s license. Of course things were much looser back then.” He paused, then said, “I overcharged him for the key, too. Pocketed the difference.”",,[],,120
"When he gets to the top of the rise (calling it “a crest” would just be stupid), there’s enough light to see the sign on the cinderblock building reads HILLTOP TEXACO. In front are two cracked concrete islands where gasoline pumps once stood. The tinka-tinka-tinka sound is coming from rusty signs on a pole out front. One reads REG $1.99, one reads MID $2.19, and the one on the bottom reads HI-TEST $2.49.",,[],,105
"Well, I’ve been by it at some time or other, he reasons. That’s it, gotta be. Didn’t I read somewhere that the brain never forgets anything, just stores the old trivia away on the back shelves?",,[],,47
"He drives on. The gas station is there. The rusty tin signs out front read $1.99 for regular, $2.19 for mid-grade, and $2.49 for high octane, just as they did in his dream. There’s a light breeze here at the top of the rise, and the signs go tinka-tinka-tinka against the steel pole on which they are mounted.",,[],,83
"She makes her eyes round. “Well, that would be your choice. For now, anyway. But if you didn’t do anything but report the body, I’d think you would want to get this cleared up.”",,[],,44
"He says, “I’m supposed to talk to them tomorrow, these two investigators from KBI, and I wondered if I could borrow your car. They took my truck to Great Bend and I’m not sure when I’ll get it back.”",,[],,49
"He goes back to the first chair, skinny penis swinging like a pendulum, and sits down. “Now add eleven, twelve, thirteen, fourteen, and fifteen, makes a hundred and twenty.”",,[],,40
