Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['chad'],john,0,0.25,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['chad'],mark,0,0.25,incorrect,charm,0,0.67,incorrect,charm,0,0.67,incorrect
['chad'],hope,0,0.25,incorrect,hope,0,0.25,incorrect,hope,0,0.25,incorrect
['chad'],brussels,0,0.0,incorrect,griffon,0,0.0,incorrect,griffon,0,0.0,incorrect
['maddy'],emily,0,0.4,incorrect,me,0,0.29,incorrect,me,0,0.29,incorrect
['maddy'],dean,0,0.22,incorrect,max,0,0.5,incorrect,max,0,0.5,incorrect
['maddy'],john,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['brad'],faith,0,0.22,incorrect,arthur,0,0.2,incorrect,arthur,0,0.2,incorrect
['brad'],joe,0,0.0,incorrect,joe,0,0.0,incorrect,joe,0,0.0,incorrect
['brad'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['brad'],emma,0,0.25,incorrect,chase,0,0.22,incorrect,chase,0,0.22,incorrect
['lutsen'],edmund,0,0.33,incorrect,october,0,0.31,incorrect,october,0,0.31,incorrect
['brad'],john,0,0.0,incorrect,edith,0,0.22,incorrect,edith,0,0.22,incorrect
['brad'],mark,0,0.25,incorrect,chloe,0,0.0,incorrect,chloe,0,0.0,incorrect
['brad'],john,0,0.0,incorrect,chloe,0,0.0,incorrect,chloe,0,0.0,incorrect
['brad'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['maddy'],stalker,0,0.17,incorrect,stalker,0,0.17,incorrect,stalker,0,0.17,incorrect
['maddy'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['emma'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['brad'],chase,0,0.22,incorrect,paul,0,0.25,incorrect,paul,0,0.25,incorrect
['brad'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],charlie,0,0.17,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],she,0,0.0,incorrect,bill,0,0.0,incorrect,bill,0,0.0,incorrect
['maddy'],my mother,0,0.29,incorrect,my mother,0,0.29,incorrect,my mother,0,0.29,incorrect
['amber'],she,0,0.25,incorrect,she'd,0,0.2,incorrect,she'd,0,0.2,incorrect
['maddy'],thorin,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],grandma,0,0.33,incorrect,mom,0,0.25,incorrect,mom,0,0.25,incorrect
['muse'],angelina,0,0.17,incorrect,angelina,0,0.17,incorrect,angelina,0,0.17,incorrect
['maddy'],janice,0,0.18,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],emma,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],atlanta,0,0.17,incorrect,atlanta,0,0.17,incorrect,atlanta,0,0.17,incorrect
['brad'],arthur,0,0.2,incorrect,reddit,0,0.4,incorrect,reddit,0,0.4,incorrect
['maddy'],emily,0,0.4,incorrect,tom,0,0.25,incorrect,tom,0,0.25,incorrect
['emma'],emily,0,0.44,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['alex'],paul,0,0.5,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect
['sarah'],my sister,0,0.29,incorrect,my,0,0.0,incorrect,my,0,0.0,incorrect
['mcdonald'],led,0,0.36,incorrect,led,0,0.36,incorrect,led,0,0.36,incorrect
['maddy'],emma,0,0.44,incorrect,penelope,0,0.0,incorrect,penelope,0,0.0,incorrect
['emma'],maria,0,0.44,incorrect,isabel,0,0.2,incorrect,isabel,0,0.2,incorrect
['maddy'],house,0,0.0,incorrect,clark,0,0.2,incorrect,clark,0,0.2,incorrect
['maddy'],minnesota,0,0.29,incorrect,minnesota,0,0.29,incorrect,minnesota,0,0.29,incorrect
['maddy'],emily,0,0.4,incorrect,white,0,0.0,incorrect,white,0,0.0,incorrect
['maddy'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['maddy'],john,0,0.0,incorrect,four,0,0.0,incorrect,four,0,0.0,incorrect
['emma'],john,0,0.0,incorrect,eliza,0,0.44,incorrect,eliza,0,0.44,incorrect
['maddy'],mark,0,0.44,incorrect,facebook,0,0.15,incorrect,facebook,0,0.15,incorrect
['maddy'],john,0,0.0,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['maddy'],edmund,0,0.36,incorrect,the beach,0,0.14,incorrect,the beach,0,0.14,incorrect
['maddy'],grace,0,0.2,incorrect,helga,0,0.2,incorrect,helga,0,0.2,incorrect
['maddy'],john,0,0.0,incorrect,whitby,0,0.18,incorrect,whitby,0,0.18,incorrect
['maddy'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['benny'],her,0,0.25,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['jane'],john,0,0.5,incorrect,hall,0,0.25,incorrect,hall,0,0.25,incorrect
['maddy'],john,0,0.0,incorrect,her,0,0.0,incorrect,her,0,0.0,incorrect
['maddy'],emily,0,0.4,incorrect,island,0,0.36,incorrect,island,0,0.36,incorrect
['emma'],emily,0,0.44,incorrect,victoria,0,0.17,incorrect,victoria,0,0.17,incorrect
['maddy'],carol,0,0.2,incorrect,becky,0,0.2,incorrect,becky,0,0.2,incorrect
