Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],arthur,0,0.36,incorrect,uncas,0,0.0,incorrect,uncas,0,0.0,incorrect
['peter'],charlie,0,0.17,incorrect,grass,0,0.2,incorrect,grass,0,0.2,incorrect
['daphne'],penelope,0,0.43,incorrect,emma,0,0.2,incorrect,emma,0,0.2,incorrect
['peter'],john,0,0.0,incorrect,chase,0,0.2,incorrect,chase,0,0.2,incorrect
['dorner'],john,0,0.4,incorrect,mr. bust,0,0.14,incorrect,mr. bust,0,0.14,incorrect
['petra'],chad,0,0.22,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
['peter'],emily,0,0.2,incorrect,paul,0,0.22,incorrect,paul,0,0.22,incorrect
['daphne'],emily,0,0.18,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['peter'],john,0,0.0,incorrect,you,0,0.0,incorrect,you,0,0.0,incorrect
['peter'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['daph'],john,0,0.25,incorrect,arthur,0,0.4,incorrect,arthur,0,0.4,incorrect
['peter'],john,0,0.0,incorrect,mac,0,0.0,incorrect,mac,0,0.0,incorrect
['peter'],jon,0,0.0,incorrect,tom,0,0.25,incorrect,tom,0,0.25,incorrect
['peter'],arthur,0,0.36,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['arham'],timmy,0,0.2,incorrect,taco,0,0.22,incorrect,taco,0,0.22,incorrect
['fontana'],emma,0,0.18,incorrect,janet,0,0.33,incorrect,janet,0,0.33,incorrect
['renesmee'],emily,0,0.31,incorrect,emily,0,0.31,incorrect,emily,0,0.31,incorrect
['landon'],john,0,0.4,incorrect,mr. smith,0,0.0,incorrect,mr. smith,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,you,0,0.0,incorrect,you,0,0.0,incorrect
"['edvard munch', 'edvard', 'munch']",edvard munch,1,1.0,correct,norma,0,0.24,incorrect,norma,0,0.24,incorrect
['peter'],arthur,0,0.36,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['peter'],mark,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['peter'],john,0,0.0,incorrect,chad,0,0.0,incorrect,chad,0,0.0,incorrect
['maya'],emily,0,0.44,incorrect,emily,0,0.44,incorrect,emily,0,0.44,incorrect
['harvey'],john,0,0.2,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['petra'],emma,0,0.44,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['peterverse'],waning bay,0,0.0,incorrect,golden gate,0,0.29,incorrect,golden gate,0,0.29,incorrect
"['tom', 'tom petty', 'petty']",elks club,0,0.14,incorrect,jack,0,0.0,incorrect,jack,0,0.0,incorrect
['peter'],kim,0,0.0,incorrect,chloe,0,0.2,incorrect,chloe,0,0.2,incorrect
['landon'],josh,0,0.2,incorrect,james,0,0.18,incorrect,james,0,0.18,incorrect
['petra'],she,0,0.25,incorrect,paul,0,0.44,incorrect,paul,0,0.44,incorrect
['mulder'],kid,0,0.22,incorrect,emily,0,0.36,incorrect,emily,0,0.36,incorrect
['mulder'],emma,0,0.2,incorrect,miss watson,0,0.12,incorrect,miss watson,0,0.12,incorrect
['peter'],paul,0,0.22,incorrect,paul,0,0.22,incorrect,paul,0,0.22,incorrect
['batman'],box,0,0.22,incorrect,timmy,0,0.36,incorrect,timmy,0,0.36,incorrect
['daphne'],chardonnay,0,0.25,incorrect,chardonnay,0,0.25,incorrect,chardonnay,0,0.25,incorrect
['greg'],emma,0,0.25,incorrect,heather,0,0.18,incorrect,heather,0,0.18,incorrect
['daphne'],you,0,0.0,incorrect,driver,0,0.33,incorrect,driver,0,0.33,incorrect
['daphne'],big louie,0,0.13,incorrect,louie,0,0.18,incorrect,louie,0,0.18,incorrect
['peter'],dean,0,0.22,incorrect,brad,0,0.22,incorrect,brad,0,0.22,incorrect
['peter'],mom,0,0.0,incorrect,salmon,0,0.0,incorrect,salmon,0,0.0,incorrect
['peter'],him,0,0.0,incorrect,relationship,0,0.24,incorrect,relationship,0,0.24,incorrect
['peter'],arthur,0,0.36,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['petra'],chandler,0,0.31,incorrect,chris,0,0.2,incorrect,chris,0,0.2,incorrect
['peter'],bob,0,0.0,incorrect,weed,0,0.44,incorrect,weed,0,0.44,incorrect
['peter'],waning bay,0,0.0,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['cooper'],lebron,0,0.33,incorrect,lebron,0,0.33,incorrect,lebron,0,0.33,incorrect
['cooper'],emily,0,0.18,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['peter'],chloe,0,0.2,incorrect,lebron,0,0.36,incorrect,lebron,0,0.36,incorrect
['maya'],emily,0,0.44,incorrect,sarah,0,0.44,incorrect,sarah,0,0.44,incorrect
['peter'],her,0,0.5,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
