Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['gatsby'],charles darwin,0,0.2,incorrect,bochabela molefi,0,0.18,incorrect,albert einstein,0,0.29,incorrect,paris,0,0.36,incorrect,botlhaba,0,0.29,incorrect,botlhaba,0,0.29,incorrect,charles baudelaire,0,0.25,incorrect,god,0,0.22,incorrect,newton,0,0.17,incorrect,shekh shpur,0,0.12,incorrect,antananarivo,0,0.22,incorrect,antananarivo,0,0.22,incorrect,bochabela molefi,0,0.18,incorrect,paris,0,0.36,incorrect,botlhaba,0,0.29,incorrect,god,0,0.22,incorrect,shekh shpur,0,0.12,incorrect,antananarivo,0,0.22,incorrect,jay gatsby,0,0.75,correct,henry james,0,0.24,incorrect,orhan pamuk,0,0.12,incorrect,edipo,0,0.0,incorrect,albert einstein,0,0.29,incorrect,tran hung dao,0,0.21,incorrect,stevens,0,0.31,incorrect,charles darwin,0,0.2,incorrect,henry james,0,0.24,incorrect,edipo,0,0.0,incorrect,tran hung dao,0,0.21,incorrect,charles darwin,0,0.2,incorrect
"['tom', 'buchanan', 'tom buchanan']",horace-benedict de saussure,0,0.23,incorrect,horace-benedict de saussure,0,0.23,incorrect,tom buchanan,1,1.0,correct,george iv,0,0.19,incorrect,botswana,0,0.5,incorrect,botswana,0,0.5,incorrect,great gatsby,0,0.25,incorrect,te ua opani ofa'i nei ura--,0,0.36,incorrect,brittish,0,0.25,incorrect,george,0,0.22,incorrect,long island,0,0.35,incorrect,notre-dame,0,0.31,incorrect,horace-benedict de saussure,0,0.23,incorrect,george iv,0,0.19,incorrect,botswana,0,0.5,incorrect,te ua opani ofa'i nei ura--,0,0.36,incorrect,george,0,0.22,incorrect,notre-dame,0,0.31,incorrect,tom buchanan,1,1.0,correct,georgian,0,0.3,incorrect,f. scott fitzgerald,0,0.19,incorrect,st. petersburg,0,0.31,incorrect,gatsby,0,0.22,incorrect,george iv,0,0.19,incorrect,jay gatsby,0,0.22,incorrect,george,0,0.22,incorrect,georgian,0,0.3,incorrect,st. petersburg,0,0.31,incorrect,george iv,0,0.19,incorrect,george,0,0.22,incorrect
"['tom', 'buchanan', 'tom buchanan']",sydney opera house,0,0.2,incorrect,joan ginther,0,0.33,incorrect,george floyd,0,0.17,incorrect,funmilayo oshoola,0,0.28,incorrect,lesego tlou,0,0.29,incorrect,paris,0,0.15,incorrect,te ariki,0,0.3,incorrect,te tahua,0,0.4,incorrect,jenaa,0,0.31,incorrect,gubbaaraa,0,0.35,incorrect,barack obama,0,0.4,incorrect,samy,0,0.29,incorrect,joan ginther,0,0.33,incorrect,funmilayo oshoola,0,0.28,incorrect,paris,0,0.15,incorrect,te tahua,0,0.4,incorrect,gubbaaraa,0,0.35,incorrect,samy,0,0.29,incorrect,winnie,0,0.29,incorrect,,0,0.55,incorrect,marlon brando,0,0.4,incorrect,abdulkadir merter,0,0.24,incorrect,pham van kiet,0,0.38,incorrect,phanh bong,0,0.44,incorrect,el viento atrapado,0,0.33,incorrect,velazquez,0,0.12,incorrect,,0,0.55,incorrect,abdulkadir merter,0,0.24,incorrect,phanh bong,0,0.44,incorrect,velazquez,0,0.12,incorrect
['daisy'],andriamahazo,0,0.24,incorrect,thabo masehela,0,0.21,incorrect,abiodun,0,0.33,incorrect,princess diana,0,0.21,incorrect,matome mosetsana,0,0.19,incorrect,segametsi,0,0.29,incorrect,te arikinui ariiriki,0,0.16,incorrect,te arikinui ariiriki,0,0.16,incorrect,meera,0,0.2,incorrect,gelhun,0,0.0,incorrect,andriamanelo,0,0.24,incorrect,antananarivo,0,0.24,incorrect,thabo masehela,0,0.21,incorrect,princess diana,0,0.21,incorrect,segametsi,0,0.29,incorrect,te arikinui ariiriki,0,0.16,incorrect,gelhun,0,0.0,incorrect,antananarivo,0,0.24,incorrect,lucy honeychurch,0,0.1,incorrect,martha,0,0.18,incorrect,attila the hun,0,0.21,incorrect,ozgur,0,0.0,incorrect,phuong thao,0,0.12,incorrect,phuong hoang,0,0.12,incorrect,beatriz,0,0.33,incorrect,la,0,0.29,incorrect,martha,0,0.18,incorrect,ozgur,0,0.0,incorrect,phuong hoang,0,0.12,incorrect,la,0,0.29,incorrect
"['bayan', 'miss', 'miss baker', 'bayan baker', 'baker']",matselagabedi,0,0.35,incorrect,thomas sankara,0,0.5,incorrect,oloye dapo abiodun,0,0.28,incorrect,agboola ajayi,0,0.33,incorrect,antoine de saint-exupery,0,0.34,incorrect,charles woodford-torr,0,0.23,incorrect,te rangi hiroa,0,0.32,incorrect,te piha,0,0.24,incorrect,bilkul!,0,0.33,incorrect,big bengluru,0,0.45,incorrect,andrianampoinimerina,0,0.39,incorrect,andriamanelo,0,0.35,incorrect,thomas sankara,0,0.5,incorrect,agboola ajayi,0,0.33,incorrect,charles woodford-torr,0,0.23,incorrect,te piha,0,0.24,incorrect,big bengluru,0,0.45,incorrect,andriamanelo,0,0.35,incorrect,miss havisham,0,0.52,incorrect,martha,0,0.38,incorrect,anda,0,0.44,incorrect,ismet inonu,0,0.29,incorrect,pham van toan,0,0.42,incorrect,pham van toan,0,0.42,incorrect,marcelo,0,0.35,incorrect,la habana,0,0.43,incorrect,martha,0,0.38,incorrect,ismet inonu,0,0.29,incorrect,pham van toan,0,0.42,incorrect,la habana,0,0.43,incorrect
"['bayan', 'bayan baker', 'baker']",matante,0,0.5,incorrect,matante,0,0.5,incorrect,toyin odutola,0,0.33,incorrect,wole soyinka,0,0.26,incorrect,antoine de saint-exupery,0,0.34,incorrect,siamang,0,0.5,incorrect,te na'ina'i,0,0.27,incorrect,te arikinui tamatoa vi,0,0.24,incorrect,shah rukh khan,0,0.32,incorrect,cukl,0,0.22,incorrect,miss america,0,0.35,incorrect,teo tofaela,0,0.27,incorrect,matante,0,0.5,incorrect,wole soyinka,0,0.26,incorrect,siamang,0,0.5,incorrect,te arikinui tamatoa vi,0,0.24,incorrect,cukl,0,0.22,incorrect,teo tofaela,0,0.27,incorrect,miss bart,0,0.43,incorrect,miss havisham,0,0.22,incorrect,yasemin,0,0.5,incorrect,askeri gogusleri,0,0.38,incorrect,tran thi trang,0,0.32,incorrect,pham van toan,0,0.42,incorrect,maria jose,0,0.38,incorrect,"me gusta no especificar un nombre aqui, ya que el texto proporcionado no contiene suficientes detalles claros para identificar un nombre especifico de persona. si se esperaba un nombre basado en el contexto, seria necesario mas informacion o contexto adicional.",0,0.07,incorrect,miss havisham,0,0.22,incorrect,askeri gogusleri,0,0.38,incorrect,pham van toan,0,0.42,incorrect,"me gusta no especificar un nombre aqui, ya que el texto proporcionado no contiene suficientes detalles claros para identificar un nombre especifico de persona. si se esperaba un nombre basado en el contexto, seria necesario mas informacion o contexto adicional.",0,0.07,incorrect
['daisy'],thabiso,0,0.5,incorrect,thomas,0,0.36,incorrect,"oruko ti ko si nibe ni wopo, sugbon ni awon itan kan, o le je ""iya agbe"" tabi ""iya orisirisi""",0,0.06,incorrect,usain bolt,0,0.27,incorrect,mathiba,0,0.33,incorrect,thabo maseko,0,0.24,incorrect,te arikinui ariiriki,0,0.16,incorrect,te arikinui ariiriki,0,0.16,incorrect,thoms elvaa eddisn,0,0.26,incorrect,duu sbhke,0,0.29,incorrect,andriamahazo,0,0.24,incorrect,paris,0,0.6,incorrect,thomas,0,0.36,incorrect,usain bolt,0,0.27,incorrect,thabo maseko,0,0.24,incorrect,te arikinui ariiriki,0,0.16,incorrect,duu sbhke,0,0.29,incorrect,paris,0,0.6,incorrect,miss kilman,0,0.25,incorrect,wendy darling,0,0.33,incorrect,nese,0,0.22,incorrect,ataturk,0,0.17,incorrect,nguyen huy hoang,0,0.1,incorrect,ngoc son,0,0.15,incorrect,don quixote,0,0.25,incorrect,el nino,0,0.17,incorrect,wendy darling,0,0.33,incorrect,ataturk,0,0.17,incorrect,ngoc son,0,0.15,incorrect,el nino,0,0.17,incorrect
"['tom', 'tom”']",kalakaua,0,0.0,incorrect,ke qosa,0,0.2,incorrect,adebayo adeyemi,0,0.22,incorrect,"oba adeyeye enitan ogunwusi, ojaja 11",0,0.1,incorrect,moshoeshoe i,0,0.13,incorrect,thabo maseko,0,0.4,incorrect,te pa'uma,0,0.33,incorrect,te ari'imate,0,0.27,incorrect,shaah jhaan,0,0.0,incorrect,big brdr,0,0.0,incorrect,andriamahazo,0,0.13,incorrect,lehibe,0,0.0,incorrect,ke qosa,0,0.2,incorrect,"oba adeyeye enitan ogunwusi, ojaja 11",0,0.1,incorrect,thabo maseko,0,0.4,incorrect,te ari'imate,0,0.27,incorrect,big brdr,0,0.0,incorrect,lehibe,0,0.0,incorrect,unknown,0,0.2,incorrect,king kong,0,0.17,incorrect,adnan menderes,0,0.12,incorrect,aslihan,0,0.0,incorrect,tom buchanan,0,0.4,incorrect,tom buchanan,0,0.4,incorrect,carlos,0,0.22,incorrect,don quixote,0,0.14,incorrect,king kong,0,0.17,incorrect,aslihan,0,0.0,incorrect,tom buchanan,0,0.4,incorrect,don quixote,0,0.14,incorrect
['daisy'],velvet dusk,0,0.25,incorrect,elvis presley,0,0.33,incorrect,michael jackson,0,0.2,incorrect,velvet brown,0,0.0,incorrect,charles darwin,0,0.32,incorrect,sumatra,0,0.17,incorrect,te huru,0,0.0,incorrect,samoa,0,0.2,incorrect,jenaa okr,0,0.14,incorrect,shaanti,0,0.33,incorrect,andriamanelo,0,0.24,incorrect,japan,0,0.2,incorrect,elvis presley,0,0.33,incorrect,velvet brown,0,0.0,incorrect,sumatra,0,0.17,incorrect,samoa,0,0.2,incorrect,shaanti,0,0.33,incorrect,japan,0,0.2,incorrect,rebecca sharp,0,0.22,incorrect,velvet,0,0.0,incorrect,orhan pamuk,0,0.12,incorrect,ismet pasha,0,0.25,incorrect,pham duy khiem,0,0.21,incorrect,pham van donh,0,0.11,incorrect,elvis,0,0.4,incorrect,maria jose,0,0.4,incorrect,velvet,0,0.0,incorrect,ismet pasha,0,0.25,incorrect,pham van donh,0,0.11,incorrect,maria jose,0,0.4,incorrect
['tom'],god,0,0.33,incorrect,thabo maseko,0,0.4,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,thabo maseko,0,0.4,incorrect,madagascar,0,0.15,incorrect,te atua,0,0.2,incorrect,te to'u,0,0.4,incorrect,baabaa,0,0.0,incorrect,roland,0,0.22,incorrect,andriamanitra,0,0.12,incorrect,nilaza,0,0.0,incorrect,thabo maseko,0,0.4,incorrect,god,0,0.33,incorrect,madagascar,0,0.15,incorrect,te to'u,0,0.4,incorrect,roland,0,0.22,incorrect,nilaza,0,0.0,incorrect,nick carraway,0,0.0,incorrect,unknown,0,0.2,incorrect,allah,0,0.0,incorrect,dr. narkoz,0,0.15,incorrect,troi,0,0.57,incorrect,thuoc y thuoc mat,0,0.3,incorrect,carlos ruiz zafon,0,0.1,incorrect,maria jose,0,0.15,incorrect,unknown,0,0.2,incorrect,dr. narkoz,0,0.15,incorrect,thuoc y thuoc mat,0,0.3,incorrect,maria jose,0,0.15,incorrect
