Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['bingley', 'mr', 'mr bingley']",mathiba,0,0.24,incorrect,thabo molefe,0,0.32,incorrect,obafemi awolowo,0,0.27,incorrect,julo,0,0.18,incorrect,mathibelle modise,0,0.3,incorrect,samora machel,0,0.35,incorrect,te arikinui ariiriki,0,0.2,incorrect,te arikinui ariiriki,0,0.2,incorrect,ohime,0,0.33,incorrect,naam nirdhaarit nhiin kiyaa gyaa,0,0.33,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,thabo molefe,0,0.32,incorrect,julo,0,0.18,incorrect,samora machel,0,0.35,incorrect,te arikinui ariiriki,0,0.2,incorrect,naam nirdhaarit nhiin kiyaa gyaa,0,0.33,incorrect,jesus,0,0.17,incorrect,mr. collins,0,0.48,incorrect,charles,0,0.35,incorrect,hayranlar,0,0.32,incorrect,brigitte,0,0.53,incorrect,ngoc anh,0,0.27,incorrect,pham duy,0,0.33,incorrect,carlos,0,0.25,incorrect,marimar,0,0.44,incorrect,charles,0,0.35,incorrect,brigitte,0,0.53,incorrect,pham duy,0,0.33,incorrect,marimar,0,0.44,incorrect
"['señor', 'señor bennet', 'mr', 'bennet', 'mr bennet']",charles bovary,0,0.32,incorrect,matante tholo,0,0.36,incorrect,victoria woodhull,0,0.21,incorrect,yoruba,0,0.36,incorrect,thabo maseko,0,0.35,incorrect,thabo maseko,0,0.35,incorrect,te arikinui ariiriki,0,0.24,incorrect,te i roa mauruuru ohipa,0,0.23,incorrect,jkhn,0,0.22,incorrect,bibiisii,0,0.15,incorrect,andriamariao ravalomanana,0,0.29,incorrect,andriamahazo,0,0.24,incorrect,matante tholo,0,0.36,incorrect,yoruba,0,0.36,incorrect,thabo maseko,0,0.35,incorrect,te i roa mauruuru ohipa,0,0.23,incorrect,bibiisii,0,0.15,incorrect,andriamahazo,0,0.24,incorrect,mr. bennet,0,0.95,correct,emma woodhouse,0,0.26,incorrect,ataturk,0,0.22,incorrect,ali riza bey,0,0.38,incorrect,thien dao,0,0.43,incorrect,phan huy ich,0,0.17,incorrect,carlos gardel,0,0.27,incorrect,maria teresa,0,0.48,incorrect,emma woodhouse,0,0.26,incorrect,ali riza bey,0,0.38,incorrect,phan huy ich,0,0.17,incorrect,maria teresa,0,0.48,incorrect
"['long', 'señora', 'señora long', 'mrs', 'mrs long']",matselagabeng,0,0.48,incorrect,lebogang phiri,0,0.44,incorrect,obafemi awolowo,0,0.38,incorrect,william shakespeare,0,0.24,incorrect,thabo maseko,0,0.33,incorrect,thabo maseko,0,0.33,incorrect,te ariki,0,0.29,incorrect,te reira,0,0.43,incorrect,shyam,0,0.36,incorrect,dev,0,0.22,incorrect,stephen jay gould,0,0.43,incorrect,jesus,0,0.25,incorrect,lebogang phiri,0,0.44,incorrect,william shakespeare,0,0.24,incorrect,thabo maseko,0,0.33,incorrect,te reira,0,0.43,incorrect,dev,0,0.22,incorrect,jesus,0,0.25,incorrect,charlotte lucas,0,0.26,incorrect,elizabeth bennet,0,0.3,incorrect,ali riza taskiran,0,0.29,incorrect,nezami,0,0.33,incorrect,pham van dong,0,0.48,incorrect,pham van donh,0,0.38,incorrect,carlos,0,0.44,incorrect,,0,0.44,incorrect,elizabeth bennet,0,0.3,incorrect,nezami,0,0.33,incorrect,pham van donh,0,0.38,incorrect,,0,0.44,incorrect
"['señora', 'mrs', 'bennet', 'señora bennet', 'mrs bennet']",thabo masehela,0,0.33,incorrect,lebogang mashile,0,0.34,incorrect,yinka ayefele,0,0.38,incorrect,funmilayo ransome-kuti,0,0.4,incorrect,thabo maseko,0,0.33,incorrect,lebogang mashile,0,0.34,incorrect,queen victoria,0,0.5,incorrect,te arikinui tamatoa v,0,0.3,incorrect,shyam benegal,0,0.54,incorrect,jkhn,0,0.2,incorrect,stephen,0,0.46,incorrect,simon,0,0.36,incorrect,lebogang mashile,0,0.34,incorrect,funmilayo ransome-kuti,0,0.4,incorrect,lebogang mashile,0,0.34,incorrect,te arikinui tamatoa v,0,0.3,incorrect,jkhn,0,0.2,incorrect,simon,0,0.36,incorrect,miss de bourgh,0,0.4,incorrect,elizabeth bennet,0,0.62,incorrect,yildiz,0,0.0,incorrect,osmanli,0,0.31,incorrect,phuong,0,0.21,incorrect,nguyen du,0,0.27,incorrect,la malinche,0,0.33,incorrect,el que en que habia quizas el figurado,0,0.2,incorrect,elizabeth bennet,0,0.62,incorrect,osmanli,0,0.31,incorrect,nguyen du,0,0.27,incorrect,el que en que habia quizas el figurado,0,0.2,incorrect
"['mr', 'bennet', 'mr bennet']",antonin scalia,0,0.2,incorrect,empa,0,0.33,incorrect,obafemi awolowo,0,0.19,incorrect,ati,0,0.22,incorrect,thabo maseko,0,0.22,incorrect,lebogang mashile,0,0.27,incorrect,te arikinui ariiriki,0,0.15,incorrect,terre,0,0.36,incorrect,naam nishcit nhiin /  (uncertain),0,0.29,incorrect,jybaak,0,0.17,incorrect,andriamariao,0,0.29,incorrect,antananarivo,0,0.22,incorrect,empa,0,0.33,incorrect,ati,0,0.22,incorrect,lebogang mashile,0,0.27,incorrect,terre,0,0.36,incorrect,jybaak,0,0.17,incorrect,antananarivo,0,0.22,incorrect,elizabeth bennet,0,0.56,incorrect,winnie-the-pooh,0,0.38,incorrect,ozdemir,0,0.44,incorrect,asli,0,0.0,incorrect,pham van toan,0,0.36,incorrect,nguyen du,0,0.27,incorrect,carlos,0,0.25,incorrect,no se proporciona un nombre especifico que cumpla con los criterios.,0,0.16,incorrect,winnie-the-pooh,0,0.38,incorrect,asli,0,0.0,incorrect,nguyen du,0,0.27,incorrect,no se proporciona un nombre especifico que cumpla con los criterios.,0,0.16,incorrect
['lizzy'],basotho,0,0.0,incorrect,malieha,0,0.33,incorrect,obafemi awolowo,0,0.1,incorrect,usain bolt,0,0.13,incorrect,mathibelle ramaphosa,0,0.08,incorrect,thabo maseko,0,0.0,incorrect,te ariki,0,0.15,incorrect,teoteo,0,0.0,incorrect,mudaa,0,0.0,incorrect,muhmmd alii jinnaa,0,0.17,incorrect,antananarivo,0,0.12,incorrect,william shakespeare,0,0.17,incorrect,malieha,0,0.33,incorrect,usain bolt,0,0.13,incorrect,thabo maseko,0,0.0,incorrect,teoteo,0,0.0,incorrect,muhmmd alii jinnaa,0,0.17,incorrect,william shakespeare,0,0.17,incorrect,mr. collins,0,0.25,incorrect,mr. darcy,0,0.14,incorrect,abdulhak hamid ii,0,0.18,incorrect,ortal,0,0.2,incorrect,pham van dong,0,0.0,incorrect,tran quoc tuan,0,0.0,incorrect,don jose godinez,0,0.19,incorrect,no respuesta,0,0.0,incorrect,mr. darcy,0,0.14,incorrect,ortal,0,0.2,incorrect,tran quoc tuan,0,0.0,incorrect,no respuesta,0,0.0,incorrect
"['miss', 'miss lucas', 'lucas–', 'lucas']",sol plaatje,0,0.38,incorrect,thabo maseko,0,0.27,incorrect,wizkid,0,0.2,incorrect,michael jackson,0,0.4,incorrect,thabo molefe,0,0.18,incorrect,lebohang moleko,0,0.2,incorrect,tevita fifita,0,0.26,incorrect,te rangi hiroa,0,0.25,incorrect,rabindranath tagore,0,0.21,incorrect,niilm thaapaa,0,0.26,incorrect,andriamahazo,0,0.18,incorrect,andriamanelo,0,0.18,incorrect,thabo maseko,0,0.27,incorrect,michael jackson,0,0.4,incorrect,lebohang moleko,0,0.2,incorrect,te rangi hiroa,0,0.25,incorrect,niilm thaapaa,0,0.26,incorrect,andriamanelo,0,0.18,incorrect,elizabeth bennet,0,0.19,incorrect,william shakespeare,0,0.28,incorrect,dr. house,0,0.32,incorrect,adam,0,0.25,incorrect,pham van donh,0,0.26,incorrect,tran hung dao,0,0.26,incorrect,camila,0,0.5,incorrect,el alto mismo,0,0.35,incorrect,william shakespeare,0,0.28,incorrect,adam,0,0.25,incorrect,tran hung dao,0,0.26,incorrect,el alto mismo,0,0.35,incorrect
['mary'],phahameng,0,0.15,incorrect,lebowa,0,0.2,incorrect,obafemi awolowo,0,0.21,incorrect,pe,0,0.0,incorrect,thabo mbeki,0,0.13,incorrect,thabo mbeki,0,0.13,incorrect,teuruarii,0,0.31,incorrect,te ra,0,0.22,incorrect,swami vivekananda,0,0.19,incorrect,abhimaan,0,0.33,incorrect,andriamahazo,0,0.25,incorrect,malagasy,0,0.5,incorrect,lebowa,0,0.2,incorrect,pe,0,0.0,incorrect,thabo mbeki,0,0.13,incorrect,te ra,0,0.22,incorrect,abhimaan,0,0.33,incorrect,malagasy,0,0.5,incorrect,elizabeth bennet,0,0.1,incorrect,william shakespeare,0,0.26,incorrect,abdulhak hamid tarhan,0,0.24,incorrect,platon,0,0.2,incorrect,tran thi mai phuong,0,0.17,incorrect,tran hung dao,0,0.12,incorrect,alfredo pareja-diaz,0,0.17,incorrect,don quijote,0,0.0,incorrect,william shakespeare,0,0.26,incorrect,platon,0,0.2,incorrect,tran hung dao,0,0.12,incorrect,don quijote,0,0.0,incorrect
"['eliz', 'miss', 'miss eliza', 'eliza']",thabo maseko,0,0.27,incorrect,thabo maseko,0,0.27,incorrect,usain bolt,0,0.3,incorrect,usain bolt,0,0.3,incorrect,thabo mooki,0,0.27,incorrect,mathibelle ramaphosa,0,0.33,incorrect,te arikinui ari'imate te arikinui tuheitia,0,0.23,incorrect,te ariki,0,0.33,incorrect,baal gngaadhr tilk,0,0.18,incorrect,ettiilaa,0,0.46,incorrect,antananarivo,0,0.12,incorrect,andriamahazo,0,0.25,incorrect,thabo maseko,0,0.27,incorrect,usain bolt,0,0.3,incorrect,mathibelle ramaphosa,0,0.33,incorrect,te ariki,0,0.33,incorrect,ettiilaa,0,0.46,incorrect,andriamahazo,0,0.25,incorrect,mr. darcy,0,0.32,incorrect,mr. darcy,0,0.32,incorrect,ozdemir asaf,0,0.38,incorrect,ataturk,0,0.17,incorrect,lynda carter,0,0.24,incorrect,quoc khanh,0,0.2,incorrect,carlota,0,0.33,incorrect,don juan tenorio,0,0.23,incorrect,mr. darcy,0,0.32,incorrect,ataturk,0,0.17,incorrect,quoc khanh,0,0.2,incorrect,don juan tenorio,0,0.23,incorrect
"['bennet', 'mrs', 'mrs bennet', 'bennet––']",matante batho,0,0.35,incorrect,haeba,0,0.18,incorrect,samuel adetunji,0,0.32,incorrect,wole soyinka,0,0.22,incorrect,lebogang phiri,0,0.2,incorrect,paris,0,0.5,incorrect,te ariki,0,0.18,incorrect,te arikinui tamatoa vi,0,0.21,incorrect,shah rukh khan,0,0.25,incorrect,lelaa,0,0.18,incorrect,samy,0,0.29,incorrect,madonna,0,0.35,incorrect,haeba,0,0.18,incorrect,wole soyinka,0,0.22,incorrect,paris,0,0.5,incorrect,te arikinui tamatoa vi,0,0.21,incorrect,lelaa,0,0.18,incorrect,madonna,0,0.35,incorrect,mr. bennet,0,0.9,correct,wendy darling,0,0.32,incorrect,hayran,0,0.25,incorrect,elif safak,0,0.15,incorrect,ngoc anh,0,0.29,incorrect,nguyen du,0,0.27,incorrect,beatriz,0,0.46,incorrect,don quixote,0,0.24,incorrect,wendy darling,0,0.32,incorrect,elif safak,0,0.15,incorrect,nguyen du,0,0.27,incorrect,don quixote,0,0.24,incorrect
