Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jake'],unknown,0,0.18,incorrect,shakespeare,0,0.4,incorrect,shakespeare,0,0.4,incorrect
['jake'],jonah,0,0.44,incorrect,leon s. kennedy,0,0.21,incorrect,leon s. kennedy,0,0.21,incorrect
['anna'],harry,0,0.22,incorrect,kim kardashian,0,0.22,incorrect,kim kardashian,0,0.22,incorrect
['anna'],emma,0,0.25,incorrect,unknown,0,0.36,incorrect,unknown,0,0.36,incorrect
"['john', 'wayne', 'john wayne']",california,0,0.3,incorrect,singapore,0,0.32,incorrect,singapore,0,0.32,incorrect
['anna'],jonah,0,0.44,incorrect,justin bieber,0,0.12,incorrect,justin bieber,0,0.12,incorrect
['anna'],tom,0,0.0,incorrect,leonardo dicaprio,0,0.19,incorrect,leonardo dicaprio,0,0.19,incorrect
['conan'],not provided,0,0.12,incorrect,,0,0.75,correct,,0,0.75,correct
['anna'],assistant,0,0.31,incorrect,"sorry, the information is not sufficient to determine the specific name that fills the [mask] token.",0,0.08,incorrect,"sorry, the information is not sufficient to determine the specific name that fills the [mask] token.",0,0.08,incorrect
['jake'],malcolm,0,0.18,incorrect,brad pitt,0,0.15,incorrect,brad pitt,0,0.15,incorrect
['jake'],weston's founder,0,0.1,incorrect,mike weston,0,0.27,incorrect,mike weston,0,0.27,incorrect
['conan'],wwe,0,0.0,incorrect,david beckham,0,0.22,incorrect,david beckham,0,0.22,incorrect
['jake'],yoon ji-ho,0,0.14,incorrect,yuto,0,0.0,incorrect,yuto,0,0.0,incorrect
['anna'],malcolm,0,0.18,incorrect,indonesia,0,0.46,incorrect,indonesia,0,0.46,incorrect
['anna'],miss piggy,0,0.0,incorrect,kermit the frog,0,0.0,incorrect,kermit the frog,0,0.0,incorrect
['anna'],emily,0,0.0,incorrect,wanderer,0,0.33,incorrect,wanderer,0,0.33,incorrect
['anna'],julia,0,0.22,incorrect,van gogh,0,0.33,incorrect,van gogh,0,0.33,incorrect
['anna'],mr. darcy,0,0.15,incorrect,unanswerable,0,0.38,incorrect,unanswerable,0,0.38,incorrect
['anna'],indonesian,0,0.43,incorrect,godmother,0,0.0,incorrect,godmother,0,0.0,incorrect
['anna'],veronica,0,0.33,incorrect,kim kardashian,0,0.22,incorrect,kim kardashian,0,0.22,incorrect
['jake'],unknown,0,0.18,incorrect,heidi montag,0,0.12,incorrect,heidi montag,0,0.12,incorrect
"['nelson', 'jenny', 'jenny nelson']",michael jackson,0,0.48,incorrect,britney spears,0,0.38,incorrect,britney spears,0,0.38,incorrect
['anna'],emily,0,0.0,incorrect,britney,0,0.18,incorrect,britney,0,0.18,incorrect
['anna'],mr. darcy,0,0.15,incorrect,yuki,0,0.0,incorrect,yuki,0,0.0,incorrect
['anna'],olivia pope,0,0.13,incorrect,kim kardashian,0,0.22,incorrect,kim kardashian,0,0.22,incorrect
['babe'],elizabeth gilbert,0,0.29,incorrect,emma stone,0,0.29,incorrect,emma stone,0,0.29,incorrect
['anna'],britney spears,0,0.22,incorrect,kim kardashian,0,0.22,incorrect,kim kardashian,0,0.22,incorrect
"['anna', 'green', 'anna green']",those who like to get to the airport at the last possible moment,0,0.16,incorrect,john doe,0,0.33,incorrect,john doe,0,0.33,incorrect
['anna'],victoria,0,0.17,incorrect,christian dior,0,0.22,incorrect,christian dior,0,0.22,incorrect
['anna'],the woman,0,0.31,incorrect,kim kardashian,0,0.22,incorrect,kim kardashian,0,0.22,incorrect
['anna'],unknown,0,0.36,incorrect,malcolm,0,0.18,incorrect,malcolm,0,0.18,incorrect
['anna'],janet,0,0.44,incorrect,unknown,0,0.36,incorrect,unknown,0,0.36,incorrect
