Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['atila', 'magyard', 'attila']",attila,1,1.0,correct,carpathians,0,0.5,incorrect,attila,1,1.0,correct,szekelys,0,0.15,incorrect,transylvania,0,0.35,incorrect,vlad iii dracula,0,0.38,incorrect,transylvania,0,0.35,incorrect,magyars,0,0.86,correct,huunn,0,0.0,incorrect,griik,0,0.33,incorrect,transylvania,0,0.35,incorrect,vlachs,0,0.36,incorrect,carpathians,0,0.5,incorrect,szekelys,0,0.15,incorrect,vlad iii dracula,0,0.38,incorrect,magyars,0,0.86,correct,griik,0,0.33,incorrect,vlachs,0,0.36,incorrect,attila,1,1.0,correct,transylvania,0,0.35,incorrect,huns,0,0.0,incorrect,transilvanya dacyalilar,0,0.29,incorrect,romanians,0,0.43,incorrect,attila,1,1.0,correct,hunos,0,0.0,incorrect,transilvania,0,0.47,incorrect,transylvania,0,0.35,incorrect,transilvanya dacyalilar,0,0.29,incorrect,attila,1,1.0,correct,transilvania,0,0.47,incorrect
"['conde', 'kont dracula', 'dracula', 'kont', 'conde drácula', 'drácula']",de villiers,0,0.33,incorrect,sejeremane,0,0.27,incorrect,count,0,0.67,incorrect,count,0,0.67,incorrect,yusuf islam,0,0.33,incorrect,lebogang mashile,0,0.36,incorrect,te aora'i o te faatereraa hau,0,0.29,incorrect,te arikinui tapairu,0,0.32,incorrect,count,0,0.67,incorrect,jrmn,0,0.25,incorrect,count fosco,0,0.43,incorrect,albert einstein,0,0.21,incorrect,sejeremane,0,0.27,incorrect,count,0,0.67,incorrect,lebogang mashile,0,0.36,incorrect,te arikinui tapairu,0,0.32,incorrect,jrmn,0,0.25,incorrect,albert einstein,0,0.21,incorrect,orlok,0,0.35,incorrect,count fosco,0,0.43,incorrect,carlton,0,0.5,incorrect,hotel conti,0,0.4,incorrect,frederick william iv of prussia,0,0.28,incorrect,duc,0,0.4,incorrect,conde,1,1.0,correct,no respuesta,0,0.42,incorrect,count fosco,0,0.43,incorrect,hotel conti,0,0.4,incorrect,duc,0,0.4,incorrect,no respuesta,0,0.42,incorrect
"['conde', 'kont dracula', 'dracula', 'kont', 'conde drácula', 'drácula']",de villiers,0,0.33,incorrect,bonyane,0,0.5,incorrect,count,0,0.67,incorrect,charles bovary,0,0.3,incorrect,yusuf islam,0,0.33,incorrect,lebogang,0,0.33,incorrect,te aora'i o te faatereraa hau,0,0.29,incorrect,te hau,0,0.44,incorrect,count,0,0.67,incorrect,albert einstein,0,0.21,incorrect,count fosco,0,0.43,incorrect,hitler,0,0.22,incorrect,bonyane,0,0.5,incorrect,charles bovary,0,0.3,incorrect,lebogang,0,0.33,incorrect,te hau,0,0.44,incorrect,albert einstein,0,0.21,incorrect,hitler,0,0.22,incorrect,orlok,0,0.35,incorrect,count fosco,0,0.43,incorrect,carlton,0,0.5,incorrect,almancami,0,0.38,incorrect,frederick william iv of prussia,0,0.28,incorrect,nguyen du,0,0.45,incorrect,conde,1,1.0,correct,carlos,0,0.36,incorrect,count fosco,0,0.43,incorrect,almancami,0,0.38,incorrect,nguyen du,0,0.45,incorrect,carlos,0,0.36,incorrect
"['mr', 'hawkins', 'mr hawkins']",paris,0,0.5,incorrect,samora machel,0,0.35,incorrect,usman yusuf,0,0.38,incorrect,oloye dare,0,0.2,incorrect,thabo maseko,0,0.32,incorrect,matante,0,0.35,incorrect,moorea,0,0.5,incorrect,te ua,0,0.27,incorrect,hunkaa,0,0.31,incorrect,lel ekttaa o hmraa [mask] chlhun /  aanndk delk /  lelaa thaapaa /,0,0.16,incorrect,france,0,0.38,incorrect,andriamanelo,0,0.32,incorrect,samora machel,0,0.35,incorrect,oloye dare,0,0.2,incorrect,matante,0,0.35,incorrect,te ua,0,0.27,incorrect,lel ekttaa o hmraa [mask] chlhun /  aanndk delk /  lelaa thaapaa /,0,0.16,incorrect,andriamanelo,0,0.32,incorrect,count fosco,0,0.22,incorrect,mr. darcy,0,0.42,incorrect,abdulhamid ii,0,0.3,incorrect,allah,0,0.17,incorrect,lao,0,0.2,incorrect,nguyen du,0,0.12,incorrect,carlos,0,0.31,incorrect,leyera,0,0.25,incorrect,mr. darcy,0,0.42,incorrect,allah,0,0.17,incorrect,nguyen du,0,0.12,incorrect,leyera,0,0.25,incorrect
"['dracula', 'kont', 'drácula', 'kont dracula']",dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,jesus,0,0.17,incorrect,charles gonne,0,0.24,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,count dracula,0,0.88,correct,bisttrittj,0,0.18,incorrect,dracula,1,1.0,correct,count dracula,0,0.88,correct,dracula,1,1.0,correct,dracula,1,1.0,correct,charles gonne,0,0.24,incorrect,dracula,1,1.0,correct,bisttrittj,0,0.18,incorrect,count dracula,0,0.88,correct,dracula,1,1.0,correct,count dracula,0,0.88,correct,hasim kocaoglu,0,0.31,incorrect,dracula,1,1.0,correct,van helsing,0,0.26,incorrect,harker,0,0.22,incorrect,dracula,1,1.0,correct,dracula,1,1.0,correct,count dracula,0,0.88,correct,dracula,1,1.0,correct,harker,0,0.22,incorrect,dracula,1,1.0,correct
['lucy'],william,0,0.18,incorrect,mehato,0,0.0,incorrect,prince william,0,0.11,incorrect,abbey road,0,0.14,incorrect,home it's gonna be a,0,0.0,incorrect,botswana,0,0.0,incorrect,te arikinui ariiriki,0,0.08,incorrect,te ua,0,0.22,incorrect,gorkhaa,0,0.0,incorrect,maayk,0,0.22,incorrect,st. peter,0,0.0,incorrect,malefaka,0,0.17,incorrect,mehato,0,0.0,incorrect,abbey road,0,0.14,incorrect,botswana,0,0.0,incorrect,te ua,0,0.22,incorrect,maayk,0,0.22,incorrect,malefaka,0,0.17,incorrect,agnes,0,0.0,incorrect,abbotsford,0,0.0,incorrect,manastir,0,0.0,incorrect,aksay,0,0.22,incorrect,duc tho,0,0.36,incorrect,pham van dong,0,0.0,incorrect,francisco javier de mendoza y rios,0,0.11,incorrect,abadia,0,0.0,incorrect,abbotsford,0,0.0,incorrect,aksay,0,0.22,incorrect,pham van dong,0,0.0,incorrect,abadia,0,0.0,incorrect
['lucy'],clifford,0,0.17,incorrect,cliff,0,0.22,incorrect,theresa may,0,0.13,incorrect,bobrisky,0,0.17,incorrect,pheto,0,0.0,incorrect,thabo maseko,0,0.0,incorrect,charles,0,0.18,incorrect,te hurihia oia,0,0.11,incorrect,mudaa,0,0.22,incorrect,gel,0,0.29,incorrect,thomson,0,0.0,incorrect,jesus,0,0.22,incorrect,cliff,0,0.22,incorrect,bobrisky,0,0.17,incorrect,thabo maseko,0,0.0,incorrect,te hurihia oia,0,0.11,incorrect,gel,0,0.29,incorrect,jesus,0,0.22,incorrect,she,0,0.0,incorrect,thomas hardy,0,0.12,incorrect,yunus,0,0.22,incorrect,mustafa kemal ataturk,0,0.16,incorrect,ong gia,0,0.0,incorrect,tran hung dao,0,0.12,incorrect,el protagonista,0,0.11,incorrect,penasco,0,0.18,incorrect,thomas hardy,0,0.12,incorrect,mustafa kemal ataturk,0,0.16,incorrect,tran hung dao,0,0.12,incorrect,penasco,0,0.18,incorrect
['renfield'],matlebjane,0,0.33,incorrect,masiba,0,0.14,incorrect,bill gates,0,0.22,incorrect,christiaan barnard,0,0.23,incorrect,thabo maseko,0,0.1,incorrect,thabo maseko,0,0.1,incorrect,te arikinui ariiriki,0,0.21,incorrect,te arikinui ariiriki,0,0.21,incorrect,ekhan hamra,0,0.21,incorrect,gal,0,0.18,incorrect,andriamahazo,0,0.2,incorrect,antananarivo,0,0.2,incorrect,masiba,0,0.14,incorrect,christiaan barnard,0,0.23,incorrect,thabo maseko,0,0.1,incorrect,te arikinui ariiriki,0,0.21,incorrect,gal,0,0.18,incorrect,antananarivo,0,0.2,incorrect,unnamed,0,0.4,incorrect,dr. seuss,0,0.24,incorrect,ismet yilmaz,0,0.3,incorrect,ismet inonu,0,0.21,incorrect,nguyen dinh chieu,0,0.32,incorrect,nguyen van toan,0,0.17,incorrect,pepe,0,0.33,incorrect,doctor 11,0,0.12,incorrect,dr. seuss,0,0.24,incorrect,ismet inonu,0,0.21,incorrect,nguyen van toan,0,0.17,incorrect,doctor 11,0,0.12,incorrect
['olgaren'],jonah,0,0.33,incorrect,phupu,0,0.0,incorrect,ogundipe adediwura,0,0.32,incorrect,keje,0,0.18,incorrect,sekepeng,0,0.27,incorrect,phukwi,0,0.0,incorrect,te arikinui ariiriki,0,0.22,incorrect,samoa,0,0.33,incorrect,bin laden,0,0.5,incorrect,bh' lmbaa,0,0.25,incorrect,charles x,0,0.38,incorrect,nilaza,0,0.31,incorrect,phupu,0,0.0,incorrect,keje,0,0.18,incorrect,phukwi,0,0.0,incorrect,samoa,0,0.33,incorrect,bh' lmbaa,0,0.25,incorrect,nilaza,0,0.31,incorrect,john smith,0,0.24,incorrect,mr. briggs,0,0.12,incorrect,ali,0,0.2,incorrect,ali,0,0.2,incorrect,thuy thu doan,0,0.3,incorrect,pham van dong,0,0.2,incorrect,julio cesar paez,0,0.35,incorrect,el gran galeon,0,0.48,incorrect,mr. briggs,0,0.12,incorrect,ali,0,0.2,incorrect,pham van dong,0,0.2,incorrect,el gran galeon,0,0.48,incorrect
"['jona', 'jonathan']",thabile,0,0.4,incorrect,thabile,0,0.4,incorrect,atlantico,0,0.47,incorrect,yoruba,0,0.4,incorrect,botswana,0,0.5,incorrect,go tshwana,0,0.56,incorrect,te ariki,0,0.25,incorrect,teie,0,0.17,incorrect,jenaa,0,0.67,incorrect,bndrgaah,0,0.38,incorrect,mercury,0,0.0,incorrect,mercury,0,0.0,incorrect,thabile,0,0.4,incorrect,yoruba,0,0.4,incorrect,go tshwana,0,0.56,incorrect,teie,0,0.17,incorrect,bndrgaah,0,0.38,incorrect,mercury,0,0.0,incorrect,john,0,0.75,correct,john,0,0.75,correct,antalya,0,0.4,incorrect,izmir,0,0.0,incorrect,trung quoc,0,0.22,incorrect,pham duy khiem,0,0.18,incorrect,elisa,0,0.22,incorrect,la noche,0,0.25,incorrect,john,0,0.75,correct,izmir,0,0.0,incorrect,pham duy khiem,0,0.18,incorrect,la noche,0,0.25,incorrect
