Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['montag'],phoebe,0,0.17,incorrect,phoebe,0,0.17,incorrect,aphrodite,0,0.27,incorrect,isabelle,0,0.14,incorrect,modumo,0,0.33,incorrect,lebohang,0,0.43,incorrect,phoenix,0,0.31,incorrect,tea,0,0.44,incorrect,jenaa,0,0.36,incorrect,cndrmaa raaybrg,0,0.29,incorrect,orana,0,0.55,incorrect,joseph,0,0.17,incorrect,phoebe,0,0.17,incorrect,isabelle,0,0.14,incorrect,lebohang,0,0.43,incorrect,tea,0,0.44,incorrect,cndrmaa raaybrg,0,0.29,incorrect,joseph,0,0.17,incorrect,arthur,0,0.17,incorrect,phoenix,0,0.31,incorrect,ali,0,0.22,incorrect,emma,0,0.4,incorrect,nguyen dinh hai,0,0.19,incorrect,catherine,0,0.13,incorrect,ali,0,0.22,incorrect,mercedes,0,0.14,incorrect,phoenix,0,0.31,incorrect,emma,0,0.4,incorrect,catherine,0,0.13,incorrect,mercedes,0,0.14,incorrect
['montag'],lesli,0,0.0,incorrect,lesli,0,0.0,incorrect,ogbeni johnson,0,0.2,incorrect,oko re,0,0.17,incorrect,12yaba,0,0.17,incorrect,gone,0,0.4,incorrect,tuvalu,0,0.33,incorrect,te fiti,0,0.15,incorrect,bin laden,0,0.27,incorrect,daantk dosr,0,0.24,incorrect,thomas,0,0.33,incorrect,nandalo,0,0.31,incorrect,lesli,0,0.0,incorrect,oko re,0,0.17,incorrect,gone,0,0.4,incorrect,te fiti,0,0.15,incorrect,daantk dosr,0,0.24,incorrect,nandalo,0,0.31,incorrect,winston,0,0.31,incorrect,blackwood,0,0.13,incorrect,john,0,0.4,incorrect,osama,0,0.36,incorrect,tim,0,0.22,incorrect,tom,0,0.22,incorrect,osama,0,0.36,incorrect,osmanli,0,0.31,incorrect,blackwood,0,0.13,incorrect,osama,0,0.36,incorrect,tom,0,0.22,incorrect,osmanli,0,0.31,incorrect
['montag'],modupi,0,0.33,incorrect,mahlo,0,0.36,incorrect,oliver,0,0.17,incorrect,olivia,0,0.33,incorrect,phiri,0,0.0,incorrect,matlho,0,0.33,incorrect,tamatoa,0,0.46,incorrect,te vahine,0,0.27,incorrect,bebii,0,0.0,incorrect,princess,0,0.14,incorrect,joseph,0,0.17,incorrect,nihidy,0,0.17,incorrect,mahlo,0,0.36,incorrect,olivia,0,0.33,incorrect,matlho,0,0.33,incorrect,te vahine,0,0.27,incorrect,princess,0,0.14,incorrect,nihidy,0,0.17,incorrect,anna,0,0.4,incorrect,emily,0,0.18,incorrect,adalet,0,0.17,incorrect,nazik,0,0.36,incorrect,phoebe,0,0.17,incorrect,tran thuy,0,0.27,incorrect,halit,0,0.18,incorrect,nazikce kadin,0,0.21,incorrect,emily,0,0.18,incorrect,nazik,0,0.36,incorrect,tran thuy,0,0.27,incorrect,nazikce kadin,0,0.21,incorrect
['montag'],selelo,0,0.17,incorrect,bekeng,0,0.33,incorrect,oliver,0,0.17,incorrect,perseu,0,0.0,incorrect,selebi,0,0.0,incorrect,go,0,0.25,incorrect,tamatoa,0,0.46,incorrect,ua,0,0.25,incorrect,john,0,0.4,incorrect,mr. nobody,0,0.25,incorrect,andriamanitra,0,0.42,incorrect,teo,0,0.22,incorrect,bekeng,0,0.33,incorrect,perseu,0,0.0,incorrect,go,0,0.25,incorrect,ua,0,0.25,incorrect,mr. nobody,0,0.25,incorrect,teo,0,0.22,incorrect,mr. bennet,0,0.38,incorrect,arthur,0,0.17,incorrect,adam,0,0.2,incorrect,benjamin,0,0.29,incorrect,mr. rochester,0,0.32,incorrect,thu vien,0,0.14,incorrect,ali,0,0.22,incorrect,benjamin,0,0.29,incorrect,arthur,0,0.17,incorrect,benjamin,0,0.29,incorrect,thu vien,0,0.14,incorrect,benjamin,0,0.29,incorrect
['mildred'],dr. khumalo,0,0.22,incorrect,madame defarge,0,0.38,incorrect,olufemi,0,0.29,incorrect,rara,0,0.18,incorrect,leina,0,0.33,incorrect,leina,0,0.33,incorrect,tamatoa,0,0.14,incorrect,ua samoa,0,0.13,incorrect,baabuu gddh'vaal,0,0.17,incorrect,george,0,0.31,incorrect,valentina,0,0.25,incorrect,nitsambikina,0,0.21,incorrect,madame defarge,0,0.38,incorrect,rara,0,0.18,incorrect,leina,0,0.33,incorrect,ua samoa,0,0.13,incorrect,george,0,0.31,incorrect,nitsambikina,0,0.21,incorrect,ernest,0,0.31,incorrect,forest,0,0.31,incorrect,galileo,0,0.43,incorrect,paul,0,0.18,incorrect,arthur,0,0.15,incorrect,nguyen dinh thi,0,0.18,incorrect,galileo,0,0.43,incorrect,adnan,0,0.17,incorrect,forest,0,0.31,incorrect,paul,0,0.18,incorrect,nguyen dinh thi,0,0.18,incorrect,adnan,0,0.17,incorrect
"['faber—', 'faber']",philemon,0,0.15,incorrect,kokobong,0,0.15,incorrect,oliver,0,0.36,incorrect,olorun,0,0.18,incorrect,sego,0,0.22,incorrect,meeteze,0,0.17,incorrect,tamatoa,0,0.17,incorrect,te taime,0,0.31,incorrect,firehouse,0,0.29,incorrect,firehouse,0,0.29,incorrect,thomas,0,0.18,incorrect,toy ny asa-piarahamonina,0,0.14,incorrect,kokobong,0,0.15,incorrect,olorun,0,0.18,incorrect,meeteze,0,0.17,incorrect,te taime,0,0.31,incorrect,firehouse,0,0.29,incorrect,toy ny asa-piarahamonina,0,0.14,incorrect,chet,0,0.22,incorrect,tom,0,0.0,incorrect,itfaiye merkezi,0,0.4,incorrect,central,0,0.33,incorrect,phong si,0,0.0,incorrect,nguyen dinh thi,0,0.1,incorrect,itfa,0,0.44,incorrect,yanis,0,0.2,incorrect,tom,0,0.0,incorrect,central,0,0.33,incorrect,nguyen dinh thi,0,0.1,incorrect,yanis,0,0.2,incorrect
['montag'],jan,0,0.22,incorrect,ke,0,0.0,incorrect,john,0,0.4,incorrect,janitor,0,0.31,incorrect,cecile jany,0,0.12,incorrect,cecile mapodisi,0,0.19,incorrect,te atua,0,0.31,incorrect,te papa,0,0.31,incorrect,dillii,0,0.0,incorrect,dillii,0,0.0,incorrect,janitor,0,0.31,incorrect,janitor,0,0.31,incorrect,ke,0,0.0,incorrect,janitor,0,0.31,incorrect,cecile mapodisi,0,0.19,incorrect,te papa,0,0.31,incorrect,dillii,0,0.0,incorrect,janitor,0,0.31,incorrect,mr. hyde,0,0.14,incorrect,janitor,0,0.31,incorrect,emma,0,0.4,incorrect,polis,0,0.18,incorrect,phoebe,0,0.17,incorrect,thao,0,0.4,incorrect,emma,0,0.4,incorrect,polis oncesi,0,0.22,incorrect,janitor,0,0.31,incorrect,polis,0,0.18,incorrect,thao,0,0.4,incorrect,polis oncesi,0,0.22,incorrect
['montag'],bob,0,0.22,incorrect,banna,0,0.36,incorrect,cricket,0,0.15,incorrect,john,0,0.4,incorrect,modumo,0,0.33,incorrect,anyone,0,0.33,incorrect,tamatoa,0,0.46,incorrect,eita,0,0.4,incorrect,d bllebaaj,0,0.12,incorrect,dillii ddisples baink,0,0.07,incorrect,england,0,0.31,incorrect,sady saingy,0,0.24,incorrect,banna,0,0.36,incorrect,john,0,0.4,incorrect,anyone,0,0.33,incorrect,eita,0,0.4,incorrect,dillii ddisples baink,0,0.07,incorrect,sady saingy,0,0.24,incorrect,agnes,0,0.36,incorrect,missus,0,0.17,incorrect,emma,0,0.4,incorrect,adalet,0,0.17,incorrect,hannah,0,0.33,incorrect,thuyen gia,0,0.25,incorrect,asli,0,0.2,incorrect,mercedes,0,0.14,incorrect,missus,0,0.17,incorrect,adalet,0,0.17,incorrect,thuyen gia,0,0.25,incorrect,mercedes,0,0.14,incorrect
['montag'],lee min ho,0,0.25,incorrect,lee tamayo,0,0.25,incorrect,innocent,0,0.43,incorrect,innocent,0,0.43,incorrect,tiiso,0,0.18,incorrect,go letsogo,0,0.38,incorrect,tamatoa,0,0.46,incorrect,te atua,0,0.31,incorrect,cor,0,0.22,incorrect,chol,0,0.2,incorrect,thomas,0,0.33,incorrect,jerry,0,0.0,incorrect,lee tamayo,0,0.25,incorrect,innocent,0,0.43,incorrect,go letsogo,0,0.38,incorrect,te atua,0,0.31,incorrect,chol,0,0.2,incorrect,jerry,0,0.0,incorrect,hal,0,0.22,incorrect,arthur,0,0.17,incorrect,ali,0,0.22,incorrect,mermaid,0,0.31,incorrect,pho bang vuong,0,0.3,incorrect,nguyen du,0,0.27,incorrect,ali,0,0.22,incorrect,ali,0,0.22,incorrect,arthur,0,0.17,incorrect,mermaid,0,0.31,incorrect,nguyen du,0,0.27,incorrect,ali,0,0.22,incorrect
['montag'],babe,0,0.2,incorrect,bob,0,0.22,incorrect,tower of babel,0,0.2,incorrect,wa,0,0.25,incorrect,babele,0,0.17,incorrect,batho,0,0.18,incorrect,babela,0,0.17,incorrect,te uru,0,0.17,incorrect,john,0,0.4,incorrect,thomas,0,0.33,incorrect,babela,0,0.17,incorrect,thomas,0,0.33,incorrect,bob,0,0.22,incorrect,wa,0,0.25,incorrect,batho,0,0.18,incorrect,te uru,0,0.17,incorrect,thomas,0,0.33,incorrect,thomas,0,0.33,incorrect,thornton,0,0.43,incorrect,tower,0,0.18,incorrect,enkidu,0,0.17,incorrect,lanet,0,0.36,incorrect,professor moriarty,0,0.25,incorrect,adam,0,0.2,incorrect,enkidu,0,0.17,incorrect,yunus,0,0.18,incorrect,tower,0,0.18,incorrect,lanet,0,0.36,incorrect,adam,0,0.2,incorrect,yunus,0,0.18,incorrect
['faber'],tom,0,0.0,incorrect,tom,0,0.0,incorrect,oloye,0,0.2,incorrect,oluwa,0,0.2,incorrect,bob,0,0.25,incorrect,ke,0,0.29,incorrect,tamatoa,0,0.17,incorrect,te fana,0,0.33,incorrect,shyamal,0,0.17,incorrect,chhala,0,0.18,incorrect,antananarivo,0,0.24,incorrect,adam,0,0.22,incorrect,tom,0,0.0,incorrect,oluwa,0,0.2,incorrect,ke,0,0.29,incorrect,te fana,0,0.33,incorrect,chhala,0,0.18,incorrect,adam,0,0.22,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,adalet,0,0.36,incorrect,ali,0,0.25,incorrect,nguoi khac,0,0.13,incorrect,thu,0,0.0,incorrect,ali,0,0.25,incorrect,ali,0,0.25,incorrect,john,0,0.0,incorrect,ali,0,0.25,incorrect,thu,0,0.0,incorrect,ali,0,0.25,incorrect
"['bayan', 'bayan bowles', 'bowles']",dr. james naismith,0,0.2,incorrect,joseph,0,0.33,incorrect,oliver,0,0.5,incorrect,oliver,0,0.5,incorrect,joseph,0,0.33,incorrect,baithuti,0,0.31,incorrect,tamarii,0,0.33,incorrect,ua,0,0.29,incorrect,okraa,0,0.4,incorrect,becky,0,0.4,incorrect,thomas edison,0,0.32,incorrect,simon,0,0.2,incorrect,joseph,0,0.33,incorrect,oliver,0,0.5,incorrect,baithuti,0,0.31,incorrect,ua,0,0.29,incorrect,becky,0,0.4,incorrect,simon,0,0.2,incorrect,phoebe,0,0.33,incorrect,phoebe,0,0.33,incorrect,mildred,0,0.31,incorrect,mildred,0,0.31,incorrect,phoebe,0,0.33,incorrect,phoebe,0,0.33,incorrect,esther,0,0.33,incorrect,mildred,0,0.31,incorrect,phoebe,0,0.33,incorrect,mildred,0,0.31,incorrect,phoebe,0,0.33,incorrect,mildred,0,0.31,incorrect
"['bayan phelps', 'phelps', 'bayan']",scott,0,0.18,incorrect,capitan,0,0.5,incorrect,emmanuel,0,0.4,incorrect,emi,0,0.22,incorrect,monna,0,0.2,incorrect,idris,0,0.18,incorrect,tapena,0,0.36,incorrect,tapena,0,0.36,incorrect,capitan,0,0.5,incorrect,capitan keenan,0,0.38,incorrect,capitaine,0,0.43,incorrect,nieritreritra,0,0.16,incorrect,capitan,0,0.5,incorrect,emi,0,0.22,incorrect,idris,0,0.18,incorrect,tapena,0,0.36,incorrect,capitan keenan,0,0.38,incorrect,nieritreritra,0,0.16,incorrect,smith,0,0.18,incorrect,captain,0,0.5,incorrect,doctor,0,0.0,incorrect,jack,0,0.22,incorrect,trung,0,0.2,incorrect,phuc,0,0.4,incorrect,ali,0,0.27,incorrect,yuzbasi,0,0.33,incorrect,captain,0,0.5,incorrect,jack,0,0.22,incorrect,phuc,0,0.4,incorrect,yuzbasi,0,0.33,incorrect
['montag'],tlosang,0,0.46,incorrect,matome,0,0.33,incorrect,oliver,0,0.17,incorrect,oliver,0,0.17,incorrect,john,0,0.4,incorrect,samayang,0,0.43,incorrect,te parau ia,0,0.24,incorrect,roto,0,0.4,incorrect,baabuu amr daas nepaal,0,0.21,incorrect,jaanckrnnii,0,0.12,incorrect,jiro,0,0.2,incorrect,nandinika,0,0.27,incorrect,matome,0,0.33,incorrect,oliver,0,0.17,incorrect,samayang,0,0.43,incorrect,roto,0,0.4,incorrect,jaanckrnnii,0,0.12,incorrect,nandinika,0,0.27,incorrect,arthur,0,0.17,incorrect,igniter,0,0.31,incorrect,ali,0,0.22,incorrect,aliye,0,0.18,incorrect,nguyen dinh thi,0,0.19,incorrect,trieu,0,0.18,incorrect,aleve,0,0.18,incorrect,elin,0,0.2,incorrect,igniter,0,0.31,incorrect,aliye,0,0.18,incorrect,trieu,0,0.18,incorrect,elin,0,0.2,incorrect
['montag'],clown,0,0.36,incorrect,lefeela,0,0.15,incorrect,sherry,0,0.0,incorrect,mr. punch,0,0.27,incorrect,wallace,0,0.15,incorrect,mr. house,0,0.27,incorrect,confetti,0,0.43,incorrect,peni,0,0.2,incorrect,chandramukhi,0,0.22,incorrect,devika,0,0.17,incorrect,confetti,0,0.43,incorrect,tianao,0,0.33,incorrect,lefeela,0,0.15,incorrect,mr. punch,0,0.27,incorrect,mr. house,0,0.27,incorrect,peni,0,0.2,incorrect,devika,0,0.17,incorrect,tianao,0,0.33,incorrect,charlie,0,0.15,incorrect,marcel,0,0.33,incorrect,paris,0,0.18,incorrect,bali,0,0.2,incorrect,paul,0,0.2,incorrect,phoebe,0,0.17,incorrect,paris,0,0.18,incorrect,beyzolda,0,0.29,incorrect,marcel,0,0.33,incorrect,bali,0,0.2,incorrect,phoebe,0,0.17,incorrect,beyzolda,0,0.29,incorrect
['montag'],matilda,0,0.46,incorrect,bob,0,0.22,incorrect,oliver,0,0.17,incorrect,oliver,0,0.17,incorrect,malome,0,0.33,incorrect,mmangwane,0,0.4,incorrect,tom,0,0.22,incorrect,ua,0,0.25,incorrect,parlour,0,0.15,incorrect,baabuu,0,0.17,incorrect,emma,0,0.4,incorrect,thomas,0,0.33,incorrect,bob,0,0.22,incorrect,oliver,0,0.17,incorrect,mmangwane,0,0.4,incorrect,ua,0,0.25,incorrect,baabuu,0,0.17,incorrect,thomas,0,0.33,incorrect,emma,0,0.4,incorrect,aunt,0,0.4,incorrect,ali,0,0.22,incorrect,halil,0,0.18,incorrect,mr.,0,0.22,incorrect,chua troi,0,0.13,incorrect,ali,0,0.22,incorrect,odas,0,0.4,incorrect,aunt,0,0.4,incorrect,halil,0,0.18,incorrect,chua troi,0,0.13,incorrect,odas,0,0.4,incorrect
['montag'],mr. brown,0,0.4,incorrect,ho,0,0.25,incorrect,thomas,0,0.33,incorrect,thomas edison,0,0.32,incorrect,go,0,0.25,incorrect,baebele,0,0.15,incorrect,te fana,0,0.31,incorrect,te ao,0,0.36,incorrect,paula,0,0.18,incorrect,arthur conan doyle,0,0.25,incorrect,mr. pickwick,0,0.11,incorrect,"tsia, ampy. tsy karazana ny tsy. fomba antsika. tsy tadiavo tsy zavatra alalan'ny tsy ento mitadiava iray zava-dehibe. majika, anao, amin'ny zavatra izao. mbola hoy misy mihitsy anatin'izay amin'ny sary izany. izany televisors, no iray toy",0,0.04,incorrect,ho,0,0.25,incorrect,thomas edison,0,0.32,incorrect,baebele,0,0.15,incorrect,te ao,0,0.36,incorrect,arthur conan doyle,0,0.25,incorrect,"tsia, ampy. tsy karazana ny tsy. fomba antsika. tsy tadiavo tsy zavatra alalan'ny tsy ento mitadiava iray zava-dehibe. majika, anao, amin'ny zavatra izao. mbola hoy misy mihitsy anatin'izay amin'ny sary izany. izany televisors, no iray toy",0,0.04,incorrect,holden,0,0.33,incorrect,"three ""you're type not. take in things look in where serious. but us. them for! what things still same all forget. you're books at could no, some that the romantic,"" we stitched all. books in it intuitively things that's [mask]",0,0.05,incorrect,charles,0,0.15,incorrect,sina,0,0.4,incorrect,phoebe,0,0.17,incorrect,tu duc,0,0.17,incorrect,ali,0,0.22,incorrect,kitaplar,0,0.29,incorrect,"three ""you're type not. take in things look in where serious. but us. them for! what things still same all forget. you're books at could no, some that the romantic,"" we stitched all. books in it intuitively things that's [mask]",0,0.05,incorrect,sina,0,0.4,incorrect,tu duc,0,0.17,incorrect,kitaplar,0,0.29,incorrect
['montag'],joseph,0,0.17,incorrect,john,0,0.4,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,dentifrice,0,0.25,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,thomas,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,john,0,0.4,incorrect,denham,0,0.33,incorrect,dentifrice,0,0.25,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,diham,0,0.18,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,diham,0,0.18,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect
['montag'],selebi,0,0.0,incorrect,thapameng,0,0.4,incorrect,omowumi,0,0.31,incorrect,edwin,0,0.18,incorrect,diaphrah,0,0.14,incorrect,modupi,0,0.33,incorrect,tamatoa,0,0.46,incorrect,teuhe,0,0.18,incorrect,john,0,0.4,incorrect,chhote,0,0.33,incorrect,joseph,0,0.17,incorrect,toy ny ratsiraka,0,0.36,incorrect,thapameng,0,0.4,incorrect,edwin,0,0.18,incorrect,modupi,0,0.33,incorrect,teuhe,0,0.18,incorrect,chhote,0,0.33,incorrect,toy ny ratsiraka,0,0.36,incorrect,paul,0,0.2,incorrect,books,0,0.18,incorrect,kitapci,0,0.31,incorrect,kitapci,0,0.31,incorrect,mr. darcy,0,0.27,incorrect,nguyen dinh thi,0,0.19,incorrect,kitapci,0,0.31,incorrect,ali,0,0.22,incorrect,books,0,0.18,incorrect,kitapci,0,0.31,incorrect,nguyen dinh thi,0,0.19,incorrect,ali,0,0.22,incorrect
['montag'],malello,0,0.31,incorrect,mamello,0,0.31,incorrect,sir,0,0.0,incorrect,jeremiah,0,0.29,incorrect,patience dabany,0,0.19,incorrect,patience,0,0.14,incorrect,tamasese,0,0.29,incorrect,faaoroma'i,0,0.25,incorrect,general,0,0.31,incorrect,sanjeev,0,0.15,incorrect,tomato,0,0.33,incorrect,atsaharona,0,0.38,incorrect,mamello,0,0.31,incorrect,jeremiah,0,0.29,incorrect,patience,0,0.14,incorrect,faaoroma'i,0,0.25,incorrect,sanjeev,0,0.15,incorrect,atsaharona,0,0.38,incorrect,paul,0,0.2,incorrect,progress,0,0.29,incorrect,ibrahim,0,0.15,incorrect,merkezkac,0,0.27,incorrect,ngoai oc,0,0.29,incorrect,nguyen dinh thi,0,0.19,incorrect,osman,0,0.36,incorrect,uygar,0,0.18,incorrect,progress,0,0.29,incorrect,merkezkac,0,0.27,incorrect,nguyen dinh thi,0,0.19,incorrect,uygar,0,0.18,incorrect
"['montag', 'montag tiến', 'tiến']",matsoho,0,0.33,incorrect,matsoho,0,0.33,incorrect,emily,0,0.25,incorrect,george,0,0.35,incorrect,buka,0,0.2,incorrect,buka topollo,0,0.26,incorrect,tupu,0,0.25,incorrect,ua,0,0.25,incorrect,thomas,0,0.33,incorrect,belah,0,0.22,incorrect,john,0,0.4,incorrect,joseph,0,0.24,incorrect,matsoho,0,0.33,incorrect,george,0,0.35,incorrect,buka topollo,0,0.26,incorrect,ua,0,0.25,incorrect,belah,0,0.22,incorrect,joseph,0,0.24,incorrect,he,0,0.33,incorrect,his,0,0.29,incorrect,john,0,0.4,incorrect,eller,0,0.22,incorrect,phoebe,0,0.24,incorrect,dimmesdale,0,0.29,incorrect,ada,0,0.22,incorrect,ali,0,0.29,incorrect,his,0,0.29,incorrect,eller,0,0.22,incorrect,dimmesdale,0,0.29,incorrect,ali,0,0.29,incorrect
['montag'],le livre,0,0.0,incorrect,u,0,0.0,incorrect,oloogbe,0,0.31,incorrect,olu-eda,0,0.31,incorrect,joseph,0,0.17,incorrect,book,0,0.2,incorrect,teremoana,0,0.53,incorrect,eiaha,0,0.18,incorrect,baabuu gngaadhar,0,0.18,incorrect,ahmd khaan,0,0.25,incorrect,valentina,0,0.4,incorrect,teo,0,0.22,incorrect,u,0,0.0,incorrect,olu-eda,0,0.31,incorrect,book,0,0.2,incorrect,eiaha,0,0.18,incorrect,ahmd khaan,0,0.25,incorrect,teo,0,0.22,incorrect,arthur,0,0.17,incorrect,arthur,0,0.17,incorrect,ali,0,0.22,incorrect,ada,0,0.22,incorrect,tran,0,0.4,incorrect,mr. wilson,0,0.38,incorrect,ali,0,0.22,incorrect,ali,0,0.22,incorrect,arthur,0,0.17,incorrect,ada,0,0.22,incorrect,mr. wilson,0,0.38,incorrect,ali,0,0.22,incorrect
