Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['musa', 'moses', 'moisés']",haufinyane,0,0.29,incorrect,jesus,0,0.44,incorrect,abraham lincoln,0,0.2,incorrect,jesus,0,0.44,incorrect,john,0,0.22,incorrect,botswana,0,0.33,incorrect,te fenua enata,0,0.22,incorrect,te,0,0.29,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,toy,0,0.25,incorrect,tom,0,0.29,incorrect,emily,0,0.36,incorrect,nuh,0,0.29,incorrect,ali,0,0.29,incorrect,khong tu,0,0.17,incorrect,nguyen,0,0.2,incorrect,marx,0,0.5,incorrect,maria,0,0.44,incorrect,jesus,0,0.44,incorrect,jesus,0,0.44,incorrect,botswana,0,0.33,incorrect,te,0,0.29,incorrect,god,0,0.25,incorrect,toy,0,0.25,incorrect,emily,0,0.36,incorrect,ali,0,0.29,incorrect,nguyen,0,0.2,incorrect,maria,0,0.44,incorrect
"['tom', 'tom sawyer', 'sawyer']",jesus,0,0.18,incorrect,ke feleng,0,0.21,incorrect,jesus,0,0.18,incorrect,david,0,0.18,incorrect,jesus,0,0.18,incorrect,botswana,0,0.33,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,jerusalem,0,0.4,incorrect,tompo o,0,0.6,incorrect,tom sawyer,1,1.0,correct,emily,0,0.27,incorrect,god,0,0.33,incorrect,ali,0,0.22,incorrect,nguyen,0,0.33,incorrect,nghe,0,0.2,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,ke feleng,0,0.21,incorrect,david,0,0.18,incorrect,botswana,0,0.33,incorrect,jesus,0,0.18,incorrect,god,0,0.33,incorrect,tompo o,0,0.6,incorrect,emily,0,0.27,incorrect,ali,0,0.22,incorrect,nghe,0,0.2,incorrect,god,0,0.33,incorrect
"['watson', 'bayan watson', 'bayan']",heathcliff,0,0.25,incorrect,ke,0,0.0,incorrect,abraham lincoln,0,0.44,incorrect,whippowill,0,0.25,incorrect,john,0,0.4,incorrect,ke,0,0.0,incorrect,teuira henry,0,0.25,incorrect,ua,0,0.29,incorrect,mark twain,0,0.45,incorrect,edgar allan poe,0,0.37,incorrect,tom,0,0.44,incorrect,ramatoakely,0,0.35,incorrect,watson,1,1.0,correct,miss watson,0,0.71,correct,baykus,0,0.55,incorrect,yildizlar,0,0.29,incorrect,charlotte,0,0.27,incorrect,nguyen,0,0.36,incorrect,watson,1,1.0,correct,dracula,0,0.33,incorrect,ke,0,0.0,incorrect,whippowill,0,0.25,incorrect,ke,0,0.0,incorrect,ua,0,0.29,incorrect,edgar allan poe,0,0.37,incorrect,ramatoakely,0,0.35,incorrect,miss watson,0,0.71,correct,yildizlar,0,0.29,incorrect,nguyen,0,0.36,incorrect,dracula,0,0.33,incorrect
"['tom', 'tom sawyer', 'sawyer']",jesus,0,0.18,incorrect,yaba,0,0.2,incorrect,agnes,0,0.36,incorrect,yoruba,0,0.33,incorrect,john,0,0.29,incorrect,moses,0,0.4,incorrect,corrie,0,0.25,incorrect,me-yow,0,0.25,incorrect,tom,1,1.0,correct,shed,0,0.4,incorrect,tom,1,1.0,correct,nangina,0,0.15,incorrect,tom,1,1.0,correct,mark twain,0,0.3,incorrect,tom,1,1.0,correct,edgar allan poe,0,0.24,incorrect,nguyen,0,0.33,incorrect,nguyen,0,0.33,incorrect,tom,1,1.0,correct,volvi,0,0.25,incorrect,yaba,0,0.2,incorrect,yoruba,0,0.33,incorrect,moses,0,0.4,incorrect,me-yow,0,0.25,incorrect,shed,0,0.4,incorrect,nangina,0,0.15,incorrect,mark twain,0,0.3,incorrect,edgar allan poe,0,0.24,incorrect,nguyen,0,0.33,incorrect,volvi,0,0.25,incorrect
['tom'],jesus,0,0.0,incorrect,lesotho,0,0.4,incorrect,olodumare,0,0.33,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,botswana,0,0.18,incorrect,te fenua enata,0,0.12,incorrect,te,0,0.4,incorrect,tom,1,1.0,correct,shiv,0,0.0,incorrect,tom,1,1.0,correct,antananarivo,0,0.27,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,ali,0,0.0,incorrect,aladdin,0,0.0,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,tom,1,1.0,correct,indiana jones,0,0.12,incorrect,lesotho,0,0.4,incorrect,jesus,0,0.0,incorrect,botswana,0,0.18,incorrect,te,0,0.4,incorrect,shiv,0,0.0,incorrect,antananarivo,0,0.27,incorrect,tom,1,1.0,correct,aladdin,0,0.0,incorrect,nguyen,0,0.0,incorrect,indiana jones,0,0.12,incorrect
['tom'],moshoeshoe,0,0.15,incorrect,yaba,0,0.0,incorrect,abraham,0,0.2,incorrect,jesus,0,0.0,incorrect,moses,0,0.25,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,jesus,0,0.0,incorrect,camorra,0,0.2,incorrect,john,0,0.29,incorrect,abraham lincoln,0,0.11,incorrect,nianiana,0,0.0,incorrect,tom sawyer,0,0.46,incorrect,harry,0,0.0,incorrect,yunus,0,0.0,incorrect,john,0,0.29,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,el jefe de la banda,0,0.0,incorrect,john,0,0.29,incorrect,yaba,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,john,0,0.29,incorrect,nianiana,0,0.0,incorrect,harry,0,0.0,incorrect,john,0,0.29,incorrect,nguyen,0,0.0,incorrect,john,0,0.29,incorrect
['tom'],god,0,0.33,incorrect,john,0,0.29,incorrect,jesus,0,0.0,incorrect,olopaa,0,0.22,incorrect,jesus,0,0.0,incorrect,jack sparrow,0,0.13,incorrect,jesus,0,0.0,incorrect,ua,0,0.0,incorrect,john,0,0.29,incorrect,shakespeare,0,0.0,incorrect,lovecraft,0,0.17,incorrect,nilaza,0,0.0,incorrect,tom,1,1.0,correct,tom sawyer,0,0.46,incorrect,robert louis stevenson,0,0.16,incorrect,jack,0,0.0,incorrect,nguyen trai,0,0.14,incorrect,nguyen,0,0.0,incorrect,tom,1,1.0,correct,jack,0,0.0,incorrect,john,0,0.29,incorrect,olopaa,0,0.22,incorrect,jack sparrow,0,0.13,incorrect,ua,0,0.0,incorrect,shakespeare,0,0.0,incorrect,nilaza,0,0.0,incorrect,tom sawyer,0,0.46,incorrect,jack,0,0.0,incorrect,nguyen,0,0.0,incorrect,jack,0,0.0,incorrect
"['tom', 'tom sawyer', 'sawyer']",robin hood,0,0.2,incorrect,lesotho,0,0.4,incorrect,awon,0,0.4,incorrect,awon,0,0.4,incorrect,khuli chana,0,0.19,incorrect,highways,0,0.29,incorrect,temarii,0,0.47,incorrect,jesus,0,0.18,incorrect,john,0,0.29,incorrect,highwayman,0,0.25,incorrect,ratsimba,0,0.36,incorrect,jesus,0,0.18,incorrect,tom sawyer,1,1.0,correct,tom,1,1.0,correct,ali,0,0.22,incorrect,john,0,0.29,incorrect,nguyen,0,0.33,incorrect,nguyen,0,0.33,incorrect,tom sawyer,1,1.0,correct,robbers,0,0.35,incorrect,lesotho,0,0.4,incorrect,awon,0,0.4,incorrect,highways,0,0.29,incorrect,jesus,0,0.18,incorrect,highwayman,0,0.25,incorrect,jesus,0,0.18,incorrect,tom,1,1.0,correct,john,0,0.29,incorrect,nguyen,0,0.33,incorrect,robbers,0,0.35,incorrect
"['barnes', 'tommy barnes', 'tommy']",hanyane,0,0.46,incorrect,lesotho,0,0.33,incorrect,abraham,0,0.31,incorrect,olorun,0,0.33,incorrect,jesus,0,0.36,incorrect,john,0,0.25,incorrect,teina,0,0.24,incorrect,tahiti,0,0.22,incorrect,ram,0,0.25,incorrect,shiv,0,0.2,incorrect,david,0,0.18,incorrect,andriamasinavalona,0,0.25,incorrect,jacob,0,0.24,incorrect,tom,0,0.75,correct,minik,0,0.24,incorrect,ali,0,0.22,incorrect,nguyen van a,0,0.33,incorrect,nguyen,0,0.33,incorrect,tom sawyer,0,0.55,incorrect,john,0,0.25,incorrect,lesotho,0,0.33,incorrect,olorun,0,0.33,incorrect,john,0,0.25,incorrect,tahiti,0,0.22,incorrect,shiv,0,0.2,incorrect,andriamasinavalona,0,0.25,incorrect,tom,0,0.75,correct,ali,0,0.22,incorrect,nguyen,0,0.33,incorrect,john,0,0.25,incorrect
['tom'],jesus,0,0.0,incorrect,yaba,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,botswana,0,0.18,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,tom,1,1.0,correct,john,0,0.29,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,tom,1,1.0,correct,tom,1,1.0,correct,tom,1,1.0,correct,john,0,0.29,incorrect,nguyen,0,0.0,incorrect,nguyen,0,0.0,incorrect,tom,1,1.0,correct,jesus,0,0.0,incorrect,yaba,0,0.0,incorrect,jesus,0,0.0,incorrect,botswana,0,0.18,incorrect,jesus,0,0.0,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect,tom,1,1.0,correct,john,0,0.29,incorrect,nguyen,0,0.0,incorrect,jesus,0,0.0,incorrect
