Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['celil', 'yalil', 'jalil']",god,0,0.0,incorrect,lesotho,0,0.17,incorrect,abraham,0,0.17,incorrect,adehun,0,0.18,incorrect,job,0,0.25,incorrect,jesus,0,0.2,incorrect,te fenua enata,0,0.11,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,ram,0,0.25,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,nguyen,0,0.18,incorrect,god,0,0.0,incorrect,john,0,0.22,incorrect,lesotho,0,0.17,incorrect,adehun,0,0.18,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,ram,0,0.25,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,nguyen,0,0.18,incorrect,john,0,0.22,incorrect
"['mariam', 'mariam jo', 'co', 'meryem', 'jo', 'meryem co']",jehova,0,0.5,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,te atua,0,0.31,incorrect,maui,0,0.6,incorrect,god,0,0.4,incorrect,god,0,0.4,incorrect,god,0,0.4,incorrect,madagascar,0,0.38,incorrect,baby,0,0.2,incorrect,god,0,0.4,incorrect,god,0,0.4,incorrect,god,0,0.4,incorrect,nguyen,0,0.33,incorrect,nguyen,0,0.33,incorrect,god,0,0.4,incorrect,god,0,0.4,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,maui,0,0.6,incorrect,god,0,0.4,incorrect,madagascar,0,0.38,incorrect,god,0,0.4,incorrect,god,0,0.4,incorrect,nguyen,0,0.33,incorrect,god,0,0.4,incorrect
"['faizulá', 'faizu', 'mullah', 'faizullah', 'feyzullah', 'molla', 'mullah faizullah', 'molla feyzullah']",jesus,0,0.29,incorrect,lesotho,0,0.31,incorrect,jesus,0,0.29,incorrect,buttercup,0,0.22,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,te fenua enata,0,0.35,incorrect,john,0,0.22,incorrect,shivani,0,0.33,incorrect,shiv,0,0.22,incorrect,randrianaivo,0,0.32,incorrect,andriambelomasina,0,0.33,incorrect,mr. biswas,0,0.31,incorrect,god,0,0.25,incorrect,ali,0,0.5,incorrect,ali,0,0.5,incorrect,giao si,0,0.33,incorrect,nguyen,0,0.18,incorrect,abdullah,0,0.71,correct,abdul,0,0.5,incorrect,lesotho,0,0.31,incorrect,buttercup,0,0.22,incorrect,jesus,0,0.29,incorrect,john,0,0.22,incorrect,shiv,0,0.22,incorrect,andriambelomasina,0,0.33,incorrect,god,0,0.25,incorrect,ali,0,0.5,incorrect,nguyen,0,0.18,incorrect,abdul,0,0.5,incorrect
"['mil', 'celil', 'yalil', 'jalil']",lot,0,0.33,incorrect,john,0,0.22,incorrect,jesus,0,0.2,incorrect,adunni,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,te fenua enata,0,0.11,incorrect,maui,0,0.57,incorrect,shiv,0,0.29,incorrect,shiv,0,0.29,incorrect,leonardo da vinci,0,0.18,incorrect,antananarivo,0,0.24,incorrect,khutulun,0,0.18,incorrect,carver,0,0.36,incorrect,abraham,0,0.2,incorrect,ali,0,0.75,correct,nguyen,0,0.18,incorrect,nguyen,0,0.18,incorrect,galilea,0,0.67,incorrect,maria,0,0.5,incorrect,john,0,0.22,incorrect,adunni,0,0.36,incorrect,jesus,0,0.2,incorrect,maui,0,0.57,incorrect,shiv,0,0.29,incorrect,antananarivo,0,0.24,incorrect,carver,0,0.36,incorrect,ali,0,0.75,correct,nguyen,0,0.18,incorrect,maria,0,0.5,incorrect
"['lili', 'lili mi', 'mi', 'lili lili']",minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,goldfish,0,0.33,incorrect,slipped,0,0.36,incorrect,minow,0,0.57,incorrect,minow,0,0.57,incorrect,minnow,0,0.5,incorrect,manu,0,0.33,incorrect,chidai-snanak,0,0.24,incorrect,manju,0,0.29,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,john,0,0.0,incorrect,ali,0,0.57,incorrect,nguyen du,0,0.12,incorrect,nguyen,0,0.0,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,slipped,0,0.36,incorrect,minow,0,0.57,incorrect,manu,0,0.33,incorrect,manju,0,0.29,incorrect,minnow,0,0.5,incorrect,minnow,0,0.5,incorrect,ali,0,0.57,incorrect,nguyen,0,0.0,incorrect,minnow,0,0.5,incorrect
"['mariam', 'mariam jo', 'co', 'meryem', 'jo', 'meryem co']",lea,0,0.22,incorrect,mohlomong,0,0.33,incorrect,john,0,0.67,incorrect,boya,0,0.33,incorrect,mopodi,0,0.33,incorrect,gongwe,0,0.25,incorrect,te,0,0.25,incorrect,ua,0,0.25,incorrect,john,0,0.67,incorrect,sound,0,0.29,incorrect,fantatrao,0,0.44,incorrect,marina,0,0.83,correct,david,0,0.36,incorrect,john,0,0.67,incorrect,ozge,0,0.33,incorrect,tom,0,0.4,incorrect,dien anh,0,0.29,incorrect,nguyen,0,0.33,incorrect,john,0,0.67,incorrect,amazon,0,0.4,incorrect,mohlomong,0,0.33,incorrect,boya,0,0.33,incorrect,gongwe,0,0.25,incorrect,ua,0,0.25,incorrect,sound,0,0.29,incorrect,marina,0,0.83,correct,john,0,0.67,incorrect,tom,0,0.4,incorrect,nguyen,0,0.33,incorrect,amazon,0,0.4,incorrect
"['gari', 'mariam', 'meryem', 'meryem gari']",thaggar,0,0.55,incorrect,shakespeare,0,0.36,incorrect,samarkand,0,0.53,incorrect,abdul,0,0.22,incorrect,inspector gadget,0,0.37,incorrect,arab,0,0.6,incorrect,te,0,0.25,incorrect,te,0,0.25,incorrect,shiv,0,0.25,incorrect,shyam,0,0.36,incorrect,jesus,0,0.18,incorrect,theodore,0,0.43,incorrect,ali,0,0.57,incorrect,marco polo,0,0.38,incorrect,istanbul,0,0.29,incorrect,yola,0,0.27,incorrect,nguyen,0,0.33,incorrect,nguyen,0,0.33,incorrect,ali,0,0.57,incorrect,samarkanda,0,0.5,incorrect,shakespeare,0,0.36,incorrect,abdul,0,0.22,incorrect,arab,0,0.6,incorrect,te,0,0.25,incorrect,shyam,0,0.36,incorrect,theodore,0,0.43,incorrect,marco polo,0,0.38,incorrect,yola,0,0.27,incorrect,nguyen,0,0.33,incorrect,samarkanda,0,0.5,incorrect
"['khan', 'jan', 'yalil jan', 'chính', 'jalil khan', 'celil', 'jalil', 'han', 'celil han', 'chính jalil khan', 'yalil']",john,0,0.57,incorrect,shebang,0,0.6,incorrect,oluwa,0,0.29,incorrect,jesus,0,0.25,incorrect,modise,0,0.18,incorrect,ntebeng,0,0.25,incorrect,jesus,0,0.25,incorrect,te,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,tom,0,0.0,incorrect,tompo,0,0.0,incorrect,god,0,0.0,incorrect,john,0,0.57,incorrect,john,0,0.57,incorrect,ali,0,0.75,correct,jalil khan,1,1.0,correct,jalil,1,1.0,correct,el jefe,0,0.38,incorrect,john,0,0.57,incorrect,shebang,0,0.6,incorrect,jesus,0,0.25,incorrect,ntebeng,0,0.25,incorrect,te,0,0.29,incorrect,god,0,0.0,incorrect,tompo,0,0.0,incorrect,john,0,0.57,incorrect,ali,0,0.75,correct,jalil,1,1.0,correct,john,0,0.57,incorrect
['nana'],jesus,0,0.0,incorrect,john,0,0.25,incorrect,jesus,0,0.0,incorrect,olorun,0,0.2,incorrect,modiri,0,0.0,incorrect,botswana,0,0.5,incorrect,teoteo,0,0.0,incorrect,teoteo,0,0.0,incorrect,god,0,0.0,incorrect,shiv,0,0.0,incorrect,god,0,0.0,incorrect,menatra,0,0.55,incorrect,her mother,0,0.0,incorrect,emily,0,0.0,incorrect,ali,0,0.29,incorrect,ali,0,0.29,incorrect,ngoc,0,0.25,incorrect,ngoc,0,0.25,incorrect,god,0,0.0,incorrect,jesus,0,0.0,incorrect,john,0,0.25,incorrect,olorun,0,0.2,incorrect,botswana,0,0.5,incorrect,teoteo,0,0.0,incorrect,shiv,0,0.0,incorrect,menatra,0,0.55,incorrect,emily,0,0.0,incorrect,ali,0,0.29,incorrect,ngoc,0,0.25,incorrect,jesus,0,0.0,incorrect
"['mariam', 'mariam jo', 'co', 'meryem', 'jo', 'meryem co']",lesotho,0,0.25,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,ke,0,0.25,incorrect,te mana'o,0,0.44,incorrect,te,0,0.25,incorrect,emily,0,0.36,incorrect,shah rukh khan,0,0.3,incorrect,tompo,0,0.29,incorrect,jesus,0,0.29,incorrect,elizabeth,0,0.27,incorrect,john,0,0.67,incorrect,elizabeth,0,0.27,incorrect,ust manzarali,0,0.42,incorrect,ngoc,0,0.33,incorrect,nguyen,0,0.33,incorrect,john,0,0.67,incorrect,john,0,0.67,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,ke,0,0.25,incorrect,te,0,0.25,incorrect,shah rukh khan,0,0.3,incorrect,jesus,0,0.29,incorrect,john,0,0.67,incorrect,ust manzarali,0,0.42,incorrect,nguyen,0,0.33,incorrect,john,0,0.67,incorrect
