Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['watson'],santa,0,0.36,incorrect,ha,0,0.25,incorrect,olodumare,0,0.13,incorrect,olodumare,0,0.13,incorrect,jesus,0,0.18,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,newton,0,0.67,incorrect,god,0,0.22,incorrect,andriamanitra,0,0.21,incorrect,andriamahilaniroa,0,0.17,incorrect,ha,0,0.25,incorrect,olodumare,0,0.13,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,god,0,0.22,incorrect,andriamahilaniroa,0,0.17,incorrect,sherlock holmes,0,0.19,incorrect,lord byron,0,0.25,incorrect,sen,0,0.44,incorrect,pratisyenlik,0,0.44,incorrect,anh,0,0.44,incorrect,anh,0,0.44,incorrect,usted,0,0.18,incorrect,newton,0,0.67,incorrect,lord byron,0,0.25,incorrect,pratisyenlik,0,0.44,incorrect,anh,0,0.44,incorrect,newton,0,0.67,incorrect
['holmes'],refiloe,0,0.31,incorrect,whistle,0,0.46,incorrect,olodumare,0,0.53,incorrect,olodumare,0,0.53,incorrect,paul kruger,0,0.24,incorrect,whistle,0,0.46,incorrect,jesus,0,0.36,incorrect,tahiti,0,0.17,incorrect,bell,0,0.2,incorrect,lord shiva,0,0.25,incorrect,andriamahilaniroa,0,0.17,incorrect,andriamahilaniro,0,0.18,incorrect,whistle,0,0.46,incorrect,olodumare,0,0.53,incorrect,whistle,0,0.46,incorrect,tahiti,0,0.17,incorrect,lord shiva,0,0.25,incorrect,andriamahilaniro,0,0.18,incorrect,butler,0,0.33,incorrect,postilion,0,0.27,incorrect,zil,0,0.22,incorrect,at,0,0.0,incorrect,dong gio,0,0.14,incorrect,duong,0,0.18,incorrect,el cochero,0,0.25,incorrect,san pedro,0,0.13,incorrect,postilion,0,0.27,incorrect,at,0,0.0,incorrect,duong,0,0.18,incorrect,san pedro,0,0.13,incorrect
['watson'],god,0,0.22,incorrect,li-guineas,0,0.25,incorrect,aadota,0,0.33,incorrect,aadota,0,0.33,incorrect,selema,0,0.17,incorrect,botswana,0,0.43,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,ram,0,0.22,incorrect,shiva,0,0.18,incorrect,andriamanitra,0,0.21,incorrect,dimampolo,0,0.27,incorrect,li-guineas,0,0.25,incorrect,aadota,0,0.33,incorrect,botswana,0,0.43,incorrect,jesus,0,0.18,incorrect,shiva,0,0.18,incorrect,dimampolo,0,0.27,incorrect,sherlock holmes,0,0.19,incorrect,guinevere,0,0.13,incorrect,cemal sureya,0,0.22,incorrect,cift,0,0.2,incorrect,anh,0,0.44,incorrect,nguyen,0,0.17,incorrect,scotland yard,0,0.32,incorrect,guineas,0,0.31,incorrect,guinevere,0,0.13,incorrect,cift,0,0.2,incorrect,nguyen,0,0.17,incorrect,guineas,0,0.31,incorrect
"['conde', 'von', 'count', 'kram', 'kont von kramm', 'kont', 'conde von kramm', 'the count von kramm', 'kramm', 'the']",charles,0,0.4,incorrect,charles,0,0.4,incorrect,oliver twist,0,0.25,incorrect,jesus,0,0.25,incorrect,god,0,0.5,incorrect,god,0,0.5,incorrect,jesus,0,0.25,incorrect,ekalesia,0,0.33,incorrect,shri krishna,0,0.38,incorrect,albert einstein,0,0.29,incorrect,andriantomara,0,0.37,incorrect,andriantomara,0,0.37,incorrect,charles,0,0.4,incorrect,jesus,0,0.25,incorrect,god,0,0.5,incorrect,ekalesia,0,0.33,incorrect,albert einstein,0,0.29,incorrect,andriantomara,0,0.37,incorrect,rosenberg,0,0.43,incorrect,lord byron,0,0.4,incorrect,alphonse,0,0.46,incorrect,bohemya,0,0.4,incorrect,shylock,0,0.23,incorrect,bohemia,0,0.4,incorrect,senor,0,0.33,incorrect,don quijote,0,0.4,incorrect,lord byron,0,0.4,incorrect,bohemya,0,0.4,incorrect,bohemia,0,0.4,incorrect,don quijote,0,0.4,incorrect
['holmes'],jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,oliver twist,0,0.44,incorrect,olodumare,0,0.53,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,lord rama,0,0.27,incorrect,shivaji,0,0.15,incorrect,adam,0,0.2,incorrect,samy,0,0.2,incorrect,jesus,0,0.36,incorrect,olodumare,0,0.53,incorrect,god,0,0.22,incorrect,jesus,0,0.36,incorrect,shivaji,0,0.15,incorrect,samy,0,0.2,incorrect,sherlock holmes,0,0.57,incorrect,god,0,0.22,incorrect,bay emin,0,0.14,incorrect,ben,0,0.22,incorrect,ong,0,0.22,incorrect,jesus,0,0.36,incorrect,don quijote,0,0.24,incorrect,don quijote,0,0.24,incorrect,god,0,0.22,incorrect,ben,0,0.22,incorrect,jesus,0,0.36,incorrect,don quijote,0,0.24,incorrect
['holmes'],morena,0,0.33,incorrect,london,0,0.17,incorrect,oliver twist,0,0.44,incorrect,london,0,0.17,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.36,incorrect,jesus,0,0.36,incorrect,johnson,0,0.31,incorrect,london,0,0.17,incorrect,madagascar,0,0.25,incorrect,madagascar,0,0.25,incorrect,london,0,0.17,incorrect,london,0,0.17,incorrect,god,0,0.22,incorrect,jesus,0,0.36,incorrect,london,0,0.17,incorrect,madagascar,0,0.25,incorrect,my lord,0,0.15,incorrect,elizabeth,0,0.27,incorrect,bay hamar,0,0.27,incorrect,britanya,0,0.0,incorrect,duc,0,0.0,incorrect,nguyen,0,0.17,incorrect,lord wembly,0,0.24,incorrect,carlos,0,0.33,incorrect,elizabeth,0,0.27,incorrect,britanya,0,0.0,incorrect,nguyen,0,0.17,incorrect,carlos,0,0.33,incorrect
"['bayan', 'adle', 'bayan adler', 'adler']",angelina jolie,0,0.4,incorrect,shakespeare,0,0.38,incorrect,omidan atobatele,0,0.44,incorrect,omidan,0,0.36,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect,jesus,0,0.22,incorrect,adam,0,0.5,incorrect,albert einstein,0,0.4,incorrect,albert einstein,0,0.4,incorrect,granger,0,0.5,incorrect,madagascar,0,0.4,incorrect,shakespeare,0,0.38,incorrect,omidan,0,0.36,incorrect,god,0,0.29,incorrect,adam,0,0.5,incorrect,albert einstein,0,0.4,incorrect,madagascar,0,0.4,incorrect,heidegger,0,0.43,incorrect,shakespeare,0,0.38,incorrect,bosnak,0,0.36,incorrect,ataturk,0,0.33,incorrect,thuy kieu,0,0.3,incorrect,nguyen cong tru,0,0.31,incorrect,la senorita de la casa,0,0.3,incorrect,maria,0,0.4,incorrect,shakespeare,0,0.38,incorrect,ataturk,0,0.33,incorrect,nguyen cong tru,0,0.31,incorrect,maria,0,0.4,incorrect
['watson'],monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monika,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,sherlock holmes,0,0.19,incorrect,monica,0,0.33,incorrect,ben,0,0.22,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,santa monica,0,0.44,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect
"['norton', 'godfrey norton', 'godfrey']",jesus,0,0.17,incorrect,ke,0,0.22,incorrect,jesus,0,0.17,incorrect,oko,0,0.44,incorrect,jesus,0,0.17,incorrect,mercedes-benz,0,0.22,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,usain bolt,0,0.38,incorrect,maruti,0,0.33,incorrect,salomona,0,0.43,incorrect,salomona,0,0.43,incorrect,ke,0,0.22,incorrect,oko,0,0.44,incorrect,mercedes-benz,0,0.22,incorrect,jesus,0,0.17,incorrect,maruti,0,0.33,incorrect,salomona,0,0.43,incorrect,the clergyman,0,0.3,incorrect,god,0,0.6,incorrect,isa,0,0.0,incorrect,fayton,0,0.5,incorrect,tu si,0,0.18,incorrect,jesus,0,0.17,incorrect,el clerigo,0,0.33,incorrect,jesus,0,0.17,incorrect,god,0,0.6,incorrect,fayton,0,0.5,incorrect,jesus,0,0.17,incorrect,jesus,0,0.17,incorrect
['holmes'],edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,jesus,0,0.36,incorrect,edgeware,0,0.14,incorrect,agashe,0,0.33,incorrect,albert einstein,0,0.29,incorrect,lalana edgeware,0,0.19,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,albert einstein,0,0.29,incorrect,edgeware,0,0.14,incorrect,sherlock holmes,0,0.57,incorrect,edgeware,0,0.14,incorrect,oscar wilde,0,0.35,incorrect,edgeware,0,0.14,incorrect,holmes,1,1.0,correct,chay,0,0.2,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,chay,0,0.2,incorrect,edgeware,0,0.14,incorrect
