Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['smith', 'winston smith', 'winston']",victory,0,0.43,incorrect,victoria,0,0.4,incorrect,victory mansions,0,0.43,incorrect,victoria,0,0.4,incorrect,barack obama,0,0.16,incorrect,botswana,0,0.27,incorrect,queen elizabeth,0,0.36,incorrect,james cook,0,0.24,incorrect,vijay,0,0.2,incorrect,mount everest,0,0.38,incorrect,philippe petain,0,0.27,incorrect,france,0,0.15,incorrect,victoria,0,0.4,incorrect,victoria,0,0.4,incorrect,botswana,0,0.27,incorrect,james cook,0,0.24,incorrect,mount everest,0,0.38,incorrect,france,0,0.15,incorrect,winston smith,1,1.0,correct,victory,0,0.43,incorrect,resat,0,0.4,incorrect,nisan,0,0.5,incorrect,nguyen nhat anh,0,0.36,incorrect,tran,0,0.36,incorrect,don quijote,0,0.42,incorrect,victoria,0,0.4,incorrect,victory,0,0.43,incorrect,nisan,0,0.5,incorrect,tran,0,0.36,incorrect,victoria,0,0.4,incorrect
['winston'],jesus,0,0.17,incorrect,jesus,0,0.17,incorrect,olufemi oladopo,0,0.18,incorrect,varicose,0,0.27,incorrect,ausi o go shebile,0,0.17,incorrect,shebile,0,0.14,incorrect,charles darwin,0,0.29,incorrect,james cook,0,0.24,incorrect,big brdr,0,0.13,incorrect,leonardo da vinci,0,0.25,incorrect,big brother,0,0.22,incorrect,andriamahilitsy,0,0.18,incorrect,jesus,0,0.17,incorrect,varicose,0,0.27,incorrect,shebile,0,0.14,incorrect,james cook,0,0.24,incorrect,leonardo da vinci,0,0.25,incorrect,andriamahilitsy,0,0.18,incorrect,winston smith,0,0.7,correct,albert einstein,0,0.45,incorrect,buyuk birader,0,0.1,incorrect,albert einstein,0,0.45,incorrect,dang quan sat,0,0.3,incorrect,nguyen,0,0.31,incorrect,el gran hermano,0,0.18,incorrect,elias,0,0.33,incorrect,albert einstein,0,0.45,incorrect,albert einstein,0,0.45,incorrect,nguyen,0,0.31,incorrect,elias,0,0.33,incorrect
"['wiston', 'winston']",god,0,0.22,incorrect,william shakespeare,0,0.24,incorrect,abraham lincoln,0,0.36,incorrect,abraham lincoln,0,0.36,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,george orwell,0,0.11,incorrect,jesus,0,0.18,incorrect,big brother,0,0.24,incorrect,shakespeare,0,0.12,incorrect,big brother,0,0.24,incorrect,jesus christ,0,0.33,incorrect,william shakespeare,0,0.24,incorrect,abraham lincoln,0,0.36,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,shakespeare,0,0.12,incorrect,jesus christ,0,0.33,incorrect,greg,0,0.0,incorrect,william,0,0.31,incorrect,kahrolsun buyuk birader,0,0.14,incorrect,shakespeare,0,0.12,incorrect,da dao anh ca,0,0.21,incorrect,da,0,0.0,incorrect,el,0,0.0,incorrect,shakespeare,0,0.12,incorrect,william,0,0.31,incorrect,shakespeare,0,0.12,incorrect,da,0,0.0,incorrect,shakespeare,0,0.12,incorrect
"['bayan', 'señora parsons', 'bayan parsons', 'señora', 'parsons']",sebete,0,0.33,incorrect,sebele,0,0.33,incorrect,oliver twist,0,0.31,incorrect,oduduwa,0,0.31,incorrect,john,0,0.36,incorrect,god,0,0.22,incorrect,jesus,0,0.33,incorrect,jesus,0,0.33,incorrect,ram,0,0.44,incorrect,shri krishna,0,0.46,incorrect,adam,0,0.44,incorrect,god,0,0.22,incorrect,sebele,0,0.33,incorrect,oduduwa,0,0.31,incorrect,god,0,0.22,incorrect,jesus,0,0.33,incorrect,shri krishna,0,0.46,incorrect,god,0,0.22,incorrect,stephen,0,0.46,incorrect,shakespeare,0,0.4,incorrect,cocuklar,0,0.29,incorrect,cocuklar,0,0.29,incorrect,ba,0,0.57,incorrect,the,0,0.22,incorrect,madre,0,0.33,incorrect,europa,0,0.5,incorrect,shakespeare,0,0.4,incorrect,cocuklar,0,0.29,incorrect,the,0,0.22,incorrect,europa,0,0.5,incorrect
['tom'],god,0,0.33,incorrect,god,0,0.33,incorrect,olodumare,0,0.33,incorrect,olodumare,0,0.33,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,facebook,0,0.18,incorrect,mazava,0,0.22,incorrect,god,0,0.33,incorrect,olodumare,0,0.33,incorrect,god,0,0.33,incorrect,jesus,0,0.0,incorrect,god,0,0.33,incorrect,mazava,0,0.22,incorrect,he,0,0.0,incorrect,god,0,0.33,incorrect,usta,0,0.29,incorrect,ali,0,0.0,incorrect,chi,0,0.0,incorrect,anh,0,0.0,incorrect,el,0,0.0,incorrect,leon,0,0.29,incorrect,god,0,0.33,incorrect,ali,0,0.0,incorrect,anh,0,0.0,incorrect,leon,0,0.29,incorrect
"['winston', 'eurasia']",adolf hitler,0,0.21,incorrect,adolf hitler,0,0.21,incorrect,alexander the great,0,0.23,incorrect,africa,0,0.46,incorrect,jesus christ,0,0.42,incorrect,botswana,0,0.27,incorrect,europe,0,0.46,incorrect,europe,0,0.46,incorrect,cadbury,0,0.29,incorrect,elon musk,0,0.38,incorrect,madagascar,0,0.35,incorrect,madagascar,0,0.35,incorrect,adolf hitler,0,0.21,incorrect,africa,0,0.46,incorrect,botswana,0,0.27,incorrect,europe,0,0.46,incorrect,elon musk,0,0.38,incorrect,madagascar,0,0.35,incorrect,winston churchill,0,0.58,incorrect,stalingrad,0,0.35,incorrect,avrasya,0,0.57,incorrect,avrasya,0,0.57,incorrect,hitler,0,0.31,incorrect,churchill,0,0.38,incorrect,sancho panza,0,0.32,incorrect,hitler,0,0.31,incorrect,stalingrad,0,0.35,incorrect,avrasya,0,0.57,incorrect,churchill,0,0.38,incorrect,hitler,0,0.31,incorrect
['winston'],disney,0,0.46,incorrect,albert luthuli,0,0.1,incorrect,jerks,0,0.17,incorrect,jerks,0,0.17,incorrect,barack obama,0,0.11,incorrect,barack obama,0,0.11,incorrect,paul,0,0.0,incorrect,paul,0,0.0,incorrect,albert,0,0.15,incorrect,albert einstein,0,0.45,incorrect,flashbox,0,0.27,incorrect,flashbox,0,0.27,incorrect,albert luthuli,0,0.1,incorrect,jerks,0,0.17,incorrect,barack obama,0,0.11,incorrect,paul,0,0.0,incorrect,albert einstein,0,0.45,incorrect,flashbox,0,0.27,incorrect,winston smith,0,0.7,correct,marcel proust,0,0.2,incorrect,winston churchill,0,0.58,incorrect,ataturk,0,0.14,incorrect,nguyen,0,0.31,incorrect,dang,0,0.18,incorrect,winston smith,0,0.7,correct,maradona,0,0.27,incorrect,marcel proust,0,0.2,incorrect,ataturk,0,0.14,incorrect,dang,0,0.18,incorrect,maradona,0,0.27,incorrect
"['winston', 'winston’s', ""winston'ın""]",england,0,0.29,incorrect,shakespeare,0,0.2,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,beretane,0,0.27,incorrect,john frum,0,0.25,incorrect,winston churchill,0,0.59,incorrect,charles dickens,0,0.27,incorrect,angletera,0,0.25,incorrect,newton,0,0.62,incorrect,shakespeare,0,0.2,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,john frum,0,0.25,incorrect,charles dickens,0,0.27,incorrect,newton,0,0.62,incorrect,winston smith,0,0.73,correct,england,0,0.29,incorrect,londra,0,0.31,incorrect,frankenstein,0,0.45,incorrect,anh,0,0.2,incorrect,winston churchill,0,0.59,incorrect,inglaterra,0,0.35,incorrect,inglaterra,0,0.35,incorrect,england,0,0.29,incorrect,frankenstein,0,0.45,incorrect,winston churchill,0,0.59,incorrect,inglaterra,0,0.35,incorrect
['winston'],london,0,0.46,incorrect,newton,0,0.62,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,boadicea,0,0.13,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,haruki murakami,0,0.09,incorrect,albert einstein,0,0.45,incorrect,london,0,0.46,incorrect,colchester,0,0.24,incorrect,newton,0,0.62,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,albert einstein,0,0.45,incorrect,colchester,0,0.24,incorrect,winston churchill,0,0.58,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,hiroshima,0,0.25,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,su hermanita,0,0.21,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,hiroshima,0,0.25,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect
['winston'],god,0,0.2,incorrect,ke,0,0.0,incorrect,olufeke,0,0.14,incorrect,olodumare,0,0.12,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,jesus,0,0.17,incorrect,tei,0,0.2,incorrect,lord buddha,0,0.11,incorrect,albert einstein,0,0.45,incorrect,adam,0,0.0,incorrect,god,0,0.2,incorrect,ke,0,0.0,incorrect,olodumare,0,0.12,incorrect,god,0,0.2,incorrect,tei,0,0.2,incorrect,albert einstein,0,0.45,incorrect,god,0,0.2,incorrect,everyone,0,0.27,incorrect,bank,0,0.18,incorrect,herkes,0,0.15,incorrect,ataturk,0,0.14,incorrect,nguoi dan ong,0,0.4,incorrect,dong,0,0.36,incorrect,winston churchill,0,0.58,incorrect,netflix,0,0.29,incorrect,bank,0,0.18,incorrect,ataturk,0,0.14,incorrect,dong,0,0.36,incorrect,netflix,0,0.29,incorrect
