line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
1,,[],"A few miles south of Soledad, the Salinas River drops in close to the hillside bank and runs deep and green. The water is warm too, for it has slipped twinkling over the yellow sands in the sunlight before reaching the narrow pool. On one side of the river the golden foothill slopes curve up to the strong and rocky Gabilan mountains, but on the valley side the water is lined with trees—willows fresh and green with every spring, carrying in their lower leaf junctures the debris of the winter’s flooding; and sycamores with mottled, white, recumbent limbs and branches that arch over the pool. On the sandy bank under the trees the leaves lie deep and so crisp that a lizard makes a great skittering if he runs among them. Rabbits come out of the brush to sit on the sand in the evening, and the damp flats are covered with the night tracks of ’coons, and with the spread pads of dogs from the ranches, and with the split–wedge tracks of deer that come to drink in the dark.",,"I Phía Nam Soledad chừng mấy dặm, dòng sông Salinas đổ xuống theo sát sườn đồi, nước xanh thẳm và ấm nhờ phơi mình trên bãi cát vàng lấp lánh ánh nắng trước khi êm ả chảy vào một cái hồ nhỏ hẹp. Một bên bờ là những sườn đồi vàng ánh nhô lên, soải mình đến tận những vách núi đá Gabilan, bờ sông bên kia cây cỏ um tùm, hễ vào tiết xuân rặng liễu lại xanh rờn và những chiếc lá phía dưới gốc còn giữ dấu vết các trận lụt mùa đông qua, những hàng sung, lá và cành nhẵn thín vươn ra và kết thành một vòm trên mặt nước yên lặng. Trên bãi cát ven sông lá rụng thành một thảm dày và khô làm mỗi khi có con thằn lằn chạy qua, lại gây ra tiếng sột soạt ngân dài. Chiều đến, lũ thỏ từ các bụi rậm ra ngồi chơi trên cát và những chỗ đất thấp mỗi buổi sáng thường hãy còn dấu chân hay vết móng các đàn chuột ăn cá, bầy chó trại hay bầy hươu đã tới uống nước trong đêm.",,"I Soledad'ın birkaç mil güneyinde Salinas deresi, tepenin yamacını yalayarak yemyeşil ve derin akar. Suyu ılıktır da, çünkü bu dar yatakta durgunlaşmadan önce, sarı kumlar üzerinde güneşten parıldayarak inmiştir. Çayın bir yanında, tepenin yaldızlı sırtları ta Galiban dağlarının kayalık yığınına kadar, kıvrıla büküle çıkar ama, vadi yönünde dere kıyısı ağaçlıktır. Baharla filizi bir renk alan ve alt yapraklarının ortasında, kışın kabaran suların bıraktığı toz toprağın izleri görülen söğütlerle alacalı yaprakları ve dalları uzayarak durgun suyun üstünde bir kubbe kurar frenk çınarları. Kumsal kıyıda, ağaçların altına yapraklar kalın bir halı serer, bu halı öylesine kurudur ki, bir kertenkelenin kaçışı orada, uzun bir çıtırtı yaratır. Akşamları tavşanlar, fundalıklardan çıkarak gelip kumların üstünde otururlar, nemli yerlerde de geceleyin dolaşmış racoonların, kocaman ayaklı çiftlik köpeklerinin ve karanlıkta su içmeye gelen geyiklerin çatal tırnaklarının izleri görülür.",,"Unas millas al sur de Soledad, el río Salinas se ahonda junto al margen de la ladera y fluye profundo y verde. Es tibia el agua, porque se ha deslizado chispeante sobre la arena amarilla y al calor del sol antes de llegar a la angosta laguna. A un lado del río, la dorada falda de la ladera se curva hacia arriba trepando hasta las montañas Gavilán, fuertes y rocosas, pero del lado del valle los árboles bordean la orilla: sauces frescos y verdes cada primavera, que en las junturas más bajas de sus hojas muestran las consecuencias de la crecida invernal; y sicomoros de troncos veteados, blancos, recostados, y ramas que se arquean sobre el estanque. En la arenosa orilla, bajo los árboles, yacen espesas las hojas, y tan quebradizas que las lagartijas hacen un ruido semejante al de un gran chisporroteo si corren entre ellas. Los conejos salen del matorral para sentarse en la arena al atardecer, y los terrenos bajos, siempre húmedos, están cubiertos por las huellas nocturnas de los coatíes, y por los manchones donde se han revolcado los perros de los ranchos, y por las marcas en forma de cuña partida dejadas por los ciervos que llegan para abrevar en la oscuridad.",,"About a few miles south of Soledad, the Salinas River drops in close to the hillside, its deep green water warmed by exposure to the golden sandy banks sparkling in the sunlight before it quietly flows into a narrow pool. On one bank, golden foothills rise, stretching all the way to the rocky Gabilan Mountains, while the other bank is lush with vegetation. In spring, the willows turn green, and the leaves at their bases still bear the marks of winter floods. The sycamore trees, with their smooth leaves and branches, extend out and form a canopy over the still water. On the sandy riverbank, fallen leaves create a thick, dry carpet that rustles loudly whenever a lizard scurries by. In the evening, rabbits emerge from the bushes to sit on the sand, and each morning the low ground often still bears the footprints or claw marks of fish-eating rats, ranch dogs, or deer that came to drink during the night.","South of Soledad, a few miles away, the Salinas River flows deep and green, skirting the hillside. The water is warm too, because before it becomes sluggish in this narrow bed, it has descended over yellow sands, sparkling in the sun. On one side of the creek, the golden slopes of the hill twist and turn all the way up to the rocky pile of the Gabilan Mountains, but towards the valley, the creek bank is wooded. In spring, willows, which take on a fresh green color, and sycamores, with mottled leaves and branches extending to form a dome over the still water, show traces of dust and soil left by the swollen winter waters in the middle of their lower leaves. On the sandy shore, leaves spread a thick carpet under the trees, so dry that the scurrying of a lizard creates a long rustle. In the evenings, rabbits come out of the brush to sit on the sands, and in the damp places, the tracks of raccoons that have roamed at night, big-footed farm dogs, and the cloven hooves of deer that come to drink in the dark can be seen.","A few miles south of Soledad, the Salinas River deepens alongside the slope's edge and flows deep and green. The water is warm because it has sparkled over the yellow sand and under the sun's heat before reaching the narrow lagoon. On one side of the river, the golden slope curves upward, climbing to the Gabilan Mountains, strong and rocky, but on the valley side, trees line the shore: fresh and green willows every spring, which in the lower joints of their leaves show the consequences of the winter flood; and sycamores with streaked, white trunks, reclining, and branches that arch over the pond. On the sandy shore, under the trees, the leaves lie thick and so brittle that the lizards make a noise similar to a great crackling if they run among them. The rabbits come out of the brush to sit on the sand at dusk, and the lowlands, always damp, are covered with the nocturnal tracks of the raccoons, and with the patches where the ranch dogs have wallowed, and with the wedge-shaped marks left by the deer that come to drink in the darkness.",224
2,,[],"There is a path through the willows and among the sycamores, a path beaten hard by boys coming down from the ranches to swim in the deep pool, and beaten hard by tramps who come wearily down from the highway in the evening to jungle–up near water. In front of the low horizontal limb of a giant sycamore there is an ash pile made by many fires; the limb is worn smooth by men who have sat on it.",,"Có một con đường mòn xuyên qua các rặng liễu và hàng sung, con đường này do lũ trẻ con ở trại vạch lối xuống tắm hay những kẻ lữ hành buổi chiều mệt nhọc từ đường cái quan xuống dừng chân tạm nghỉ ven sông. Phía trước một cành sung lớn, nằm là là ngang mặt đất và nhẵn thín vì đã có nhiều người ngồi, là một đống tro, dấu vết còn lại của nhiều lần khách nhóm lửa để sưởi.",,"Söğütlerle frenk çınarlarının arasından bir patika geçer, derin sularda yıkanmak için civar çiftliklerden inen çocukların, akşamları yorgun düşerek şoseden ayrılıp dere kenarında konaklamaya gelen serserilerin taban teptikleri bir patika. Dev boylu bir frenk çınarının alçak ve yatay dalının önündeki bir kül yığını açıkta birçok ateşler yakılmış olduğuna delildir; dal da üzerine oturulmaktan yıpranmış ve adeta cilalanmıştır.",,"Hay un sendero a través de los sauces y entre los sicomoros; un sendero de tierra endurecida por el paso de los niños que vienen de los ranchos a nadar en la profunda laguna, y por el de los vagabundos que, por la noche, llegan cansados desde la carretera para acampar cerca del agua. Frente al bajo tronco horizontal de un sicomoro gigante se alza un montón de cenizas, resto de muchos fuegos; el tronco está pulido por los hombres que se han sentado en él.",,"There is a trail winding through the willow and fig trees, a path made by the children from the camp who go down to bathe or by weary travelers in the afternoon who descend from the main road to rest by the river. In front of a large fig branch, lying almost level with the ground and smooth from many people sitting on it, is a pile of ashes, the remnants of many times when travelers lit fires to warm themselves.","A path passes between the willows and the sycamores, a path trodden by children coming down from nearby farms to bathe in the deep waters, and by vagrants who, exhausted in the evenings, leave the highway to rest by the stream. A pile of ashes in front of a giant sycamore's low and horizontal branch is evidence that many fires have been lit there; the branch itself is worn and almost polished from being sat upon.","There is a path through the willows and among the sycamores; a path of hardened earth from the passage of children coming from the ranches to swim in the deep lagoon, and from the vagabonds who, at night, arrive tired from the road to camp near the water. In front of the low horizontal trunk of a giant sycamore stands a pile of ashes, the remnants of many fires; the trunk is polished by the men who have sat on it.",94
5,,[],"The first man stopped short in the clearing, and the follower nearly ran over him. He took off his hat and wiped the sweat–band with his forefinger and snapped the moisture off. His huge companion dropped his blankets and flung himself down and drank from the surface of the green pool; drank with long gulps, snorting into the water like a horse. The small man stepped nervously beside him.",,"Người đi trước bất thân dừng lại khiến bạn hắn xô phải suýt nhào trên mình hắn. Hắn bỏ mũ ra, lấy ngón tay trỏ quệt mồ hôi trên mũi rồi vẩy mạnh cho mồ hôi nhỏ xuống. Bạn hắn buông phịch bó mền ra, nhào sấp xuống mặt sông để uống. Hắn uống từng ngụm lớn, thở phì phì trong nước như ngựa. Người bé nhỏ bước lai gần gắt gỏng:",,"Düzlüğe geldikleri zaman, öndeki adam ansızın durdu. Arkadaşı az kalsın onun üstüne yıkılıyordu. Şapkasını çıkardı, şehadet parmağıyla meşinini sıyırdı ve ter damlalarını silmek için parmağını şaklattı. Arkadaşı yükünü yere attı, yüzükoyun kapanarak, suyun yeşil yüzünden içmeye koyuldu. Bir beygir gibi ağzını şapırdatarak hızlı hızlı içiyordu. Kısa boylusu sinirli bir tavırla yanına yaklaştı:",,"El primer hombre se detuvo de pronto en el claro y el que le seguía casi tropezó con él. El más pequeño se quitó el sombrero y enjugó la badana con el índice y sacudió la humedad. Su enorme compañero dejó caer su frazada y se arrojó de bruces y bebió de la superficie de la verde laguna; bebió a largos tragos, resoplando en el agua como un caballo. El hombre pequeño se colocó nerviosamente a su lado.",,"The person walking in front suddenly stopped, causing his friend to almost stumble over him. He took off his hat, wiped the sweat off his nose with his index finger, and then flicked it off forcefully. His friend dropped the bundle of blankets with a thud and dove face-first into the river to drink. He drank in large gulps, snorting in the water like a horse. The small person stepped closer and snapped:","When they reached the plain, the man in front suddenly stopped. His friend almost stumbled over him. He took off his hat, wiped its leather with his index finger, and snapped his finger to wipe off the sweat drops. His friend threw his load to the ground, lay face down, and began to drink from the green surface of the water. He was drinking quickly, smacking his lips like a horse. The shorter one approached him with an irritated demeanor:","The first man suddenly stopped in the clearing and the one following him almost stumbled into him. The smaller man took off his hat and wiped the sweatband with his finger, shaking off the moisture. His enormous companion dropped his blanket and threw himself face down, drinking from the surface of the green lagoon; he drank in long gulps, snorting in the water like a horse. The small man nervously positioned himself beside him.",83
18,,[],“The hell with the rabbits. That’s all you ever can remember is them rabbits. O.K.! Now you listen and this time you got to remember so we don’t get in no trouble. You remember settin’ in that gutter on Howard street and watchin’ that blackboard?”,,"- Câm mồm mày đi. Lúc nào cũng thỏ ! Nghe này ! Bây giờ mày nghe và cố nhớ để đừng gây rắc rối nữa. Mày có nhớ hôm hai đứa mình ngôi ở lề đường Heward Street, chăm chú nhìn cái bảng đen không?",,"""Boş ver tavşanlara ulan. Zaten başka bir şey kalmaz aklında senin. Hadi! Dinle şimdi, bu sefer unutmamaya çalış ki, başımız belaya girmesin. Howard Street'de kaldırım kenarına oturmuş kara tahtaya bakıyordun, hatırladın mı?",,"—¡Al diablo con los conejos! Eso es todo lo que puedes recordar, los conejos. ¡Bueno! Ahora me escuchas y la próxima vez tienes que recordarlo, para que no nos veamos en apuros. ¿Recuerdas cuando nos sentamos en aquella alcantarilla de la calle Howard y miramos aquella pizarra?",,"- Shut your mouth. Always rabbiting on! Listen up! Now listen and try to remember so you don't cause any more trouble. Do you remember the day we both sat on the curb of Heward Street, intently looking at the blackboard?","""Forget about the rabbits, man. Nothing else sticks in your mind anyway. Come on! Listen now, this time try not to forget so we don't get into trouble. You were sitting on the edge of the sidewalk on Howard Street, looking at the blackboard, remember?""","—To hell with the rabbits! That's all you can remember, the rabbits. Fine! Now listen to me and next time you have to remember it, so we don't get into trouble. Do you remember when we sat in that sewer on Howard Street and looked at that blackboard?",58
43,,[],"“That ranch we’re goin’ to is right down there about a quarter mile. We’re gonna go in an’ see the boss. Now, look—I’ll give him the work tickets, but you ain’t gonna say a word. You jus’ stand there and don’t say nothing. If he finds out what a crazy bastard you are, we won’t get no job, but if he sees ya work before he hears ya talk, we’re set. Ya got that?”",,"- Cái trại tao với mày sắp tới ở ngay dưới này này, cách đây chừng một phần tư dặm. Mình vào đấy và phải gặp lão chủ. Bây giờ nghe đây. Tao đưa trình lão tấm các làm việc của chúng mình, nhưng mày nhớ là đừng nói gì cả. Mày đứng đó và câm mồm lại. Nếu lão mà biết mày ngu đần tới mực này thì lão sẽ không mướn đâu, nhưng nếu lão nhìn thấy mày làm việc rồi mới nghe mày nói thì mọi việc đều ổn cả. Mày hiểu không?",,"""Bu gittiğimiz çiftlik nah şuracıkta, bir çeyrek mil ötede... Gidip patronu göreceğiz. Şimdi dinle beni... Ona iş kartlarımızı vereceğim, ama sen tek kelime söylemeyeceksin. Hiç ağzını açmayacaksın. Ne kadar salak olduğunu far kederse, almaz işe, ama konuşmanı duymadan önce, çalışmanı görürse, işler yolunda demektir. Anladın mı?",,"—El rancho adónde vamos está muy cerca. Iremos a ver al patrón. Ahora, fíjate. Yo le daré las tarjetas de empleo, pero tú no dirás ni una palabra. Te quedas quieto y no dices nada. Si descubre lo imbécil que eres, no nos va a dar trabajo, pero si te ve trabajar antes de oírte hablar, estamos contratados. ¿Lo has entendido?",,"- The camp you and I are heading to is right down here, about a quarter of a mile away. We'll go in there and have to meet the boss. Now listen here. I'll present the boss with our work cards, but remember, you don't say anything. You stand there and keep your mouth shut. If the boss knows you're this dumb, he won't hire you, but if he sees you work before he hears you talk, everything will be fine. Do you understand? - Understood!","""The farm we're going to is right over there, a quarter mile away... We're going to see the boss. Now listen to me... I'll give him our work cards, but you won't say a word. You won't open your mouth at all. If he realizes how dumb you are, he won't hire you, but if he sees you work before hearing you talk, things will be fine. Do you understand?""","—The ranch we're going to is very close. We will go see the boss. Now, pay attention. I will give him the employment cards, but you won't say a word. You stay still and don't say anything. If he finds out how stupid you are, he won't give us work, but if he sees you work before he hears you speak, we're hired. Do you understand?",97
58,,[],"The day was going fast now. Only the tops of the Gabilan mountains flamed with the light of the sun that had gone from the valley. A water snake slipped along on the pool, its head held up like a little periscope. The reeds jerked slightly in the current. Far off toward the highway a man shouted something, and another man shouted back. The sycamore limbs rustled under a little wind that died immediately.",,"Đêm bắt đầu xuống nhanh, chỉ ở trên đỉnh núi Gabilan còn sáng lấp loáng trong khi các tia nắng đã tắt ngấm trong lòng thung lũng. Một con rắn uốn mình dưới nước, đầu ngẩng lên như tấm kính tiềm vọng. Hàng lau khẽ động mình theo dòng nước . Phía xa, mé đường lộ có tiếng một người kêu rồi tiếng người đáp lại. Những cành sung rên rỉ duới làn gió nhẹ rồi lặng tắt.",,"Artık ortalık hızla kararıyordu. Yalnız Galiban dağlarının doruğu, vadiden uzaklaşmış olan güneşin ışıklarıyla parıldıyordu. Bir yılan, başını periskop gibi çıkarmış, suda dalgalandı: Akıntıdan sazlar hafifçe kımıldıyordu. Uzakta, şosede, adamın biri, bir şeyler haykırdı, bir başkası ona cevap verdi. Frenk çınarlarının dallarını ürperten hafif bir yel esti ve hemen dindi.",,"El día moría rápidamente. Sólo las cimas de las montañas Gabilán llameaban con la luz del sol, que ya había desaparecido del valle. Una culebra de agua se deslizó por la laguna, alzada la cabeza como un periscopio diminuto. Las cañas se movían con pequeñas sacudidas en la corriente. Muy lejos, hacia la carretera, un hombre gritó algo y otro hombre gritó la respuesta. Las hojas de sicomoro susurraron con una ráfaga de viento que murió inmediatamente.",,"The night began to fall quickly, only the peak of Gabilan Mountain still glimmered while the rays of sunlight had completely faded in the valley. A snake slithered under the water, its head raised like a periscope. The reeds gently swayed with the flow of the water. In the distance, by the roadside, there was the sound of someone calling out and then a reply. The fig branches moaned under the light breeze and then fell silent.","It was quickly getting dark. Only the peak of the Galiban mountains was sparkling with the lights of the sun that had moved away from the valley. A snake, raising its head like a periscope, rippled in the water: The reeds were gently swaying from the current. In the distance, on the road, a man shouted something, and another replied to him. A light breeze that rustled the branches of the plane trees blew and then immediately died down.","The day was dying quickly. Only the peaks of the Gabilán mountains blazed with the sunlight, which had already disappeared from the valley. A water snake slid across the lagoon, its head raised like a tiny periscope. The reeds moved with small jerks in the current. Far away, towards the road, a man shouted something and another man shouted back the response. The sycamore leaves whispered with a gust of wind that died immediately.",91
62,,[],"“Sure we are, if you gather up some dead willow sticks. I got three can of beans in my bindle. You get a fire ready. I’ll give you a match when you get the sticks together. Then we’ll heat the beans and have supper.”",,"- Có chứ! Mày đi kiếm ngay ít củi. Tao có ba hộp đậu trong xắc rồi, kiếm củi xong tao đưa hộp quẹt cho mày nhóm lửa. Rồi chúng mình hâm đậu mà chén.",,"""Yiyeceğiz elbet, git biraz kuru çalı-çırpı topla. Dengimde üç kutu fasulye var. Yak ateşi. Sen hazırla hele, bir kibrit veririm sana. Sonra fasulyeleri pişirir, yemeğimizi yeriz.",,"—Claro que sí, si recoges algunas ramas secas. Tengo tres latas de judías en mi hatillo. Prepara el fuego. Te daré una cerilla cuando juntes las ramas. Entonces calentaremos las judías y comeremos.",,"You go get some firewood right away. I already have three cans of beans in my bag, once you get the firewood, I'll give you the lighter to start the fire. Then we'll heat up the beans and eat.","""We will eat, of course, go gather some dry twigs and sticks. I have three cans of beans at my level. Light the fire. Prepare it first, and I'll give you a match. Then we'll cook the beans and eat our meal.""","—Of course, if you gather some dry branches. I have three cans of beans in my bundle. Prepare the fire. I'll give you a match when you gather the branches. Then we'll heat the beans and eat.",54
143,,[],"The red light dimmed on the coals. Up the hill from the river a coyote yammered, and a dog answered from the other side of the stream. The sycamore leaves whispered in a little night breeze.",,"Ngọn lửa nhạt dần trên đám than hồng. Phía ngọn đồi bên mé sông, tiếng một con chó rừng sủa và bên này bờ sông có tiếng một con chó trại sủa đáp lại. Khóm lá sung xào xạc trong hơi gió đêm.",,"Küllenen korların kırmızı parıltısı soluyordu. Suyun öbür yanındaki tepenin üstünde, bir koyot uludu, derenin öte yakasından bir köpek ona cevap verdi. Frenk çınarlarının yaprakları gecenin hafif soluğu altında hışırdadı.",,La luz roja se extinguió en las brasas. Desde la colina al otro lado del río aulló un coyote y un perro respondió desde lejos. Las hojas de sicomoro susurraron con la apagada brisa de la noche.,,"The flame faded on the glowing embers. From the hill by the riverbank, the howl of a jackal could be heard, and from this side of the river, a farm dog barked in response. The cluster of fig leaves rustled in the night breeze.","The red glow of the smoldering embers was breathing. On top of the hill on the other side of the water, a coyote howled, and a dog answered it from across the creek. The leaves of the sycamore trees rustled under the gentle breath of the night.","The red light extinguished in the embers. From the hill on the other side of the river, a coyote howled and a dog responded from afar. The sycamore leaves whispered with the muted night breeze.",47
148,,[],"“The boss was expectin’ you last night,” the old man said. “He was sore as hell when you wasn’t here to go out this morning.” He pointed with his right arm, and out of the sleeve came a round stick–like wrist, but no hand. “You can have them two beds there,” he said, indicating two bunks near the stove.",,"Lão già nói: - Ông chủ chờ các anh từ chiều hôm qua! Sáng nay vẫn chưa thấy các anh tới, ông ấy đã nổi sung rồi đó. Lão nhấc tay phải lên, cái cổ tay cụt, tròn như một mẫu gỗ lòi ra từ trong ống tay áo, chỉ hai cái giường gần bếp: - Giường của hai bác đây này.",,"İhtiyar: ""Patron sizi dün akşam bekliyordu,"" dedi. ""Bu sabah hâlâ gelmediğinizi görünce, fena halde küplere bindi."" Sağ kolunu uzattı, yeninden ensiz, odun parçası gibi yusyuvarlak bir bilek çıktı: Sobanın yanındaki iki yatağı göstererek: ""Şu iki yatakta yatabilirsiniz,"" dedi.",,"—El patrón os esperaba anoche —dijo el viejo—. Se enojó como el diablo cuando no os vio esta mañana para ir a trabajar. Señaló con el brazo derecho, y de la manga surgió una muñeca redonda como un palo, pero sin mano. —Podéis ocupar aquellas dos camas —agregó, indicando dos camastros cerca de la estufa.",,"The old man said: - The boss has been waiting for you since yesterday afternoon! This morning, he still hasn't seen you, and he's already furious. The old man raised his right hand, the wrist stump, round like a piece of wood protruding from the sleeve, pointing to the two beds near the stove: - Here is your bed.","The old man said: ""The boss was expecting you last night,"" he said. ""When he saw that you still hadn't come this morning, he got really angry."" He extended his right arm, from his sleeve emerged a narrow, round wrist like a piece of wood: Pointing to the two beds next to the stove: ""You can sleep in these two beds,"" he said.","—The boss was expecting you last night —said the old man—. He got mad as the devil when he didn't see you this morning to go to work. He pointed with his right arm, and from the sleeve emerged a round wrist like a stick, but without a hand. —You can take those two beds —he added, pointing to two cots near the stove.",76
151,,[],"“Says ‘positively kills lice, roaches and other scourges.’ What the hell kind of bed you giving us, anyways. We don’t want no pants rabbits.”",,"- Nghe này “diệt trừ chấy rận, gián và các giống bọ khác”. Thế này mà cụ gọi là giường ngủ đây à? Nằm đây thì rận gián nó cắn chết mất.",,"""Bit, karafatma ve her türlü böcekleri toptan yok eder, yazılı burada. Ne biçim yataklar veriyorsunuz bize? Ufaklık toplamaya niyetimiz yok.",,"—Aquí dice «mata positivamente piojos, cucarachas y otros insectos». Vaya condenada clase de camas que nos dan, ¿verdad? No queremos bichitos de éstos.",,"- Listen to this: “exterminate lice, cockroaches, and other kinds of bugs.” Is this what you call a bed? Lying here, the lice and cockroaches will bite you to death.","""It says here that it exterminates bedbugs, cockroaches, and all kinds of insects wholesale. What kind of beds are you giving us? We have no intention of collecting little ones.""","—Here it says ""positively kills lice, cockroaches, and other insects."" What a damned kind of beds they give us, right? We don't want these little bugs.",35
