,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,31.666666666666664,26.666666666666668,8.333333333333332,3.3333333333333335,0.0,1.6666666666666667,0.0,0.0,3.3333333333333335,1.6666666666666667,8.333333333333332,8.333333333333332,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,1.6666666666666667
A Tale of Two Cities,8.0,6.0,8.0,7.000000000000001,1.0,3.0,0.0,3.0,0.0,2.0,3.0,1.0,4.0,5.0,1.0,4.0,0.0,1.0,0.0,2.0
A thousand splendid suns,4.25531914893617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Huckleberry Finn,17.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Sherlock Holmes,13.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice in Wonderland,93.47826086956522,32.608695652173914,15.217391304347828,15.217391304347828,10.869565217391305,19.565217391304348,2.1739130434782608,15.217391304347828,2.1739130434782608,6.521739130434782,19.565217391304348,4.3478260869565215,6.521739130434782,6.521739130434782,2.1739130434782608,6.521739130434782,0.0,2.1739130434782608,0.0,0.0
Dracula,6.666666666666667,2.2222222222222223,5.555555555555555,7.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,1.1111111111111112,2.2222222222222223,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0
Dune,21.0,19.0,12.0,15.0,5.0,5.0,1.0,7.000000000000001,1.0,1.0,15.0,9.0,6.0,9.0,4.0,6.0,1.0,4.0,1.0,1.0
Fahrenheit 451,1.6666666666666667,20.0,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frankenstein,31.372549019607842,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9215686274509802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Harry Potter and the Deathly Hallows,14.000000000000002,30.0,17.0,3.0,2.0,3.0,0.0,3.0,1.0,1.0,5.0,16.0,14.000000000000002,2.0,1.0,1.0,0.0,2.0,2.0,1.0
Of Mice and Men,10.416666666666668,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paper Towns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Jackson The Lightning Thief,3.0927835051546393,0.0,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0309278350515463,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0
Pride and Prejudice,45.0,21.0,5.0,7.000000000000001,0.0,1.0,0.0,2.0,0.0,0.0,7.000000000000001,10.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0
Sense and sensibility,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Boy in the Striped Pyjamas,7.216494845360824,2.0618556701030926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Gatsby,48.148148148148145,31.48148148148148,22.22222222222222,38.88888888888889,3.7037037037037033,3.7037037037037033,1.8518518518518516,7.4074074074074066,9.25925925925926,0.0,25.925925925925924,7.4074074074074066,12.962962962962962,29.629629629629626,1.8518518518518516,0.0,0.0,5.555555555555555,5.555555555555555,0.0
The Handmaid s Tale,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Picture of Dorian Gray,41.0958904109589,24.65753424657534,32.87671232876712,1.36986301369863,0.0,1.36986301369863,0.0,0.0,1.36986301369863,0.0,10.95890410958904,5.47945205479452,23.28767123287671,1.36986301369863,1.36986301369863,0.0,0.0,0.0,0.0,0.0
