line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
7,,[],"‘Packing them?’ he asked, running quickly through the events of the previous few days to consider whether he’d been particularly naughty or had used those words out loud that he wasn’t allowed to use and was being sent away because of it. He couldn’t think of anything though. In fact over the last few days he had behaved in a perfectly decent manner to everyone and couldn’t remember causing any chaos at all. ‘Why?’ he asked then. ‘What have I done?’",,"“Gói ghém đồ đạc ấy ạ?” cậu hỏi, lướt qua thật nhanh những sự kiện trong mấy ngày qua để xem có phải cậu đã nghịch ngợm cá biệt hay nói ra những từ vốn không được phép dùng và vì thế mà bị đuổi khỏi nhà hay không. Nhưng cậu chẳng thể nghĩ được bất cứ điều gì. Thật tình suốt mấy ngày vừa rồi cậu đã cư xử phải phép với tất cả mọi người và chẳng hề nhớ nổi đã gây ra một lộn xộn nào. “Tại sao ạ?” cậu bèn hỏi. “Con đã làm gì sao?”",,“Topluyor mu?” diye sorarken bir yandan da son günlerdeki olayları aklından geçiriyordu: Özellikle yaramazlık yapıp yapmadığını veya söylemesi yasaklanan sözcükleri yüksek sesle kullanıp kullanmadığını... Bu yüzden mi gönderilmek isteniyordu? Ama aklına bir şey gelmedi. Son günlerde özellikle herkese karşı çok düzgün davranmıştı. Herhangi bir sorun yarattığını hatırlamıyordu. “Neden?” diye sordu. “Ben ne yaptım ki?,,"—¿Haciendo las maletas? —repitió él, y repasó a toda prisa los días anteriores, considerando si se había portado especialmente mal o si había pronunciado aquellas palabras que tenía prohibido pronunciar, y si por eso lo castigarían mandándolo a algún sitio. Pero no encontró nada. Es más, en los últimos días se había portado de forma perfectamente correcta y no recordaba haber causado ningún problema—. ¿Por qué? —preguntó entonces—. ¿Qué he hecho?",,"“Packing up my things?” he asked, quickly running through the events of the past few days to see if he had been particularly mischievous or said any forbidden words and thus was being kicked out of the house. But he couldn't think of anything. Honestly, he had behaved properly with everyone over the past few days and couldn't remember causing any trouble. “Why?” he then asked. “Did I do something wrong?”","“Is he collecting?” he asked while also going over the recent events in his mind: Especially whether he had been mischievous or used forbidden words loudly... Was this why they wanted to send him away? But nothing came to mind. Recently, he had been particularly polite to everyone. He couldn't remember causing any trouble. “Why?” he asked. “What did I do?”","—he repeated, and quickly reviewed the previous days, considering whether he had behaved particularly badly or if he had uttered those forbidden words, and if for that reason they would punish him by sending him somewhere. But he found nothing. In fact, in the last few days, he had behaved perfectly well and did not remember causing any problems—. Why? —he then asked—. What have I done?",96
19,,[],"‘Well, sometimes when someone is very important,’ continued Mother, ‘the man who employs him asks him to go somewhere else because there’s a very special job that needs doing there.’",,"“Ừm, đôi lúc khi một ai đó giữ vai trò rất quan trọng,” mẹ cậu nói tiếp, “cấp trên của người đó thường yêu cầu họ đến một nơi khác bởi vì ở đấy có công việc hết sức đặc biệt cần thực hiện.",,"“Bazen biri çok önemli olduğunda,” diye devam etti anne, “ona iş veren adam, başka bir yere gitmesi gerektiğini; çünkü orada yapılacak çok özel bir görev olduğunu söyleyebilir.",,"—Bueno, pues a veces, cuando alguien es muy importante —continuó Madre—, su jefe le pide que vaya a algún sitio para hacer un trabajo muy especial.",,"“Um, sometimes when someone holds a very important role,” his mother continued, “their superior often asks them to go to another place because there is a very special job that needs to be done there.”","""Sometimes when someone is very important,"" continued the mother, ""the person who employs them might say that they need to go somewhere else because there is a very special task to be done there.""","—Well, sometimes, when someone is very important —Mother continued—, their boss asks them to go somewhere to do a very special job.",37
25,,[],"‘Of course we do,’ said Mother. ‘You wouldn’t want Father to go to his new job on his own and be lonely there, would you?’",,"“Dĩ nhiên rồi,” mẹ cậu nói. “Con cũng đâu muốn để cha đi làm công việc mới một mình và cảm thấy cô đơn trong đó, phải không con?”",,"“Elbette şart,” dedi anne. “Babanın yeni görevine tek başına gitmesini ve orada yalnızlık çekmesini istemezsin, değil mi?",,"—Por supuesto. No querrás que Padre vaya solo a hacer ese trabajo y que esté triste, ¿no?",,"“Of course,” his mother said. “You wouldn't want your father to go to his new job alone and feel lonely there, would you?”","""Of course it's necessary,"" said the mother. ""You don't want your father to go to his new job alone and feel lonely there, do you?""","—Of course. You don't want Father to go alone to do that job and be sad, do you?",32
43,,[],"‘Oh, you’ll make other friends,’ said Mother, waving her hand in the air dismissively, as if the making of a boy’s three best friends for life was an easy thing.",,"“Ôi, con sẽ có những người bạn khác thôi mà,” mẹ cậu nói, xua tay gạt đi, như thể việc cậu bé kết được ba đứa bạn thân nhất trần đời là chuyện dễ dàng hết mức.",,"“Ah, yeni arkadaşlar edinirsin,” dedi anne, gitmesi için elini sallayarak, sanki bir çocuğun en iyi üç arkadaşını bulması kolay bir şeymiş gibi...",,"—Bueno, ya harás nuevas amistades —dijo Madre quitándole importancia con un ademán, como si fuera fácil encontrar a tres mejores amigos para toda la vida.",,"“Oh, you will have other friends,” his mother said, waving her hand dismissively, as if making three best friends in the world was the easiest thing ever.","“Oh, you'll make new friends,” said the mother, waving her hand as if finding a child's three best friends was an easy thing...","—Well, you'll make new friends —said Mother, downplaying it with a gesture, as if it were easy to find three best friends for life.",39
54,,[],"Down from the top floor to the next one, where Mother and Father’s room was, and the large bathroom, and where he wasn’t supposed to be in any case.",,"Trượt từ tầng thượng xuống tầng kế tiếp, tầng có phòng cha mẹ và một buồng tắm rộng thênh thang, tầng cậu chẳng bao giờ vào được bất kể vì lý do gì.",,Bruno’nun en büyük keyfi en üst kattan tırabzana binip çığlıklar atarak aşağı kadar kaymaktı: Üst kattan bir sonrakine; anne ve babanın odasının ve asla hiçbir şartta girmemesi gereken geniş banyonun olduğu kata...,,"Bajaba desde el último piso hasta el siguiente, donde se encontraban el dormitorio de sus padres y el cuarto de baño grande que no le dejaban utilizar.",,"Sliding from the rooftop down to the next floor, the floor with the parents' room and a spacious bathroom, a floor he could never enter for any reason.","Bruno's greatest pleasure was to slide down from the top floor, screaming as he went: From the top floor to the next; to the floor with his parents' room and the large bathroom he was never to enter under any circumstances...","He went down from the top floor to the next one, where his parents' bedroom and the large bathroom that he was not allowed to use were located.",35
56,,[],"Down to the ground floor, where you fell off the end of the banister and had to land flat on your two feet or it was five points against you and you had to start all over again.",,"Trượt xuống tầng trệt, nơi cậu sẽ văng ra khỏi điểm cuối tay vịn và phải tiếp đất thăng bằng trên đôi bàn chân nếu không thì coi như cậu đã thua cuộc và sẽ phải làm lại toàn bộ từ đầu.",,"Sonunda, en alt kata geldiğinde tırabzandan ayaklarının üstüne düşmen gerekirdi; yoksa beş kötü puan alıp her şeye yeniden başlardın.",,"Y seguía hasta la planta baja, donde se caía del extremo de la barandilla. Debía aterrizar con los dos pies si no quería recibir una penalización de cinco puntos y verse obligado a empezar de nuevo.",,"Sliding down to the ground floor, where you will be flung off the end of the handrail and must land balanced on your feet; otherwise, you will have lost and will have to start all over again.","Finally, when you reached the bottom floor, you had to land on your feet from the banister; otherwise, you'd get five bad points and have to start all over again.","And it continued down to the ground floor, where he would fall off the end of the railing. He had to land on both feet if he didn't want to receive a five-point penalty and be forced to start over.",41
62,,[],"The house in Berlin had stood on a quiet street and alongside it were a handful of other big houses like his own, and it was always nice to look at them because they were almost the same as his house but not quite, and other boys lived in them who he played with (if they were friends) or steered clear of (if they were trouble). The new house, however, stood all on its own in an empty, desolate place and there were no other houses anywhere to be seen, which meant there would be no other families around and no other boys to play with, neither friends nor trouble.",,"Ngôi nhà ở Berlin nằm trên một con phố yên tĩnh, dọc con phố đó là một loạt ngôi nhà lớn như nhà cậu, và lần nào ngắm chúng cậu cũng cảm thấy tuyệt vì chúng hầu như tương đồng nhưng lại không hoàn toàn giống nhà cậu, và vì có những cậu bé khác sống trong đó, những đứa cậu chơi cùng (nếu tụi nó là bạn bè) hoặc tránh xa (nếu tụi nó hay gây rắc rối cho cậu). Còn ngôi nhà mới cứ đứng trơ vơ một mình trên khu đất trống trải, tách biệt và tứ phía chẳng hề thấy một ngôi nhà nào khác, có nghĩa là chẳng có gia đình nào sống xung quanh và không có cậu bé nào để chơi cùng, dù cho là bạn bè hay tụi chuyên bắt nạt.",,"Berlin’deki ev sessiz bir sokaktaydı ve aynı sırada birkaç tane daha, kendi evleri gibi büyük evler vardı. Onlara bakmak keyifliydi; çünkü tam olmasa da, neredeyse kendi evleri gibiydi. O evlerde, eğer arkadaşsalar beraber oynadığı, eğer belalıysalar uzak durduğu başka çocuklar yaşıyordu. Yeni ev, bomboş bir alanın ortasında tek başına duruyordu. Etrafta görünen başka ev yoktu. Bu da başka aileler, arkadaş veya belalı, beraber oynayacak başka çocuklar olmayacağı anlamına geliyordu.",,"La casa de Berlín estaba en una calle tranquila donde había otras también muy grandes, y le gustaba contemplarlas porque eran casi iguales a la suya, aunque no idénticas, y en ellas vivían otros niños con los que Bruno jugaba (si eran amigos) o a los que no se acercaba (si eran rivales). La nueva, en cambio, estaba aislada, en un sitio vacío y desolado, y no había ninguna otra casa cerca, lo que significaba que no habría otras familias en el vecindario ni otros niños con los que jugar, ni amigos ni rivales.",,"The house in Berlin was located on a quiet street, lined with a series of large houses like yours, and every time you looked at them, you felt great because they were almost identical but not exactly the same as your house, and because there were other boys living in them, boys you played with (if they were friends) or avoided (if they often caused trouble for you). The new house stood alone on an open plot of land, isolated and with no other houses in sight, meaning there were no families living nearby and no boys to play with, whether they were friends or bullies.","The house in Berlin was on a quiet street, and there were a few other large houses like theirs on the same row. It was pleasant to look at them; because although not exactly, they were almost like their own house. In those houses lived other children, with whom they played together if they were friends, or stayed away from if they were troublemakers. The new house stood alone in the middle of an empty space. There were no other houses in sight. This meant there would be no other families, friends, troublemakers, or other children to play with.","The house in Berlin was on a quiet street where there were other very large houses as well, and he liked to look at them because they were almost the same as his, although not identical, and in them lived other children with whom Bruno played (if they were friends) or whom he avoided (if they were rivals). The new one, on the other hand, was isolated, in an empty and desolate place, and there were no other houses nearby, which meant there would be no other families in the neighborhood nor other children to play with, neither friends nor rivals.",124
67,,[],"‘We don’t have the luxury of thinking,’ said Mother, opening a box that contained the set of sixty-four glasses that Grandfather and Grandmother had given her when she married Father. ‘Some people make all the decisions for us.’",,"“Chúng ta mà được nghĩ thì thật xa xỉ quá,” mẹ cậu nói, bà đang mở cái hộp đựng sáu mươi tư chiếc cốc thủy tinh mà ông bà tặng mẹ khi mẹ cưới cha. “Một số người đưa ra tất cả quyết định cho chúng ta rồi.”",,"“Düşünme lüksüne sahip değiliz,” dedi anne, evlendiklerinde büyükanne ve büyükbabanın verdiği 64 bardaklık setin bulunduğu kutuyu açarken. “Bazı insanlar bizim için bütün kararları veriyorlar.",,—A nosotros no nos corresponde pensar —dijo Madre mientras abría una caja que contenía un juego de sesenta y cuatro vasitos que los abuelos le habían regalado cuando se casó con Padre—. Ciertas personas toman las decisiones por nosotros.,,"“It would be a luxury if we could think,” his mother said, as she opened the box containing sixty-four glass cups that his grandparents had given her when she married his father. “Some people have already made all the decisions for us.”","“We don't have the luxury of thinking,” said the mother, as she opened the box containing the 64-piece set given by the grandparents when they got married. “Some people make all the decisions for us.”",—It is not for us to think —said Mother as she opened a box containing a set of sixty-four small glasses that the grandparents had given her when she married Father—. Certain people make decisions for us.,48
69,,[],"Mother smiled and put the glasses down carefully on the table. ‘I have another phrase for you,’ she said. ‘It’s that we have to make the best of a bad situation.’",,"Mẹ cậu mỉm cười và cản trọng đặt chiếc cốc xuống bàn. “Mẹ có một cụm từ khác nữa cho con đây,” bà nói. “Đó là chúng ta phải tận dụng phần tốt đẹp nhất của hoàn cảnh khó khăn để thích nghi với nó.”",,"Anne gülümsedi ve bardakları dikkatle masanın üstüne koydu. “Beğenebileceğin bir söz daha var,” dedi. “Her kötü şeyin iyi bir yanını bulmalıyız.",,"Madre sonrió y colocó los vasos con cuidado encima de la mesa. —Te voy a enseñar otro refrán —dijo—: «Al mal tiempo, buena cara.»",,"His mother smiled and carefully placed the cup on the table. ""I have another phrase for you,"" she said. ""It is that we must make the best of a difficult situation to adapt to it.""","Anne smiled and carefully placed the glasses on the table. “There is another saying you might like,” he said. “We must find the good side of every bad thing.”","Mother smiled and carefully placed the glasses on the table. —I’m going to teach you another saying —he said—: ""When the going gets tough, the tough get going.""",38
78,,[],"He went upstairs and turned slowly around in a full circle, hoping he might find a small door or cubby hole where a decent amount of exploration could eventually be done, but there wasn’t one. On his floor there were just four doors, two on either side, facing each other. A door into his room, a door into Gretel’s room, a door into Mother and Father’s room, and a door into the bathroom.",,"Cậu đi lên tầng và chầm chậm xoay người thành trọn một vòng, hy vọng có thể tìm thấy một cánh cửa nhỏ hoặc một hốc tường kín đáo nơi rốt cuộc cậu cũng có thể làm vài cuộc khám phá cho ra hồn, nhưng chẳng có lấy nơi nào như vậy. Trên tầng của cậu chỉ có bốn cánh cửa, hai cánh ở mỗi bên, đối diện với nhau. Một cánh cửa vào phòng riêng của cậu, một cánh cửa vào phòng Gretel, một cánh cửa vào phòng cha mẹ, và một cánh cửa vào phòng tắm.",,"Yukarı çıktı ve yavaşça dönerek bir daire çizdi. Düzgün bir araştırma yapmaya yetecek küçük bir kapı veya delik bulmayı umuyordu; ama yoktu. Bu katta sadece dört kapı vardı; iki tarafta, karşılıklı ikişer kapı. Bir kapı kendi odasına, biri Gretel’in odasına, biri anne ve babanın odasına ve biri de banyoya açılıyordu.",,"Subió al piso de arriba y se giró lentamente, describiendo un círculo completo, con la esperanza de descubrir una pequeña puerta o un armario que más tarde podría explorar, pero no había nada. En aquella planta sólo había cuatro puertas, dos a cada lado del pasillo, enfrentadas. Una daba a su dormitorio, otra al dormitorio de Gretel, otra al dormitorio de Madre y Padre y otra al cuarto de baño.",,"You went upstairs and slowly turned around in a full circle, hoping to find a small door or a discreet wall nook where you could finally do some real exploration, but there was no such place. On your floor, there were only four doors, two on each side, facing each other. One door to your own room, one door to Gretel's room, one door to your parents' room, and one door to the bathroom.","He went upstairs and slowly turned, drawing a circle. He hoped to find a small door or hole sufficient for proper investigation; but there was none. On this floor, there were only four doors; two on each side, opposite each other. One door led to his own room, one to Gretel's room, one to the parents' room, and one to the bathroom.","He went up to the floor above and turned slowly, making a full circle, hoping to discover a small door or a closet that he could explore later, but there was nothing. On that floor, there were only four doors, two on each side of the hallway, facing each other. One led to his bedroom, another to Gretel's bedroom, another to Mother and Father's bedroom, and another to the bathroom.",88
