,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,73.33333333333333,66.66666666666666,48.333333333333336,26.666666666666668,11.666666666666666,13.333333333333334,5.0,5.0,35.0,20.0,30.0,20.0,13.333333333333334,8.333333333333332,5.0,10.0,1.6666666666666667,0.0,13.333333333333334,5.0
A Tale of Two Cities,38.0,5.0,5.0,11.0,4.0,8.0,1.0,5.0,4.0,7.000000000000001,12.0,4.0,9.0,6.0,4.0,7.000000000000001,1.0,4.0,2.0,5.0
A thousand splendid suns,8.51063829787234,4.25531914893617,6.382978723404255,6.382978723404255,2.127659574468085,4.25531914893617,0.0,0.0,2.127659574468085,0.0,4.25531914893617,2.127659574468085,0.0,2.127659574468085,2.127659574468085,0.0,0.0,0.0,0.0,0.0
Adventures of Huckleberry Finn,53.0,19.0,11.0,9.0,17.0,12.0,4.0,4.0,12.0,14.000000000000002,47.0,2.0,8.0,4.0,8.0,11.0,4.0,2.0,6.0,4.0
Adventures of Sherlock Holmes,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alice in Wonderland,82.6086956521739,43.47826086956522,39.130434782608695,34.78260869565217,34.78260869565217,15.217391304347828,13.043478260869565,4.3478260869565215,41.30434782608695,21.73913043478261,52.17391304347826,17.391304347826086,19.565217391304348,13.043478260869565,13.043478260869565,15.217391304347828,4.3478260869565215,2.1739130434782608,21.73913043478261,6.521739130434782
Dracula,71.11111111111111,46.666666666666664,21.11111111111111,6.666666666666667,17.77777777777778,11.11111111111111,4.444444444444445,5.555555555555555,18.88888888888889,16.666666666666664,17.77777777777778,12.222222222222221,10.0,6.666666666666667,8.88888888888889,6.666666666666667,3.3333333333333335,4.444444444444445,7.777777777777778,4.444444444444445
Dune,53.0,30.0,23.0,17.0,12.0,7.000000000000001,6.0,7.000000000000001,5.0,11.0,24.0,11.0,15.0,11.0,9.0,7.000000000000001,6.0,6.0,1.0,9.0
Fahrenheit 451,23.333333333333332,10.0,16.666666666666664,10.0,3.3333333333333335,0.0,3.3333333333333335,0.0,20.0,1.6666666666666667,15.0,3.3333333333333335,6.666666666666667,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,3.3333333333333335,1.6666666666666667
Frankenstein,85.41666666666666,52.083333333333336,47.91666666666667,43.75,16.666666666666664,18.75,12.5,12.5,27.083333333333332,14.583333333333334,50.0,33.33333333333333,20.833333333333336,14.583333333333334,8.333333333333332,12.5,8.333333333333332,10.416666666666668,6.25,8.333333333333332
Harry Potter and the Deathly Hallows,25.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0
Of Mice and Men,68.75,10.416666666666668,0.0,2.083333333333333,2.083333333333333,0.0,0.0,0.0,4.166666666666666,2.083333333333333,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0
Paper Towns,1.3157894736842104,1.3157894736842104,0.0,0.0,,,,,,,0.0,0.0,0.0,2.631578947368421,,,,,,
Percy Jackson The Lightning Thief,16.842105263157894,0.0,0.0,1.0526315789473684,1.0526315789473684,1.0526315789473684,0.0,0.0,2.1052631578947367,3.1578947368421053,5.263157894736842,0.0,2.1052631578947367,2.1052631578947367,0.0,1.0526315789473684,0.0,0.0,1.0526315789473684,0.0
Pride and Prejudice,86.86868686868688,57.57575757575758,46.464646464646464,22.22222222222222,26.262626262626267,20.2020202020202,14.14141414141414,8.080808080808081,44.44444444444444,24.242424242424242,86.86868686868688,22.22222222222222,27.27272727272727,13.131313131313133,10.1010101010101,11.11111111111111,8.080808080808081,7.07070707070707,58.58585858585859,19.19191919191919
Sense and sensibility,12.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,0.0,1.0
The Boy in the Striped Pyjamas,8.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Great Gatsby,72.22222222222221,33.33333333333333,25.925925925925924,40.74074074074074,14.814814814814813,22.22222222222222,11.11111111111111,20.37037037037037,27.77777777777778,20.37037037037037,35.18518518518518,9.25925925925926,9.25925925925926,12.962962962962962,3.7037037037037033,16.666666666666664,5.555555555555555,1.8518518518518516,14.814814814814813,14.814814814814813
The Handmaid s Tale,65.0,23.0,13.0,4.0,0.0,3.0,1.0,1.0,6.0,2.0,10.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
The Picture of Dorian Gray,64.38356164383562,26.027397260273972,32.87671232876712,32.87671232876712,17.80821917808219,23.28767123287671,4.10958904109589,10.95890410958904,34.24657534246575,15.068493150684931,28.767123287671232,6.8493150684931505,24.65753424657534,8.21917808219178,9.58904109589041,13.698630136986301,4.10958904109589,1.36986301369863,19.17808219178082,2.73972602739726
