Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['montag'],letsatsi,0,0.29,incorrect,ngoanana,0,0.43,incorrect,salamander,0,0.25,incorrect,sugbon,0,0.33,incorrect,mosetsana,0,0.53,incorrect,mosetsana,0,0.53,incorrect,phoenix-disc,0,0.22,incorrect,tera,0,0.4,incorrect,jiivit,0,0.17,incorrect,sailaamainddr,0,0.21,incorrect,maso,0,0.4,incorrect,ny azy,0,0.33,incorrect,ngoanana,0,0.43,incorrect,sugbon,0,0.33,incorrect,mosetsana,0,0.53,incorrect,tera,0,0.4,incorrect,sailaamainddr,0,0.21,incorrect,ny azy,0,0.33,incorrect,the girl,0,0.29,incorrect,the,0,0.22,incorrect,kiz,0,0.0,incorrect,kiz,0,0.0,incorrect,co,0,0.25,incorrect,song,0,0.6,incorrect,adam,0,0.2,incorrect,kiz,0,0.0,incorrect,the,0,0.22,incorrect,kiz,0,0.0,incorrect,song,0,0.6,incorrect,kiz,0,0.0,incorrect
['montag'],matsieng,0,0.43,incorrect,tsheletseng,0,0.24,incorrect,egberun,0,0.15,incorrect,ogun,0,0.4,incorrect,mme ha,0,0.33,incorrect,moonstones,0,0.5,incorrect,tia,0,0.44,incorrect,taupulega,0,0.4,incorrect,amerikaa,0,0.29,incorrect,amriikaa,0,0.29,incorrect,ranomasina,0,0.38,incorrect,rehefa,0,0.17,incorrect,tsheletseng,0,0.24,incorrect,ogun,0,0.4,incorrect,moonstones,0,0.5,incorrect,taupulega,0,0.4,incorrect,amriikaa,0,0.29,incorrect,rehefa,0,0.17,incorrect,the house,0,0.13,incorrect,"the name that fills the [mask] token in the passage is ""he"". this is inferred from the context, where ""he"" is used to refer to the subject of the passage, and the surrounding text describes his actions and emotions. the passage describes his actions, such as ""he apart"", ""he felt"", and ""he vanished"", which suggests that ""he"" is the proper name that fills the [mask] token.",0,0.03,incorrect,ev,0,0.0,incorrect,aytaslari,0,0.27,incorrect,ngon lua,0,0.43,incorrect,nguyen,0,0.33,incorrect,ev,0,0.0,incorrect,aytaslari,0,0.27,incorrect,"the name that fills the [mask] token in the passage is ""he"". this is inferred from the context, where ""he"" is used to refer to the subject of the passage, and the surrounding text describes his actions and emotions. the passage describes his actions, such as ""he apart"", ""he felt"", and ""he vanished"", which suggests that ""he"" is the proper name that fills the [mask] token.",0,0.03,incorrect,aytaslari,0,0.27,incorrect,nguyen,0,0.33,incorrect,aytaslari,0,0.27,incorrect
['montag'],mosali,0,0.5,incorrect,mahlo,0,0.36,incorrect,oba,0,0.44,incorrect,oju,0,0.22,incorrect,mosadi,0,0.5,incorrect,matlho,0,0.33,incorrect,tahiti,0,0.33,incorrect,tahiti,0,0.33,incorrect,mhilaa,0,0.33,incorrect,mhilaa,0,0.33,incorrect,madagascar,0,0.38,incorrect,tanany,0,0.33,incorrect,mahlo,0,0.36,incorrect,oju,0,0.22,incorrect,matlho,0,0.33,incorrect,tahiti,0,0.33,incorrect,mhilaa,0,0.33,incorrect,tanany,0,0.33,incorrect,sarah,0,0.18,incorrect,john,0,0.4,incorrect,kadin,0,0.18,incorrect,kadinin,0,0.15,incorrect,ngoc,0,0.4,incorrect,ba,0,0.25,incorrect,adam,0,0.2,incorrect,nazikce,0,0.31,incorrect,john,0,0.4,incorrect,kadinin,0,0.15,incorrect,ba,0,0.25,incorrect,nazikce,0,0.31,incorrect
['montag'],matsoho,0,0.31,incorrect,mabapi,0,0.33,incorrect,oba,0,0.44,incorrect,nipa,0,0.4,incorrect,moses,0,0.36,incorrect,ka,0,0.25,incorrect,tahiti,0,0.33,incorrect,fatata,0,0.33,incorrect,amit,0,0.4,incorrect,amerikaa,0,0.29,incorrect,razafindrakoto,0,0.2,incorrect,ary manokana,0,0.44,incorrect,mabapi,0,0.33,incorrect,nipa,0,0.4,incorrect,ka,0,0.25,incorrect,fatata,0,0.33,incorrect,amerikaa,0,0.29,incorrect,ary manokana,0,0.44,incorrect,mr. jenkins,0,0.24,incorrect,john,0,0.4,incorrect,katip,0,0.18,incorrect,kutuphanesi,0,0.24,incorrect,toi,0,0.22,incorrect,toi,0,0.22,incorrect,adi,0,0.22,incorrect,kutuphanesinin,0,0.2,incorrect,john,0,0.4,incorrect,kutuphanesi,0,0.24,incorrect,toi,0,0.22,incorrect,kutuphanesinin,0,0.2,incorrect
['mildred'],che,0,0.2,incorrect,mabatso,0,0.14,incorrect,kerosene,0,0.27,incorrect,rara,0,0.18,incorrect,nnyaa,0,0.0,incorrect,mme,0,0.4,incorrect,aita,0,0.18,incorrect,aita,0,0.18,incorrect,hunk,0,0.0,incorrect,hunkaaloknik aa je hriyr,0,0.13,incorrect,tsia,0,0.18,incorrect,nitsambikina,0,0.21,incorrect,mabatso,0,0.14,incorrect,rara,0,0.18,incorrect,mme,0,0.4,incorrect,aita,0,0.18,incorrect,hunkaaloknik aa je hriyr,0,0.13,incorrect,nitsambikina,0,0.21,incorrect,nicholas,0,0.27,incorrect,park,0,0.18,incorrect,[mask],0,0.15,incorrect,adam,0,0.18,incorrect,nguyen,0,0.15,incorrect,ton that lien,0,0.2,incorrect,[mask],0,0.15,incorrect,yasli,0,0.17,incorrect,park,0,0.18,incorrect,adam,0,0.18,incorrect,ton that lien,0,0.2,incorrect,yasli,0,0.17,incorrect
"['faber—', 'faber']",moses,0,0.2,incorrect,"na 'ngoe na hang ... a le nako ka le ho oa lokile, mollo, e-na e na ho haesale mosebetsi le ""na 'ngoe na hang ... a le nako ka le ho oa lokile, mollo, e-na e na ho haesale mosebetsi le ""na 'ngoe na hang ... a le nako ka le ho oa lokile, mol",0,0.03,incorrect,oba,0,0.25,incorrect,mo,0,0.0,incorrect,tiro,0,0.22,incorrect,tiro,0,0.22,incorrect,te rangi hiroa,0,0.21,incorrect,te taime,0,0.31,incorrect,pulis,0,0.0,incorrect,kaaj,0,0.22,incorrect,rakoto,0,0.18,incorrect,ny,0,0.0,incorrect,"na 'ngoe na hang ... a le nako ka le ho oa lokile, mollo, e-na e na ho haesale mosebetsi le ""na 'ngoe na hang ... a le nako ka le ho oa lokile, mollo, e-na e na ho haesale mosebetsi le ""na 'ngoe na hang ... a le nako ka le ho oa lokile, mol",0,0.03,incorrect,mo,0,0.0,incorrect,tiro,0,0.22,incorrect,te taime,0,0.31,incorrect,kaaj,0,0.22,incorrect,ny,0,0.0,incorrect,firehouse,0,0.29,incorrect,firehouse,0,0.29,incorrect,itfaiye merkezi,0,0.4,incorrect,itfaiye,0,0.5,incorrect,nguoi,0,0.0,incorrect,ngay,0,0.22,incorrect,itfaiye merkezi,0,0.4,incorrect,itfaiye,0,0.5,incorrect,firehouse,0,0.29,incorrect,itfaiye,0,0.5,incorrect,ngay,0,0.22,incorrect,itfaiye,0,0.5,incorrect
['montag'],ntsoanong,0,0.53,incorrect,ke,0,0.0,incorrect,janitorial,0,0.38,incorrect,janitorial,0,0.38,incorrect,lentswe,0,0.31,incorrect,cecile mapodisi,0,0.19,incorrect,te feia,0,0.31,incorrect,te mua,0,0.33,incorrect,"agilaa baat je o sbh kriyaa rng me utthi gel chlaah, ohi drvaajaa pr caaniik kulhaadd'ii jhuulait chlaah je aakhirkaar, taalaa kholl gel chl, ldd'kaa jkaan tthokr khaait chl /  ""are! [mask] pr kitaabk ekttaa phvvaaraa umdd'i pdd'l, jkhn o siiddh'",0,0.05,incorrect,ghr,0,0.22,incorrect,janitorialy,0,0.35,incorrect,faingana,0,0.29,incorrect,ke,0,0.0,incorrect,janitorial,0,0.38,incorrect,cecile mapodisi,0,0.19,incorrect,te mua,0,0.33,incorrect,ghr,0,0.22,incorrect,faingana,0,0.29,incorrect,the victim,0,0.12,incorrect,janitor,0,0.31,incorrect,kadin,0,0.18,incorrect,kapici,0,0.17,incorrect,nguoi,0,0.36,incorrect,tra dau bong,0,0.33,incorrect,kadin,0,0.18,incorrect,kapici,0,0.17,incorrect,janitor,0,0.31,incorrect,kapici,0,0.17,incorrect,tra dau bong,0,0.33,incorrect,kapici,0,0.17,incorrect
['montag'],mosali,0,0.5,incorrect,mosali,0,0.5,incorrect,sugbon,0,0.33,incorrect,ko enikan asa je eruku sugbon ebi,0,0.21,incorrect,mosadi,0,0.5,incorrect,banna,0,0.36,incorrect,tahiti,0,0.33,incorrect,eita,0,0.4,incorrect,mhilaa,0,0.33,incorrect,mhilaa,0,0.33,incorrect,sady,0,0.2,incorrect,saingy,0,0.33,incorrect,mosali,0,0.5,incorrect,ko enikan asa je eruku sugbon ebi,0,0.21,incorrect,banna,0,0.36,incorrect,eita,0,0.4,incorrect,mhilaa,0,0.33,incorrect,saingy,0,0.33,incorrect,the woman,0,0.27,incorrect,woman,0,0.36,incorrect,kadin,0,0.18,incorrect,kadin,0,0.18,incorrect,ba,0,0.25,incorrect,ba,0,0.25,incorrect,kadin,0,0.18,incorrect,kadin,0,0.18,incorrect,woman,0,0.36,incorrect,kadin,0,0.18,incorrect,ba,0,0.25,incorrect,kadin,0,0.18,incorrect
['montag'],lee min ho,0,0.25,incorrect,joale,0,0.36,incorrect,innocent,0,0.43,incorrect,innocent,0,0.43,incorrect,letsogo,0,0.31,incorrect,look,0,0.2,incorrect,aita,0,0.4,incorrect,aita,0,0.4,incorrect,cor,0,0.22,incorrect,delk,0,0.0,incorrect,tsy nanao na inona na inona.,0,0.18,incorrect,jereo,0,0.18,incorrect,joale,0,0.36,incorrect,innocent,0,0.43,incorrect,look,0,0.2,incorrect,aita,0,0.4,incorrect,delk,0,0.0,incorrect,jereo,0,0.18,incorrect,the narrator,0,0.22,incorrect,magician,0,0.43,incorrect,eli,0,0.0,incorrect,sihirbaz,0,0.14,incorrect,tay anh,0,0.31,incorrect,nhin,0,0.2,incorrect,eli,0,0.0,incorrect,sihirbaz,0,0.14,incorrect,magician,0,0.43,incorrect,sihirbaz,0,0.14,incorrect,nhin,0,0.2,incorrect,sihirbaz,0,0.14,incorrect
['montag'],tora,0,0.4,incorrect,babele,0,0.17,incorrect,babel,0,0.18,incorrect,nibo,0,0.2,incorrect,babele,0,0.17,incorrect,batho,0,0.18,incorrect,babela,0,0.17,incorrect,aita,0,0.4,incorrect,baabel,0,0.17,incorrect,baaibl,0,0.17,incorrect,babela,0,0.17,incorrect,efa,0,0.22,incorrect,babele,0,0.17,incorrect,nibo,0,0.2,incorrect,batho,0,0.18,incorrect,aita,0,0.4,incorrect,baaibl,0,0.17,incorrect,efa,0,0.22,incorrect,moses,0,0.36,incorrect,babel,0,0.18,incorrect,yunus,0,0.18,incorrect,babil,0,0.18,incorrect,ba,0,0.25,incorrect,ba,0,0.25,incorrect,yunus,0,0.18,incorrect,babil,0,0.18,incorrect,babel,0,0.18,incorrect,babil,0,0.18,incorrect,ba,0,0.25,incorrect,babil,0,0.18,incorrect
