Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
"['eager', 'beaver', 'eager beaver']",nasa,0,0.25,incorrect,nasa,0,0.25,incorrect,nasa,0,0.25,incorrect
['hannah'],john,0,0.4,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
"['kalpana chawla', 'kalpana', 'chawla']",astronomy,0,0.25,incorrect,sophomore,0,0.17,incorrect,sophomore,0,0.17,incorrect
['floyd'],nasa,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['floyd'],finnish royals,0,0.32,incorrect,royals,0,0.36,incorrect,royals,0,0.36,incorrect
['mara'],sarah,0,0.67,incorrect,midori,0,0.4,incorrect,midori,0,0.4,incorrect
['mara'],[mask]'s name,0,0.35,incorrect,[mask]'s,0,0.33,incorrect,[mask]'s,0,0.33,incorrect
['floyd'],uncle,0,0.2,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['python'],nasa,0,0.2,incorrect,hal/s,0,0.18,incorrect,hal/s,0,0.18,incorrect
['let'],[mask]'s get together to play cards against humanity,0,0.07,incorrect,k-dramas,0,0.0,incorrect,k-dramas,0,0.0,incorrect
['fuck'],ian,0,0.0,incorrect,ian,0,0.0,incorrect,ian,0,0.0,incorrect
['hannah'],john,0,0.4,incorrect,caltech,0,0.31,incorrect,caltech,0,0.31,incorrect
['mara'],her cousin-or-something,0,0.07,incorrect,cousin,0,0.0,incorrect,cousin,0,0.0,incorrect
['merel'],dr. [mask],0,0.13,incorrect,dr. [mask],0,0.13,incorrect,dr. [mask],0,0.13,incorrect
['hannah'],nasa,0,0.4,incorrect,nasa,0,0.4,incorrect,nasa,0,0.4,incorrect
['mara'],cousin,0,0.0,incorrect,cousin,0,0.0,incorrect,cousin,0,0.0,incorrect
['mara'],sarah,0,0.67,incorrect,epa,0,0.29,incorrect,epa,0,0.29,incorrect
['merel'],dr. [mask],0,0.13,incorrect,dr.,0,0.25,incorrect,dr.,0,0.25,incorrect
['karl'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['haven'],"i don't bother to glance at him. ""[mask]'t made up my mind, but i'll keep you updated."" i stare at the monitor of my computer, skimming the feedback letters from the internal reviewers.",0,0.04,incorrect,author,0,0.18,incorrect,author,0,0.18,incorrect
['arroyo'],dr. [mask],0,0.12,incorrect,spirit,0,0.17,incorrect,spirit,0,0.17,incorrect
['arroyo'],"dr. [mask]'s project is a brilliant addition to nasa's current roster, and it should be approved for further study. dr. [mask]'s vitae is impressive, and she has accumulated enough experience to carry out the proposed work--",0,0.05,incorrect,dr. ellen ochoa,0,0.29,incorrect,dr. ellen ochoa,0,0.29,incorrect
['merel'],dr. [mask],0,0.13,incorrect,dr. smith,0,0.14,incorrect,dr. smith,0,0.14,incorrect
['floyd'],nasa,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['merel'],dr. [mask],0,0.13,incorrect,dr. [mask],0,0.13,incorrect,dr. [mask],0,0.13,incorrect
['hannah'],he,0,0.25,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['merel'],he,0,0.29,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['hannah'],[mask],0,0.17,incorrect,longyearbyen,0,0.22,incorrect,longyearbyen,0,0.22,incorrect
['merel'],him,0,0.25,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['floyd'],mom,0,0.25,incorrect,mom,0,0.25,incorrect,mom,0,0.25,incorrect
['hannah'],he,0,0.25,incorrect,name,0,0.4,incorrect,name,0,0.4,incorrect
['hannah'],the person,0,0.25,incorrect,personal,0,0.29,incorrect,personal,0,0.29,incorrect
['merel'],ian,0,0.0,incorrect,ian,0,0.0,incorrect,ian,0,0.0,incorrect
['mara'],her,0,0.29,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['mara'],[mask]'s name,0,0.35,incorrect,name,0,0.25,incorrect,name,0,0.25,incorrect
['floyd'],bourne,0,0.18,incorrect,fan,0,0.25,incorrect,fan,0,0.25,incorrect
['mara'],hos,0,0.0,incorrect,hos,0,0.0,incorrect,hos,0,0.0,incorrect
['mara'],sadie,0,0.22,incorrect,sadie,0,0.22,incorrect,sadie,0,0.22,incorrect
['great'],aunt delphina,0,0.22,incorrect,delphina,0,0.31,incorrect,delphina,0,0.31,incorrect
['hannah'],you,0,0.0,incorrect,polar,0,0.18,incorrect,polar,0,0.18,incorrect
['hannah'],he,0,0.25,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['hannah'],john,0,0.4,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['hannah'],he,0,0.25,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect
['hannah'],dad,0,0.22,incorrect,he,0,0.25,incorrect,he,0,0.25,incorrect
['mara'],[mask],0,0.4,incorrect,broccoli,0,0.17,incorrect,broccoli,0,0.17,incorrect
['hannah'],he,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['hannah'],he,0,0.25,incorrect,he,0,0.25,incorrect,he,0,0.25,incorrect
['hannah'],mars,0,0.2,incorrect,mars,0,0.2,incorrect,mars,0,0.2,incorrect
