Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['watson'],ntse,0,0.4,incorrect,ha,0,0.25,incorrect,loooto,0,0.33,incorrect,ati,0,0.44,incorrect,tshwanelwa,0,0.38,incorrect,tota ka,0,0.31,incorrect,tahiti,0,0.33,incorrect,aita,0,0.4,incorrect,abhimaan,0,0.29,incorrect,ahmd,0,0.2,incorrect,marina,0,0.33,incorrect,mbola,0,0.18,incorrect,ha,0,0.25,incorrect,ati,0,0.44,incorrect,tota ka,0,0.31,incorrect,aita,0,0.4,incorrect,ahmd,0,0.2,incorrect,mbola,0,0.18,incorrect,mr. knightley,0,0.11,incorrect,you,0,0.22,incorrect,bence,0,0.18,incorrect,ahmet,0,0.36,incorrect,anh,0,0.44,incorrect,anh,0,0.44,incorrect,juan,0,0.4,incorrect,practica,0,0.29,incorrect,you,0,0.22,incorrect,ahmet,0,0.36,incorrect,anh,0,0.44,incorrect,practica,0,0.29,incorrect
['holmes'],whistle,0,0.46,incorrect,lipere lateloa,0,0.2,incorrect,egbe,0,0.2,incorrect,bi esin,0,0.31,incorrect,whistle,0,0.46,incorrect,whistle,0,0.46,incorrect,tahiti,0,0.17,incorrect,a purumu,0,0.14,incorrect,ghodd'aa,0,0.29,incorrect,"ghumaavdaar tkhn tej [mask] aa jkhni rhl khurpii tej phiyaak pr rhl bhel /  baaji baad chlaah aavaaj o siittii chl, bjaau /  khincaav ghnttii ghodd'aak okr aabi",0,0.05,incorrect,razafindrakoto,0,0.1,incorrect,rehefa,0,0.33,incorrect,lipere lateloa,0,0.2,incorrect,bi esin,0,0.31,incorrect,whistle,0,0.46,incorrect,a purumu,0,0.14,incorrect,"ghumaavdaar tkhn tej [mask] aa jkhni rhl khurpii tej phiyaak pr rhl bhel /  baaji baad chlaah aavaaj o siittii chl, bjaau /  khincaav ghnttii ghodd'aak okr aabi",0,0.05,incorrect,rehefa,0,0.33,incorrect,the driver,0,0.25,incorrect,horse,0,0.55,incorrect,kaptan,0,0.0,incorrect,at,0,0.0,incorrect,ngoc,0,0.2,incorrect,ngoc,0,0.2,incorrect,el rey,0,0.33,incorrect,caballo,0,0.15,incorrect,horse,0,0.55,incorrect,at,0,0.0,incorrect,ngoc,0,0.2,incorrect,caballo,0,0.15,incorrect
['watson'],lentsoe,0,0.46,incorrect,li-guineas,0,0.25,incorrect,brougham,0,0.14,incorrect,owo,0,0.44,incorrect,mongwe,0,0.33,incorrect,money,0,0.36,incorrect,tahiti,0,0.33,incorrect,na parau,0,0.14,incorrect,brom,0,0.2,incorrect,chott,0,0.18,incorrect,mpivady,0,0.15,incorrect,misy,0,0.2,incorrect,li-guineas,0,0.25,incorrect,owo,0,0.44,incorrect,money,0,0.36,incorrect,na parau,0,0.14,incorrect,chott,0,0.18,incorrect,misy,0,0.2,incorrect,horses,0,0.17,incorrect,mr.,0,0.0,incorrect,[mask],0,0.33,incorrect,kucuk,0,0.0,incorrect,xe song ma,0,0.38,incorrect,ngoc,0,0.2,incorrect,lord,0,0.2,incorrect,un par de,0,0.13,incorrect,mr.,0,0.0,incorrect,kucuk,0,0.0,incorrect,ngoc,0,0.2,incorrect,un par de,0,0.13,incorrect
"['kont', 'the', 'conde von kramm', 'the count von kramm', 'kram', 'von', 'count', 'conde', 'kramm', 'kont von kramm']",bohemia,0,0.4,incorrect,haeba,0,0.5,incorrect,bohemian,0,0.36,incorrect,bohemian,0,0.36,incorrect,matsieng,0,0.36,incorrect,tlotlo,0,0.4,incorrect,te kooti,0,0.5,incorrect,ekalesia,0,0.33,incorrect,mitr,0,0.29,incorrect,ahmd,0,0.5,incorrect,bohemiana,0,0.33,incorrect,andriandahy,0,0.31,incorrect,haeba,0,0.5,incorrect,bohemian,0,0.36,incorrect,tlotlo,0,0.4,incorrect,ekalesia,0,0.33,incorrect,ahmd,0,0.5,incorrect,andriandahy,0,0.31,incorrect,count,1,1.0,correct,bohemian,0,0.36,incorrect,bohemya'li asillerdenim,0,0.26,incorrect,bohemya'li,0,0.31,incorrect,ba tuoc von,0,0.43,incorrect,bohemia,0,0.4,incorrect,el duque,0,0.31,incorrect,don,0,0.67,incorrect,bohemian,0,0.36,incorrect,bohemya'li,0,0.31,incorrect,bohemia,0,0.4,incorrect,don,0,0.67,incorrect
['holmes'],moses,0,0.55,incorrect,keo,0,0.22,incorrect,"mo dide lati lo, sugbon [mask] mu mi ni owo owo mo si ti mi pada sori aga mi. o so pe, ""awon mejeeji ni, tabi ko si. o le so niwaju okunrin yii ohunkohun ti o le so fun mi. """,0,0.06,incorrect,o si,0,0.4,incorrect,mme nthibela,0,0.22,incorrect,gongwe,0,0.33,incorrect,tera,0,0.2,incorrect,tera,0,0.2,incorrect,ahmd,0,0.4,incorrect,"sjjn hm [mask] skait khi klaaii ""ahaan pkdd'i vaaps khi pr lelk hmraa kichu dunuu je ke hmraa dhkel yaa lel skait jaay aa saamne mudaa",0,0.07,incorrect,ntsoahana,0,0.13,incorrect,samy,0,0.2,incorrect,keo,0,0.22,incorrect,o si,0,0.4,incorrect,gongwe,0,0.33,incorrect,tera,0,0.2,incorrect,"sjjn hm [mask] skait khi klaaii ""ahaan pkdd'i vaaps khi pr lelk hmraa kichu dunuu je ke hmraa dhkel yaa lel skait jaay aa saamne mudaa",0,0.07,incorrect,samy,0,0.2,incorrect,he,0,0.5,incorrect,mr.,0,0.22,incorrect,[mask],0,0.33,incorrect,beyefendi,0,0.13,incorrect,anh,0,0.22,incorrect,ong,0,0.22,incorrect,el capitan,0,0.12,incorrect,don,0,0.22,incorrect,mr.,0,0.22,incorrect,beyefendi,0,0.13,incorrect,ong,0,0.22,incorrect,don,0,0.22,incorrect
['holmes'],matsatsi,0,0.29,incorrect,morena le oa hona tjee,0,0.21,incorrect,london,0,0.17,incorrect,london,0,0.17,incorrect,moses,0,0.55,incorrect,seno,0,0.2,incorrect,king,0,0.0,incorrect,lonelydon,0,0.27,incorrect,mhaamhim,0,0.29,incorrect,lndn,0,0.2,incorrect,londona,0,0.15,incorrect,salomona,0,0.29,incorrect,morena le oa hona tjee,0,0.21,incorrect,london,0,0.17,incorrect,seno,0,0.2,incorrect,lonelydon,0,0.27,incorrect,lndn,0,0.2,incorrect,salomona,0,0.29,incorrect,the king,0,0.29,incorrect,king,0,0.0,incorrect,prens,0,0.36,incorrect,majesteleri,0,0.35,incorrect,nguyen,0,0.17,incorrect,london,0,0.17,incorrect,[mask],0,0.33,incorrect,rey,0,0.22,incorrect,king,0,0.0,incorrect,majesteleri,0,0.35,incorrect,london,0,0.17,incorrect,rey,0,0.22,incorrect
"['bayan', 'adle', 'bayan adler', 'adler']",miss [mask],0,0.18,incorrect,letsela,0,0.36,incorrect,omidan,0,0.36,incorrect,omidan,0,0.36,incorrect,mokgweetsi masisi,0,0.14,incorrect,mme,0,0.29,incorrect,tahiti,0,0.2,incorrect,ua,0,0.33,incorrect,mis maarke,0,0.29,incorrect,jenaa,0,0.4,incorrect,miss [mask],0,0.18,incorrect,nanome,0,0.4,incorrect,letsela,0,0.36,incorrect,omidan,0,0.36,incorrect,mme,0,0.29,incorrect,ua,0,0.33,incorrect,jenaa,0,0.4,incorrect,nanome,0,0.4,incorrect,fitzgerald,0,0.29,incorrect,miss,0,0.0,incorrect,seyis,0,0.22,incorrect,tabii,0,0.22,incorrect,co,0,0.0,incorrect,anh,0,0.5,incorrect,miss,0,0.0,incorrect,senorita,0,0.31,incorrect,miss,0,0.0,incorrect,tabii,0,0.22,incorrect,anh,0,0.5,incorrect,senorita,0,0.31,incorrect
['watson'],monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,iver,0,0.0,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,aaivr,0,0.18,incorrect,monaa,0,0.36,incorrect,monica,0,0.33,incorrect,nandanjalanja,0,0.21,incorrect,monica,0,0.33,incorrect,iver,0,0.0,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monaa,0,0.36,incorrect,nandanjalanja,0,0.21,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica kilisesi,0,0.19,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,santa monica,0,0.44,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect,monica,0,0.33,incorrect
"['norton', 'godfrey norton', 'godfrey']",potlako,0,0.46,incorrect,potlako,0,0.46,incorrect,oba akinyele,0,0.23,incorrect,mo,0,0.25,incorrect,botlhe,0,0.33,incorrect,ke,0,0.22,incorrect,tau,0,0.22,incorrect,maire,0,0.33,incorrect,paadrii,0,0.29,incorrect,crc,0,0.22,incorrect,salomona,0,0.43,incorrect,salomona,0,0.43,incorrect,potlako,0,0.46,incorrect,mo,0,0.25,incorrect,ke,0,0.22,incorrect,maire,0,0.33,incorrect,crc,0,0.22,incorrect,salomona,0,0.43,incorrect,the clergyman,0,0.3,incorrect,clergyman,0,0.27,incorrect,papaz,0,0.0,incorrect,arabaci,0,0.15,incorrect,nguoi thay,0,0.38,incorrect,nguoi,0,0.36,incorrect,el clerigo,0,0.33,incorrect,padre,0,0.5,incorrect,clergyman,0,0.27,incorrect,arabaci,0,0.15,incorrect,nguoi,0,0.36,incorrect,padre,0,0.5,incorrect
['holmes'],edgeware,0,0.14,incorrect,lekhabunyane,0,0.22,incorrect,edgeware road,0,0.11,incorrect,lesekese,0,0.43,incorrect,edgeware,0,0.14,incorrect,lefoko,0,0.33,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,ddonkttr,0,0.14,incorrect,ejveyr,0,0.17,incorrect,lalana edgeware,0,0.19,incorrect,nihazakazaka,0,0.11,incorrect,lekhabunyane,0,0.22,incorrect,lesekese,0,0.43,incorrect,lefoko,0,0.33,incorrect,edgeware,0,0.14,incorrect,ejveyr,0,0.17,incorrect,nihazakazaka,0,0.11,incorrect,mr. smith,0,0.27,incorrect,edgeware,0,0.14,incorrect,dostum,0,0.33,incorrect,edgeware,0,0.14,incorrect,[mask],0,0.33,incorrect,edgeware,0,0.14,incorrect,[mask],0,0.33,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect,edgeware,0,0.14,incorrect
