Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['john dashwood', 'john', 'dashwood', 'daswood', 'mr', 'john daswood', 'mr john dashwood']",matshela,0,0.38,incorrect,empa,0,0.33,incorrect,omola,0,0.33,incorrect,egba,0,0.18,incorrect,matshidiso,0,0.44,incorrect,le,0,0.0,incorrect,tupou,0,0.22,incorrect,tane,0,0.25,incorrect,[mask],0,0.31,incorrect,bhettl privaar,0,0.23,incorrect,razafindrakoto,0,0.4,incorrect,mora,0,0.67,incorrect,empa,0,0.33,incorrect,egba,0,0.18,incorrect,le,0,0.0,incorrect,tane,0,0.25,incorrect,bhettl privaar,0,0.23,incorrect,mora,0,0.67,incorrect,mr.,0,0.8,correct,father,0,0.29,incorrect,[mask]'da ailenin diger uyelerindeki guclu duygular yoktu; ama oyle bir zamanda oyle bir vasiyet konusmasindan etkilendi ve onlari rahat ettirmek icin elinden geleni yapmaya soz verdi. bu teminat babasinin icine su serpti; sonra [mask] sagduyu cercevesinde onlar icin elinden ne gelebilecegini dusunecek zaman buldu.,0,0.08,incorrect,babasi,0,0.31,incorrect,bo,0,0.33,incorrect,nguyen,0,0.2,incorrect,hermano,0,0.36,incorrect,isa,0,0.2,incorrect,father,0,0.29,incorrect,babasi,0,0.31,incorrect,nguyen,0,0.2,incorrect,isa,0,0.2,incorrect
"['john dashwood', 'mrs john dashwood', 'john', 'dashwood', 'daswood', 'john daswood', 'mrs']",moshoeshoe i,0,0.41,incorrect,hobane,0,0.4,incorrect,nila,0,0.25,incorrect,nitori,0,0.22,incorrect,mme,0,0.33,incorrect,gonne,0,0.44,incorrect,tera,0,0.29,incorrect,ahiri,0,0.31,incorrect,es. raav,0,0.24,incorrect,hoyb,0,0.33,incorrect,s. rakoto,0,0.38,incorrect,s. izy,0,0.22,incorrect,hobane,0,0.4,incorrect,nitori,0,0.22,incorrect,gonne,0,0.44,incorrect,ahiri,0,0.31,incorrect,hoyb,0,0.33,incorrect,s. izy,0,0.22,incorrect,sarah,0,0.31,incorrect,john,1,1.0,correct,koca,0,0.25,incorrect,koca,0,0.25,incorrect,co,0,0.33,incorrect,neu,0,0.29,incorrect,juan,0,0.5,incorrect,juan,0,0.5,incorrect,john,1,1.0,correct,koca,0,0.25,incorrect,neu,0,0.29,incorrect,juan,0,0.5,incorrect
"['henry', 'harry']",mokgweetsi masisi,0,0.09,incorrect,monna,0,0.2,incorrect,oba,0,0.25,incorrect,akoko,0,0.2,incorrect,mozambique,0,0.13,incorrect,gore,0,0.22,incorrect,tane,0,0.22,incorrect,ei,0,0.29,incorrect,pti,0,0.0,incorrect,privaar,0,0.33,incorrect,rakoto,0,0.18,incorrect,mety,0,0.44,incorrect,monna,0,0.2,incorrect,akoko,0,0.2,incorrect,gore,0,0.22,incorrect,ei,0,0.29,incorrect,privaar,0,0.33,incorrect,mety,0,0.44,incorrect,mr. bates,0,0.14,incorrect,man,0,0.25,incorrect,kocasi,0,0.18,incorrect,kocasi,0,0.18,incorrect,nguoi chong,0,0.25,incorrect,gia su,0,0.18,incorrect,esposa,0,0.18,incorrect,don,0,0.25,incorrect,man,0,0.25,incorrect,kocasi,0,0.18,incorrect,gia su,0,0.18,incorrect,don,0,0.25,incorrect
"['señora', 'dashwood', 'daswood', 'mrs', 'señora dashwood', 'mrs dashwood norland', 'norland']",norland,1,1.0,correct,empa hobane,0,0.39,incorrect,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,gomotsa,0,0.4,incorrect,norland,1,1.0,correct,norland,1,1.0,correct,hilbaak,0,0.29,incorrect,nonrlaindd,0,0.82,correct,norland,1,1.0,correct,norlandy,0,0.93,correct,empa hobane,0,0.39,incorrect,norland,1,1.0,correct,gomotsa,0,0.4,incorrect,norland,1,1.0,correct,nonrlaindd,0,0.82,correct,norlandy,0,0.93,correct,mrs. dashwood,0,0.76,correct,norland,1,1.0,correct,"[mask]'da birkac ay kaldi, aklina yer etmis her goruntu bir sure sonra ayni siddetli duygulari uyandirmaz oldu da tasinma istegi duymamaya basladi degil; aksine, nesesi yerine gelmeye baslayinca, akli kederli hatiralarla uzuntusunu artirmaktan baska seylerle ilgilenebilir hale gelince oradan gitmek icin sabirsizlandi ve o sevgili diyardan uzaklasmak",0,0.1,incorrect,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct,norland,1,1.0,correct
"['elinor', 'elinor—']",arapa,0,0.18,incorrect,empa,0,0.2,incorrect,alaafin,0,0.46,incorrect,sugbon,0,0.17,incorrect,matshidiso,0,0.25,incorrect,ga,0,0.0,incorrect,tahiti,0,0.17,incorrect,ahiri,0,0.36,incorrect,[mask],0,0.0,incorrect,citr,0,0.4,incorrect,rakoto,0,0.17,incorrect,tsiranana,0,0.27,incorrect,empa,0,0.2,incorrect,sugbon,0,0.17,incorrect,ga,0,0.0,incorrect,ahiri,0,0.36,incorrect,citr,0,0.4,incorrect,tsiranana,0,0.27,incorrect,mr. smith,0,0.13,incorrect,john,0,0.2,incorrect,[mask],0,0.0,incorrect,kendisi,0,0.31,incorrect,anh,0,0.22,incorrect,do,0,0.25,incorrect,[mask],0,0.0,incorrect,desconfia,0,0.27,incorrect,john,0,0.2,incorrect,kendisi,0,0.31,incorrect,do,0,0.25,incorrect,desconfia,0,0.27,incorrect
['elinor'],araya,0,0.18,incorrect,matswaneng,0,0.25,incorrect,dahun,0,0.18,incorrect,ogun,0,0.2,incorrect,kgosi,0,0.18,incorrect,metswalle,0,0.27,incorrect,tahiti,0,0.17,incorrect,aita,0,0.2,incorrect,[mask],0,0.0,incorrect,priytm skait,0,0.11,incorrect,azoko,0,0.18,incorrect,teny tamim-pitsikiana,0,0.22,incorrect,matswaneng,0,0.25,incorrect,ogun,0,0.2,incorrect,metswalle,0,0.27,incorrect,aita,0,0.2,incorrect,priytm skait,0,0.11,incorrect,teny tamim-pitsikiana,0,0.22,incorrect,mr. darcy,0,0.13,incorrect,i,0,0.29,incorrect,[mask],0,0.0,incorrect,dostlari,0,0.29,incorrect,anh,0,0.22,incorrect,chi,0,0.22,incorrect,maria,0,0.18,incorrect,[mask],0,0.0,incorrect,i,0,0.29,incorrect,dostlari,0,0.29,incorrect,chi,0,0.22,incorrect,[mask],0,0.0,incorrect
['edward'],empa,0,0.4,incorrect,felisa,0,0.33,incorrect,oba,0,0.22,incorrect,sugbon,0,0.0,incorrect,matshidiso,0,0.25,incorrect,tata,0,0.2,incorrect,tiatia,0,0.17,incorrect,eita,0,0.4,incorrect,hunkaa,0,0.17,incorrect,abhimaan,0,0.14,incorrect,ary,0,0.44,incorrect,raha,0,0.2,incorrect,felisa,0,0.33,incorrect,sugbon,0,0.0,incorrect,tata,0,0.2,incorrect,eita,0,0.4,incorrect,abhimaan,0,0.14,incorrect,raha,0,0.2,incorrect,mr. darcy,0,0.4,incorrect,him,0,0.0,incorrect,ogul,0,0.0,incorrect,ahmet,0,0.18,incorrect,chi,0,0.0,incorrect,oi,0,0.0,incorrect,el,0,0.25,incorrect,el,0,0.25,incorrect,him,0,0.0,incorrect,ahmet,0,0.18,incorrect,oi,0,0.0,incorrect,el,0,0.25,incorrect
"['albay brandon', 'brandon', 'albay']",mokgweetsi masisi,0,0.13,incorrect,ntate,0,0.2,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,matshidiso,0,0.35,incorrect,mma,0,0.25,incorrect,colonel churchill,0,0.2,incorrect,tera,0,0.36,incorrect,krnl,0,0.36,incorrect,krnl,0,0.36,incorrect,salomona,0,0.46,incorrect,salomona,0,0.46,incorrect,ntate,0,0.2,incorrect,colonel,0,0.3,incorrect,mma,0,0.25,incorrect,tera,0,0.36,incorrect,krnl,0,0.36,incorrect,salomona,0,0.46,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,ahmet,0,0.2,incorrect,yirmi,0,0.22,incorrect,dai ta,0,0.36,incorrect,ong,0,0.4,incorrect,colonel,0,0.3,incorrect,coronel,0,0.43,incorrect,colonel,0,0.3,incorrect,yirmi,0,0.22,incorrect,ong,0,0.4,incorrect,coronel,0,0.43,incorrect
"['marianne—', 'marianne']",boletse,0,0.13,incorrect,maloetse,0,0.38,incorrect,dr. flannel,0,0.53,incorrect,cramps,0,0.29,incorrect,"mme o ne a bua ka di-flannel tsa di-blades,"" [mask] said; 'go na le ditshika tse di rurufetseng tse di rurufetseng, tse di rurufetseng, tse di rurufetseng, le mefuta e mengwe le mengwe ya malwetse a a ka dirang gore motho yo o tsofetseng le yo o sa foleng.'",0,0.06,incorrect,mme rurufetseng,0,0.26,incorrect,tera,0,0.33,incorrect,tera,0,0.33,incorrect,mudaa,0,0.46,incorrect,gtthiyaa,0,0.25,incorrect,"fa niresaka momba ny akanjo lava lava izy, ""ary miaraka amiko ny akanjo lava lava lava dia mifandray foana amin'ny fanaintainana, ny fivontosana, ny rheumatism, ary ny karazana aretina rehetra izay mety hahavoa ny antitra sy ny osa.""",0,0.07,incorrect,ary mety niresaka,0,0.32,incorrect,maloetse,0,0.38,incorrect,cramps,0,0.29,incorrect,mme rurufetseng,0,0.26,incorrect,tera,0,0.33,incorrect,gtthiyaa,0,0.25,incorrect,ary mety niresaka,0,0.32,incorrect,the narrator,0,0.3,incorrect,rheumatism,0,0.33,incorrect,kadin,0,0.46,incorrect,romatizma,0,0.47,incorrect,ngoc,0,0.17,incorrect,vietnam,0,0.27,incorrect,el abuelo,0,0.24,incorrect,pero,0,0.17,incorrect,rheumatism,0,0.33,incorrect,romatizma,0,0.47,incorrect,vietnam,0,0.27,incorrect,pero,0,0.17,incorrect
['marianne'],haeba,0,0.31,incorrect,na le,0,0.31,incorrect,oju ofo,0,0.0,incorrect,jewo,0,0.17,incorrect,mokgadi,0,0.4,incorrect,sephatlo,0,0.12,incorrect,ahiri,0,0.46,incorrect,ahiri,0,0.46,incorrect,amitaabh,0,0.38,incorrect,lel,0,0.18,incorrect,razafindrakoto,0,0.27,incorrect,miaiky,0,0.43,incorrect,na le,0,0.31,incorrect,jewo,0,0.17,incorrect,sephatlo,0,0.12,incorrect,ahiri,0,0.46,incorrect,lel,0,0.18,incorrect,miaiky,0,0.43,incorrect,doctor,0,0.14,incorrect,doctor,0,0.14,incorrect,"sadece siddetli atesi olsaydi onu bunun yarisi kadar bile kucumsemezdin. itiraf et [mask], yuksek atesli birinin kizarmis yanaklarinda, baygin gozlerinde ve hizli nabiz atislarinda seni cezbeden bir sey yok mu?",0,0.07,incorrect,ates,0,0.33,incorrect,nguyen,0,0.29,incorrect,ong,0,0.18,incorrect,juan,0,0.33,incorrect,juan,0,0.33,incorrect,doctor,0,0.14,incorrect,ates,0,0.33,incorrect,ong,0,0.18,incorrect,juan,0,0.33,incorrect
