Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['jarvis lorry', 'mauricio lorry', 'mauricio', 'jarvis', 'mr jarvis lorry', 'mr', 'jarvis lorr', 'lorr', 'lorry']",tellson's,0,0.31,incorrect,tellson's,0,0.31,incorrect,tellson's bank,0,0.22,incorrect,moore,0,0.57,incorrect,tellson,0,0.36,incorrect,tsweetswee,0,0.12,incorrect,tellson,0,0.36,incorrect,tellson,0,0.36,incorrect,baink,0,0.36,incorrect,ttelsn,0,0.2,incorrect,tellson,0,0.36,incorrect,tellson,0,0.36,incorrect,tellson's,0,0.31,incorrect,moore,0,0.57,incorrect,tsweetswee,0,0.12,incorrect,tellson,0,0.36,incorrect,ttelsn,0,0.2,incorrect,tellson,0,0.36,incorrect,mr. lorry,0,0.71,correct,mr. lorry,0,0.71,correct,tellson bankasi,0,0.21,incorrect,mr. lorry,0,0.71,correct,charles,0,0.46,incorrect,hang ngan,0,0.2,incorrect,mr. lorry,0,0.71,correct,tellson,0,0.36,incorrect,mr. lorry,0,0.71,correct,mr. lorry,0,0.71,correct,hang ngan,0,0.2,incorrect,tellson,0,0.36,incorrect
"['mr', 'lorry', 'mr lorry']",dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,"e rile [mask] fetsa go ja dijo tsa sefitlholo, o ne a ya go ya kwa letshitshing la lewatle. motse o monnye o o pitlaganeng, o o kgopang o ne wa iphitlha go tswa mo lotshitshing lwa lewatle, o ne wa tabogela mo ditshimong tsa chalk, jaaka ostrich ya le",0,0.05,incorrect,motse,0,0.31,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,ddovr,0,0.4,incorrect,ddovr,0,0.4,incorrect,dover,0,0.4,incorrect,ranomasina,0,0.22,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,motse,0,0.31,incorrect,dover,0,0.4,incorrect,ddovr,0,0.4,incorrect,ranomasina,0,0.22,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,deniz,0,0.0,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect,deniz,0,0.0,incorrect,dover,0,0.4,incorrect,dover,0,0.4,incorrect
"['miss', 'miss manette', 'manette']",khoebo,0,0.15,incorrect,ke,0,0.22,incorrect,oba,0,0.2,incorrect,ninu,0,0.25,incorrect,matsieng,0,0.53,incorrect,ke,0,0.22,incorrect,tahiti,0,0.31,incorrect,e,0,0.25,incorrect,amit,0,0.5,incorrect,mshiin,0,0.4,incorrect,manana,0,0.46,incorrect,hifandray,0,0.29,incorrect,ke,0,0.22,incorrect,ninu,0,0.25,incorrect,ke,0,0.22,incorrect,e,0,0.25,incorrect,mshiin,0,0.4,incorrect,hifandray,0,0.29,incorrect,mr. smith,0,0.38,incorrect,mr.,0,0.29,incorrect,ahmet,0,0.5,incorrect,kadir,0,0.22,incorrect,thua tieu thu,0,0.3,incorrect,thua,0,0.18,incorrect,senorita,0,0.3,incorrect,senorita,0,0.3,incorrect,mr.,0,0.29,incorrect,kadir,0,0.22,incorrect,thua,0,0.18,incorrect,senorita,0,0.3,incorrect
"['mr', 'lorry', 'mr lorry']",matshidiso,0,0.22,incorrect,bona,0,0.22,incorrect,nibe,0,0.0,incorrect,awon,0,0.22,incorrect,moo,0,0.4,incorrect,bona,0,0.22,incorrect,tahiti,0,0.0,incorrect,ua,0,0.0,incorrect,abhimaan,0,0.2,incorrect,jkaan ttlmain,0,0.19,incorrect,tsaraliva,0,0.24,incorrect,jereo,0,0.31,incorrect,bona,0,0.22,incorrect,awon,0,0.22,incorrect,bona,0,0.22,incorrect,ua,0,0.0,incorrect,jkaan ttlmain,0,0.19,incorrect,jereo,0,0.31,incorrect,mr. frank,0,0.47,incorrect,captain,0,0.0,incorrect,kizin babasi,0,0.1,incorrect,kiz,0,0.0,incorrect,cha,0,0.0,incorrect,co,0,0.29,incorrect,don quijote,0,0.21,incorrect,don quijote,0,0.21,incorrect,captain,0,0.0,incorrect,kiz,0,0.0,incorrect,co,0,0.29,incorrect,don quijote,0,0.21,incorrect
"['mr', 'lorry', 'mr lorry']",o ile,0,0.31,incorrect,na,0,0.0,incorrect,[mask],0,0.25,incorrect,brown,0,0.31,incorrect,rialo,0,0.46,incorrect,mo,0,0.5,incorrect,tahiti,0,0.0,incorrect,eita,0,0.0,incorrect,[mask],0,0.25,incorrect,bhuuraa,0,0.22,incorrect,ary,0,0.5,incorrect,jereo,0,0.31,incorrect,na,0,0.0,incorrect,brown,0,0.31,incorrect,mo,0,0.5,incorrect,eita,0,0.0,incorrect,bhuuraa,0,0.22,incorrect,jereo,0,0.31,incorrect,banker,0,0.25,incorrect,banker,0,0.25,incorrect,bankaci,0,0.0,incorrect,zavallinin,0,0.13,incorrect,co,0,0.29,incorrect,nguoi,0,0.2,incorrect,banquero,0,0.25,incorrect,darla,0,0.31,incorrect,banker,0,0.25,incorrect,zavallinin,0,0.13,incorrect,nguoi,0,0.2,incorrect,darla,0,0.31,incorrect
"['madame defarge', 'señora defarge', 'señora', 'madam defarge', 'madam', 'defarge', 'madame']",mosali,0,0.36,incorrect,sena,0,0.8,correct,[mask],0,0.36,incorrect,nitori,0,0.5,incorrect,mosadi wa gagwe,0,0.57,incorrect,tshepo,0,0.5,incorrect,tomo,0,0.22,incorrect,te animala,0,0.4,incorrect,[mask],0,0.36,incorrect,amitaabh bccn,0,0.33,incorrect,razafindrakoto,0,0.32,incorrect,teo,0,0.44,incorrect,sena,0,0.8,correct,nitori,0,0.5,incorrect,tshepo,0,0.5,incorrect,te animala,0,0.4,incorrect,amitaabh bccn,0,0.33,incorrect,teo,0,0.44,incorrect,mrs. [mask],0,0.25,incorrect,mrs. bright,0,0.33,incorrect,kadin,0,0.4,incorrect,kocasi,0,0.33,incorrect,nguyen,0,0.33,incorrect,nguyen,0,0.33,incorrect,la esposa,0,0.4,incorrect,marido,0,0.55,incorrect,mrs. bright,0,0.33,incorrect,kocasi,0,0.33,incorrect,nguyen,0,0.33,incorrect,marido,0,0.55,incorrect
"['madame defarge', 'señora defarge', 'señora', 'madam defarge', 'madam', 'defarge', 'madame']",bokreste,0,0.36,incorrect,ha khohlela,0,0.33,incorrect,christopher,0,0.35,incorrect,kristiani,0,0.27,incorrect,sekeresete,0,0.42,incorrect,sekeresete,0,0.42,incorrect,kerisetiano,0,0.47,incorrect,te rangi hiroa,0,0.4,incorrect,iisaaii,0,0.33,incorrect,iisaaii,0,0.33,incorrect,tahiry,0,0.31,incorrect,nikohaka,0,0.43,incorrect,ha khohlela,0,0.33,incorrect,kristiani,0,0.27,incorrect,sekeresete,0,0.42,incorrect,te rangi hiroa,0,0.4,incorrect,iisaaii,0,0.33,incorrect,nikohaka,0,0.43,incorrect,miss,0,0.22,incorrect,christian,0,0.27,incorrect,ahmet,0,0.55,incorrect,kurdaniyla,0,0.27,incorrect,chi,0,0.0,incorrect,nghe,0,0.36,incorrect,juan,0,0.22,incorrect,juan,0,0.22,incorrect,christian,0,0.27,incorrect,kurdaniyla,0,0.27,incorrect,nghe,0,0.36,incorrect,juan,0,0.22,incorrect
"['monsieur', 'monsieur defarge', 'mösyö', 'defarge', 'mösyö defarge']",mosali,0,0.57,incorrect,mahlo,0,0.4,incorrect,oba,0,0.25,incorrect,oba,0,0.25,incorrect,matshidiso,0,0.4,incorrect,matlho,0,0.36,incorrect,tahiti,0,0.15,incorrect,te,0,0.22,incorrect,[mask],0,0.36,incorrect,shriimtii,0,0.24,incorrect,razafindrakoto,0,0.21,incorrect,nandoa,0,0.31,incorrect,mahlo,0,0.4,incorrect,oba,0,0.25,incorrect,matlho,0,0.36,incorrect,te,0,0.22,incorrect,shriimtii,0,0.24,incorrect,nandoa,0,0.31,incorrect,the gentleman,0,0.3,incorrect,sir,0,0.55,incorrect,adamlar,0,0.43,incorrect,kocasi,0,0.43,incorrect,bao,0,0.25,incorrect,ba,0,0.22,incorrect,el tabernero,0,0.42,incorrect,tabernero,0,0.38,incorrect,sir,0,0.55,incorrect,kocasi,0,0.43,incorrect,ba,0,0.22,incorrect,tabernero,0,0.38,incorrect
['defarge'],a re ke re tsoeleng pele,0,0.26,incorrect,tse pele,0,0.27,incorrect,ati,0,0.2,incorrect,devil,0,0.33,incorrect,mme e. e. le,0,0.21,incorrect,mme demo,0,0.27,incorrect,diabolo,0,0.29,incorrect,diabolo,0,0.29,incorrect,[mask],0,0.15,incorrect,shaitaan,0,0.13,incorrect,ny ranaivo,0,0.12,incorrect,ary,0,0.4,incorrect,tse pele,0,0.27,incorrect,devil,0,0.33,incorrect,mme demo,0,0.27,incorrect,diabolo,0,0.29,incorrect,shaitaan,0,0.13,incorrect,ary,0,0.4,incorrect,[mask],0,0.15,incorrect,god,0,0.2,incorrect,mumkun,0,0.0,incorrect,seytan,0,0.31,incorrect,ngoc,0,0.18,incorrect,quy,0,0.0,incorrect,[mask],0,0.15,incorrect,dios,0,0.18,incorrect,god,0,0.2,incorrect,seytan,0,0.31,incorrect,quy,0,0.0,incorrect,dios,0,0.18,incorrect
"['mr', 'lorry', 'mr lorry']",pougo,0,0.2,incorrect,empa,0,0.33,incorrect,oba,0,0.25,incorrect,sugbon,0,0.18,incorrect,mhotlana,0,0.25,incorrect,mmotlana,0,0.25,incorrect,te taureararea,0,0.27,incorrect,tera,0,0.33,incorrect,shriimaan,0,0.18,incorrect,yuvaak,0,0.18,incorrect,latsa,0,0.2,incorrect,razafindrakoto,0,0.21,incorrect,empa,0,0.33,incorrect,sugbon,0,0.18,incorrect,mmotlana,0,0.25,incorrect,tera,0,0.33,incorrect,yuvaak,0,0.18,incorrect,razafindrakoto,0,0.21,incorrect,young 's,0,0.15,incorrect,fear,0,0.33,incorrect,kiz,0,0.0,incorrect,ahmet,0,0.29,incorrect,to,0,0.29,incorrect,co,0,0.29,incorrect,nina,0,0.0,incorrect,juan,0,0.0,incorrect,fear,0,0.33,incorrect,ahmet,0,0.29,incorrect,co,0,0.29,incorrect,juan,0,0.0,incorrect
