en,en_results,Single_ent,en_shuffled,en_shuffled_results
"Yet his books continued to sell, so his business affairs continued. I went over the contract renewals, cover concepts, and the occasional movie or TV option with him, and I dutifully read every interview proposal once he was incapable of reading them himself. He always said no, and that included Ruth Crawford’s proposal.","Based on the passage provided, I'm going to take a guess that the book is a biography or a memoir related to a famous author. The mention of ""contract renewals"", ""cover concepts"", ""movie or TV option"", and ""interview proposal"" suggests that the subject of the passage is a well-known writer. The fact that the narrator is handling these tasks on behalf of the author and that the author is ""incapable of reading them himself"" implies that the author may be elderly",['ruth crawford'],"went and read always proposal business Ruth incapable option himself. sell, affairs him, Yet TV books was said the them proposal. the once dutifully Crawford’s so to that of no, movie cover interview his or renewals, continued included I his and reading concepts, I continued. He occasional every over contract he and with","Based on the provided passage, I'm going to take a guess. The writing style and the mention of concepts like business, TV, and movie suggest a contemporary setting, which might be from a novel that explores themes of media, celebrity, or the entertainment industry. Given the lack of specific details that directly point to a well-known novel, this is a challenging task. However, the style seems to hint at a possibly satirical or critical look at modern society or the entertainment industry.  Given the information"
"“Give her the standard response, Mark—flattered to be asked, but no thanks.” He hesitated, though, because this one was a little different.","""title"": ""The Da Vinci Code"",""author"": ""Dan Brown""",['mark'],"response, because He no but her be thanks.” was standard different. asked, the hesitated, “Give this one though, little a Mark—flattered to","""title"": ""The Tenant of Wildfell Hall"",""author"": ""Anne Bronte"""
"“Butch and I were kids going to a one-room schoolhouse before the Second World War. We grew up in a no-stoplight dirt-road town fixing cars, patching them up, playing sports and then coaching them. As men we took part in town politics and maintained the town dump—very similar jobs, now that I think about it. We hunted, we fished, we put out grassfires in the summer and plowed the town roads in the winter. Knocked over a right smart of mailboxes doing it, too. I knew him when no one knew his name—or mine—outside of a twenty-mile radius. I should have come to see him these last years, but I was busy with my own affairs. I thought to myself, there’s time. We always think that, I guess. Then time runs out. Butch was a fine artist, but he was also a good man. I think that’s more important. Maybe some here don’t and that’s all right, that’s all right. Thing is, I always had his back and he always had mine.”","""title"": ""A Little Yellow Dog"",""author"": ""Walter Mosley""",['butch'],"that he and always As Butch town own years, Knocked up them. the summer playing that’s in to time there’s then the and but doing come important. We in up, a we his World knew grassfires should was a knew man. over smart out the I a don’t a with think we no-stoplight last and took fine dump—very hunted, War. town had and he is, men have roads all when I it, busy that’s thought a artist, Thing had affairs. was back always before right, grew schoolhouse sports one-room mine—outside were fixing it. patching runs part going I always one also We I twenty-mile these politics kids that, right but that’s town right. fished, in mailboxes dirt-road coaching in his no and town myself, out. cars, I I radius. think my we a name—or all and about the guess. We was I similar mine.” time. put to good of too. more jobs, here maintained Second them to him think some plowed Then him “Butch winter. now I of see the I Maybe","""title"": ""Some Luck"",""author"": ""Jane Smiley"""
“Has to be a reason?” Pop asked when I finished reading him Ms. Crawford’s letter. “Is that what she’s suggesting? I guess she never heard about the twin brothers who won large sums of money in their respective state lotteries on the same day.”,"""title"": ""The Litigators"", ""author"":",['crawford'],sums reading a the be state money of letter. reason?” their asked suggesting? in him Pop she’s about guess respective she lotteries large the what never won Ms. who on when finished day.” to “Has I heard brothers “Is Crawford’s that twin same I,"""title"": ""Eleanor Oliphant is Completely Fine"",""author"": ""Gail Honeyman"""
“Just that I can understand this woman’s interest in exploring the fact of you and Dave both coming from Nowheresville and blossoming in the middle of your lives.” I raised my hands beside my head as if framing a headline. “Could it be… fate?”,"""title"": ""The Seven Husbands of Evelyn Hugo"",""author"": ""Taylor Jenkins Reid""",['dave'],raised I I Dave you my your can it headline. middle and “Just in exploring and the from in the interest this lives.” blossoming woman’s as a beside Nowheresville that both understand if of fact framing “Could my fate?” coming hands head be… of,"Based on the given passage, I'm going to take a guess. The writing style and the content seem to suggest a contemporary or modern novel, possibly in the genre of literary fiction or women's fiction. The mention of ""Nowheresville"" and the introspective tone of the passage remind me of authors like Cheryl Strayed or Elizabeth Gilbert, but the specific writing style and the use of phrases like ""blossoming woman's lives"" and ""framing my fate"" don't quite match"
"So that was what I did, although something about the way Pop looked just then stuck with me. It was the look of a man who could say quite a lot on the subject of how he and his friend Butch had achieved fame and fortune… but who chose not to. Who chose, in fact, to keep it close.","""title"": ""The Body"", ""author"": ""Stephen King""",['butch'],"did, what with way say keep and Pop achieved stuck It who to. So it Butch how a but on the to fortune… was lot although friend I quite not look his about in looked fame that of Who was of me. the just something fact, close. a had the then he chose and man could chose, subject who","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
"“They used to pal around together back in grade school,” Alden told her. “Just a couple of boys who liked to fish or go hunting with their daddies. They grew up around hard work and didn’t expect nothing different. You might talk to folks my age who’ll tellya those boys were going to amount to something, but I’m not one of em. They were ordinary fellas right up until they weren’t.”","Based on the passage provided, I'm going to take a guess that the book is a work of contemporary American fiction, possibly in the genre of mystery or thriller. The writing style and the use of colloquial language suggest a modern author.  With that in mind, I'm going to take a stab in the dark and guess that the passage originates from the book ""Sharp Objects"" by Gillian Flynn, but it's not a perfect match. After re-reading the passage, I think a",['alden'],"expect around They weren’t.” boys “Just hunting pal fellas were or You together those in something, used daddies. to with talk and amount age tellya but who’ll right to grade I’m school,” up back who they not nothing around up their hard go of work fish Alden ordinary different. liked might to to em. folks until told of They a were going her. “They one grew to couple boys my didn’t","""title"": ""To Kill a Mockingbird"", ""author"": ""Harper Lee"""
"I read a review of Pop’s first book, The Lightning Storm, and the reviewer said this: “Not much happens in the first hundred or so pages of Mr. Carmody’s suspenseful yarn, but the reader is drawn on anyway, because there are violins.”","""title"": ""The Dark Half"", ""author"": ""Stephen King""",['carmody'],"suspenseful much Carmody’s reviewer yarn, or reader “Not of in a because anyway, I the on read so of the violins.” first review Mr. hundred Storm, and drawn pages are said first happens Pop’s is the this: book, The but there Lightning","""title"": ""A"
"I knew a lot of this. I learned more from Ruth Crawford herself at the Korner Koffee Kup, across the street from the Gateway Motel and just about a block down from the post office. That’s where Pop got his mail, and there was usually a pretty damn good budget of it. I always stopped at the Koffee Kup after grabbing the post. The Kup’s java is strictly okay, no more than that, but the blueberry muffins? You never had a better one.","Based on the passage provided, I'm going to take a guess that the book is likely a work of contemporary fiction, possibly a mystery or detective novel, given the casual tone and the mention of specific locations like the Korner Koffee Kup and the Gateway Motel.  With that in mind, I'm going to take a stab in the dark and suggest that the passage might be from a book by Stephen King, given the style and the setting, which seems to be a small town in the United",['ruth crawford'],"a pretty stopped herself That’s I where Gateway Kup after usually Koffee Kup, office. but was okay, from just java across down post. lot a and one. it. the than more street budget good a the I Motel mail, never from his had always The blueberry there Korner You from muffins? is Ruth I got Kup’s post the strictly Pop the about of at a the learned the damn that, better no the and more Crawford block at grabbing knew Koffee of this.","""title"": ""Post Office"",""author"": """
"It was Ruth Crawford, looking slim and trim in white slacks, a pink shell top, and a matching mask—that was the second year of Covid. She was already sliding into the other side of the booth, which made me laugh. “You don’t give up, do you?”","""title"": ""Apples Never Fall"", ""author"": ""Liane Moriarty""",['ruth crawford'],"shell other trim She and year was the sliding a looking Crawford, don’t “You was a which you?” me slim already into of matching the was and white Covid. the Ruth It pink do in side made mask—that second of give booth, up, slacks, laugh. top,","""title"": ""The Office of Historical Corrections"",""author"": ""Danielle Evans"""
