Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",shakespeare,0,0.27,incorrect,john,0,0.25,incorrect,paul,0,0.5,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.11,incorrect,jesus,0,0.22,incorrect,ke,0,0.29,incorrect,paul,0,0.5,incorrect,lucas,0,0.4,incorrect,simone de beauvoir,0,0.3,incorrect,god,0,0.25,incorrect,whitman,0,0.4,incorrect,jesus,0,0.22,incorrect,andre gide,0,0.4,incorrect,antigone,0,0.5,incorrect,deleuze,0,0.5,incorrect,emily,0,0.43,incorrect,di,0,0.57,incorrect,emily,0,0.43,incorrect,virginia woolf,0,0.35,incorrect,helios,0,0.36,incorrect,john,0,0.25,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.11,incorrect,ke,0,0.29,incorrect,lucas,0,0.4,incorrect,god,0,0.25,incorrect,jesus,0,0.22,incorrect,antigone,0,0.5,incorrect,emily,0,0.43,incorrect,emily,0,0.43,incorrect,helios,0,0.36,incorrect
['cora'],john,0,0.25,incorrect,john,0,0.25,incorrect,jesus,0,0.0,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.07,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,paul,0,0.25,incorrect,abraham,0,0.36,incorrect,god,0,0.29,incorrect,youtube,0,0.18,incorrect,john,0,0.25,incorrect,abel,0,0.25,incorrect,offred,0,0.4,incorrect,john,0,0.25,incorrect,offred,0,0.4,incorrect,emily,0,0.0,incorrect,emma,0,0.25,incorrect,nguyen,0,0.0,incorrect,offred,0,0.4,incorrect,emily,0,0.0,incorrect,john,0,0.25,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.07,incorrect,jesus,0,0.0,incorrect,abraham,0,0.36,incorrect,youtube,0,0.18,incorrect,abel,0,0.25,incorrect,john,0,0.25,incorrect,emily,0,0.0,incorrect,nguyen,0,0.0,incorrect,emily,0,0.0,incorrect
['rita'],martha,0,0.6,incorrect,kelebogile,0,0.14,incorrect,paul,0,0.25,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.07,incorrect,jesus,0,0.0,incorrect,modise,0,0.2,incorrect,lucas,0,0.22,incorrect,abraham,0,0.36,incorrect,marie,0,0.44,incorrect,estella,0,0.36,incorrect,marie,0,0.44,incorrect,mangetaheta,0,0.27,incorrect,offred,0,0.2,incorrect,marie,0,0.44,incorrect,annem,0,0.22,incorrect,emily,0,0.22,incorrect,offred,0,0.2,incorrect,emily,0,0.22,incorrect,offred,0,0.2,incorrect,adam,0,0.25,incorrect,kelebogile,0,0.14,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.07,incorrect,modise,0,0.2,incorrect,abraham,0,0.36,incorrect,estella,0,0.36,incorrect,mangetaheta,0,0.27,incorrect,marie,0,0.44,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect,adam,0,0.25,incorrect
"['joy', 'serena joy', 'serena']",grace,0,0.36,incorrect,joseph,0,0.44,incorrect,julie andrews,0,0.32,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.12,incorrect,grace,0,0.36,incorrect,aretha franklin,0,0.32,incorrect,aretha franklin,0,0.32,incorrect,hour,0,0.29,incorrect,marie,0,0.36,incorrect,jesus,0,0.25,incorrect,shirley,0,0.47,incorrect,emily,0,0.27,incorrect,june,0,0.29,incorrect,mahalia,0,0.15,incorrect,june,0,0.29,incorrect,disney,0,0.38,incorrect,ngoc anh,0,0.29,incorrect,ngoc,0,0.29,incorrect,june,0,0.29,incorrect,evangelio,0,0.32,incorrect,joseph,0,0.44,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.12,incorrect,aretha franklin,0,0.32,incorrect,hour,0,0.29,incorrect,jesus,0,0.25,incorrect,emily,0,0.27,incorrect,mahalia,0,0.15,incorrect,disney,0,0.38,incorrect,ngoc,0,0.29,incorrect,evangelio,0,0.32,incorrect
['luke'],george,0,0.2,incorrect,lesotho,0,0.36,incorrect,john,0,0.0,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.06,incorrect,john,0,0.0,incorrect,le,0,0.67,incorrect,emma,0,0.25,incorrect,jerusalem,0,0.31,incorrect,john,0,0.0,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect,abraham,0,0.0,incorrect,john,0,0.0,incorrect,walt disney,0,0.27,incorrect,offred,0,0.2,incorrect,emily,0,0.22,incorrect,nguyen,0,0.4,incorrect,emily,0,0.22,incorrect,maria,0,0.0,incorrect,disney,0,0.2,incorrect,lesotho,0,0.36,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.06,incorrect,le,0,0.67,incorrect,jerusalem,0,0.31,incorrect,emily,0,0.22,incorrect,abraham,0,0.0,incorrect,walt disney,0,0.27,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect,disney,0,0.2,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",george orwell,0,0.22,incorrect,god,0,0.25,incorrect,orwell,0,0.18,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.11,incorrect,jesus,0,0.22,incorrect,freedom,0,0.33,incorrect,jesus,0,0.22,incorrect,abraham,0,0.25,incorrect,john,0,0.25,incorrect,god,0,0.25,incorrect,paul,0,0.5,incorrect,god,0,0.25,incorrect,mustapha mond,0,0.36,incorrect,george,0,0.36,incorrect,orwell,0,0.18,incorrect,john,0,0.25,incorrect,aunt lydia,1,1.0,correct,nguyen,0,0.4,incorrect,orwell,0,0.18,incorrect,john,0,0.25,incorrect,god,0,0.25,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.11,incorrect,freedom,0,0.33,incorrect,abraham,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,george,0,0.36,incorrect,john,0,0.25,incorrect,nguyen,0,0.4,incorrect,john,0,0.25,incorrect
['janine'],emily,0,0.18,incorrect,lucas,0,0.18,incorrect,heathcliff,0,0.25,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.09,incorrect,emily,0,0.18,incorrect,martha,0,0.17,incorrect,lucas,0,0.18,incorrect,maui,0,0.4,incorrect,god,0,0.0,incorrect,emily,0,0.18,incorrect,lucas,0,0.18,incorrect,scarlett,0,0.29,incorrect,offred,0,0.17,incorrect,angel,0,0.55,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect,lucas,0,0.18,incorrect,emily,0,0.18,incorrect,lucas,0,0.18,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.09,incorrect,martha,0,0.17,incorrect,maui,0,0.4,incorrect,emily,0,0.18,incorrect,scarlett,0,0.29,incorrect,angel,0,0.55,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['luke'],my mother,0,0.15,incorrect,ke,0,0.67,incorrect,john,0,0.0,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.06,incorrect,botswana,0,0.0,incorrect,precious,0,0.17,incorrect,john,0,0.0,incorrect,abel,0,0.25,incorrect,my mother,0,0.15,incorrect,walmart,0,0.18,incorrect,marcel,0,0.2,incorrect,halako,0,0.4,incorrect,he,0,0.33,incorrect,plastic,0,0.18,incorrect,annem,0,0.22,incorrect,emily,0,0.22,incorrect,minh,0,0.0,incorrect,emily,0,0.22,incorrect,maria,0,0.0,incorrect,maria,0,0.0,incorrect,ke,0,0.67,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.06,incorrect,precious,0,0.17,incorrect,abel,0,0.25,incorrect,walmart,0,0.18,incorrect,halako,0,0.4,incorrect,plastic,0,0.18,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect,maria,0,0.0,incorrect
"['ofglen', 'deglen', 'gleninki']",emily,0,0.36,incorrect,abel,0,0.4,incorrect,oliver,0,0.5,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.09,incorrect,john,0,0.4,incorrect,adam,0,0.2,incorrect,lucas,0,0.18,incorrect,lucy,0,0.2,incorrect,salome,0,0.33,incorrect,dimmesdale,0,0.5,incorrect,antigone,0,0.38,incorrect,esther,0,0.33,incorrect,offred,0,0.5,incorrect,elizabeth,0,0.4,incorrect,ali,0,0.36,incorrect,heathcliff,0,0.25,incorrect,phuong,0,0.33,incorrect,emily,0,0.36,incorrect,maria,0,0.15,incorrect,maria,0,0.15,incorrect,abel,0,0.4,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.09,incorrect,adam,0,0.2,incorrect,lucy,0,0.2,incorrect,dimmesdale,0,0.5,incorrect,esther,0,0.33,incorrect,elizabeth,0,0.4,incorrect,heathcliff,0,0.25,incorrect,emily,0,0.36,incorrect,maria,0,0.15,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",john,0,0.25,incorrect,boikokobetso,0,0.17,incorrect,jesus,0,0.22,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.11,incorrect,boingotlo,0,0.32,incorrect,boingotlo,0,0.32,incorrect,paul,0,0.5,incorrect,abraham,0,0.25,incorrect,emily,0,0.43,incorrect,emily,0,0.43,incorrect,esther,0,0.36,incorrect,dimbisoa,0,0.46,incorrect,miss brodie,0,0.4,incorrect,elizabeth,0,0.43,incorrect,emily,0,0.43,incorrect,emily,0,0.43,incorrect,lydia,1,1.0,correct,ngoc,0,0.25,incorrect,miss havisham,0,0.36,incorrect,emily,0,0.43,incorrect,boikokobetso,0,0.17,incorrect,"error: {'error': {'object': 'error', 'type': 'internal_server_error', 'message': 'service unavailable'}}",0,0.11,incorrect,boingotlo,0,0.32,incorrect,abraham,0,0.25,incorrect,emily,0,0.43,incorrect,dimbisoa,0,0.46,incorrect,elizabeth,0,0.43,incorrect,emily,0,0.43,incorrect,ngoc,0,0.25,incorrect,emily,0,0.43,incorrect
