Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jack'],"autumn's sibling or friend, possibly named winter, or another person in the group, possibly named summer, or another person in the group, possibly named spring, or another person in the group, possibly named someone else in the group, but most likely, the name is winter",0,0.01,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],the narrator,0,0.12,incorrect,jason,0,0.44,incorrect,jason,0,0.44,incorrect
['jack'],i,0,0.0,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],he,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],heathcliff,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],teammate,0,0.17,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['jack'],she,0,0.0,incorrect,netflix,0,0.0,incorrect,netflix,0,0.0,incorrect
['jack'],him,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],he,0,0.0,incorrect,mr. johnson,0,0.13,incorrect,mr. johnson,0,0.13,incorrect
['jack'],him,0,0.0,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],my dad,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],he,0,0.0,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],tyler,0,0.0,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['jack'],autumn,0,0.2,incorrect,teacher,0,0.36,incorrect,teacher,0,0.36,incorrect
['jack'],autumn,0,0.2,incorrect,david beckham,0,0.35,incorrect,david beckham,0,0.35,incorrect
['jack'],my friend,0,0.0,incorrect,the team,0,0.17,incorrect,the team,0,0.17,incorrect
['jack'],my colleague,0,0.12,incorrect,teammate,0,0.17,incorrect,teammate,0,0.17,incorrect
['jack'],my brother,0,0.0,incorrect,high school,0,0.13,incorrect,high school,0,0.13,incorrect
['jack'],my dad,0,0.2,incorrect,teammate,0,0.17,incorrect,teammate,0,0.17,incorrect
['jack'],them,0,0.0,incorrect,gym,0,0.0,incorrect,gym,0,0.0,incorrect
['jack'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],linus,0,0.0,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],everyone,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['autumn'],lily,0,0.0,incorrect,mother,0,0.17,incorrect,mother,0,0.17,incorrect
['autumn'],janis ian,0,0.27,incorrect,kimberly,0,0.14,incorrect,kimberly,0,0.14,incorrect
['autumn'],emily,0,0.18,incorrect,her,0,0.0,incorrect,her,0,0.0,incorrect
['jack'],her mother,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],him,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],he,0,0.0,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
"['george w', 'george', 'w']",george,1,1.0,correct,george,1,1.0,correct,george,1,1.0,correct
