Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['montag'],medea,0,0.36,incorrect,persephone,0,0.25,incorrect,moses,0,0.36,incorrect,moses,0,0.36,incorrect,phoenix,0,0.31,incorrect,phoenix,0,0.31,incorrect,phoenix,0,0.31,incorrect,perseus,0,0.0,incorrect,perseus,0,0.0,incorrect,salome,0,0.17,incorrect,phoenix,0,0.31,incorrect,persephone,0,0.25,incorrect,moses,0,0.36,incorrect,phoenix,0,0.31,incorrect,perseus,0,0.0,incorrect,salome,0,0.17,incorrect,the girl,0,0.29,incorrect,mouth,0,0.55,incorrect,merhaba,0,0.31,incorrect,anka,0,0.4,incorrect,dragon,0,0.33,incorrect,phuong,0,0.5,incorrect,merhaba,0,0.31,incorrect,anka,0,0.4,incorrect,mouth,0,0.55,incorrect,anka,0,0.4,incorrect,phuong,0,0.5,incorrect,anka,0,0.4,incorrect
['montag'],joseph,0,0.17,incorrect,israel,0,0.17,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect,david,0,0.18,incorrect,joseph,0,0.17,incorrect,god,0,0.22,incorrect,rajkumar,0,0.29,incorrect,david,0,0.18,incorrect,france,0,0.17,incorrect,lesli,0,0.0,incorrect,israel,0,0.17,incorrect,he,0,0.0,incorrect,joseph,0,0.17,incorrect,rajkumar,0,0.29,incorrect,france,0,0.17,incorrect,he,0,0.0,incorrect,london,0,0.33,incorrect,ibrahim,0,0.15,incorrect,yildiz,0,0.0,incorrect,ngoi nha,0,0.43,incorrect,giang,0,0.36,incorrect,ibrahim,0,0.15,incorrect,ay,0,0.25,incorrect,london,0,0.33,incorrect,yildiz,0,0.0,incorrect,giang,0,0.36,incorrect,ay,0,0.25,incorrect
['montag'],god,0,0.22,incorrect,joseph,0,0.17,incorrect,esau,0,0.2,incorrect,joseph,0,0.17,incorrect,joseph,0,0.17,incorrect,joseph,0,0.17,incorrect,madame,0,0.33,incorrect,eyes,0,0.0,incorrect,josephine,0,0.27,incorrect,joseph,0,0.17,incorrect,joseph,0,0.17,incorrect,joseph,0,0.17,incorrect,joseph,0,0.17,incorrect,joseph,0,0.17,incorrect,eyes,0,0.0,incorrect,joseph,0,0.17,incorrect,heathcliff,0,0.12,incorrect,elizabeth,0,0.13,incorrect,arthur,0,0.17,incorrect,yusuf,0,0.0,incorrect,nguoi dan ba,0,0.33,incorrect,phoebe,0,0.17,incorrect,murat,0,0.36,incorrect,ayse,0,0.2,incorrect,elizabeth,0,0.13,incorrect,yusuf,0,0.0,incorrect,phoebe,0,0.17,incorrect,ayse,0,0.2,incorrect
['montag'],david,0,0.18,incorrect,joseph,0,0.17,incorrect,joseph,0,0.17,incorrect,god,0,0.22,incorrect,joseph,0,0.17,incorrect,ua,0,0.25,incorrect,agatha,0,0.33,incorrect,monday,0,0.67,incorrect,david,0,0.18,incorrect,nieritreritra,0,0.32,incorrect,joseph,0,0.17,incorrect,joseph,0,0.17,incorrect,god,0,0.22,incorrect,ua,0,0.25,incorrect,monday,0,0.67,incorrect,nieritreritra,0,0.32,incorrect,john,0,0.4,incorrect,arthur,0,0.17,incorrect,arthur,0,0.17,incorrect,benjamin,0,0.29,incorrect,arthur,0,0.17,incorrect,ong,0,0.67,incorrect,adam,0,0.2,incorrect,ben,0,0.22,incorrect,arthur,0,0.17,incorrect,benjamin,0,0.29,incorrect,ong,0,0.67,incorrect,ben,0,0.22,incorrect
['montag'],david,0,0.18,incorrect,oruko,0,0.18,incorrect,noah,0,0.4,incorrect,david,0,0.18,incorrect,adam,0,0.2,incorrect,ua,0,0.25,incorrect,john,0,0.4,incorrect,wallace,0,0.15,incorrect,david,0,0.18,incorrect,nitsambikina,0,0.33,incorrect,empa,0,0.4,incorrect,oruko,0,0.18,incorrect,david,0,0.18,incorrect,ua,0,0.25,incorrect,wallace,0,0.15,incorrect,nitsambikina,0,0.33,incorrect,ray,0,0.22,incorrect,central,0,0.46,incorrect,hayir,0,0.18,incorrect,adam,0,0.2,incorrect,gregor,0,0.17,incorrect,duc,0,0.0,incorrect,john,0,0.4,incorrect,adam,0,0.2,incorrect,central,0,0.46,incorrect,adam,0,0.2,incorrect,duc,0,0.0,incorrect,adam,0,0.2,incorrect
['montag'],david,0,0.18,incorrect,mo,0,0.5,incorrect,math,0,0.4,incorrect,mma,0,0.44,incorrect,jesus,0,0.0,incorrect,david,0,0.18,incorrect,frank,0,0.18,incorrect,frank,0,0.18,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,jesus,0,0.0,incorrect,mo,0,0.5,incorrect,mma,0,0.44,incorrect,david,0,0.18,incorrect,frank,0,0.18,incorrect,god,0,0.22,incorrect,gracie,0,0.17,incorrect,firehouse,0,0.13,incorrect,john,0,0.4,incorrect,istanbul,0,0.29,incorrect,arthur,0,0.17,incorrect,pyotr,0,0.36,incorrect,ali,0,0.22,incorrect,murat,0,0.36,incorrect,firehouse,0,0.13,incorrect,istanbul,0,0.29,incorrect,pyotr,0,0.36,incorrect,murat,0,0.36,incorrect
['montag'],goldilocks,0,0.12,incorrect,janitorial,0,0.38,incorrect,inspector gadget,0,0.36,incorrect,cecile mapodisi,0,0.19,incorrect,joseph,0,0.17,incorrect,te,0,0.25,incorrect,chandler,0,0.14,incorrect,shakespeare,0,0.12,incorrect,janitorialy,0,0.35,incorrect,toy,0,0.22,incorrect,joseph,0,0.17,incorrect,janitorial,0,0.38,incorrect,cecile mapodisi,0,0.19,incorrect,te,0,0.25,incorrect,shakespeare,0,0.12,incorrect,toy,0,0.22,incorrect,gregory,0,0.15,incorrect,janitorial,0,0.38,incorrect,pollock,0,0.15,incorrect,polis,0,0.18,incorrect,nguoi dan ba,0,0.33,incorrect,tran,0,0.4,incorrect,hey,0,0.0,incorrect,polis,0,0.18,incorrect,janitorial,0,0.38,incorrect,polis,0,0.18,incorrect,tran,0,0.4,incorrect,polis,0,0.18,incorrect
['montag'],wimbledon,0,0.4,incorrect,cricket,0,0.15,incorrect,god,0,0.22,incorrect,moses,0,0.36,incorrect,god,0,0.22,incorrect,te i,0,0.2,incorrect,shame,0,0.18,incorrect,shakespeare,0,0.12,incorrect,cricket,0,0.15,incorrect,cricket,0,0.15,incorrect,empa,0,0.4,incorrect,cricket,0,0.15,incorrect,moses,0,0.36,incorrect,te i,0,0.2,incorrect,shakespeare,0,0.12,incorrect,cricket,0,0.15,incorrect,emily,0,0.18,incorrect,heidi,0,0.0,incorrect,madame defarge,0,0.3,incorrect,seytan,0,0.33,incorrect,madame defarge,0,0.3,incorrect,pham,0,0.2,incorrect,elizabeth,0,0.13,incorrect,mary,0,0.4,incorrect,heidi,0,0.0,incorrect,seytan,0,0.33,incorrect,pham,0,0.2,incorrect,mary,0,0.4,incorrect
['montag'],job,0,0.22,incorrect,wo,0,0.25,incorrect,look,0,0.2,incorrect,look,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,raskol,0,0.17,incorrect,shakespeare,0,0.12,incorrect,madagascar,0,0.38,incorrect,david,0,0.18,incorrect,lee,0,0.0,incorrect,wo,0,0.25,incorrect,look,0,0.2,incorrect,adam,0,0.2,incorrect,shakespeare,0,0.12,incorrect,david,0,0.18,incorrect,pinocchio,0,0.13,incorrect,dimmesdale,0,0.25,incorrect,oliver,0,0.17,incorrect,aladdin,0,0.15,incorrect,phu,0,0.0,incorrect,truyen,0,0.17,incorrect,her,0,0.0,incorrect,murat,0,0.36,incorrect,dimmesdale,0,0.25,incorrect,aladdin,0,0.15,incorrect,truyen,0,0.17,incorrect,murat,0,0.36,incorrect
"['beatty—', 'beatty']",noah,0,0.2,incorrect,wa,0,0.25,incorrect,babele,0,0.33,incorrect,moses,0,0.18,incorrect,babela,0,0.5,incorrect,abraham,0,0.31,incorrect,moses,0,0.18,incorrect,beelzebub,0,0.27,incorrect,moses,0,0.18,incorrect,genesis,0,0.15,incorrect,moses,0,0.18,incorrect,wa,0,0.25,incorrect,moses,0,0.18,incorrect,abraham,0,0.31,incorrect,beelzebub,0,0.27,incorrect,genesis,0,0.15,incorrect,god,0,0.0,incorrect,babel,0,0.36,incorrect,dost,0,0.2,incorrect,babil,0,0.36,incorrect,abraham,0,0.31,incorrect,babel,0,0.36,incorrect,daniel,0,0.17,incorrect,tower,0,0.18,incorrect,babel,0,0.36,incorrect,babil,0,0.36,incorrect,babel,0,0.36,incorrect,tower,0,0.18,incorrect
