line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
29,,[],"“Sorry,” he said without looking up. It was a well-known fact that I was opposed to prom. Absolutely nothing about any of it appealed to me—not slow dancing, not fast dancing, not the dresses, and definitely not the rented tuxedo. Renting a tuxedo seemed to me an excellent way to contract some hideous disease from its previous tenant, and I did not aspire to become the world’s only virgin with pubic lice.",,"“Xin lỗi nhé,” nó nói mà chẳng buồn nhìn lên. Thằng nào cũng biết là tôi ớn vụ dạ hội. Hoàn toàn và tuyệt đối không có gì về cái dạ hội ấy hấp dẫn được tôi–nhảy điệu slow ư, nhảy nhạc bốc ư, váy vóc xúng xính ư, bộ vét đuôi tôm đi thuê ư, không gì sất. Đi thuê vét đuôi tôm đối với tôi là cách hoàn hảo để bị lây nhiễm một thứ bệnh kinh khủng nào đó từ người từng mặc bộ quần áo ấy, và tôi không ham là chàng trai trong trắng duy nhất trên thế gian này chăn trên mình cả một bầy rận mu.",,"2 Wikipedia’ya benzeyen bir internet ansiklopedisi. Kitapta bu isim kullanıldıktan sonra benzer bir internet sitesi açılmıştır ancak şu an hizmet dışıdır, (ç. n. “Kusura bakma,” dedi başını kaldırmadan. Baloya karşı olduğum, herkes taralından bilinen bir gerçekti. Baloyla ilgili hiçbir şey bana kesinlikle cazip gelmiyordu... ne yavaş dans etmek, ne hızlı dans etmek, ne elbiseler ne de kiralık smokin. Smokin kiralamak, bana önceki kiracısından gelen korkunç bir hastahğa yakalanmanın kusursuz bir yolu gibi görünüyordu ve dünyanın tek kasık biti taşıyan bakiri olmaya hevesli değildim.",,"—Perdona —me contestó sin levantar la mirada. Todo el mundo sabía que yo me negaba a ir al baile. No me llamaba lo más mínimo la atención: ni bailar lentos, ni bailar rápidos, ni los trajes, y todavía menos el esmoquin alquilado. Alquilar un esmoquin me parecía una excelente manera de pillar cualquier espantosa enfermedad del anterior arrendatario, y no era mi intención convertirme en el único virgen del mundo con ladillas.",,"“Sorry,” he said without bothering to look up. Everyone knows I dread the prom. Absolutely nothing about that prom appeals to me—slow dancing, fast dancing, fancy dresses, rented tuxedos, nothing at all. Renting a tuxedo, to me, is the perfect way to catch some horrible disease from whoever wore that suit before, and I have no desire to be the only pure guy in the world covered in a swarm of lice.","An internet encyclopedia similar to Wikipedia. After this name was used in the book, a similar website was launched but it is currently out of service, (tr. n.) “Sorry,” he said without raising his head. It was a well-known fact by everyone that I was against the ball. Nothing about the ball seemed appealing to me at all... neither slow dancing, nor fast dancing, nor the dresses nor the rented tuxedos. Renting a tuxedo seemed to me like a perfect way to catch a terrible disease from the previous renter, and I wasn't eager to be the world's only virgin carrying pubic lice.","—Sorry —he replied without raising his gaze. Everyone knew that I refused to go to the dance. It didn't interest me in the slightest: neither slow dances, nor fast dances, nor the suits, and even less the rented tuxedo. Renting a tuxedo seemed to me an excellent way to catch any dreadful disease from the previous renter, and it was not my intention to become the only virgin in the world with crabs.",89
90,,[],"Radar threw his books into his locker and shut it. The din of conversation around us quieted just a bit as he turned his eyes toward the heavens and shouted, “IT IS NOT MY FAULT THAT MY PARENTS OWN THE WORLD’S LARGEST COLLECTION OF BLACK SANTAS.”",,"Tôi không hiểu sao ông không cho bạn ấy gặp bố mẹ ông và xem một vòng Casa[4] Radar nhỉ.” Radar ném nốt sách vào ngăn tủ rồi đóng lại. Không khí trò chuyện chộn rộn quanh chúng tôi tắt lịm khi Radar nhìn thẳng lên trời và hét, “ÔNG BÀ GIÀ TÔI CÓ BỘ SƯU TẬP ÔNG GIÀ NOEL DA ĐEN ĐỒ SỘ NHẤT THẾ GIỚI THÌ CÓ PHẢI LỖI TẠI TÔI QUÁI ĐÂU!”",,"n. Radar kitaplarını dolaba fırlatıp kapağını kapattı. Etrafımızdaki konuşmalar, o gözlerini'gökyüzüne çevirip bağırırken biraz sessizleşti: “EBEVEYNLERİMİN, DÜNYANIN EN GENİŞ ZENCİ NOEL BABA KOLEKSİYONUNA SAHİP OLMASI BENİM SUÇUM DEĞİL.",,Radar lanzó sus libros a la taquilla y la cerró. El ruido de conversaciones que nos rodeaba se silenció un poco mientras levantaba los ojos al cielo y gritaba: —NO ES CULPA MÍA QUE MIS PADRES TENGAN LA COLECCIÓN MÁS GRANDE DEL MUNDO DE SANTA CLAUS NEGROS.,,"Radar threw the book into the drawer and closed it. The lively conversation around us died down when Radar looked straight up at the sky and shouted, “IT'S NOT MY FAULT THAT MY PARENTS HAVE THE WORLD'S LARGEST COLLECTION OF BLACK SANTA CLAUSES!”",He threw the radar books into the cupboard and closed the door. The conversations around us quieted a bit as he turned his eyes to the sky and shouted: “IT'S NOT MY FAULT THAT MY PARENTS HAVE THE WORLD'S LARGEST BLACK SANTA CLAUS COLLECTION.”,Radar threw his books into the locker and closed it. The noise of conversations around us quieted a bit as he looked up at the sky and shouted: —IT'S NOT MY FAULT THAT MY PARENTS HAVE THE WORLD'S LARGEST COLLECTION OF BLACK SANTA CLAUSES.,59
92,,[],"In every room, save Radar’s, their home was awash in black Santadom—plaster and plastic and marble and clay and wood and resin and cloth. In total, Radar’s parents owned more than twelve hundred black Santas of various sorts. As a plaque beside their front door proclaimed, Radar’s house was an officially registered Santa Landmark according to the Society for Christmas.",,"Trong mỗi phòng, trừ phòng Radar, vương quốc của ông già Noel da đen bành trướng khắp nơi nơi–trên thạch cao, chất dẻo, đá hoa, đất sét, gỗ và vải vóc. Tổng cộng, bố mẹ Radar sở hữu hơn một ngàn hai trăm ông già Noel da đen dưới mọi hình thức. Như được trịnh trọng viết trên tấm bảng nhỏ cạnh cửa chính, nhà Radar là một di tích về ông già Noel được Hiệp hội Giáng Sinh chính thức công nhận.",,"Radar’mki hariç bütün odalar zenci Noel babalarla doluydu... alçı, plastik, mermer, kil, ahşap, balmumu, kumaş. Radar’m ebeveynlerinin toplamda, çeşitli türlerde bin iki yüzden fazla zenci Noel babası vardı. On kapılarının yarımdaki bir tabelada beyan edildiği üzere Radar’m evi, Noel Cemiyeti’ne göre resmen tescilli bir Noel baba kent simgesiydi.",,"Todas las habitaciones de la casa, menos la de Radar, estaban llenas de Santa Claus negros de yeso, plástico, mármol, barro, madera, resina y tela. En total, los padres de Radar tenían más de mil doscientos Santa Claus negros de todo tipo. Como constaba en una placa por encima de la puerta de la calle, la casa de Radar era un Monumento a Santa Claus oficial, según la Sociedad Navideña.",,"In every room, except Radar's room, the kingdom of Black Santas expanded everywhere—on plaster, plastic, marble, clay, wood, and fabric. In total, Radar’s parents owned over twelve hundred Black Santas in every form imaginable. As solemnly written on a small plaque next to the front door, Radar's house was a Santa Claus monument officially recognized by the Christmas Association.","All the rooms except Radar's were filled with black Santa Clauses... plaster, plastic, marble, clay, wood, wax, fabric. Radar's parents had more than twelve hundred black Santa Clauses in total, of various kinds. As declared on a sign next to their front door, Radar's house was officially registered as a Santa Claus city landmark by the Christmas Society.","All the rooms in the house, except Radar's, were filled with Black Santa Clauses made of plaster, plastic, marble, clay, wood, resin, and fabric. In total, Radar's parents had more than twelve hundred Black Santa Clauses of all kinds. As stated on a plaque above the front door, Radar's house was an official Santa Claus Monument, according to the Christmas Society.",77
132,,[],"The long and short of it was this: I had access to the vehicular awesomeness that is a late-model Chrysler minivan, except for when my mom was driving it. And since she drove to work every morning, I could only use the car on weekends. Well, weekends and the middle of the goddamned night.",,"Nhưng lâu hay chóng thì tóm lại cũng là thế này: tôi được thụ hưởng sự vận tải tuyệt vời của chiếc minivan Chrysler đời cũ, trừ những lúc mẹ lái xe. Và vì sáng nào mẹ cũng lái xe đi làm, tôi chỉ có thể dùng vào dịp cuối tuần. Ờ, cuối tuần và giờ giấc quái quỉ lúc nửa đêm.",,"Uzun lafın kısası şuydu: Son model bir Chrysler minivan olan taşıtsal muhteşemliğe binme imkânım vardı, annemin kullandığı zamanlar hariç. Ve annem her gün işe arabayla gittiği için arabayı yalnızca hafta sonlan kullanabiliyordum. Hafta sonları ve tabii gecenin köründe.",,"La cuestión era la siguiente: tendría acceso a ese fenómeno vehicular que es el monovolumen Chrysler último modelo, menos cuando mi madre lo utilizara. Y como mi madre iba al trabajo en coche cada mañana, yo solo podría utilizarlo los fines de semana. Bueno, los fines de semana y en mitad de la puta noche.",,"But sooner or later, it all comes down to this: I get to enjoy the wonderful transportation of the old Chrysler minivan, except when my mom is driving. And since my mom drives to work every morning, I can only use it on weekends. Well, weekends and the odd hours around midnight.","Long story short: I had the opportunity to ride in a vehicular marvel, a brand-new Chrysler minivan, except when my mom was using it. And since my mom drove to work every day, I could only use the car on weekends. On weekends and, of course, in the dead of night.","The issue was the following: I would have access to that vehicular phenomenon that is the latest model Chrysler minivan, except when my mother used it. And since my mother drove to work every morning, I could only use it on weekends. Well, on weekends and in the middle of the damn night.",69
146,,[],"“Tonight, darling, we are going to right a lot of wrongs. And we are going to wrong some rights. The first shall be last; the last shall be first; the meek shall do some earth-inheriting. But before we can radically reshape the world, we need to shop.” I pulled into the Publix then, the parking lot almost entirely empty, and parked.",,"“Đêm nay, bạn thân mến ạ, chúng ta sẽ chấn chỉnh lại rất nhiều những sai trái. Và chúng ta sẽ làm trái một số điều phải. Kẻ đầu sẽ nên rốt và kẻ rốt sẽ nên đầu, người nhu mì sẽ hưởng được đất cho mà xem. Nhưng trước khi có thể tái định hình thế giới một cách căn bản, chúng ta phải đi mua sắm cái đã.” Thế là tôi lái xe đến Publix, bãi xe gần như không có ai, chúng tôi đỗ lại.",,"“Canım, bu gece birçok yanlışı doğru yapacağız. Ve bazı doğruları da yanlış yapacağız. Birinciler sonuncu, sonuncular birinci olacak ve alçakgönüllüler yeryüzünü miras alacak. 4 Ama dünyayı köklü bir biçimde yeniden şekillendirmeden önce alışveriş yapma 4 Incil’e gönderme yapılmaktadır, (ç. n. lıyız.” Bu sırada Publix’e girdim, park alanı neredeyse tamamen boştu, park ettim.",,"—Cariño, esta noche tú y yo vamos a corregir un montón de errores. Y vamos a introducir errores en algunas cosas que están bien. Los primeros serán los últimos, los últimos serán los primeros, y los mansos heredarán la tierra. Pero antes de que podamos reorganizar totalmente el mundo, tenemos que comprar varias cosas. Así que me metí en el aparcamiento del Publix, casi vacío, y aparqué.",,"“Tonight, my dear friend, we will correct many wrongs. And we will do some wrongs to the right things. The first will be last and the last will be first, the meek will inherit the earth, just you wait and see. But before we can fundamentally reshape the world, we need to go shopping first.” So I drove to Publix, the parking lot was almost empty, and we parked.","“Darling, tonight we will make many wrongs right. And we will make some rights wrong. The first will be last, the last will be first, and the humble will inherit the earth. 4 But before radically reshaping the world, go shopping There is a reference to the 4 Gospels, (cf. n.) we are.” At this moment, I entered Publix, the parking lot was almost completely empty, I parked.","—Honey, tonight you and I are going to correct a bunch of mistakes. And we are going to introduce mistakes into some things that are right. The first will be last, the last will be first, and the meek shall inherit the earth. But before we can totally reorganize the world, we have to buy several things. So I pulled into the Publix parking lot, almost empty, and parked.",79
155,,[],"“Well, yes. Technically yes. Anyway, just call me if you have any questions, but with the Vaseline, you want the one that’s bigger than your fist. There’s like a Baby Vaseline, and then there’s a Mommy Vaseline, and then there’s a big fat Daddy of a Vaseline, and that’s the one you want. If they don’t have that, then get, like, three of the Mommies.” She handed me the list and a hundred-dollar bill and said, “That should cover it.”",,"“Ờ, ừ. Thực tế như vậy đấy. Dù sao, nếu có gì thắc mắc thì cứ gọi điện cho tớ. Riêng về Vaseline, cậu cần lấy loại to hơn nắm tay cậu một chút. Như là có loại Vaseline Bé Cưng này, loại Vaseline Mẹ Bé này, rồi Vaseline Bố Bé béo ú, đấy là loại cần mua. Nếu không thấy loại đó thì lấy, xem nào, ba lọ Vaseline Mẹ Bé.” Margo đưa tôi tờ danh mục và một trăm đô-la, nói.",,"“Şey, evet. Teknik olarak evet. Her neyse, eğer bir sorun olursa sadece beni ara ama Vazelin konusunda yumruğundan daha büyük olanı alacaksın. Yani bir Bebek Vazelin var, bir de Anne Vazelin var ve bir de kocaman bir Baba Vazelin var, işte ondan alacaksın. Eğer ondan yoksa o zaman üç tane falan annelerden al.” Listeyi ve yüz dolarlık banknotu uzatıp, “Bu yetecektir,” dedi.",,"—Bueno, sí. Técnicamente sí. En fin, llámame si tienes alguna pregunta, pero coge el bote de vaselina que es más grande que tu puño. Hay vaselina pequeña, vaselina mediana y una vaselina enorme, que es la que tienes que coger. Si no la tienen, coge tres de las medianas.",,"“Uh, yeah. That's actually the case. Anyway, if you have any questions, just give me a call. As for Vaseline, you need to get a size slightly bigger than your fist. There's this Baby Vaseline, then there's Mommy Vaseline, and then there's Daddy Vaseline, which is the one you need to buy. If you can't find that, then get, let's see, three jars of Mommy Vaseline.” Margo handed me the list and a hundred dollars, saying. “This should be enough.”","“Well, yes. Technically yes. Anyway, if there's a problem, just call me, but you'll get the one that's bigger than your fist when it comes to Vaseline. So there's a Baby Vaseline, a Mother Vaseline, and a huge Father Vaseline, you'll get that one. If they don't have that, then get about three of the mothers.” Handing over the list and the hundred-dollar bill, “This will be enough,” he said.","—Well, yes. Technically, yes. Anyway, call me if you have any questions, but grab the jar of Vaseline that's bigger than your fist. There's small Vaseline, medium Vaseline, and a huge Vaseline, which is the one you need to get. If they don't have it, get three of the medium ones. —He handed me the list and a hundred-dollar bill, and said—:",112
176,,[],"I started to say something, to say that she obviously cared a little, because she had good grades and was going to the University of Florida’s honors program next year, but she just said, “Wal-Mart.”",,"Tôi chực muốn nói, rằng rõ ràng là Margo chẳng chịu chú tâm nghiêm túc gì cả, vì cô ấy học hành giỏi giang và năm tới sẽ theo học chương trình cử nhân tài năng tại Đại học Florida, nhưng Margo đã hô lên, “Wal-Mart.”",,"Bir şeyler söylemeye başladım, bunları biraz umursadığının açık olduğunu çünkü iyi notlan olduğunu ve gelecek sene Florida Üniversitesi’nin onur programına gideceğini söylüyordum ki yalnızca, “Walmart,” dedi.",,"Empecé a decirle que obviamente a ella también le importaba un poco, porque sacaba buenas notas y por eso al año siguiente entraría en un programa de alto rendimiento de la Universidad de Florida, pero Margo se limitó a contestarme:",,"I was about to say that it was clear Margo wasn't paying serious attention at all, because she was a good student and next year she would be attending the honors bachelor's program at the University of Florida, but Margo shouted, ""Wal-Mart.""","I started to say something, noting that it was clear she cared a bit because she had good grades and was going to the honors program at the University of Florida next year, when she simply said, ""Walmart.""","I started to tell her that obviously she cared a little too, because she got good grades and that's why the following year she would enter a high-performance program at the University of Florida, but Margo simply replied:",43
242,,[],"“Yes. Now,” she said. “She’s upstairs getting yelled at by her parents. But, like, how long does that lecture last? I mean, what do you say? ‘You shouldn’t screw Margo’s boyfriend in the basement.’ It’s a one-sentence lecture, basically. So we have to hustle.”",,"“Có. Ngay và luôn,” Margo nói. “Cô nàng đang bị bố mẹ rủa sả ở trên gác. Nhưng màn thuyết giảng sẽ kéo dài bao lâu chứ? Là cậu thì cậu sẽ nói gì? ‘Con không nên bập vào bạn trai của Margo ở dưới tầng hầm như thế.’ Về căn bản màn dạy dỗ chỉ nhai đi nhai lại câu ấy thôi. Thế nên chúng ta phải lẹ lên.”",,"“Hayır. “Evet. Şimdi,” dedi. “Becca yukarıda, annesiyle babası tarafından azarlanıyor. Ama yani bu azar ne kadar sürebilir ki? Yani, ne dersin? ‘Bodrumda Margo’nun erkek arkadaşını becermemelisin.’ Bu tek cümlelik bir azar. Bu yüzden acele etmeliyiz.",,"—No. —Sí. Ahora —me dijo—. Está arriba aguantando el chaparrón de sus padres. Pero ¿cuánto tiempo durará el sermón? Bueno, ¿qué opinas? «No debes cepillarte al novio de Margo en el sótano». Es básicamente un sermón de una frase, así que tenemos que darnos prisa.",,"“Yes. Right away,” Margo said. “She’s being yelled at by her parents upstairs. But how long can the lecture last? If it were you, what would you say? ‘You shouldn’t be fooling around with Margo’s boyfriend in the basement like that.’ Basically, the lecture just keeps repeating that. So we have to hurry.”","“Yes. Now,” he said. “Becca is upstairs, being scolded by her parents. But I mean, how long can that scolding last? I mean, what do you think? ‘You shouldn't be screwing Margo's boyfriend in the basement.’ That's a one-sentence scolding. So we need to hurry.”","—Yes. Now —he told me—. She's upstairs enduring the lecture from her parents. But how long will the sermon last? Well, what do you think? ""You shouldn't be making out with Margo's boyfriend in the basement."" It's basically a one-sentence sermon, so we need to hurry.",66
279,,[],"“How so?” I asked. We were pulled up to a stoplight, and some kids in a sports car next to us were revving their engine—as if I was going to race the Chrysler. When you floored it, it whimpered.",,"“Thế nào cơ?” tôi hỏi. Tôi tăng tốc qua một đèn giao thông, có mấy nhóc trong một xe thể thao đi cạnh cũng rồ ga lao theo–như thể tôi muốn đua trên cái Chrysler này lắm không bằng. Ép nó chạy nhanh là nó rên rỉ ngay.",,"“Nasıl yani?” diye sordum. Kırmızı ışığa yakalanmıştık, yanımızdaki spor arabadaki birkaç çocuk motora gaz verip duruyorlardı... sanki ben Chrysler’ı yarıştıracakmışım gibi. Chrysler’a tam gaz verildiğinde ancak inildiyordu.",,"—¿Cómo? —le pregunté. Nos acercábamos a un semáforo y a nuestro lado unos chavales en un coche deportivo aceleraron… como si se me fuera a pasar por la cabeza hacer una carrera con el Chrysler. Cuando pisabas el acelerador, gemía.",,"“What do you mean?” I asked. I sped through a traffic light, with some kids in a sports car next to me revving their engine as if I wanted to race in this Chrysler. Pushing it to go faster made it groan immediately.","“What do you mean?” I asked. We were caught at a red light, and a few kids in the sports car next to us were revving their engine... as if I was going to race the Chrysler. When you floored the Chrysler, it would only groan.","—How? —I asked him. We were approaching a traffic light and next to us some kids in a sports car revved their engine... as if it would ever cross my mind to race with the Chrysler. When you stepped on the gas, it groaned.",50
310,,[],"“Jesus, no,” I said. “You’re—” And I stopped myself from saying not skinny, but that’s the whole point of you; the point of you is that you don’t look like a boy. “You should not lose any weight.”",,"“Trời ơi, không hề,” tôi đáp. “Cậu...” Tôi ngăn mình thốt lên cậu không lẳng khẳng, nhưng đó là toàn bộ vấn đề về cậu; vấn đề ở cậu là trông cậu không giống một tên con trai. “Cậu đừng có mà giảm cân đấy nhé.”",,"“Tanrım, hayır,” dedim. “Sen...” Sonra şunları söyleyecekken kendimi durdurdum: Cılız değilsin ama en önemli yönün de bu; en önemli yönün bir oğlan gibi görünmüyor olman. “Kilo vermemelisin.”",,"—Madre mía, no —le contesté—. No estás… —Y me detuve antes de decir «delgada, pero eso es lo mejor de ti. Lo mejor de ti es que no pareces un chico»—. No te sobra ni un kilo.",,"""Oh my God, not at all,"" I replied. ""You..."" I stopped myself from saying you are not scrawny, but that was the whole issue with you; the problem with you is that you don't look like a boy. ""Don't you dare lose weight.""","“My God, no,” I said. “You...” Then I stopped myself from saying: You’re not skinny, but that’s your most important feature; your most important feature is that you don’t look like a boy. “You shouldn’t lose weight.”","—My dear, no —I replied to her—. You are not... —And I stopped before saying ""thin, but that's the best thing about you. The best thing about you is that you don't look like a boy""—. You don't have an extra kilo.",53
