Title,en_results_title_match,en_results_author_match,en_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match
Pride and Prejudice,97.70992366412213,98.47328244274809,97.70992366412213,95.41984732824427,95.41984732824427,95.41984732824427,93.12977099236642,93.12977099236642,93.12977099236642,93.12977099236642,93.12977099236642,93.12977099236642
The Handmaid s Tale,90.29126213592234,90.29126213592234,90.29126213592234,72.81553398058253,72.81553398058253,72.81553398058253,52.42718446601942,52.42718446601942,52.42718446601942,45.63106796116505,45.63106796116505,45.63106796116505
The Great Gatsby,98.14814814814815,98.14814814814815,98.14814814814815,98.14814814814815,98.14814814814815,98.14814814814815,92.5925925925926,92.5925925925926,92.5925925925926,83.33333333333334,83.33333333333334,83.33333333333334
Just for the Summer,0.0,0.0,0.0,,,,,,,,,
Paper Towns,72.36842105263158,80.26315789473685,72.36842105263158,67.10526315789474,73.68421052631578,67.10526315789474,72.36842105263158,76.31578947368422,72.36842105263158,65.78947368421053,73.68421052631578,65.78947368421053
Fahrenheit 451,92.0,92.0,92.0,88.0,88.0,88.0,88.0,88.0,88.0,92.0,92.0,92.0
Lies and Weddings,0.0,2.34375,0.0,,,,,,,,,
The Lightning Thief,46.391752577319586,76.28865979381443,46.391752577319586,23.711340206185564,67.0103092783505,23.711340206185564,3.0927835051546393,51.546391752577314,3.0927835051546393,2.0618556701030926,47.42268041237113,2.0618556701030926
Dracula,95.55555555555556,95.55555555555556,95.55555555555556,94.44444444444444,94.44444444444444,94.44444444444444,95.55555555555556,95.55555555555556,95.55555555555556,87.77777777777777,87.77777777777777,87.77777777777777
A thousand splendid suns,74.46808510638297,85.1063829787234,74.46808510638297,46.808510638297875,72.3404255319149,46.808510638297875,0.0,17.02127659574468,0.0,40.42553191489361,87.2340425531915,40.42553191489361
Alice s Adventures in Wonderland,100.0,100.0,100.0,100.0,100.0,100.0,97.82608695652173,97.82608695652173,97.82608695652173,97.82608695652173,97.82608695652173,97.82608695652173
A Tale of Two Cities,98.1981981981982,100.0,98.1981981981982,77.47747747747748,78.37837837837837,77.47747747747748,96.3963963963964,97.2972972972973,96.3963963963964,98.1981981981982,98.1981981981982,98.1981981981982
The Paradise Problem,0.0,1.9083969465648856,0.0,,,,,,,,,
If Only I Had Told Her,0.0,0.0,0.0,,,,,,,,,
Of Mice and Men,100.0,100.0,100.0,87.5,87.5,87.5,89.58333333333334,89.58333333333334,89.58333333333334,95.83333333333334,95.83333333333334,95.83333333333334
Frankenstein,100.0,100.0,100.0,90.19607843137256,90.19607843137256,90.19607843137256,86.27450980392157,86.27450980392157,86.27450980392157,88.23529411764706,88.23529411764706,88.23529411764706
Funny Story,0.0,0.0,0.0,,,,,,,,,
The Boy in the Striped Pyjamas,70.09345794392523,70.09345794392523,70.09345794392523,59.813084112149525,59.813084112149525,59.813084112149525,70.09345794392523,70.09345794392523,70.09345794392523,74.76635514018692,74.76635514018692,74.76635514018692
First Lie Wins,0.6097560975609756,0.0,0.0,,,,,,,,,
Below Zero,0.0,0.0,0.0,,,,,,,,,
The Ministry of Time,0.0,0.0,0.0,,,,,,,,,
