Title,en_results_title_match,en_results_author_match,en_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match
Of Mice and Men,100.0,100.0,100.0,93.75,95.83333333333334,93.75,89.58333333333334,95.83333333333334,89.58333333333334,81.25,81.25,81.25
A thousand splendid suns,82.97872340425532,85.1063829787234,82.97872340425532,65.95744680851064,76.59574468085107,65.95744680851064,27.659574468085108,31.914893617021278,27.659574468085108,80.85106382978722,89.36170212765957,80.85106382978722
The Picture of Dorian Gray,95.8904109589041,97.26027397260275,95.8904109589041,94.52054794520548,95.8904109589041,94.52054794520548,94.52054794520548,94.52054794520548,94.52054794520548,91.78082191780823,94.52054794520548,91.78082191780823
Alice s Adventures in Wonderland,93.47826086956522,100.0,93.47826086956522,100.0,100.0,100.0,95.65217391304348,100.0,95.65217391304348,97.82608695652173,97.82608695652173,97.82608695652173
Frankenstein,96.07843137254902,98.0392156862745,96.07843137254902,96.07843137254902,96.07843137254902,96.07843137254902,98.0392156862745,98.0392156862745,98.0392156862745,94.11764705882352,94.11764705882352,94.11764705882352
A Tale of Two Cities,100.0,100.0,100.0,80.18018018018019,80.18018018018019,80.18018018018019,97.2972972972973,97.2972972972973,97.2972972972973,98.1981981981982,99.09909909909909,98.1981981981982
Dracula,100.0,100.0,100.0,97.77777777777777,97.77777777777777,97.77777777777777,97.77777777777777,97.77777777777777,97.77777777777777,93.33333333333333,93.33333333333333,93.33333333333333
Pride and Prejudice,97.70992366412213,100.0,97.70992366412213,97.70992366412213,99.23664122137404,97.70992366412213,96.94656488549617,97.70992366412213,96.94656488549617,86.25954198473282,97.70992366412213,86.25954198473282
Sense and sensibility,95.34883720930233,100.0,95.34883720930233,93.02325581395348,96.12403100775194,93.02325581395348,87.59689922480621,90.69767441860465,87.59689922480621,88.37209302325581,92.24806201550388,88.37209302325581
Harry Potter and the Deathly Hallows,67.33870967741935,97.58064516129032,67.33870967741935,53.62903225806451,93.54838709677419,53.62903225806451,38.306451612903224,94.75806451612904,38.306451612903224,24.596774193548388,97.58064516129032,24.596774193548388
The Handmaid s Tale,99.02912621359224,99.02912621359224,99.02912621359224,92.23300970873787,95.14563106796116,92.23300970873787,83.49514563106796,85.43689320388349,83.49514563106796,57.28155339805825,66.01941747572816,57.28155339805825
Adventures of Huckleberry Finn,95.17241379310344,100.0,95.17241379310344,80.6896551724138,88.96551724137932,80.6896551724138,67.58620689655173,82.75862068965517,67.58620689655173,51.724137931034484,73.10344827586206,51.724137931034484
Fahrenheit 451,100.0,100.0,100.0,96.0,96.0,96.0,100.0,100.0,100.0,96.0,96.0,96.0
The Lightning Thief,84.5360824742268,92.78350515463917,84.5360824742268,13.402061855670103,83.50515463917526,13.402061855670103,7.216494845360824,78.35051546391753,7.216494845360824,0.0,69.0721649484536,0.0
The Great Gatsby,98.14814814814815,98.14814814814815,98.14814814814815,92.5925925925926,92.5925925925926,92.5925925925926,92.5925925925926,92.5925925925926,92.5925925925926,92.5925925925926,92.5925925925926,92.5925925925926
Dune,95.56135770234987,99.21671018276761,95.56135770234987,91.64490861618799,93.99477806788512,91.64490861618799,84.07310704960835,86.68407310704961,84.07310704960835,80.93994778067885,84.33420365535248,80.93994778067885
The Boy in the Striped Pyjamas,92.5233644859813,92.5233644859813,92.5233644859813,87.85046728971963,87.85046728971963,87.85046728971963,84.11214953271028,84.11214953271028,84.11214953271028,82.2429906542056,87.85046728971963,82.2429906542056
Adventures of Sherlock Holmes,34.46601941747573,96.60194174757282,34.46601941747573,39.80582524271845,93.20388349514563,39.80582524271845,49.029126213592235,92.23300970873787,49.029126213592235,54.36893203883495,91.74757281553399,54.36893203883495
