en_masked,en_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,es_masked,es_masked_results,en_masked_shuffled,en_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results
"""Unlike weeds, I had to be replanted, you see, given food and water. On account of you. That was the deal [MASK] made with his family.""",Name,"“Ancak, yabani otların aksine, benim yeniden bir yere ekilmem, beslenip sulanmam gerekiyordu. Senin hatırına. İşte, [MASK]’in ailesiyle yaptığı sözleşme buydu.",Name,"“Nhưng khác loài cỏ dại, mẹ được người ta mang đi trồng lại, con thấy đấy, được cho thức ăn và nước uống. Vì con đấy. Đó là những gì [MASK] đã thỏa thuận với gia đình ông ta.”",Mẹ,"–Pero, al contrario de lo que se hace con los hierbajos, a mí tenían que volver a plantarme, ¿entiendes? Tenían que darme agua y comida. Por ti. Éste fue el acuerdo al que llegó [MASK] con su familia.",Familia,"""Unlike replanted, That food weeds, his you you. deal I account be and the with family."" given to water. see, of had On was [MASK] made",On,"buydu. yere İşte, Senin hatırına. gerekiyordu. ekilmem, ailesiyle otların beslenip benim “Ancak, [MASK]’in yabani sulanmam sözleşme bir yeniden yaptığı aksine,",Ancak,"ta.” gì trồng Đó với ăn được ông nước gia cho uống. khác đi những thuận thỏa thấy [MASK] dại, “Nhưng đấy. con cỏ ta con đã được loài Vì thức là đấy, đình mang lại, người mẹ và",Nước,"plantarme, ti. que que hierbajos, hace a al ¿entiendes? darme tenían se al con comida. su los Tenían Por acuerdo el lo familia. que –Pero, que de llegó con mí a Éste [MASK] agua y contrario volver fue",Familia
"""When the pain got bad, I'd bite on a pillow and scream into it until I was hoarse. And still no one came to wipe my face or give me a drink of water. And you, [MASK], you were in no rush. Almost two days you made me lay on that cold, hard floor. I didn't eat or sleep, all I did was push and pray that you would come out.""",You,"“Sancılar arttığında, yastığı ısırıyor, sesim kısılıncaya kadar bağırıyordum. Yine de, bir Allah kulu gelip yüzümü silmedi, bir bardak su vermedi. Sana gelince, [MASK], hiç acele etmedin kızını! O soğuk, taş gibi zeminde tam iki gün yatırdın beni. Ne bir şey yedim, ne de uyudum; sürekli ıkınıyor, bir an önce gelmen için Tanrı’ya yakarıyordum.","Sana gelince, [MASK], hiç acele etmedin kızını!","“Khi những cơn đau hành hạ, mẹ phải cắn vào gối và la hét cho đến khi lạc cả giọng. Vậy mà vẫn chẳng có ai đến để lau mồ hôi trên mặt mẹ hay rót cho mẹ một cốc nước. Và con, [MASK] bé bỏng, con cũng chẳng vội gì. Con đã để cho mẹ nằm trên sàn nhà cứng lạnh gần hai ngày liền. Mẹ không ăn, không ngủ, tất cả những gì mẹ làm được là cố rặn và cầu nguyện để con sớm chui ra.”",con,"–Cuando el dolor se hizo insoportable, mordí una almohada y grité hasta quedarme ronca. Pero nadie acudió a secarme la cara ni darme un trago de agua. Y tú, [MASK] yo, no tenías prisa. Casi dos días me tuviste tumbada en el frío y duro suelo. No comí ni dormí, sólo empujaba y rezaba para que salieras.",Tú,"lay out."" or floor. into I And until [MASK], bad, was ""When came on my in and hard on two push wipe give bite a water. Almost that no made drink didn't would was I you you rush. did were the of no or all me And you cold, sleep, days I'd me that pray face you, a come scream one got I hoarse. eat pillow pain to still and it",[MASK],"acele Yine yedim, Sana yüzümü bağırıyordum. vermedi. gelip sesim taş gibi Allah gelmen soğuk, etmedin sürekli uyudum; iki kızını! tam arttığında, gün ısırıyor, de, ne zeminde Ne beni. silmedi, O ıkınıyor, kulu gelince, yakarıyordum. yastığı “Sancılar bir bir hiç an şey de önce bir bir [MASK], kadar bardak Tanrı’ya su yatırdın için kısılıncaya",Tanrı,"ai những để lau và con, lạc đến không rót [MASK] làm chui mẹ sớm mồ mẹ Con có một Vậy ăn, khi cả liền. được hét cố nằm cốc sàn hôi gì nước. gối mặt cũng cắn bé phải mẹ Mẹ hai con là trên và để ngày những gần hành trên lạnh cho nguyện ngủ, bỏng, cứng đến đã chẳng vào con ra.” la giọng. mẹ rặn cầu vẫn cho “Khi mà không chẳng hạ, cho Và gì. để mẹ hay cả nhà cơn đau tất vội",Con,"insoportable, sólo [MASK] prisa. Y secarme No almohada a el ni la una y hizo dolor el darme dormí, Pero y rezaba yo, salieras. Casi ronca. tumbada un agua. comí tenías suelo. trago tú, duro –Cuando y cara se dos quedarme mordí de días para no frío hasta acudió empujaba ni nadie grité me en tuviste que",prisa
"""Is that what you want?"" [MASK] said, looking at her with his soft, watery eyes, his hands behind his stooping back, the shadow of his turban falling on a patch of bristling buttercups.",He,"“İstediğin bu mu?” dedi [MASK] o sevecen, sulu gözlerini kıza dikerek; ellerini arkada, bükülmüş belinde kavuşturmuştu, sarığının gölgesi dikenli düğünçiçeklerinden oluşan, küçük öbeğe düşüyordu.",Maskara,"“Có phải đó là điều con muốn?” Giáo sĩ [MASK] hỏi, nhìn cô bé với đôi mắt dịu dàng và long lanh nước, đôi tay chắp sau tấm lưng còng, bóng của chiếc khăn ông đội trên đầu đổ dài trên mảnh đất có những cây mao lương hoa vàng mọc tua tủa.",Giáo sĩ Thầy,"–¿Es eso lo que quieres? – preguntó el ulema [MASK], fijando en ella sus dulces ojos llorosos, con las manos a la espalda y la sombra de su turbante proyectándose sobre una mata de hirsutos ranúnculos.",Ulema,"his turban of stooping said, behind his hands of looking bristling soft, eyes, at his what back, want?"" shadow watery a with the buttercups. on his patch you ""Is that [MASK] falling her",her,"kavuşturmuştu, düşüyordu. bu oluşan, gölgesi sulu mu?” belinde o gözlerini kıza dedi “İstediğin sevecen, dikenli sarığının dikerek; ellerini bükülmüş düğünçiçeklerinden arkada, [MASK] öbeğe küçük",İstediğin sevecen,"khăn “Có có dài đó và muốn?” tua dịu đổ phải những mảnh cô chắp còng, lưng đất sau nhìn chiếc ông hoa điều là dàng lanh đội với tủa. sĩ nước, của mọc cây vàng bóng tay Giáo tấm đôi bé trên đôi lương mao [MASK] long đầu trên hỏi, con mắt",long,"en la quieres? sobre sombra –¿Es ojos dulces preguntó y las manos de – ella sus de mata a fijando una turbante el su la lo con proyectándose ulema hirsutos espalda llorosos, eso que [MASK], ranúnculos.",Sombra
"She went on to say how [MASK]'s wives had called her an ugly, lowly stone carver's daughter. How they'd made her wash laundry outside in the cold until her face went numb and her fingertips burned.",She,"Sonra, başladı sıralamaya: [MASK]’in karılarının onu nasıl basit bir taş işçisinin çirkin kızı diye aşağıladığını. Çamaşırı nasıl dışarıda, buz gibi havada yıkattıklarını; yüzünün soğuktan nasıl uyuştuğunu, parmak uçlarının yandığını.",Zeynep,"Rồi bà tiếp tục nói về chuyện bị các bà vợ của [MASK] gọi là con gái của người thợ đẽo đá xấu xí và thấp hèn như thế nào, chuyện họ bắt bà phải giặt quần áo ngoài trời lạnh cho đến lúc mặt tê cóng và các đầu ngón tay tím tái cả lại ra sao.",Vietnam,"Y añadió que las mujeres de [MASK] la habían llamado horrible y sucia hija de cantero, y que la habían obligado a lavar la ropa en medio del frío hasta que la cara se le quedaba helada y le ardían los dedos.",Mexico,"How numb went they'd daughter. on outside her stone her wash an to [MASK]'s the until laundry face wives She in burned. her carver's and ugly, how went fingertips lowly say had called cold her made",Her,"gibi onu başladı buz nasıl uçlarının işçisinin taş yandığını. basit uyuştuğunu, Çamaşırı parmak Sonra, aşağıladığını. soğuktan nasıl kızı dışarıda, diye sıralamaya: yüzünün [MASK]’in bir yıkattıklarını; havada nasıl karılarının çirkin",Buz,"cóng con bà tím và tái trời đá tê gái đẽo tục chuyện đầu lạnh người cả Rồi bị về cho nói lúc nào, sao. quần mặt bắt xấu và thế vợ là ra bà gọi thợ họ lại hèn tay các chuyện như tiếp của các của ngón phải áo thấp xí [MASK] đến giặt bà ngoài",Rời,"que a obligado quedaba que ropa sucia que le Y le las la del dedos. helada la medio habían y añadió horrible cara los la y llamado hija cantero, en ardían de mujeres la lavar frío y hasta se [MASK] habían de",Cantero
"[MASK] birdbath, Sitting on a dirt path, Minnow sat on the rim and drank, Slipped, and in the water she sank",Minnow,"[MASK] kuş tasında yundu, Toprak yola kondu. Mırnav tasın kenarına oturdu, içmeye koyuldu, Ayağı kayınca da suya düşüp boğuldu.",Mırnav,"[MASK] [MASK] chiếc chậu tắm của chim, Để trên bờ đất, Con cá tuế ngồi trên vành uống nước, Trượt xuống dưới chìm mất.",Con cá tuế,"[MASK] para pájaros la pila en un sendero de la villa, Minnow se posó en el borde y bebió, resbaló y en el agua se hundió.",Minnow,"in Sitting Minnow and the Slipped, the water on sank drank, on birdbath, path, rim sat [MASK] she a and dirt",Sitting Minnow,"koyuldu, yundu, düşüp suya Ayağı [MASK] Mırnav kuş da oturdu, kenarına tasın boğuldu. kayınca kondu. içmeye Toprak tasında yola",Ayağı Mırnav,"chim, chiếc dưới tắm cá chìm bờ Con chậu ngồi [MASK] vành trên [MASK] đất, nước, của trên Trượt tuế uống xuống mất. Để",Côn Sơn,"se posó bebió, el para en en de hundió. el en pájaros [MASK] y la un se borde villa, la Minnow y resbaló sendero agua pila",Minnow
"""You know,"" he said, ""the picture quality isn't that good. Neither is the sound. And the projector's been malfunctioning recently. Maybe your mother is right. Maybe you can think of another present, [MASK].""",Mother,"“Biliyor musun,” diye başladı, “filmin kalitesi, görüntü pek iyi değil. Sesi de öyle. Son zamanlarda makinede bir bozukluk var. Bence annen haklı. Belki de başka bir armağan düşünmelisin, [MASK].",Anne,"“Con biết không,” ông nói, “chất lượng hình ảnh của phim không được tốt. Âm thanh cũng thế. Và gần đây máy chiếu không hoạt động được. Có lẽ mẹ con đúng đấy. Có lẽ con có thể nghĩ đến một món quà khác, [MASK] yêu quý của bố ạ.”",Máy chiếu,"–¿Sabes? – dijo-. La calidad de la imagen no es muy buena. Ni la del sonido. Y últimamente el proyector no funciona muy bien. Me parece que tu madre tiene razón. Será mejor que pienses en otro regalo, [MASK] yo.",Tu madre,"projector's right. been another said, of you that is Neither ""the good. the your he can recently. sound. the is And Maybe isn't quality malfunctioning think present, mother ""You know,"" picture [MASK]."" Maybe",mother,"haklı. “filmin makinede Son zamanlarda öyle. bir bozukluk bir düşünmelisin, annen kalitesi, “Biliyor değil. diye pek [MASK]. de de Belki iyi görüntü var. armağan başka Bence Sesi başladı, musun,”",annen,"thanh quà ảnh Và đấy. chiếu gần đúng yêu hình hoạt con lượng “Con “chất tốt. khác, mẹ lẽ phim cũng thế. món không Âm [MASK] không,” một Có đến máy có được. của được ạ.” Có lẽ bố động nghĩ nói, đây của con không biết ông thể quý",ông,"–¿Sabes? muy madre razón. es en no [MASK] la del muy calidad últimamente que otro dijo-. Me La tu pienses Ni regalo, proyector tiene yo. mejor imagen Será el Y bien. que de buena. funciona – parece la sonido. no",no
"[MASK] climbed onto thegari. They rode in silence, side by side. On the way there, [MASK] saw herb shops, and open-fronted cubbyholes where shoppers bought oranges and pears, books, shawls, even falcons. Children played marbles in circles drawn in dust. Outside teahouses, on carpet-covered wooden platforms, men drank tea and smoked tobacco from hookahs.",They,"[MASK]’ye bindi. Yola düştüler; yan yana, sessizce. Meryem yol boyunca baharatçılar, portakal, armut, kitap, şal, hatta atmaca satılan, önü açık, tek göz dükkâncıklar gördü. Çocuklar toprağa çizdikleri dairelerin içinde bilye oynuyorlardı. Çayevlerinin önünde, üzeri kilim kaplı tahta sedirlerde erkekler çay içiyor, nargile fokurdatıyorlardı.",Meryem,"[MASK] trèo lên chiếc gari. Họ ngồi im lặng cạnh nhau. Trên đường tới đó, [MASK] nhìn thấy những cửa hàng bán thảo dược và nhiều dãy kệ hàng nơi khách hàng mua cam và lê, sách, khăn choàng, thậm chí cả chim ưng nữa. Trẻ con chơi bi trong những vòng tròn vẽ dưới đất. Bên ngoài các tiệm trà, trên bục gỗ có trải thảm, cánh đàn ông vừa uống trà vừa hút tẩu thuốc.",Họ,"[MASK] subió al gari. Hicieron el trayecto en silencio, codo con codo. Por el camino, [MASK] vio herbolarios y casetas donde se compraban naranjas y peras, libros, chales, incluso halcones. Había niños jugando a canicas en círculos trazados en el polvo. A la puerta de las casas de té, sobre plataformas de maderas alfombradas, había hombres bebiendo té y fumando tabaco de narguiles.",Gente,"tea in bought from pears, thegari. dust. platforms, drawn men open-fronted circles drank in silence, climbed side tobacco books, way in falcons. by even and shawls, herb the onto wooden shoppers played there, and side. Children shops, and teahouses, where cubbyholes rode [MASK] On marbles They saw [MASK] smoked oranges hookahs. on Outside carpet-covered",Pear's,"erkekler şal, toprağa bilye sedirlerde önünde, atmaca çizdikleri çay oynuyorlardı. düştüler; kilim kaplı yan yana, tek kitap, Meryem üzeri içiyor, önü yol [MASK]’ye satılan, dairelerin Yola bindi. dükkâncıklar içinde tahta fokurdatıyorlardı. boyunca portakal, Çocuklar açık, göz hatta baharatçılar, armut, sessizce. gördü. nargile Çayevlerinin",Yola,"mua gari. bán bục thuốc. nhiều Họ kệ hàng ưng im lê, gỗ vừa trong trên nơi đất. chí hút khăn cam đường dưới vẽ nhìn những các chơi trải [MASK] và trà, choàng, vòng thậm Trẻ những tẩu [MASK] lặng thấy nhau. tới đàn cửa hàng trà ngoài trèo đó, thảo khách cánh lên ngồi vừa tròn uống dược thảm, Bên sách, ông chiếc cạnh chim con có nữa. dãy cả Trên bi hàng tiệm và",Trẻ,"tabaco trayecto Hicieron codo y vio se té, de gari. y en alfombradas, la las de casetas naranjas trazados halcones. canicas en peras, codo. el sobre polvo. de incluso a bebiendo al había el silencio, narguiles. compraban el casas de jugando Por niños chales, con plataformas hombres puerta camino, [MASK] [MASK] Había maderas herbolarios té en y subió fumando libros, A donde círculos",Gari
"""Look at me,"" he said. ""[MASK] says that I need to take you back now. Right now. Do you understand? [MASK] says so.""",Someone,"“Dinle beni,” dedi adam. “[MASK] seni geri götürmemi istedi. Hemen şimdi. Anlıyor musun? Bu, [MASK]’ın talimatı.",Adam,"“Nhìn ta đây này,” ông ta nói. “Jalil Khan nói rằng ta phải đưa cháu quay về bây giờ. Ngay bây giờ. Cháu có hiểu không? [MASK] nói như vậy.”",Jalil Khan,–Mírame -ordenó el chófer-. [MASK] dice que he de llevarte a tu casa ahora mismo. ¿Lo entiendes? Lo ha dicho [MASK].,El chófer,"he said. at says says now. take you you so."" Do understand? me,"" [MASK] now. I ""Look ""[MASK] that need to Right back",you,"“[MASK] Anlıyor musun? Hemen adam. dedi istedi. seni “Dinle Bu, beni,” [MASK]’ın şimdi. götürmemi talimatı. geri",Anlıyor,"ta nói Ngay bây Khan về bây ta nói. vậy.” “Nhìn không? này,” ông có nói đưa như [MASK] ta phải rằng cháu quay hiểu giờ. đây Cháu giờ. “Jalil",Jalil,[MASK] ha a he mismo. ¿Lo entiendes? tu que Lo dicho el ahora dice -ordenó chófer-. casa [MASK]. de llevarte –Mírame,Chófer
"she was ashamed of how she had dismissed her mother's stricken looks, her puffy eyes. [MASK], who had warned her, who had been right all along.",Mother,"Annesinin yaralı görüntüsüne, ağlamaktan şişmiş gözlerine boş verdiği için de utanıyordu. Onu uyaran, baştan beri haklı olan [MASK]’yı hiçe saydığı için.",Annesi,"Và cô thấy hổ thẹn vì đã không đếm xỉa đến ánh mắt buồn khổ và đôi mắt sưng húp của mẹ. Mẹ [MASK] đã cảnh báo cô, và tới giờ bà đã hoàn toàn đúng.",Mẹ,"Y sentía vergüenza de no haber hecho caso del rostro desconsolado de su madre, de sus ojos hinchados. [MASK], que se lo había advertido, que siempre había tenido razón.",Madre,"of puffy stricken was been who looks, her she how had she warned dismissed mother's right [MASK], ashamed who all had her, her eyes. along. had",Mother,"de beri olan uyaran, Annesinin için saydığı Onu haklı verdiği gözlerine yaralı utanıyordu. boş hiçe baştan için. görüntüsüne, şişmiş [MASK]’yı ağlamaktan",Annesi,"và mắt [MASK] đến cô, báo đếm thấy mẹ. và xỉa vì đúng. tới hổ đã Mẹ toàn ánh buồn húp bà hoàn đôi của đã Và mắt cô khổ thẹn giờ đã cảnh sưng không",Mẹ,"del rostro lo vergüenza caso madre, había tenido [MASK], no sentía ojos de su desconsolado razón. había de que hinchados. sus se advertido, haber hecho Y que siempre de",madre
"""You can stay with me, [MASK],"" he said. ""I've asked them already to clean a room for you. It's upstairs. You'll like it, I think. You'll have a view of the garden.""",him,"“Benimle kalabilirsin, [MASK],” dedi. “Sana bir oda hazırlamalarını tembihledim bile. Üst katta. Orayı seveceksin. Manzaralı; bahçeye bakıyor.",Benimle,"“Con có thể ở với bố, [MASK] thân yêu,” ông nói. “Bố đã yêu cầu người ta dọn dẹp phòng cho con. Phòng đó ở trên tầng. Bố nghĩ con sẽ thích nó. Từ trên phòng con có thể nhìn thấy khu vườn.",Con,"–Puedes quedarte conmigo, [MASK] yo -dijo-. Ya les he pedido que te preparen una habitación. Está arriba. Creo que te gustará. Podrás ver el jardín.",Tú,"stay a already [MASK],"" It's ""You You'll the said. garden."" like room I ""I've me, them You'll it, have a you. of can asked to view upstairs. think. for clean with he",already,"bile. oda [MASK],” “Benimle katta. seveceksin. bakıyor. “Sana bir hazırlamalarını tembihledim Üst Manzaralı; kalabilirsin, dedi. Orayı bahçeye",Oda,"Bố phòng dọn sẽ thích thấy con. ở nhìn tầng. nói. cầu “Bố “Con yêu cho phòng dẹp trên con thể thân ông có yêu,” trên với bố, khu có vườn. người ở Từ Phòng ta nó. đó [MASK] con nghĩ đã thể",Bố,"–Puedes habitación. pedido he que arriba. ver preparen yo una gustará. [MASK] Está te Ya quedarte conmigo, Podrás que el -dijo-. te les jardín. Creo",NombreSupositorio
