en_masked,en_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,es_masked,es_masked_results,en_masked_shuffled,en_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results
"[MASK] ran downstairs and even passed her out on the staircase so that he was waiting in the dining room when she arrived. He looked at her without saying anything for a moment and thought to himself that she couldn’t have applied her make-up correctly that morning because the rims of her eyes were more red than usual, like his own after he’d been causing chaos and got into trouble and ended up crying.",He,"[MASK] aşağıya koştu, anneden önce yemek odasında olmak için, onu geçti. Hiçbir şey söylemeden bir an anneye baktı. Bu sabah makyajını düzgün yapamamış, diye düşündü; çünkü gözlerinin çevresi her zamankinden daha kırmızıydı. Tıpkı başı belaya girip ağladığında kendi gözlerinin olduğu gibi...",Helen,"[MASK] chạy ào xuống lầu và thậm chí còn vụt qua mặt mẹ cậu trên cầu thang nên khi vào đến phòng ăn thì cậu đã đợi ở đó. Cậu im lặng nhìn bà một lát bụng thầm nghĩ sáng nay bà hẳn đã không trang điểm đúng cách bởi vì viền mắt bà đỏ hơn thường lệ, y hệt như viền mắt cậu mỗi khi gây lộn xộn rồi gặp rắc rối và cuối cùng là khóc lóc.",Con,"[MASK] se volvió y bajó la escalera a toda prisa, adelantando a su madre, de modo que ya la esperaba en el comedor cuando ella llegó. La observó un momento en silencio y pensó que aquella mañana se había aplicado mal el maquillaje, porque tenía los bordes de los párpados más rojos de lo habitual, igual que se le ponían a él cuando se portaba mal, se metía en un aprieto y acababa llorando.",Alguien,"into than rims the passed causing couldn’t more himself like so moment anything looked correctly crying. got were thought waiting he’d she after was of have [MASK] that applied the usual, and her in her and a ended on for when and the she red staircase He own because make-up been his even room trouble dining to eyes up at arrived. saying without that ran out her downstairs her he and morning that chaos",She,"Hiçbir çevresi belaya bir anneden anneye makyajını yapamamış, sabah diye önce her odasında söylemeden [MASK] girip Bu baktı. kırmızıydı. daha şey gözlerinin başı ağladığında düzgün için, kendi olmak Tıpkı koştu, an gibi... onu çünkü yemek gözlerinin olduğu zamankinden aşağıya düşündü; geçti.",Anne,"vì cuối cách xuống đã đã và nên bởi ào khi viền lặng mắt phòng im đến là bụng mẹ khóc nay một điểm lầu y bà và mắt thậm như hẳn hệt ăn đúng thì đỏ Cậu nhìn trang chí lát viền cậu qua lóc. cùng vụt mỗi khi nghĩ chạy rồi còn bà vào hơn cậu lệ, bà xộn không cậu gặp thường thang [MASK] gây rắc thầm lộn cầu rối ở đó. đợi sáng trên mặt",Bà Y,"en pensó se un ella se se La escalera llorando. él la acababa a ya cuando el prisa, de comedor mal, los momento madre, metía lo y y porque a que bordes toda a había observó llegó. párpados en habitual, los bajó se igual aprieto maquillaje, el portaba esperaba de modo [MASK] mal la tenía su se aplicado un aquella de cuando ponían adelantando en que más silencio rojos le y volvió mañana que",Madre
"‘No, not just you,’ she said, looking as if she might smile for a moment but thinking better of it. ‘We all are. Your father and I, [MASK] and you. All four of us.’",Your mother,"“Hayır, sadece sen değil,” Bir an gülümsemeyi düşünüp sonra vazgeçti. “Hepimiz gidiyoruz. Baban, ben, [MASK] ve sen. Dördümüz birlikte.",Father/Mother/Sister/Brother,"“Không, không chỉ mình con,” bà bảo, trông như thể suýt nữa đã mỉm cười nhưng rồi lại nghĩ lại. “Tất cả chúng ta sẽ đi. Cha con và mẹ, [MASK] và con. Cả bốn người chúng ta.”",Cha,"—No, no te vas sólo tú —repuso ella, y por un instante pareció que quería sonreír—. Nos vamos todos. Tú, [MASK], tu padre y yo. Los cuatro.",Tú,"just thinking it. for she but said, she moment not ‘No, might four as ‘We of looking you,’ [MASK] father you. and us.’ are. Your all and better I, of if All a smile",Father,"ben, sonra birlikte. değil,” Baban, Bir düşünüp sen vazgeçti. “Hayır, “Hepimiz ve [MASK] sen. sadece gidiyoruz. an gülümsemeyi Dördümüz",Baban,"chúng con. mỉm nhưng con suýt ta.” “Tất “Không, cả lại mẹ, lại. Cả cười [MASK] và người chỉ không đi. nữa như ta và thể trông bà sẽ con,” bốn rồi nghĩ Cha đã bảo, chúng mình",Mẹ,"no Nos yo. que —No, vas un ella, Tú, vamos todos. —repuso [MASK], pareció tu instante te cuatro. padre por sólo tú quería Los y sonreír—. y",Tu
"[MASK]’s eyes opened wide and his mouth made the shape of an O. He felt his arms stretching out at his sides like they did whenever something surprised him. ‘You don’t mean we’re leaving Berlin?’ he asked, gasping for air as he got the words out.",Someone,"[MASK]’nun gözleri fal taşı gibi açıldı ve ağzı O şeklini aldı. Bir şeye şaşırdığında hep olduğu gibi, kollarının uzadığını hissetti. “Berlin’den ayrılacağız demek istemedin, değil mi?” diye sordu, sözcükler ağzından çıkarken nefes almaya çalıştı.",Berlin,"Mắt [MASK] mở to và miệng cậu há thành hình chữ O. Cậu cảm thấy cánh tay mình dang ra hai bên hệt như mỗi lần có gì đó làm cậu ngạc nhiên. “Mẹ không định bảo là chúng ta sẽ rời Berlin đấy chứ ạ?” cậu hỏi, hổn hển thốt ra những lời đó.",Mẹ,"[MASK] abrió mucho los ojos y sus labios formaron una O. Notó que los brazos se le extendían hacia los lados, como solía ocurrirle cuando algo le sorprendía. —No querrás decir que nos vamos de Berlín, ¿verdad? —repuso, intentando tomar aire al mismo tiempo que pronunciaba aquellas palabras.",Alguien,"an the got whenever [MASK]’s eyes like don’t mouth his at he air did of as Berlin?’ gasping words O. arms sides made his he we’re stretching shape ‘You out. asked, and they him. out He opened leaving surprised wide mean something his for felt the",Berlin,"fal değil diye açıldı istemedin, ve sordu, olduğu taşı [MASK]’nun gibi kollarının ayrılacağız almaya ağzı şeye Bir şeklini “Berlin’den hissetti. O şaşırdığında aldı. hep gözleri uzadığını gibi, sözcükler demek çalıştı. çıkarken ağzından nefes mi?”",Berlin,"ạ?” cậu hển chúng có là làm ngạc đó. bên sẽ hình cánh thành những thấy không Berlin cậu định gì nhiên. tay như và thốt há ta to ra miệng hổn lần dang Cậu đấy cảm chữ hệt đó Mắt ra mở rời cậu chứ lời hai hỏi, bảo O. mỗi [MASK] mình “Mẹ",O',"que como le sorprendía. O. abrió lados, que mucho querrás le hacia y intentando nos ¿verdad? solía una —No vamos mismo los algo extendían al que sus cuando Notó pronunciaba —repuso, se palabras. brazos decir aquellas [MASK] labios Berlín, aire ocurrirle tomar de formaron los los tiempo ojos",Berlín
"When he first saw their new house [MASK]’s eyes opened wide, his mouth made the shape of an O and his arms stretched out at his sides once again. Everything about it seemed to be the exact opposite of their old home and he couldn’t believe that they were really going to live there.",his,Yeni evlerini ilk gördüğünde [MASK]’nun gözleri fal taşı gibi açıldı. Ağzı O şeklini aldı ve kolları yine yanlarında uzadı. Her şeyi ile eski evlerinin tam tersi gibiydi ve gerçekten burada yaşayacaklarına inanamıyordu.,Huşeniz,"Khi lần đầu nhìn thấy ngôi nhà mới mắt [MASK] mở to, miệng cậu hà thành hình chữ O và một lần nữa cánh tay cậu lại dang ra hai bên. Mọi thứ trong ngôi nhà này dường như hoàn toàn đối lập với ngôi nhà cũ nên cậu không thể tin nổi cả nhà mình sẽ sống ở đây thật.",Ngọc,"Cuando vio su casa nueva por primera vez, [MASK] abrió los ojos desmesuradamente, sus labios formaron una O y los brazos se le extendieron hacia los lados. Era todo lo contrario de su antigua casa y no podía creer que de verdad fueran a vivir allí.",ella,"the sides and seemed old house an of exact out eyes couldn’t it his of his the shape and that arms When wide, really once their opposite about there. made going believe live to be new first to opened their again. he saw O were they [MASK]’s mouth Everything stretched at his home he",O,gördüğünde evlerinin burada şeyi ve O eski uzadı. inanamıyordu. taşı ile [MASK]’nun şeklini yaşayacaklarına evlerini Her ve aldı fal gibi yanlarında tam kolları ilk gibiydi Ağzı gözleri Yeni yine gerçekten açıldı. tersi,Eve,"trong miệng như hình với O Khi mới [MASK] nhìn ở ngôi sống to, đây thấy ngôi đầu Mọi ra hoàn cánh nhà lập nhà đối cả cậu toàn cậu lại một tay thật. lần tin bên. không lần thứ hai mở nhà và cậu dường chữ nên dang này hà mắt thể mình ngôi thành cũ nữa nhà sẽ nổi",O,"vio formaron a [MASK] allí. podía contrario brazos verdad desmesuradamente, los por fueran Era de nueva todo le y vivir extendieron lo casa labios lados. primera hacia creer y casa Cuando se sus vez, su abrió una los su los O de no ojos que antigua",Margaret
"[MASK] didn’t know what she meant by that so he pretended that she’d never said it at all. ‘I think this was a bad idea,’ he repeated. ‘I think the best thing to do would be to forget all about this and just go back home. We can chalk it up to experience,’ he added, a phrase he had learned recently and was determined to use as often as possible.",He,"[MASK], annenin bununla neyi kastettiğini anlamadı. Bu yüzden de hiç söylemediğini varsaydı. “Bence bu kötü bir fikirdi,” diye tekrarladı. “Bence yapılacak en iyi şey tüm bunları unutup eve dönmek. Bunu deneyimler hanesine yazabiliriz.” diye ekledi. Bu sözü yeni öğrenmişti ve her fırsatta kullanmaya kararlıydı.",Annem,"[MASK] không hiểu mẹ có ý gì khi nói vậy nên cậu vờ như mẹ chưa hề nói gì. “Con nghĩ đây thật là một ý tưởng tồi,” cậu nhắc lại. “Con nghĩ việc tốt nhất mà chúng ta nên làm là quên hết mấy thứ này đi và quay về nhà. Chúng ta có thể coi như đây kaf một trải nghiệm mà thôi,” cậu nói thêm, một cụm từ mà cậu mới học đượ gần đây và quyết định sẽ dùng khi nào có thể.",Cậu,"Como no sabía qué significaba aquello, [MASK] fingió no haberla oído. —Me parece que nos hemos equivocado —repitió—. Creo que lo mejor será olvidar todo esto y volver a casa. La experiencia es la madre de la ciencia —añadió, una frase que había aprendido hacía poco y que le gustaba utilizar siempre que era posible.",MASK,"think he be think recently he a chalk best forget learned he that can up go phrase often and said so to thing do meant this it was had a just pretended she’d added, at and back the this home. repeated. ‘I experience,’ as by would know use [MASK] was he to bad We what that didn’t she to to as all. never ‘I it possible. about idea,’ determined all",she,"kararlıydı. bir bu sözü şey fırsatta Bu varsaydı. de annenin hiç unutup bunları tüm Bu [MASK], bununla “Bence yüzden iyi kastettiğini eve hanesine ekledi. kötü yeni yapılacak yazabiliriz.” “Bence en diye öğrenmişti neyi Bunu fikirdi,” dönmek. tekrarladı. söylemediğini her deneyimler ve anlamadı. diye kullanmaya",Annenin,"thôi,” ý mẹ định đây và hết quay việc thật ta quên nhắc gì Chúng sẽ từ này [MASK] nói không nhất nên cậu đây có đi thể. tưởng như thứ quyết có nghiệm mẹ chúng mấy trải khi có hiểu làm đây ý mà gì. chưa kaf thể nên vậy một hề cậu nhà. gần như nghĩ cụm và về mà coi tốt cậu mới là mà đượ cậu nghĩ “Con một vờ nào dùng tồi,” nói học thêm, ta “Con là nói khi lại. một",Mẹ,"que y todo hemos equivocado significaba —repitió—. frase Creo madre experiencia posible. lo [MASK] aprendido que gustaba haberla sabía era Como le a de es ciencia hacía poco siempre la nos qué que —añadió, utilizar casa. una La será fingió aquello, olvidar volver no que oído. la mejor esto y parece había no que —Me",Madre
"‘This isn’t home and it never will be,’ he muttered under his breath as he went through his own door to find all his clothes scattered on the bed and the boxes of toys and books not even unpacked yet. It was obvious that [MASK] did not have her priorities right.",she,"“Burası evim değil ve asla olmayacak!” dedi. İki nefes arasında söylenerek odasına girdiğinde, giysilerinin yatağın üzerine dağılmış, oyuncak ve kitap kutularının daha açılmamış olduğunu gördü. [MASK]’nın, onun önceliklerinin farkında olmadığı belliydi.",Ev'in sahibi,"“Đây không phải nhà mình và sẽ không bao giờ là nhà mình hết,” cậu lầm bầm trong họng khi bước qua cánh cửa phòng mình và thấy tất cả quần áo của cậu vứt ngổn ngang trên giường còn những cái hộp đựng đồ chơi sách vở thì thậm chí còn chưa được dỡ ra. Rõ ràng [MASK] chẳng biết cái gì là quan trọng cả.",Cậu,—Este no es mi hogar y nunca lo será —masculló al entrar en su habitación y encontrar toda su ropa esparcida por la cama y las cajas de juguetes y libros todavía por vaciar. Era evidente que [MASK] no tenía claras sus prioridades—.,ella,"all breath that through to under clothes will not yet. right. never it muttered priorities her on his his boxes have and the not door scattered ‘This [MASK] the isn’t even his and be,’ he as of home bed went he was own unpacked and find books toys obvious did It",Mask,"oyuncak olmadığı olduğunu ve “Burası değil İki yatağın açılmamış söylenerek olmayacak!” önceliklerinin evim gördü. onun belliydi. nefes [MASK]’nın, üzerine farkında ve asla daha girdiğinde, arasında odasına dedi. kutularının dağılmış, giysilerinin kitap",Nefes,"[MASK] sách trong vở không chơi mình quan cả vứt phòng tất chẳng nhà mình hết,” trọng là cái chí họng ngổn “Đây dỡ được cậu gì áo của cả. cửa mình là cánh bầm khi và giờ còn quần và phải thấy ràng ra. nhà còn bước hộp lầm những Rõ bao không biết chưa qua sẽ thậm cái đựng cậu thì giường ngang trên đồ",Ngọc,su encontrar y las por vaciar. no que al en es ropa nunca todavía y y juguetes toda mi de hogar entrar la evidente cajas [MASK] sus su Era —masculló por cama y lo no libros será habitación prioridades—. —Este tenía claras esparcida,Susana
"‘Mother sent me to help,’ he said quietly, and [MASK] nodded and pointed towards a big bag that contained all his socks and vests and underpants.",Mother,"“Annem yardım etmem için gönderdi,” dedi usulca. [MASK] başını salladı; çoraplarının, iç çamaşırlarının ve yeleklerinin bulunduğu büyük bir torbayı işaret etti.",She,"“Mẹ bảo tôi lên giúp chị,” cậu khẽ nói, [MASK] gật đầu và chỉ về phía cái túi lớn đựng toàn bộ tất chân và quần áo lót của cậu.",cậu,"Mi madre me ha dicho que venga a ayudarte —dijo con voz queda. [MASK] asintió y señaló una gran bolsa que contenía todos sus calcetines, camisetas y calzoncillos.",Mi madre,"and he a towards and [MASK] big and all his socks help,’ bag quietly, nodded underpants. contained said pointed vests sent that and ‘Mother to me",Mask,"çamaşırlarının bulunduğu çoraplarının, etmem yeleklerinin yardım [MASK] “Annem usulca. iç etti. dedi için işaret ve torbayı başını gönderdi,” büyük bir salladı;",Annem,"lót của chỉ phía tôi “Mẹ chị,” quần đựng tất lớn lên về toàn cậu. áo cậu túi bộ cái giúp gật [MASK] chân đầu nói, và và khẽ bảo",Mẹ,"ayudarte contenía dicho bolsa calzoncillos. todos ha gran con y a queda. sus —dijo [MASK] madre señaló Mi asintió que y camisetas calcetines, que voz me venga una",Mi
[MASK] sighed and opened the bag; it was full to the brim with his underwear and he wanted nothing more than to crawl inside it and hope that when he climbed out again he’d have woken up and be back home again.,He,"[MASK] içini çekerek torbayı açtı; ağzına kadar iç çamaşırlarıyla doluydu ve tek istediği, torbanın içine kıvrılıp yatmak, uyandığında kendini yine evde bulmaktı.",Zeynep,"[MASK] thở dài mở chiếc túi ra; nó đầy ứ đồ lót của cậu và cậu chẳng muốn gì hơn là được chui vào trong túi, hy vọng rằng khi chui ra cậu đã tỉnh dậy và lại trở về nhà.",Chu,[MASK] suspiró y abrió la bolsa repleta de ropa interior. Le habría encantado meterse dentro y confiar en que cuando saliera habría despertado y se encontraría de nuevo en su casa.,Sarah,his hope back home up was again it climbed full to wanted sighed the he’d underwear again. be that he opened with have the to inside nothing when and and it crawl and bag; than [MASK] more brim he out woken and,Hope,"yatmak, kadar açtı; içini çekerek torbayı bulmaktı. istediği, ve içine torbanın tek [MASK] kendini uyandığında çamaşırlarıyla iç ağzına doluydu evde kıvrılıp yine",Karagöz,"lót hơn lại đồ trong thở khi cậu ứ về đầy chẳng và trở nhà. hy rằng gì nó [MASK] và muốn là chui tỉnh cậu của mở ra được dậy túi chiếc dài vào cậu ra; chui vọng đã túi,",Cậu,habría repleta y en que su dentro nuevo encantado encontraría bolsa abrió habría ropa saliera despertado cuando de de Le y se meterse la interior. confiar en y suspiró casa. [MASK],Le
"‘So you must be only six,’ insisted the monster, and [MASK] would run away and do his stretching exercises and hope that he would wake up one morning and have grown an extra foot or two.",the monster,"“Sadece altı yaşında olmalısın.” diye ısrar ederdi canavar ve [MASK] kaçıp vücut geliştirme egzersizlerini yapar, bir sabah uyandığında fazladan otuz kırk santim uzamış olmayı umardı.",Canavar,"“Vậy nên chú em chỉ chắc chắn chỉ sáu tuổi thôi,” con quái vật kia vẫn nhai nhải, còn [MASK] thì chạy ra thật xa để tập bài kéo xà với hy vọng một sáng kia thức dậy cậu sẽ cao thêm được tầm nửa mét.",con quái vật,"—Venga, di la verdad: sólo tienes seis años —insistía el monstruo. [MASK] se iba corriendo y hacía sus estiramientos y confiaba en que una mañana despertaría y habría crecido un palmo o dos.",El monstruo,"he and and stretching one his have insisted would ‘So foot hope or two. morning you the do only wake that up six,’ an exercises and monster, run and must grown extra [MASK] would be away",monster,"otuz yaşında sabah uyandığında umardı. vücut egzersizlerini ve santim ısrar kırk olmalısın.” olmayı geliştirme “Sadece yapar, bir kaçıp uzamış fazladan diye canavar [MASK] ederdi altı",Fazladan,"một bài kia nên dậy sáng nhải, nhai nửa [MASK] được cậu tầm kia với chỉ thêm hy để sáu ra còn thì chỉ quái con tuổi em thức tập “Vậy sẽ thật chú chạy xà vẫn xa cao mét. chắn thôi,” vật chắc vọng kéo",Cậu,"una sólo corriendo crecido la monstruo. dos. iba que el —insistía seis un [MASK] verdad: confiaba habría estiramientos mañana sus y despertaría o di se hacía y y palmo —Venga, tienes en años",monstruo
[MASK] jumped off the bed and landed with a thud on the carpet. He didn’t like the sound it made. It was very hollow and he immediately decided he’d better not go jumping around this house too often or it might collapse around their ears.,He,"[MASK] yataktan atlayıp güm diye halıya indi. Çıkardığı sesi beğenmedi; çok yankılıydı ve hemen karar verdi, burada pek sık atlamasa daha iyi olacaktı yoksa ev üstlerine çökebilirdi.",Zeynep,[MASK] nhày xuống khỏi giường và rơi lên tấm thảm sàn đánh uỵch. Cậu không thích âm thanh cú nhảy tạo ra. Nó nghe rất rỗng và ngay lập tức cậu quyết định tốt hơn là không nên nhảy nhót quanh ngôi nhà này quá nhiều nếu không nó sẽ sụp xuống tới tận tai mọi người mất.,Cậu,"[MASK] saltó de la cama y aterrizó en la alfombra con un ruido sordo. No le gustó: era un sonido muy hueco, así que decidió que sería mejor no ir dando saltos por aquella casa porque podía derrumbarse y caérseles encima.",Alguien,was He didn’t jumping it thud immediately jumped this [MASK] around the off with he’d he hollow decided made. it house very too like and not the around a sound on go ears. better the It their landed or often might carpet. collapse bed and,He,"indi. hemen halıya ev yoksa çökebilirdi. diye sesi olacaktı beğenmedi; atlayıp ve [MASK] iyi yankılıydı atlamasa Çıkardığı yataktan burada verdi, karar daha güm çok pek üstlerine sık",Halil,rơi nhày nghe không mọi là quanh tới ngôi rỗng uỵch. [MASK] nếu ngay mất. nhót không cú tức giường quyết sẽ thanh lên xuống nhiều tấm thảm tạo hơn âm và Nó này tốt Cậu định nhảy nhảy lập rất nên ra. cậu đánh và không tận nó nhà sàn tai người thích khỏi xuống quá sụp,Mọi,"porque No en muy hueco, saltos le [MASK] casa un saltó ir alfombra dando no con un encima. de sonido mejor caérseles que derrumbarse cama ruido sería aquella era que podía sordo. la aterrizó gustó: así y decidió la y por",su
