Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
"['ruth', 'crawford', 'ruth crawford']",oprah,0,0.44,incorrect,trump,0,0.44,incorrect,trump,0,0.44,incorrect
['mark'],johnson,0,0.0,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['butch'],norman rockwell,0,0.1,incorrect,warren,0,0.0,incorrect,warren,0,0.0,incorrect
['crawford'],smith,0,0.0,incorrect,ms.,0,0.0,incorrect,ms.,0,0.0,incorrect
['dave'],she,0,0.29,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['butch'],paul,0,0.22,incorrect,elvis,0,0.0,incorrect,elvis,0,0.0,incorrect
['alden'],she,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['carmody'],pop,0,0.2,incorrect,mr. pop,0,0.29,incorrect,mr. pop,0,0.29,incorrect
"['ruth', 'crawford', 'ruth crawford']",pop,0,0.18,incorrect,gateway,0,0.27,incorrect,gateway,0,0.27,incorrect
"['ruth', 'crawford', 'ruth crawford']",britney spears,0,0.37,incorrect,she,0,0.29,incorrect,she,0,0.29,incorrect
['crawford'],jones,0,0.15,incorrect,ms.,0,0.0,incorrect,ms.,0,0.0,incorrect
['dave'],your father,0,0.27,incorrect,derby day,0,0.31,incorrect,derby day,0,0.31,incorrect
['dave'],he,0,0.33,incorrect,harley-davidson,0,0.32,incorrect,harley-davidson,0,0.32,incorrect
"['butch', 'uncle butch', 'uncle']",warhol,0,0.18,incorrect,warhol,0,0.18,incorrect,warhol,0,0.18,incorrect
['hathaway'],roberts,0,0.13,incorrect,roberts,0,0.13,incorrect,roberts,0,0.13,incorrect
['butch'],your brother,0,0.35,incorrect,bluff,0,0.4,incorrect,bluff,0,0.4,incorrect
"['robert', 'johnson', 'robert johnson']",robert johnson,1,1.0,correct,robert johnson,1,1.0,correct,robert johnson,1,1.0,correct
['ruth'],she,0,0.29,incorrect,toyota,0,0.2,incorrect,toyota,0,0.2,incorrect
['carmody'],elvis,0,0.0,incorrect,kup,0,0.0,incorrect,kup,0,0.0,incorrect
['ruth'],she,0,0.29,incorrect,willow,0,0.0,incorrect,willow,0,0.0,incorrect
['butch'],his grandfather,0,0.2,incorrect,jilasi,0,0.0,incorrect,jilasi,0,0.0,incorrect
['butch'],doc,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['butch'],he,0,0.29,incorrect,elvis,0,0.0,incorrect,elvis,0,0.0,incorrect
