Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['john dashwood', 'john', 'dashwood', 'daswood', 'mr', 'john daswood', 'mr john dashwood']",jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,oliver twist,0,0.25,incorrect,abraham lincoln,0,0.26,incorrect,jesus,0,0.24,incorrect,god,0,0.4,incorrect,adam,0,0.36,incorrect,tahiti,0,0.29,incorrect,ram,0,0.4,incorrect,ramakrishna,0,0.37,incorrect,noah,0,0.5,incorrect,adama,0,0.33,incorrect,jesus,0,0.24,incorrect,abraham lincoln,0,0.26,incorrect,god,0,0.4,incorrect,tahiti,0,0.29,incorrect,ramakrishna,0,0.37,incorrect,adama,0,0.33,incorrect,he,0,0.33,incorrect,mr. bennet,0,0.33,incorrect,babasinin,0,0.25,incorrect,babasinin,0,0.25,incorrect,con,0,0.57,incorrect,chua,0,0.25,incorrect,hijo,0,0.5,incorrect,isa,0,0.2,incorrect,mr. bennet,0,0.33,incorrect,babasinin,0,0.25,incorrect,chua,0,0.25,incorrect,isa,0,0.2,incorrect
"['john dashwood', 'mrs john dashwood', 'john', 'dashwood', 'daswood', 'john daswood', 'mrs']",adam,0,0.36,incorrect,morena,0,0.44,incorrect,samson,0,0.46,incorrect,abraham,0,0.27,incorrect,adam,0,0.36,incorrect,adam,0,0.36,incorrect,adam,0,0.36,incorrect,noah,0,0.5,incorrect,es. d.,0,0.31,incorrect,charlie chaplin,0,0.25,incorrect,paul,0,0.18,incorrect,adam,0,0.36,incorrect,morena,0,0.44,incorrect,abraham,0,0.27,incorrect,adam,0,0.36,incorrect,noah,0,0.5,incorrect,charlie chaplin,0,0.25,incorrect,adam,0,0.36,incorrect,st. john,0,0.67,incorrect,mr. darcy,0,0.38,incorrect,karisi,0,0.44,incorrect,erkek,0,0.25,incorrect,nguoi vo,0,0.3,incorrect,dam,0,0.4,incorrect,el,0,0.0,incorrect,don quijote,0,0.35,incorrect,mr. darcy,0,0.38,incorrect,erkek,0,0.25,incorrect,dam,0,0.4,incorrect,don quijote,0,0.35,incorrect
"['henry', 'harry']",jesus,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,olodumare,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,tahiti,0,0.18,incorrect,bill gates,0,0.13,incorrect,vivaah,0,0.18,incorrect,andriamanitra,0,0.33,incorrect,andriamanitra,0,0.33,incorrect,god,0,0.0,incorrect,olodumare,0,0.29,incorrect,god,0,0.0,incorrect,tahiti,0,0.18,incorrect,vivaah,0,0.18,incorrect,andriamanitra,0,0.33,incorrect,he,0,0.57,incorrect,fortune,0,0.17,incorrect,adam,0,0.22,incorrect,para,0,0.44,incorrect,no,0,0.29,incorrect,ong tu,0,0.18,incorrect,el,0,0.29,incorrect,marido,0,0.36,incorrect,fortune,0,0.17,incorrect,para,0,0.44,incorrect,ong tu,0,0.18,incorrect,marido,0,0.36,incorrect
"['señora', 'dashwood', 'daswood', 'mrs', 'señora dashwood', 'mrs dashwood norland', 'norland']",emily bronte,0,0.27,incorrect,scotland,0,0.67,incorrect,emily,0,0.25,incorrect,thornton,0,0.4,incorrect,samuel johnson,0,0.4,incorrect,shakespeare,0,0.35,incorrect,thor,0,0.4,incorrect,queen elizabeth,0,0.33,incorrect,emily bronte,0,0.27,incorrect,abraham lincoln,0,0.46,incorrect,frankenstein,0,0.33,incorrect,norway,0,0.67,incorrect,scotland,0,0.67,incorrect,thornton,0,0.4,incorrect,shakespeare,0,0.35,incorrect,queen elizabeth,0,0.33,incorrect,abraham lincoln,0,0.46,incorrect,norway,0,0.67,incorrect,marianne,0,0.4,incorrect,marianne,0,0.4,incorrect,norland,1,1.0,correct,norland,1,1.0,correct,charlotte bronte,0,0.28,incorrect,helga,0,0.36,incorrect,la madre,0,0.4,incorrect,norland,1,1.0,correct,marianne,0,0.4,incorrect,norland,1,1.0,correct,helga,0,0.36,incorrect,norland,1,1.0,correct
"['elinor', 'elinor—']",seneca,0,0.33,incorrect,jesus,0,0.18,incorrect,oliver twist,0,0.33,incorrect,olodumare,0,0.4,incorrect,albert einstein,0,0.29,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,adam,0,0.0,incorrect,leonardo da vinci,0,0.26,incorrect,leonardo da vinci,0,0.26,incorrect,voltaire,0,0.43,incorrect,andriamanitra,0,0.32,incorrect,jesus,0,0.18,incorrect,olodumare,0,0.4,incorrect,god,0,0.22,incorrect,adam,0,0.0,incorrect,leonardo da vinci,0,0.26,incorrect,andriamanitra,0,0.32,incorrect,emma,0,0.2,incorrect,michelangelo,0,0.44,incorrect,bayan,0,0.18,incorrect,michelangelo,0,0.44,incorrect,anh ay,0,0.17,incorrect,phidias,0,0.15,incorrect,elizabeth bennet,0,0.36,incorrect,arte,0,0.2,incorrect,michelangelo,0,0.44,incorrect,michelangelo,0,0.44,incorrect,phidias,0,0.15,incorrect,arte,0,0.2,incorrect
['elinor'],themba,0,0.17,incorrect,god,0,0.22,incorrect,orunmila,0,0.29,incorrect,olodumare,0,0.4,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,te pehu,0,0.15,incorrect,jesus,0,0.18,incorrect,lord krishna,0,0.33,incorrect,lord krishna,0,0.33,incorrect,jesus,0,0.18,incorrect,andriamanitra,0,0.32,incorrect,god,0,0.22,incorrect,olodumare,0,0.4,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,lord krishna,0,0.33,incorrect,andriamanitra,0,0.32,incorrect,elizabeth bennet,0,0.36,incorrect,lord chesterfield,0,0.26,incorrect,hamlet,0,0.17,incorrect,ataturk,0,0.15,incorrect,chi,0,0.22,incorrect,chi,0,0.22,incorrect,ella,0,0.4,incorrect,isa,0,0.22,incorrect,lord chesterfield,0,0.26,incorrect,ataturk,0,0.15,incorrect,chi,0,0.22,incorrect,isa,0,0.22,incorrect
['edward'],jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,olodumare,0,0.4,incorrect,olodumare,0,0.4,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.18,incorrect,moorea,0,0.33,incorrect,god,0,0.22,incorrect,lord ram,0,0.29,incorrect,andriamanitra,0,0.32,incorrect,andriamanitra,0,0.32,incorrect,jesus,0,0.18,incorrect,olodumare,0,0.4,incorrect,god,0,0.22,incorrect,moorea,0,0.33,incorrect,lord ram,0,0.29,incorrect,andriamanitra,0,0.32,incorrect,mr. darcy,0,0.4,incorrect,mr. darcy,0,0.4,incorrect,sen,0,0.22,incorrect,ben,0,0.22,incorrect,anh,0,0.22,incorrect,trinh,0,0.18,incorrect,el,0,0.25,incorrect,leonardo da vinci,0,0.35,incorrect,mr. darcy,0,0.4,incorrect,ben,0,0.22,incorrect,trinh,0,0.18,incorrect,leonardo da vinci,0,0.35,incorrect
"['albay brandon', 'brandon', 'albay']",colonel sanders,0,0.36,incorrect,colonel,0,0.3,incorrect,colonel sanders,0,0.36,incorrect,colonel,0,0.3,incorrect,joseph,0,0.15,incorrect,jesus,0,0.0,incorrect,john,0,0.36,incorrect,james cook,0,0.26,incorrect,ttodd,0,0.17,incorrect,prakritik,0,0.25,incorrect,salomona,0,0.46,incorrect,salomona raharison,0,0.52,incorrect,colonel,0,0.3,incorrect,colonel,0,0.3,incorrect,jesus,0,0.0,incorrect,james cook,0,0.26,incorrect,prakritik,0,0.25,incorrect,salomona raharison,0,0.52,incorrect,brandon,1,1.0,correct,colonel,0,0.3,incorrect,annem,0,0.5,incorrect,bes,0,0.25,incorrect,dai ta,0,0.36,incorrect,dai me,0,0.21,incorrect,aureliano buendia,0,0.47,incorrect,padre,0,0.33,incorrect,colonel,0,0.3,incorrect,bes,0,0.25,incorrect,dai me,0,0.21,incorrect,padre,0,0.33,incorrect
"['marianne—', 'marianne']",dr. franklin,0,0.4,incorrect,flannel,0,0.53,incorrect,dr. wistler,0,0.32,incorrect,colics,0,0.14,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,tahiti,0,0.29,incorrect,tahiti,0,0.29,incorrect,albert einstein,0,0.43,incorrect,god,0,0.0,incorrect,andre-marie mbala,0,0.4,incorrect,andriamanitra,0,0.48,incorrect,flannel,0,0.53,incorrect,colics,0,0.14,incorrect,god,0,0.0,incorrect,tahiti,0,0.29,incorrect,god,0,0.0,incorrect,andriamanitra,0,0.48,incorrect,mr woodhouse,0,0.3,incorrect,mr. woodhouse,0,0.29,incorrect,ataturk,0,0.27,incorrect,eklem,0,0.15,incorrect,ong gia,0,0.27,incorrect,ong gia,0,0.27,incorrect,sancho,0,0.29,incorrect,reumatismo,0,0.33,incorrect,mr. woodhouse,0,0.29,incorrect,eklem,0,0.15,incorrect,ong gia,0,0.27,incorrect,reumatismo,0,0.33,incorrect
['marianne'],doctor,0,0.14,incorrect,israel,0,0.43,incorrect,olodumare,0,0.47,incorrect,abraham,0,0.4,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,israel,0,0.43,incorrect,lord,0,0.17,incorrect,lord rama,0,0.24,incorrect,andriamanitra,0,0.48,incorrect,andriantomponila,0,0.5,incorrect,israel,0,0.43,incorrect,abraham,0,0.4,incorrect,god,0,0.0,incorrect,israel,0,0.43,incorrect,lord rama,0,0.24,incorrect,andriantomponila,0,0.5,incorrect,emma,0,0.33,incorrect,temple,0,0.29,incorrect,sevgili,0,0.13,incorrect,ates,0,0.33,incorrect,anh,0,0.36,incorrect,chua,0,0.17,incorrect,emma,0,0.33,incorrect,tu,0,0.0,incorrect,temple,0,0.29,incorrect,ates,0,0.33,incorrect,chua,0,0.17,incorrect,tu,0,0.0,incorrect
