Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['peter'],he,0,0.29,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['peter'],charlie chaplin,0,0.1,incorrect,mein kampf,0,0.13,incorrect,mein kampf,0,0.13,incorrect
['daphne'],her,0,0.44,incorrect,he,0,0.5,incorrect,he,0,0.5,incorrect
['peter'],he,0,0.29,incorrect,obama,0,0.0,incorrect,obama,0,0.0,incorrect
['dorner'],wilson,0,0.33,incorrect,mr.,0,0.22,incorrect,mr.,0,0.22,incorrect
['petra'],paris hilton,0,0.24,incorrect,fraternity,0,0.27,incorrect,fraternity,0,0.27,incorrect
['peter'],my mother,0,0.43,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['daphne'],emily,0,0.18,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['peter'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],emily,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['daph'],dad,0,0.57,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['peter'],he,0,0.29,incorrect,macdonald's,0,0.0,incorrect,macdonald's,0,0.0,incorrect
['peter'],he,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],he,0,0.29,incorrect,california,0,0.13,incorrect,california,0,0.13,incorrect
['arham'],adam,0,0.67,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['fontana'],irish,0,0.0,incorrect,chaos,0,0.17,incorrect,chaos,0,0.17,incorrect
['renesmee'],emily,0,0.31,incorrect,andres,0,0.43,incorrect,andres,0,0.43,incorrect
['landon'],mr. smith,0,0.0,incorrect,bill,0,0.2,incorrect,bill,0,0.2,incorrect
['peter'],boyfriend,0,0.14,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect
['peter'],personality,0,0.38,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
"['munch', 'edvard munch', 'edvard']",edvard munch,1,1.0,correct,edvard munch,1,1.0,correct,edvard munch,1,1.0,correct
['peter'],miles,0,0.2,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['peter'],dad,0,0.0,incorrect,phone,0,0.4,incorrect,phone,0,0.4,incorrect
['peter'],me,0,0.29,incorrect,he,0,0.29,incorrect,he,0,0.29,incorrect
['maya'],she,0,0.0,incorrect,siouxsie,0,0.0,incorrect,siouxsie,0,0.0,incorrect
['harvey'],john,0,0.2,incorrect,daughter's,0,0.25,incorrect,daughter's,0,0.25,incorrect
['petra'],camille paglia,0,0.21,incorrect,professor mcgonagall,0,0.32,incorrect,professor mcgonagall,0,0.32,incorrect
['peterverse'],waning bay,0,0.0,incorrect,bay of fundy,0,0.0,incorrect,bay of fundy,0,0.0,incorrect
"['tom petty', 'petty', 'tom']",elvis,0,0.2,incorrect,bartender,0,0.22,incorrect,bartender,0,0.22,incorrect
['peter'],someone,0,0.33,incorrect,money,0,0.2,incorrect,money,0,0.2,incorrect
['landon'],he,0,0.0,incorrect,james,0,0.18,incorrect,james,0,0.18,incorrect
['petra'],her,0,0.5,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['mulder'],my kid,0,0.33,incorrect,she,0,0.22,incorrect,she,0,0.22,incorrect
['mulder'],her child,0,0.27,incorrect,librarian,0,0.27,incorrect,librarian,0,0.27,incorrect
['peter'],he,0,0.29,incorrect,obama,0,0.0,incorrect,obama,0,0.0,incorrect
['batman'],thermos,0,0.31,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['daphne'],chardonnay,0,0.25,incorrect,robert parker,0,0.21,incorrect,robert parker,0,0.21,incorrect
['greg'],michelle,0,0.17,incorrect,michelle,0,0.17,incorrect,michelle,0,0.17,incorrect
['daphne'],officer,0,0.15,incorrect,driver,0,0.33,incorrect,driver,0,0.33,incorrect
['daphne'],big louie,0,0.13,incorrect,louie,0,0.18,incorrect,louie,0,0.18,incorrect
['peter'],he,0,0.29,incorrect,arnold,0,0.18,incorrect,arnold,0,0.18,incorrect
['peter'],dad,0,0.0,incorrect,dad,0,0.0,incorrect,dad,0,0.0,incorrect
['peter'],he,0,0.29,incorrect,job,0,0.0,incorrect,job,0,0.0,incorrect
['peter'],he,0,0.29,incorrect,donald,0,0.0,incorrect,donald,0,0.0,incorrect
['petra'],jennifer,0,0.31,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect
['peter'],alan watts,0,0.13,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['peter'],waning bay,0,0.0,incorrect,bay,0,0.0,incorrect,bay,0,0.0,incorrect
['cooper'],he,0,0.25,incorrect,michael jordan,0,0.3,incorrect,michael jordan,0,0.3,incorrect
['cooper'],he,0,0.25,incorrect,friend,0,0.17,incorrect,friend,0,0.17,incorrect
['peter'],he,0,0.29,incorrect,michael jordan,0,0.21,incorrect,michael jordan,0,0.21,incorrect
['maya'],matilda,0,0.55,incorrect,j.k. rowling,0,0.0,incorrect,j.k. rowling,0,0.0,incorrect
['peter'],his mother,0,0.4,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['peter'],you,0,0.0,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['peter'],he,0,0.29,incorrect,facebook,0,0.15,incorrect,facebook,0,0.15,incorrect
['harvey'],coworkers,0,0.27,incorrect,librarian,0,0.27,incorrect,librarian,0,0.27,incorrect
"['morgan', 'morgan freeman', 'freeman']",morgan freeman,1,1.0,correct,morgan freeman,1,1.0,correct,morgan freeman,1,1.0,correct
['harvey'],ms. johnson,0,0.12,incorrect,dungeons &amp; dragons,0,0.14,incorrect,dungeons &amp; dragons,0,0.14,incorrect
['daphne'],goldilocks,0,0.12,incorrect,wolf,0,0.0,incorrect,wolf,0,0.0,incorrect
['barb'],emily,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['barb'],she,0,0.0,incorrect,shirley,0,0.18,incorrect,shirley,0,0.18,incorrect
['martín'],emmanuel,0,0.43,incorrect,trader joe's,0,0.22,incorrect,trader joe's,0,0.22,incorrect
['clarence'],william,0,0.27,incorrect,william,0,0.27,incorrect,william,0,0.27,incorrect
['daphne'],palmer,0,0.33,incorrect,dad,0,0.44,incorrect,dad,0,0.44,incorrect
"['claus', 'santa', 'santa claus']",justin bieber,0,0.25,incorrect,freud,0,0.2,incorrect,freud,0,0.2,incorrect
['petra'],her,0,0.5,incorrect,miles,0,0.2,incorrect,miles,0,0.2,incorrect
['petra'],she,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['ben'],his brother,0,0.29,incorrect,christmas,0,0.0,incorrect,christmas,0,0.0,incorrect
['pam'],jen,0,0.0,incorrect,jan,0,0.33,incorrect,jan,0,0.33,incorrect
"['ryan', 'ryan reynolds', 'reynolds']",donald duck,0,0.32,incorrect,robin,0,0.44,incorrect,robin,0,0.44,incorrect
['daphne'],emily,0,0.18,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
"['charlotte', 'charlotte lucas', 'lucas']",sheldon,0,0.38,incorrect,god,0,0.17,incorrect,god,0,0.17,incorrect
['daphne'],emily,0,0.18,incorrect,kim,0,0.0,incorrect,kim,0,0.0,incorrect
['jules'],emily,0,0.2,incorrect,mailman,0,0.17,incorrect,mailman,0,0.17,incorrect
['daphne'],miles,0,0.18,incorrect,miles,0,0.18,incorrect,miles,0,0.18,incorrect
['daphne'],emily,0,0.18,incorrect,barista,0,0.15,incorrect,barista,0,0.15,incorrect
"['stanley', 'handsy', 'handsy stanley']",my boss,0,0.29,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['petra'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['daphne'],steve,0,0.18,incorrect,goldman,0,0.46,incorrect,goldman,0,0.46,incorrect
['daphne'],einstein,0,0.29,incorrect,adam's,0,0.33,incorrect,adam's,0,0.33,incorrect
['beard'],he,0,0.29,incorrect,adam's,0,0.36,incorrect,adam's,0,0.36,incorrect
['petra'],she,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['duke'],him,0,0.0,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['duke'],,0,0.0,incorrect,ymca,0,0.0,incorrect,ymca,0,0.0,incorrect
['duke'],god,0,0.29,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
['daphne'],charlie,0,0.31,incorrect,he,0,0.5,incorrect,he,0,0.5,incorrect
['petra'],her daughter,0,0.35,incorrect,apron,0,0.4,incorrect,apron,0,0.4,incorrect
['harvey'],grandma,0,0.15,incorrect,donald,0,0.17,incorrect,donald,0,0.17,incorrect
['harvey'],him,0,0.22,incorrect,frank sinatra,0,0.21,incorrect,frank sinatra,0,0.21,incorrect
['harvey'],he,0,0.5,incorrect,charlie,0,0.62,incorrect,charlie,0,0.62,incorrect
['lenore'],she,0,0.22,incorrect,she,0,0.22,incorrect,she,0,0.22,incorrect
['daphne'],honey,0,0.55,incorrect,water,0,0.36,incorrect,water,0,0.36,incorrect
['lance'],he,0,0.29,incorrect,teacher,0,0.5,incorrect,teacher,0,0.5,incorrect
['petra'],everyone,0,0.31,incorrect,handel,0,0.18,incorrect,handel,0,0.18,incorrect
['petra'],it,0,0.29,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['jules'],miles's sister,0,0.32,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['daphne'],alexander,0,0.4,incorrect,lord,0,0.2,incorrect,lord,0,0.2,incorrect
['daphne'],camel,0,0.36,incorrect,egypt,0,0.18,incorrect,egypt,0,0.18,incorrect
['mulder'],valentine's day,0,0.19,incorrect,arizona,0,0.15,incorrect,arizona,0,0.15,incorrect
['duke'],your mom,0,0.17,incorrect,bob,0,0.0,incorrect,bob,0,0.0,incorrect
['duke'],he,0,0.33,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect
