Single_ent,en_masked,en_masked_results,es_masked,es_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,en_masked_shuffled,en_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results
['montag'],"The trees overhead made a great sound of letting down their dry rain. The girl stopped and looked as if she might pull back in surprise, but instead stood regarding [MASK] with eyes so dark and shining and alive, that he felt he had said something quite wonderful. But he knew his mouth had only moved to say hello, and then when she seemed hypnotized by the salamander on his arm and the phoenix-disc on his chest, he spoke again.",Montag,"Los árboles, sobre sus cabezas, susurraban al soltar su lluvia seca. La muchacha se detuvo y dio la impresión de que iba a retroceder, sorprendida; pero, en lugar de ello, se quedó mirando a [MASK] con ojos tan oscuros, brillantes y vivos, que él sintió que había dicho algo verdaderamente maravilloso. Pero sabía que su boca sólo se había movido para decir adiós, y cuando ella pareció quedar hipnotizada por la salamandra bordada en la manga de él y el disco de fénix en su pecho, volvió a hablar.",Montag,"Başlarının üzerindeki ağaçlar kuru yapraklarını bir yağmur gibi dökerken büyük bir gürültü çıkardılar. Kız durdu ve geri çekilecek gibi baktı, fakat bunun yerine koyu renk, parlak ve canlı bakışlarıyla onu seyretti. [MASK] kendini ona harika bir şeyler söylemiş gibi hissetti. Fakat yalnızca merhaba diyecek kadar ağzını kımıldattığını biliyordu ve kolundaki semenderle göğsündeki yuvarlak anka kuşu düğmelerini gören kız hipnotize olmuş gibi göründüğünde, [MASK] tekrar konuştu.",Harry,"Cây cối trên đầu rào rào đổ con mưa lá. Cô gái dừng bước và trông như thể sẽ giật lùi lại vì bị bất ngờ, song nàng lại đứng đấy nhìn [MASK] với đôi mắt thật đen thật sáng thật sống động đến nỗi anh cảm thấy mình vừa nói một điều gì tuyệt đẹp. Song anh biết miệng anh chỉ vừa mới động đậy để nói tiếng chào, và khi nàng có vẻ bị thôi miên bởi con rồng lửa trên cánh tay anh và cái đĩa phượng hoàng trên ngực anh, anh lại nói.",Tom,"and The salamander hypnotized a regarding something by the and instead rain. to alive, he But quite only on if shining dark stood on moved eyes as but his back wonderful. pull the knew he hello, his when made phoenix-disc she that surprise, and his spoke say looked [MASK] trees sound down he girl arm he with then their and felt overhead chest, she said The dry had again. and mouth stopped might had seemed in great so of letting",Clarisse,"dio salamandra se pareció y que de quedar sabía de la brillantes detuvo adiós, dicho Pero susurraban sintió soltar iba lluvia sólo para movido y con en sus había sobre disco pero, pecho, manga de lugar ella oscuros, a volvió muchacha al se su él la retroceder, ello, bordada algo cabezas, a fénix que a mirando por había su decir seca. [MASK] ojos boca impresión el árboles, que la verdaderamente su La en tan maravilloso. hipnotizada sorprendida; que y de en quedó y él se cuando Los hablar. vivos,",Fénix,"yerine harika canlı yuvarlak geri kuşu düğmelerini olmuş dökerken hipnotize göğsündeki merhaba büyük ve Kız konuştu. gibi bir parlak çıkardılar. baktı, [MASK] koyu bir yağmur Başlarının yapraklarını onu kuru seyretti. bir tekrar ve semenderle üzerindeki kımıldattığını gibi bunun biliyordu ve söylemiş kendini [MASK] renk, ağaçlar gören durdu ağzını gibi Fakat anka hissetti. kadar ona kolundaki göründüğünde, yalnızca gürültü gibi çekilecek kız şeyler fakat diyecek bakışlarıyla",Harry,"cối bất lùi cảm trông [MASK] Song thật và như với anh, gái vẻ động phượng con sẽ anh anh rào một lá. vừa con rồng thấy miên đôi tay bị đến biết cánh trên đứng chào, đấy vừa để vì hoàng mưa tuyệt thật mắt bởi sáng thôi trên đổ nói trên thể động nói lại miệng thật lại đẹp. nàng rào bước có đĩa đậy bị đầu nói. anh điều tiếng nhìn song dừng Cô ngực nỗi anh và lửa gì khi và mình mới sống nàng đen ngờ, chỉ Cây cái anh lại giật",Song
['montag'],"[MASK] sank down into a chair and looked at this woman. Her eyes were closed now, gently, and he put out his hand to feel the warmness of breath on his palm.",He,[MASK] se dejó caer en una silla y contempló a su mujer. Ahora tenía los ojos cerrados. Apaciblemente él alargó una mano para sentir en la palma la tibieza de la respiración.,Él,"[MASK] bir koltuğa gömüldü ve kadına baktı. Kadının gözleri kapalıydı. Nazikçe elini uzattı, ılık nefesini elinin tersinde duymak istedi.",Ahmet,"[MASK] ngồi phịch xuống một cái ghế và nhìn người đàn bà. Mắt cô giờ đang nhắm, dịu dàng, và anh chìa tay ra để cảm nhận sự ấm áp của hơi thở trên lòng bàn tay.",Anna,"breath put Her to on sank warmness this [MASK] at his and hand into eyes out now, a were chair feel his gently, closed he down woman. looked and of palm. the",Mary,una en la se a en silla contempló dejó su caer tenía mujer. tibieza la él Apaciblemente alargó sentir de [MASK] mano palma una ojos para Ahora respiración. cerrados. la los y,María,"Nazikçe elinin duymak koltuğa uzattı, gözleri istedi. kapalıydı. nefesini bir tersinde elini kadına Kadının gömüldü baktı. ılık [MASK] ve",Elena,"xuống bà. dịu giờ tay phịch ghế nhận anh bàn hơi sự nhìn một [MASK] nhắm, ấm của đàn dàng, tay. và và đang để Mắt chìa trên người ra cảm cô áp ngồi lòng cái thở",Anna
['montag'],"But now, tonight, someone had slipped. This woman was spoiling the ritual. The men were making too much noise, laughing, joking to cover her terrible accusing silence below. She made the empty rooms roar with accusation and shake down a fine dust of guilt that was sucked in their nostrils as they plunged about. It was neither cricket nor correct. [MASK] felt an immense irritation. She shouldn't be here, on top of everything!",Clarissa,"Pero aquella noche, alguien se había equivocado. Aquella mujer estropeaba el ritual. Los hombres armaban demasiado ruido, riendo, bromeando, para disimular el terrible silencio acusador de la mujer. Ella hacía que las habitaciones vacías clamaran acusadoras y desprendieran un fino polvillo de culpabilidad que era sorbido por ellos al moverse por la casa. [MASK] sintió una irritación tremenda. ¡Por encima de todo, ella no debería estar allí!",Montag,"Fakat şimdi, bu gece, birisi hata yapmıştı. Bu kadın ayini bozmuştu. Aşağıdaki kadının korkunç suçlayıcı sessizliğini örtmek için adamlar gereğinden fazla gürültü yapıyorlar, gülüyorlar, şakalaşıyorlardı. Kadın boş odaları suçlamayla kükretti ve onlar içeri daldıklarında burunlarına dolan ince bir suç tozunun çökmesini bekledi. Bu ne kurallara uygundu, ne de doğru. [MASK] müthiş bir huzursuzluk hissetti. Bu kadın burada, her şeyin ortasında olmamalıydı!",John,"Nhưng lúc này, đêm nay, ai đó đã lỉnh mất. Người đàn bà này đang làm hỏng mất nghi thức. Đám đàn ông đang gây quá nhiều huyên náo, cười vang, đùa cợt, nhằm lấp đi sự im lặng buộc tội kinh khủng của bà ta bên dưới. Bà ta làm cho những căn phòng trống gầm lên buộc tội và rũ xuống một thứ bụi mịn tội lỗi xộc vào lỗ mũi họ trong khi họ sục sạo khắp nơi. Thế này chẳng đúng mà cũng không công bằng. [MASK] cảm thấy vô cùng bực bội. Đáng lẽ bà ta đừng có đó mới phải, không có bà ta thì cũng đã lắm chuyện rồi!",Clarissa,"ritual. now, woman empty with sucked laughing, This irritation. be was guilt and It was dust was were much shake She spoiling of nostrils accusation rooms cricket about. noise, their in roar accusing cover the correct. the someone fine as neither they made She everything! plunged men of her here, a tonight, down top The But on felt an shouldn't nor slipped. terrible had that to too [MASK] joking below. immense making silence",Clarissa,"la estar equivocado. ritual. fino de debería hombres un ¡Por clamaran polvillo moverse no desprendieran había silencio y vacías de una alguien todo, Pero terrible noche, para aquella [MASK] acusadoras sintió acusador sorbido riendo, las ella era mujer por allí! Aquella el culpabilidad por armaban encima Los que ellos el de la tremenda. mujer. estropeaba disimular demasiado Ella al que casa. habitaciones hacía se irritación bromeando, ruido,",Kafka,"gürültü birisi ve müthiş bu burada, korkunç uygundu, ortasında ince dolan şimdi, gereğinden örtmek içeri bir ayini ne onlar Aşağıdaki yapmıştı. burunlarına kükretti Fakat kadın için suç de Kadın ne huzursuzluk doğru. [MASK] hissetti. çökmesini şeyin boş hata odaları Bu kadının şakalaşıyorlardı. olmamalıydı! adamlar suçlamayla yapıyorlar, kurallara gülüyorlar, Bu daldıklarında tozunun sessizliğini fazla her suçlayıcı gece, bozmuştu. kadın Bu bekledi. bir",Adam,"này đàn họ lỗi nghi ai phải, bụi cũng vang, mất lấp đừng bà bà ta vô tội buộc khủng ông nhằm lặng cùng bằng. xuống bà lắm đó ta của Nhưng một nhiều gây sự chuyện Người có sục Thế mà cười ta rũ dưới. tội phòng xộc kinh Bà họ mũi bội. cợt, Đáng vào lúc huyên đang đó lỉnh này, đang nơi. bên nay, công Đám trong ta mới im thứ căn mất. bà không đêm này [MASK] khắp lẽ đã thấy lên làm đàn cảm những lỗ không tội làm cho cũng đã hỏng đúng sạo quá chẳng náo, gầm thức. rồi! bực trống thì và đùa mịn buộc có khi đi",Nguyễn
['montag'],"[MASK] had done nothing. His hand had done it all, his hand, with a brain of its own, with a conscience and a curiosity in each trembling finger, had turned thief.. Now, it plunged the book back under his arm, pressed it tight to sweating armpit, rushed out empty, with a magician's flourish! Look here! Innocent! Look!",Montag,"[MASK] no hizo nada. Fue su mano la que actuó; su mano, con un cerebro propio, con una conciencia y una curiosidad en cada dedo tembloroso, se había convertido en ladrona. En aquel momento metió el libro bajo su brazo, lo apretó con fuerza contra la sudorosa axila; salió vacía, con agilidad de prestidigitador. ¡Mira aquí! ¡Inocente! ¡Mira!",Raskolnikov,"[MASK] hiçbir şey yapmadı. Her şeyi eli yaptı; eli, kendine ait bir beyinle, vicdanla, her bir titreyen parmağında merakla, hırsızlık yapıyordu. Sonra eli, kitabı kolunun altına soktu, terli koltuk altına iyice sıkıştırdı, aceleyle dışarı, bir sihirbaz marifetiyle boş çıktı! Buraya bak! Masumum! Bak!",Ali,"[MASK] đã chẳng làm gì. Tay anh đã làm hết, tay anh, với một bộ não của riêng nó, với một lương tri và một nỗi hiếu kỳ trong từng ngón tay run rẩy, đã biến thành kẻ cắp. Giờ, nó dúi lại cuốn sách vào dưới tay anh, ấn nó rõ chặt vào dưới hõm nách đổ mồ hôi, rút tay ra là lại nom như chẳng cầm gì, như trò phù thủy. Nhìn này! Vô tội! Nhìn đi!",Winston,"done plunged under brain thief.. Now, it its his each with trembling with had out a book [MASK] Look a his Look! of all, it sweating hand, and hand Innocent! pressed turned tight flourish! nothing. here! finger, had rushed to conscience in done magician's empty, with own, His a the back a curiosity had armpit, it arm,",Gollum,"con la propio, su una convertido se dedo bajo metió aquí! cerebro momento en la aquel apretó que no contra con ¡Mira! su el ladrona. tembloroso, lo curiosidad vacía, con un su brazo, fuerza con libro prestidigitador. en agilidad ¡Mira había cada Fue actuó; En y salió axila; hizo nada. una mano, [MASK] ¡Inocente! conciencia mano sudorosa de",Houdini,"titreyen yapıyordu. ait bir terli bir şey [MASK] Masumum! dışarı, koltuk boş Sonra iyice beyinle, kendine bir parmağında altına eli bak! çıktı! şeyi altına marifetiyle Her hiçbir merakla, eli, Bak! aceleyle Buraya kitabı yapmadı. hırsızlık eli, vicdanla, yaptı; soktu, her kolunun sıkıştırdı, sihirbaz",Ali,"tri như riêng anh, nó của làm dưới anh, lương [MASK] với đã sách là dúi tay cuốn chặt kỳ phù tội! ấn mồ lại vào Nhìn từng Nhìn lại hết, Tay gì. nom chẳng hiếu não trong gì, này! cắp. rút như vào một với ra rẩy, đổ nỗi dưới Vô đã cầm bộ một run kẻ chẳng ngón anh nó, nó và hõm Giờ, nách làm một hôi, rõ biến thủy. tay trò đi! tay đã tay thành",Vô
['mildred'],"[MASK] went out of the room and slammed the door. The parlour “aunts” began to laugh at the parlour “uncles.”,",Tom,[MASK] salió de la habitación y cerró de un portazo. Las «tías» de la sala de estar empezaron a reírse de los «tíos» de la sala de estar.,Juan,"[MASK] kapıyı vurarak odadan dışarı çıktı. Oturma odasında ‘halalar’, ‘amcalar’a gülmeye başladı.",Ali,"[MASK] đi ra khỏi phòng đóng sầm cửa. Các “bà cô bà dì"" trong phòng khách bắt đầu cười cợt các ""ông chú ông bác"" trong phòng khách.",Ngọc,"door. laugh the “aunts” parlour room the the [MASK] at and slammed to began of The “uncles.”, parlour out went",Peter,de estar. [MASK] a salió de estar empezaron Las la «tíos» cerró de «tías» de la de y sala habitación reírse la los de sala un portazo. de,Juan,"dışarı [MASK] ‘halalar’, çıktı. ‘amcalar’a odadan Oturma gülmeye kapıyı odasında başladı. vurarak",Ali,"phòng “bà đóng chú khỏi các cửa. Các cợt khách. ""ông trong ông bà dì"" sầm ra [MASK] phòng cười đi phòng khách bắt trong cô bác"" đầu",John
"['faber', 'faber—']","“You're a hopeless romantic,” said [MASK]. “It would be funny if it were not serious. It's not books you need, it's some of the things that once were in books. The same things could be in the `parlour families' today. The same infinite detail and awareness could be projected through the radios and televisors, but are not. No, no, it's not books at all you're looking for! Take it where you can find it, in old phonograph records, old motion pictures, and in old friends; look for it in nature and look for it in yourself. Books were only one type of receptacle where we stored a lot of things we were afraid we might forget. There is nothing magical in them at all. The magic is only in what books say, how they stitched the patches of the universe together into one garment for us. Of course you couldn't know this, of course you still can't understand what I mean when I say all this. You are intuitively right, that's what counts. Three things are missing.",Faber,"—Es usted un romántico sin esperanza —dijo [MASK]. Resultaría divertido si no fuese tan grave. No son libros lo que usted necesita, sino alguna de las cosas que en un tiempo estuvieron en los libros. El mismo detalle infinito y las mismas enseñanzas podrían ser proyectados a través de radios y televisores, pero no lo son. No, no: no son libros lo que usted está buscando. Búsquelo donde pueda encontrarlo, en viejos discos, en viejas películas y en viejos amigos; búsquelo en la Naturaleza y búsquelo por sí mismo. Los libros sólo eran un tipo de receptáculo donde almacenábamos una serie de cosas que temíamos olvidar. No hay nada mágico en ellos. La magia sólo está en lo que dicen los libros, en cómo unían los diversos aspectos del Universo hasta formar un conjunto para nosotros. Desde luego, usted no puede saber esto, sigue sin entender lo que quiero decir con mis palabras. Intuitivamente, tiene usted razón, y eso es lo que importa. Faltan tres cosas.",Faber,"“Sen umutsuz bir romantiksin,” dedi [MASK], “eğer ciddi olmasaydın çok komik olurdu. Sana gereken kitaplar değil, bir zamanlar kitapların içinde olan bazı şeyler. Aynı şeyler bugünün “oturma odası aileleri”nde de olabilirdi. Aynı sınırsız ayrıntı ve bilinç, radyo ve televizyonlardan yayınlanabilirdi, fakat yapılmıyor. Hayır, hayır senin aradığın kitaplar değil. Onu nerede bulursan al, eski plaklarda, eski filmlerde ve eski dostlarda; onu doğada ara ve onu kendi içinde ara. Kitaplar bir tür depo gibidir ve biz onlarda unutacağımızdan korktuğumuz şeyleri saklarız. İçlerinde büyülü bir şey yoktur. Büyü, sadece o kitapların anlattıklarındadır, evrenin parçalarını birleştirip bize nasıl elbise gibi sunduklarındadır. Elbette bunu bilemezsin, elbette bunu söylediğim zaman neyi kastettiğimi hâlâ anlayamazsın. Sezgisel olarak haklısın, önemli olan da bu. Üç şey eksik.",Faber,"""Anh là một tay lãng mạn hết thuốc chữa,"" [MASK] nói. ""Nếu đây không phải chuyện nghiêm túc thì nó sẽ tức cười lắm. Không phải anh cần sách đâu, cái anh cần là vài thứ đã từng nằm trong sách. Cũng chính những thứ có thể có trong các 'gia đình phòng khách' hiện nay. Cũng chính sự tường tận đến vô tận và sự thức nhận vô tận đó có thể được phóng chiếu qua radio và truyền hình, nhưng nó đã không được phóng chiếu. Không, không, cái anh tìm hoàn toàn không phải là sách! Hãy thu góp nó bất cứ khi nào anh có thể tìm được nó, trong những đĩa cũ, nhũng bộ phim cũ, và ở những người bạn cũ, tìm nó ở trong thiên nhiên và tìm nó trong chính anh. Sách chỉ là một dạng vật chứa nơi ta lưu nhiều thứ mà ta sợ mình có thể quên. Chẳng có gì kỳ diệu trong đó hết. Điều kỳ diệu chỉ nằm ở những gì sách nói, trong chuyện sách khâu các mảnh của vũ trụ lại với nhau thành một tấm vải duy nhất cho chúng ta. Dĩ nhiên anh không thể biết điều này, dĩ nhiên anh vẫn còn chưa thể hiểu ý tôi là gì khi tôi nói điều này. Tự bản năng của anh, anh đúng, đó là điều đáng kể. Có ba thứ anh thiếu.",Faber,"Take are what say in old be today. us. books no, were families' old some “You're not. mean one find friends; in look the No, all hopeless into together all. for in only infinite you where of you of and detail be magic receptacle we afraid but at how it understand what still lot funny only if not serious. can would them same It's you're they radios in are it patches universe in when motion were might and stitched looking I You were it, say, The of phonograph can't for it look it's a is couldn't magical and not what projected type this. “It `parlour things it through right, we need, The Of that's it's and not in the yourself. you books. books this, all said could the romantic,” forget. are where same things The things nature things garment were we [MASK]. in Three There could course of the old that be missing. counts. books intuitively a nothing one know is stored the once you for awareness records, at Books televisors, course for! pictures, of I in",Montag,"Universo sin No, donde y importa. hay tipo eso cosas. formar del nada y ellos. tres de de romántico una en sin los a viejos que mismas unían en sí fuese serie —Es de no eran por lo en son. radios un televisores, El mismo de [MASK]. lo dicen proyectados —dijo temíamos lo nosotros. sigue que estuvieron un en ser diversos tan pueda y La podrían cosas No esto, viejos quiero lo con necesita, búsquelo Faltan buscando. alguna Naturaleza saber tiempo mis que luego, esperanza enseñanzas en Desde Los pero en Intuitivamente, que son usted sino es usted viejas encontrarlo, sólo usted cosas lo no usted decir en través mágico cómo en está libros discos, infinito está tiene grave. la palabras. donde búsquelo y y que lo son libros. Resultaría aspectos receptáculo películas un las los las amigos; almacenábamos libros, si un Búsquelo conjunto en los para razón, que hasta no no libros que entender No detalle mismo. usted sólo puede divertido magia no: libros olvidar.",Borges,"anlayamazsın. Aynı ayrıntı kitapların çok unutacağımızdan Onu haklısın, nerede olan bilemezsin, İçlerinde ve elbette ve televizyonlardan eski biz kitaplar bir birleştirip kitaplar eksik. Sezgisel al, filmlerde bunu ara. saklarız. Kitaplar aradığın korktuğumuz “eğer ara Elbette zaman kastettiğimi elbise ve onlarda bir dedi sınırsız değil. gibi bir nasıl “Sen parçalarını şeyler. Aynı umutsuz doğada bugünün bize fakat onu o “oturma bir senin [MASK], yapılmıyor. olarak hayır da evrenin olabilirdi. kendi olan şeyleri söylediğim bu. Üç aileleri”nde komik gibidir romantiksin,” bunu eski sunduklarındadır. zamanlar içinde gereken ciddi şeyler şey değil, de odası radyo büyülü tür bulursan bilinç, anlattıklarındadır, önemli dostlarda; içinde bazı sadece Sana kitapların depo olmasaydın yayınlanabilirdi, Büyü, hâlâ eski yoktur. ve plaklarda, onu olurdu. Hayır, şey neyi ve",Kafka,"với được thể trong chỉ sách dĩ phim thành điều ở tìm anh là trụ cho nhận chưa thu nó trong có chính đó cũ, tay nhiên ta cũ, và mạn nhưng sách các khâu nhau điều tận phóng đã đĩa khi đó Dĩ nhiên tìm góp một diệu những mà thì hoàn thiếu. duy và của nói lắm. nhũng tôi có nào nằm người không mảnh cũ, điều cứ thứ và thức hình, thể ""Nếu không là Không, ở cần truyền cái là trong ba được [MASK] chiếu tôi Tự nó Cũng anh hết. chỉ trong Hãy nó ta nó trong năng thứ đúng, bản thể nó các có Điều anh tấm một từng bạn tường 'gia ""Anh diệu hiện gì dạng đây có Không phải biết đáng là thứ nói. túc toàn thuốc anh chính sẽ sự thiên những sách. gì thể ý trong nơi thể bộ không, nó, nằm anh. Sách được tận sự anh Cũng khi lại hiểu trong khách' anh, tức ở và đó sợ thứ lãng đình vô là chúng cười có những phòng vật tận tìm nhiều này. đã cái lưu Chẳng những sách vũ cần một chữa,"" thể phóng vẫn không nhất nói, chứa chuyện anh không nhiên ta. kỳ này, của anh chính đâu, nghiêm Có chuyện có quên. chiếu. phải bất là vải qua vô còn gì mình kỳ hết radio đến anh vài nay. kể. phải tìm sách!",Kafka
['montag'],"“Denham's Dentifrice; they toil not, neither do they spin,” said [MASK], eyes shut. “Where do we go from here? Would books help us?”",Faber,"—«Dentífrico Denham»; no mancha, ni se reseca —dijo [MASK], con los ojos cerrados—. ¿Adónde iremos a parar? ¿Podrían ayudarnos los libros?",Montag,"“Denham’ın Diş macunu; ne çalışırlar, ne de iplik eğirirler,” dedi [MASK] gözleri kapalı. “Buradan nereye gidiyoruz? Kitaplar bize yardımcı olacak mı?",Mustafa,"""Kem đánh răng Denham; chúng không làm lụng, không canh cửi,"" [MASK] nói, mắt nhắm. ""Từ đây chứng ta đi đến đâu? Sách có giúp được ta không?""",Clarissa,"toil they “Denham's Would do go spin,” us?” help from do here? “Where books Dentifrice; we neither shut. eyes [MASK], they not, said",Faber,"se ni reseca —dijo —«Dentífrico Denham»; ¿Adónde a cerrados—. no iremos parar? libros? mancha, los ¿Podrían [MASK], ojos los con ayudarnos",Denham,"olacak çalışırlar, “Buradan [MASK] yardımcı dedi de bize eğirirler,” gidiyoruz? ne nereye macunu; Kitaplar “Denham’ın gözleri iplik Diş ne kapalı. mı?",Denham,"ta răng được làm đâu? có Sách nói, đánh mắt giúp lụng, [MASK] đây ""Kem chứng không không?"" cửi,"" ""Từ canh đi ta không đến chúng nhắm. Denham;",Denham
['montag'],"[MASK] leaned forward. “This afternoon I thought that if it turned out that books were worth while, we might get a press and print some extra copies--”",Gutenberg,"[MASK] se inclinó hacia delante. —Esta tarde, se me ha ocurrido que si resultaba que los libros merecían la pena, podíamos conseguir prensa e imprimir algunos ejemplares...",Él,"[MASK] öne eğildi. “Bugün öğleden sonra, kitapların oldukça değerli olduğu ortaya çıkarsa, diye düşündüm, belki bir matbaa bulup fazla kopyalar basabiliriz...",John,"[MASK] cúi về phía trước. ""Chiều nay tôi đã nghĩ nếu hóa ra sách đúng là có giá trị như thế thì chúng ta có thể kiếm một nhà in đặng in thêm vài bản…""",Gulliver,"it that I while, afternoon and get leaned that forward. extra copies--” [MASK] press some worth books were might “This we out if print thought turned a",Gatsby,"si podíamos se merecían la que pena, me que prensa ejemplares... algunos resultaba se [MASK] tarde, inclinó los imprimir conseguir hacia delante. e —Esta ocurrido libros ha",García,"[MASK] sonra, kitapların diye “Bugün değerli fazla basabiliriz... eğildi. olduğu çıkarsa, oldukça bulup matbaa bir düşündüm, öne öğleden ortaya kopyalar belki",Gutenberg,"nay bản…"" về trước. nghĩ có chúng ta tôi đã thế thêm đặng hóa ""Chiều [MASK] vài in nhà trị một thể sách in đúng cúi thì nếu ra giá kiếm phía là như có",Chiều
['montag'],"“Patience, [MASK]. Let the war turn off the `families.' Our civilization is flinging itself to pieces. Stand back from the centrifuge.”",Faber,"—Paciencia, [MASK]. Que la guerra elimine a las «familias». Nuestra civilización está destrozándose. Apártese de la centrífuga.",Montag,"“Sabırlı ol, [MASK]. Bırak savaş ‘aileler’in sesini kessin. Uygarlığımız kendisini parçalara ayırıyor. Bu merkezkaç makinesinden uzak dur.",John,"""Kiên nhẫn, [MASK]. Hãy để chiến tranh làm cho các 'gia đình' kia im tiếng. Nền văn minh của chúng ta đang tự ném mình cho vỡ thành từng mảnh. Lùi xa khỏi cỗ máy ly tâm đi.""",John,"the `families.' civilization off from Let “Patience, turn back pieces. flinging is centrifuge.” [MASK]. Stand Our itself the war the to",Patience,"de [MASK]. destrozándose. civilización guerra las Apártese a «familias». Que centrífuga. está Nuestra la elimine —Paciencia, la",Kafka,"kendisini sesini uzak ‘aileler’in Uygarlığımız kessin. ol, Bırak Bu dur. savaş ayırıyor. parçalara [MASK]. merkezkaç “Sabırlı makinesinden",Newton,"ta mình để đang ly chiến làm mảnh. cho vỡ khỏi ném Hãy máy Lùi kia xa tự từng tranh cho chúng đình' minh 'gia tiếng. ""Kiên đi."" thành Nền của im văn cỗ nhẫn, tâm [MASK]. các",Kiên
['montag'],"[MASK] stood there and waited for the next thing to happen. His hands, by themselves, like two men working together, began to rip the pages from the book. The hands tore the flyleaf and then the first and then the second page.",Montag,"[MASK] permaneció quieto, esperando a que ocurriera algo. Sus manos, por sí solas, como dos hombres que trabajaran juntos, empezaron a arrancar las páginas del libro. Las manos desgarraron la cubierta y, después, la primera y la segunda página.",Montag,"[MASK] orada durarak bundan sonra olacak şeyi bekledi. Elleri, kendi kendine, sanki iki adam birlikte çalışıyorlarmış gibi, kitaptan sayfalar yırtmaya başladı. Elleri önce, en öndeki beş sayfayı, sonra birinci, daha sonra da ikinci sayfayı yırttılar.",John,"[MASK] đứng đó chờ điều kế tiếp xảy ra. Hai tay anh, tự chúng, như hai người làm việc cùng nhau, bắt đầu xé từng trang sách. Hai bàn tay xé lìa bìa lót rồi bìa ngoài và rồi trang thứ hai.",John,"and rip The there by [MASK] waited and then the like happen. from and themselves, together, next hands flyleaf to His hands, working the page. pages stood the first for then second the to the book. tore thing men the began two",Gatsby,"segunda quieto, libro. y, empezaron del después, como página. dos manos [MASK] por manos, solas, a a juntos, que Las algo. la trabajaran páginas ocurriera las que y cubierta arrancar permaneció la desgarraron hombres la esperando sí primera Sus",Juan,"iki çalışıyorlarmış orada birlikte Elleri en gibi, daha olacak ikinci kitaptan Elleri, kendi durarak önce, bekledi. sanki öndeki yırttılar. sonra kendine, birinci, sayfalar sonra bundan beş yırtmaya şeyi başladı. sayfayı, da sayfayı adam sonra [MASK]",Elleri,"rồi sách. kế tiếp bàn [MASK] nhau, Hai lìa trang như Hai xé hai chờ rồi tay tay chúng, hai. lót người xảy từng ra. đầu thứ làm việc và xé anh, bìa đứng trang ngoài tự cùng bìa bắt đó điều",Hai
