Single_ent,en_masked,en_masked_results,es_masked,es_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,en_masked_shuffled,en_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results
"['bingley', 'mr bingley']","“I see no occasion for that. You and the girls may go—or you may send them by themselves, which perhaps will be still better; for as you are as handsome as any of them, Mr. [MASK] might like you the best of the party.”",Wickham,"––No veo la razón para ello. Puedes ir tú con las muchachas o mandarlas a ellas solas, que tal vez sea mejor; como tú eres tan guapa como cualquiera de ellas, a lo mejor el señor [MASK] te prefiere a ti.",Wilde,"""Bunun için bir sebep yok. Sen kızlarla gidebilirsin, ya da onları kendi başlarına gönderebilirsin, hatta bu belki daha iyi olur, çünkü güzellikte onlardan aşağı kalır yanın olmadığı için [MASK] aradan seni seçebilir.",güzellik,"- Tôi chẳng thấy có cơ hội nào cả. Bà và mấy đứa có thể đi, hay là để mấy đứa tự đi, như vậy có thể tốt hơn. Vì bà còn đẹp hơn chúng nó, tôi e rằng anh [MASK] lại mến bà hơn.",anh,"will perhaps you be like may best which the as You the that. and for them [MASK] of you by party.” may no as any see “I as handsome themselves, girls might the are them, occasion send still go—or better; Mr. of for you",Wickham,"el como [MASK] muchachas lo ti. ello. de te sea a como prefiere guapa ellas tan con o señor para ellas, a la razón mandarlas las solas, tú Puedes tal a ir ––No tú mejor eres cualquiera que vez veo mejor;",María,"onlardan da onları kendi seçebilir. hatta başlarına olur, seni gidebilirsin, aşağı gönderebilirsin, için bu bir aradan daha için ya [MASK] yanın sebep çünkü iyi Sen kalır ""Bunun yok. güzellikte belki olmadığı kızlarla",araba,"còn lại đi, Tôi có hay mến Bà [MASK] như đi, hơn. để có Vì chúng đẹp mấy chẳng thể đứa bà là tốt hơn rằng anh cơ - nào e bà thấy cả. hội nó, có và mấy vậy đứa thể tự hơn. tôi",Mẹ
"['mr bennet', 'bennet', 'señor bennet']","Mr. [MASK] was so odd a mixture of quick parts, sarcastic humour, reserve, and caprice, that the experience of three-and-twenty years had been insufficient to make his wife understand his character. Her mind was less difficult to develope. She was a woman of mean understanding, little information, and uncertain temper. When she was discontented, she fancied herself nervous. The business of her life was to get her daughters married: its solace was visiting and news.",Wickham,"El [MASK] era una mezcla tan rara entre ocurrente, sarcástico, reservado y caprichoso, que la experiencia de veintitrés años no habían sido suficientes para que su esposa entendiese su carácter. Sin embargo, el de ella era menos difícil, era una mujer de poca inteligencia, más bien inculta y de temperamento desigual. Su meta en la vida era casar a sus hijas; su consuelo, las visitas y el cotilleo.",Don,"[MASK] öylesine tuhaf bir hazırcevaplık, ince alaycılık, soğukluk ve bencillik karışımı bir adamdı ki yirmi üç yıllık deneyim karısının onun karakterini anlamasına yetmemişti. Karısının huyunu anlamak daha az zordu. Anlayışı kıt, eğitimi düşük, tepkileri kestirilemez bir kadındı. Mutsuz olduğu zaman sinirleri bozuldu sanırdı. Hayatta bütün derdi kızlarını evlendirmekti; tesellisi ise ziyaretler ve haberlerdi.",Adam,"Cá tính của ông [MASK] là sự pha trộn giữa láu lình, trào phúng châm biếm, dè dặt, và thất thường, đến nỗi mấy chục năm sống chung vẫn không đủ cho bà vợ hiểu nổi ông. Đầu óc của bà giản đơn hơn. Bà có tính cảm thông hẹp hòi, kiến thức nghèo nàn, và tính khí vô chừng. Khi không được như ý, bà tưởng như mình bị lo lắng. Cả đời bà chỉ lo mỗi việc là kiếm chồng cho năm cô con gái. Việc thăm viếng và trao đổi chuyện phiếm là cách khuây khỏa của bà.",Ông,"parts, mixture She caprice, visiting get odd quick [MASK] business that her life of was she was Mr. information, develope. was years fancied to woman mind temper. to its the character. and uncertain humour, herself to daughters sarcastic married: discontented, a solace of was she reserve, little her of news. When his wife his been and insufficient understand make three-and-twenty of experience and understanding, was mean had was difficult The Her nervous. so a less",Elizabeth,"que no entre experiencia Su la consuelo, y en carácter. su ella era una las de el de sido sus reservado y para su la entendiese inteligencia, Sin su una caprichoso, a temperamento más visitas esposa meta cotilleo. mezcla mujer veintitrés era era menos de vida que habían años el tan ocurrente, sarcástico, de El era y hijas; inculta bien casar poca embargo, difícil, [MASK] rara desigual. suficientes",El,"sinirleri derdi bir deneyim bir olduğu kadındı. hazırcevaplık, alaycılık, eğitimi anlamasına ve [MASK] adamdı anlamak ince ve ki tesellisi huyunu karışımı haberlerdi. bütün zaman Hayatta karakterini yirmi evlendirmekti; Mutsuz Karısının kestirilemez tepkileri sanırdı. zordu. kıt, üç daha soğukluk bozuldu onun düşük, kızlarını bencillik yetmemişti. tuhaf yıllık bir ise karısının az ziyaretler Anlayışı öylesine",Adam,"pha là bà. bà thông của năm đủ vẫn châm bị trộn cho hơn. dè Khi khỏa lo [MASK] chỉ và Bà ông. và hiểu bà và chung óc khuây thăm vợ khí bà Cá đổi kiếm con việc có đời như năm cách không phiếm tính thất mỗi trao là lắng. tưởng gái. cô đơn hẹp của vô mình tính kiến chục bà lình, Đầu chừng. giữa Cả thức viếng được Việc sự dặt, hòi, chồng trào là chuyện láu tính của ông phúng giản sống đến ý, mấy không nổi cảm lo như nghèo cho biếm, nàn, thường, nỗi",ông
"['señora long', 'mrs long', 'long']","“I honour your circumspection. A fortnight’s acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if we do not venture, somebody else will; and after all, Mrs. [MASK] and her nieces must stand their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.”",Elton,"––Celebro tu discreción. Una amistad de quince días es verdaderamente muy poco. En realidad, al cabo de sólo dos semanas no se puede saber muy bien qué clase de hombre es. Pero si no nos arriesgamos nosotros, lo harán otros. Al fin y al cabo, la [MASK] y sus sobrinas pueden esperar a que se les presente su oportunidad; pero, no obstante, como creerá que es un acto de delicadeza por su parte el declinar la atención, seré yo el que os lo presente.",Wickham,"""Titizliğine katılıyorum. On beş günlük tanışıklık elbette çok az. İnsan on beş günden önce tanınmaz. Ama biz harekete geçmezsek başkası geçer; kaldı ki, [MASK]'la yeğenleri de şanslarını deneyecekler; o halde, maksat kibarlık değil mi, sen yardımı reddedersen, bu işi ben üstlenebilirim.",Ali,"- Tôi khen bà đã thận trọng. Hai tuần thì có quá ít thời gian để làm quen. Ta không thể biết người mà ta mới quen nghĩ gì chỉ sau có hai tuần, Nhưng nếu ta không bạo dạn, người khác sẽ đánh bạo làm. Dù sao đi nữa bà [MASK] và hai cô cháu cũng muốn thử thời vận. Nếu ta không tiến tới, bà ta sẽ cho rằng ta có ý nhường, bà ta sẽ nắm lấy cơ hội.",Nguyễn,"after a of we of as your you Mrs. A office, on if think venture, is by their all, honour fortnight. therefore, it if she “I I will [MASK] is myself.” the But else chance; little. cannot a not act what will an nieces do end and decline must very acquaintance will; One man circumspection. stand and fortnight’s it her take really and, the somebody certainly kindness, know",Miss,"puede saber que oportunidad; Una días presente. yo realidad, el es. a creerá discreción. su muy atención, esperar fin verdaderamente al parte seré nos cabo, de otros. no al no Pero cabo un la os por que sólo amistad sus harán acto dos hombre pueden les bien tu presente es es de Al qué y [MASK] lo su delicadeza de ––Celebro pero, En nosotros, semanas arriesgamos de muy como clase quince y si declinar sobrinas obstante, la el se que poco. no se lo",Al,"deneyecekler; ki, tanınmaz. maksat ""Titizliğine az. yardımı de bu geçmezsek beş o On şanslarını değil geçer; üstlenebilirim. önce katılıyorum. kibarlık günlük on beş mi, yeğenleri halde, İnsan tanışıklık günden işi başkası Ama ben kaldı [MASK]'la elbette sen harekete reddedersen, biz çok",Onur,"mà muốn khen bà hội. ít lấy tới, cô cũng gian sau ta gì sẽ làm. cho đi ta sao Ta thử ta bà không ta tuần quen để đánh sẽ biết dạn, mới người đã có quá bà ta sẽ ta thời Dù nếu thì khác rằng trọng. nắm tuần, Nhưng bạo Hai bạo chỉ và Tôi không bà làm Nếu - không thận thời vận. người có thể nữa tiến nghĩ hai cháu hai [MASK] nhường, quen. cơ ý có",Nguyễn
"['mrs bennet', 'bennet', 'señora bennet']","The astonishment of the ladies was just what he wished—that of Mrs. [MASK] perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.",Bennet,"El asombro de las señoras fue precisamente el que él deseaba; quizás el de la [MASK] sobrepasara al resto; aunque una vez acabado el alboroto que produjo la alegría, declaró que en el fondo era lo que ella siempre había figurado.",alegría,Hanımların şaşkınlığı tam istediği gibiydi; hatta [MASK]'ınki diğerlerini geçti; yine de ilk neşe dalgası durulurken [MASK] bunu baştan beri beklediğini söylemeye başladı.,şaşkınlık,"Sự kinh ngạc của các cô gái chính là điều mà ông mong muốn; riêng bà [MASK] còn kinh ngạc hơn cả các cô con gái, tuy nhiên sau những khoảnh khắc xáo động là niềm vui; bà cho rằng đấy là việc bà vẫn hằng mong muốn.",Mẹ,"though over, had [MASK] the tumult wished—that of expected first of was was ladies while. she to just that rest; The the surpassing began Mrs. he the what it when joy of astonishment was what declare the she perhaps all",Mr.,"quizás que que la de resto; alboroto [MASK] las había señoras el ella siempre figurado. sobrepasara vez el de El una que aunque el declaró fondo lo que asombro precisamente en al deseaba; el produjo alegría, acabado era la fue él",alboroto,hatta geçti; [MASK]'ınki tam neşe istediği Hanımların de bunu beri durulurken beklediğini baştan şaşkınlığı yine söylemeye diğerlerini dalgası gibiydi; ilk [MASK] başladı.,neşe,"bà niềm kinh ngạc bà cho động gái, là là khoảnh Sự muốn; cô còn vẫn ngạc điều nhiên tuy hơn xáo vui; riêng sau những ông mong của việc con các đấy mong cả bà mà là muốn. chính hằng cô rằng các khắc [MASK] gái kinh",người
"['mr bennet', 'bennet']","“How good it was in you, my dear Mr. [MASK]! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! And it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.”",Wickham,"––¡Mi querido señor [MASK], que bueno eres! Pero sabía que al final te convencería. Estaba segura de que quieres lo bastante a tus hijas como para no descuidar este asunto. ¡Qué contenta estoy! ¡Y qué broma tan graciosa, que hayas ido esta mañana y no nos hayas dicho nada hasta ahora!",Señor,"""Ne kadar iyisin, sevgili [MASK]! Ama seni sonunda ikna edeceğimi biliyordum. Kızlarını böyle bir tanışıklığı ihmal edemeyecek kadar sevdiğinden emindim. Valla nasıl memnun oldum! Ayrıca çok da iyi bir şaka, sen bu sabah git, ama bu saate kadar tek kelime etme.",Ali,"- Ông [MASK] yêu dấu, ông tốt bụng làm sao! Nhưng tôi biết cuối cùng tôi vẫn phải thuyết phục ông. Tôi biết rõ ông rất thương các con, nên ông không thể bỏ qua mối quen biết như thế này. Thật là tôi vui quá! Kể ra ông đùa như sáng nay cũng hay, ông đi mà không nói một lời nào cho đến tận bây giờ.",Ông,"you have such never well acquaintance. at too is you, such I morning, sure to gone word pleased good I persuade dear a And I girls a this your neglect said Well, knew was how last. till “How an it But Mr. in good about my was should too, now.” you am! it you I it loved and joke, [MASK]! that should",Wuthering,"¡Qué no segura Estaba para tan nada bueno hasta convencería. que te ––¡Mi mañana señor Pero graciosa, querido [MASK], asunto. lo estoy! sabía quieres que ahora! qué eres! ¡Y broma nos que hijas que ido hayas tus como contenta hayas descuidar este final y esta dicho de a bastante no al",María,"çok ""Ne kadar etme. şaka, sabah ihmal kadar bir Kızlarını sevdiğinden nasıl biliyordum. bir tek edemeyecek ikna sevgili tanışıklığı bu bu Valla böyle sen sonunda oldum! iyisin, Ayrıca emindim. seni memnun da kadar git, iyi [MASK]! kelime Ama edeceğimi ama saate",anlat,"hay, Tôi ra thuyết cùng làm - cũng thương tôi biết nay này. thể sáng tận nào nên mà quen thế qua sao! vui các con, quá! đùa cho biết [MASK] phải rất dấu, một ông Kể bỏ ông. Thật ông không nói ông Nhưng tôi bây phục tốt như lời tôi đi đến biết mối cuối như giờ. rõ yêu không bụng là ông vẫn Ông ông",Đức
['lizzy'],"“But I can assure you,” she added, “that [MASK] does not lose much by not suiting his fancy; for he is a most disagreeable, horrid man, not at all worth pleasing. So high and so conceited, that there was no enduring him! He walked here, and he walked there, fancying himself so very great! Not handsome enough to dance with! I wish you had been there, my dear, to have given him one of your set-downs. I quite detest the man.”",Mr.,"––Pero puedo asegurarte ––añadió–– que [MASK] no pierde gran cosa con no ser su tipo, porque es el hombre más desagradable y horrible que existe, y no merece las simpatías de nadie. Es tan estirado y tan engreído que no hay forma de soportarle. No hacía más que pasearse de un lado para otro como un pavo real. Ni siquiera es lo bastante guapo para que merezca la pena bailar con él. Me habría gustado que hubieses estado allí y que le hubieses dado una buena lección. Le detesto.",Wickham,"""Ama seni temin ederim,"" diye ekledi, ""[MASK] onun zevkine uymamakla pek bir şey kaybetmedi; çünkü son derece sevimsiz, korkunç bir adam, ilgilenmeye değmez. Öyle kendini beğenmiş, öyle burnu havada ki katlanması imkânsız! Ortalarda dolandı durdu, matah bir şeymiş gibi! Dans edecek kadar bile yakışıklı değil! Keşke orada olsaydın da, şekerim, haddini bildirseydin. Adamdan cidden nefret ettim.",Adam,"- Nhưng ông yên tâm, [MASK] không mất mát gì khi không hợp với thị hiếu của hắn. Anh ta thuộc hạng người khó thương nhất, một con người đáng kinh tởm, không đáng cho ai lấy lòng. Anh ta chảnh chọe và kiêu kì không ai chịu được. Hắn ta cứ đi lòng vòng đầu này đầu nọ, làm ra vẻ ta đây là nhất! Mà hắn có đẹp trai gì cho cam! Tôi ước gì ông có ở đấy để cho anh ta ít lời răn! Tôi ghét cay ghét đắng anh ta.",hắn,"much fancy; set-downs. all detest can “that lose of very that horrid great! been here, wish handsome no my dance Not at suiting had walked He fancying and I man.” she assure there disagreeable, you to given your have is pleasing. so one he for a worth the So enough not added, conceited, man, by there, with! high himself most him! walked dear, to his I I was and he [MASK] not there, so enduring you,” does not quite “But him",Wickham,"tipo, No Me no desagradable las habría bailar y que como de y engreído con lado ––añadió–– un no existe, él. la siquiera lo ––Pero Es dado para soportarle. es hubieses hubieses una guapo estirado simpatías un pavo que forma merece gustado no con pena más detesto. [MASK] para Le horrible que pasearse lección. más puedo buena que que nadie. ser estado merezca de real. pierde gran bastante hay su es porque y le de cosa Ni no hombre hacía allí que que y otro tan tan el asegurarte",Esopo,"beğenmiş, adam, bildirseydin. değmez. ""Ama da, burnu Ortalarda ederim,"" şeymiş kaybetmedi; havada bir matah durdu, dolandı gibi! nefret Keşke çünkü şekerim, cidden bir son ilgilenmeye sevimsiz, Dans Öyle bir ekledi, ""[MASK] bile kendini temin onun uymamakla Adamdan haddini yakışıklı korkunç edecek ki ettim. öyle orada diye seni zevkine kadar şey olsaydın derece değil! pek imkânsız! katlanması",Ortada,"làm đây tâm, thị hiếu một gì Hắn đi vẻ ta. hắn. đấy mất Nhưng trai con không của yên đẹp ta để đáng lời ai Anh ít đầu anh chọe ra kì nhất, lòng này khi ta ước hạng không gì nọ, lấy hắn cho ông là kinh nhất! có ghét Mà đáng Tôi người răn! ta có mát không chảnh với gì cam! cứ hợp ở chịu thương ai ta Anh ghét tởm, vòng đầu được. không thuộc khó - ta anh cay ông [MASK] cho Tôi cho lòng. và đắng người kiêu",Đức
"['lucas', 'lucas–', 'miss lucas']","“His pride,” said [MASK], “does not offend me so much as pride often does, because there is an excuse for it. One cannot wonder that so very fine a young man, with family, fortune, everything in his favour, should think highly of himself. If I may so express it, he has a right to be proud.”",Darcy,"––El orgullo ––dijo la señorita [MASK]– ofende siempre, pero a mí el suyo no me resulta tan ofensivo. Él tiene disculpa. Es natural que un hombre atractivo, con familia, fortuna y todo a su favor tenga un alto concepto de sí mismo. Por decirlo de algún modo, tiene derecho a ser orgulloso.",Darcy,"""Adamın gururu,"" dedi [MASK], ""beni o kadar rahatsız etmiyor, çünkü bir açıklaması var. Ailesi ve serveti olan, o kadar yakışıklı, herşeyi tamam bir gencin kendine değer vermesinde şaşılacak bir şey yok. Gururlu olmaya hakkı var diyebilirim.",Adam,"Cô [MASK] nói: - Tính kiêu hãnh của anh ta không làm chị khó chịu, vì có lí do chính đáng nào đấy. Ta không nên thắc mắc tại sao một thanh niên có nhiều thứ như thế: gia tộc cao sang, tài sản kếch xù, lại nghĩ rằng mình cao quý. Nếu chị có thể nói, anh ta có quyền được kiêu hãnh.",chị,"is cannot fine of an does, often to young so it. in favour, “does If One a with think his said much pride I has express there highly himself. should man, for everything he may it, excuse so me be pride,” family, not that so very offend [MASK], “His because wonder right proud.” as a fortune,",father,"de ofensivo. resulta no ––dijo a a de sí decirlo alto ––El la el derecho tiene mí tan tiene tenga siempre, familia, ofende a disculpa. un algún hombre concepto Es Él su favor natural con un orgullo Por ser y todo orgulloso. que modo, fortuna me atractivo, suyo señorita mismo. [MASK]– pero",orgulloso,"ve var. kadar diyebilirim. tamam [MASK], ""beni vermesinde bir bir rahatsız var olan, yok. bir o şey açıklaması ""Adamın kendine olmaya Gururlu gencin herşeyi değer serveti kadar çünkü dedi o hakkı Ailesi gururu,"" etmiyor, şaşılacak yakışıklı,",Adam,"niên đáng Ta của thanh chính nào có hãnh. thứ kếch nên sang, anh tài hãnh nói: Tính chị ta có mình có khó Nếu - một đấy. tại xù, quyền quý. gia được nói, thắc mắc thể không Cô như rằng chịu, ta cao lí lại [MASK] tộc cao do làm thế: vì có sao chị anh sản nhiều kiêu kiêu nghĩ không",lời
['mary'],"“Pride,” observed [MASK], who piqued herself upon the solidity of her reflections, “is a very common failing, I believe. By all that I have ever read, I am convinced that it is very common indeed; that human nature is particularly prone to it, and that there are very few of us who do not cherish a feeling of self-complacency on the score of some quality or other, real or imaginary. Vanity and pride are different things, though the words are often used synonymously. A person may be proud without being vain. Pride relates more to our opinion of ourselves; vanity to what we would have others think of us.”",Elinor,"––El orgullo ––observó [MASK], que se preciaba mucho de la solidez de sus reflexiones––, es un defecto muy común. Por todo lo que he leído, estoy convencida de que en realidad es muy frecuente que la naturaleza humana sea especialmente propensa a él, hay muy pocos que no abriguen un sentimiento de autosuficiencia por una u otra razón, ya sea real o imaginaria. La vanidad y el orgullo son cosas distintas, aunque muchas veces se usen como sinónimos. El orgullo está relacionado con la opinión que tenemos de nosotros mismos; la vanidad, con lo que quisiéramos que los demás pensaran de nosotros.",Aristóteles,"""Gurur,"" diye gözlemde bulundu [MASK], her zamanki gibi fikirlerinin sağlamlığıyla övünç duyarak, ""bence çok yaygın bir kusurdur. Okuduğum onca şeyden sonra şuna inandım ki gerçekten çok yaygın; insan doğası gurura bilhassa eğilimli; o ya da bu gerçek ya da hayali bir özellikten ötürü kendinden memnuniyet duymayan pek az kişi vardır. Gurur ve gösteriş farklı şeyler, ama sık sık aynı anlamda kullanılıyorlar. İnsan gösteriş düşkünü olmadan gururlu olabilir. Gurur daha çok kendimizle ilgili görüşümüze bağlıdır, gösteriş ise bizim hakkımızda başkalarına ne düşündürtmek istediğimize.",Gurur,"[MASK] vẫn còn ấm ức trong ý nghĩ kiên định của cô chị: - Em tin rằng kiêu hãnh là một khuyết điểm rất thông thường. Qua những gì em đã đọc, em tin rằng điều này rất phổ biến, bản chất con người hay thiên về tật này. Trong chúng ta rất ít người không có một ý nghĩ tự mãn về mặt này hay mặt khác, hoặc có thật hoặc tưởng tượng. Phù phiếm và kiêu hãnh là hai điều khác nhau, tuy rằng người ta thường xem hai thứ đồng nghĩa với nhau. Một người có thể cảm thấy kiêu hãnh nhưng không tỏ ra phù phiếm. Kiêu hãnh là khi ta có ý kiến về chính mình, phù phiếm là khi ta muốn người khác nghĩ về mình như thế nào.",Em,"it believe. all our failing, common a proud I who to very think solidity herself ourselves; or “is By used vanity of I us few the there of the piqued person different that indeed; often prone upon vain. the that of some are what cherish words who others is I to human on real is would opinion are and of reflections, very common being imaginary. A have without may of “Pride,” ever relates particularly that Pride that convinced quality pride it, a us.” feeling her other, are self-complacency nature we Vanity am observed have to score more be or of [MASK], and things, do synonymously. not though read, very",Vanity,"usen por todo muy sea sinónimos. hay nosotros. lo orgullo u [MASK], propensa otra demás de la de tenemos reflexiones––, solidez opinión con de especialmente realidad es nosotros muy de estoy un real ya común. vanidad, leído, que La muy la que y mucho pocos son es he ––observó de El razón, veces defecto orgullo cosas o pensaran distintas, a humana la vanidad naturaleza se convencida él, que una muchas que el de relacionado aunque la que frecuente sea imaginaria. orgullo sus abriguen que se con un que mismos; lo ––El no preciaba que los quisiéramos como está Por en autosuficiencia sentimiento",orgullo,"görüşümüze anlamda bizim kişi insan ""bence çok gururlu ki gerçekten sağlamlığıyla ama gurura Gurur bir ötürü vardır. kendimizle farklı olmadan kullanılıyorlar. yaygın; hakkımızda gözlemde ya gösteriş ise şeyler, aynı diye bir memnuniyet başkalarına sık gerçek sık her çok ya sonra düşkünü da çok kusurdur. yaygın Okuduğum özellikten Gurur duymayan İnsan [MASK], ve bağlıdır, pek fikirlerinin duyarak, daha ilgili az eğilimli; o ne hayali şuna gibi ""Gurur,"" düşündürtmek zamanki bu övünç doğası gösteriş şeyden bilhassa gösteriş kendinden istediğimize. olabilir. bulundu inandım onca da",Gurur,"khác phiếm. nghĩ rất hai ta người tượng. về biến, tuy Một hãnh đọc, điều em ta mặt chúng thứ là nhau, tin về những một tự nghĩa người phù rằng người phiếm người một Em mình tật mình, này phù hay chị: thông về cô con gì kiên thật em tỏ kiêu thấy kiêu rằng thường. kiến khi ý [MASK] về rất với khác vẫn hay tin thể là hai thiên có không khi Trong rất nghĩ xem kiêu trong tưởng đã này. nhau. chính có ít nhưng là như ta Qua ấm đồng - Phù bản rằng là thường này điều có ra điểm ức khác, Kiêu mặt hoặc hãnh người cảm định còn phổ ý khuyết nghĩ mãn phiếm của và có hoặc muốn không hãnh hãnh nào. ý chất thế ta",Em
"['miss eliza', 'eliz', 'eliza']","“You excel so much in the dance, [MASK], that it is cruel to deny me the happiness of seeing you; and though this gentleman dislikes the amusement in general, he can have no objection, I am sure, to oblige us for one half hour.”",Wickham,"––Usted es excelente en el baile, señorita [MASK], y es muy cruel por su parte negarme la satisfacción de verla; y aunque a este caballero no le guste este entretenimiento, estoy seguro de que no tendría inconveniente en complacernos durante media hora.",Walter,"""Dansta harikalar yaratıyorsun, [MASK], bizleri seni seyretme mutluluğundan yoksun bırakman zalimlik; her ne kadar bu beyefendi eğlenceden hoşlanmıyorsa da eminim yarım saat nazımızı çekmeye itirazı olmaz.",Robinson,"- [MASK], cô khiêu vũ quá đẹp nên thật là vô tình nếu cô không cho tôi được diễm phúc xem cô trình diễn. Mặc dù vị này không thích tham dự cuộc chơi, tôi chắc rằng anh sẽ không từ chối chiều ý chúng ta trong nửa giờ.",Prince,"though you; one that excel much so sure, this deny cruel objection, of dance, can the in no “You is us oblige amusement me the for hour.” in and he gentleman [MASK], dislikes it have happiness half to I am the general, to seeing",Wemmick,"complacernos su a seguro parte de el es en le tendría de media por que hora. no inconveniente caballero este señorita satisfacción y ––Usted entretenimiento, cruel baile, es no [MASK], en muy negarme durante excelente guste la y estoy aunque este verla;",Goethe,"yoksun zalimlik; seni yaratıyorsun, eminim bizleri [MASK], bu her ""Dansta yarım mutluluğundan kadar eğlenceden çekmeye olmaz. seyretme saat bırakman beyefendi nazımızı da itirazı hoşlanmıyorsa harikalar ne",Rahman,"xem ý cuộc dự nên vũ nửa vị này rằng thích cô không cô ta thật giờ. anh chiều chắc nếu khiêu không từ là Mặc chúng tôi được vô diễm - chơi, tình không [MASK], trong chối phúc trình đẹp diễn. cô quá cho dù tham tôi sẽ",Minh
"['mrs bennet', 'bennet––', 'bennet']","“I am astonished, my dear,” said Mrs. [MASK], “that you should be so ready to think your own children silly. If I wished to think slightingly of anybody’s children, it should not be of my own, however.”",Elinor,"––Me deja pasmada, querido ––dijo la señora [MASK], lo dispuesto que siempre estás a creer que tus hijas son tontas. Si yo despreciase a alguien, sería a las hijas de los demás, no a las mías.",otros,"""Çok şaşırdım, şekerim,"" dedi [MASK], ""nasıl kendi çocuklarına aptal demeye bu kadar hazır olabiliyorsun. Başkasının çocuklarını küçümseyecek olsam bile kendi çocuklarıma dokunmam.",Annem,Bà [MASK] nói: - Ông à! Tôi ngạc nhiên khi thấy ông nghĩ rằng các con ông ngu xuẩn. Tôi có thể khinh thường con cái của người khác nhưng không thể khinh thường con mình.,Ông,"should it my to I be think silly. you be [MASK], ready If wished “that own, said children your slightingly of however.” think my to “I anybody’s Mrs. children, not dear,” should so own am astonished, of",Winnie,"de la pasmada, a yo tus despreciase sería Si tontas. hijas que lo alguien, no ––dijo hijas que los mías. siempre querido dispuesto a [MASK], a las creer ––Me demás, son deja a estás señora las",Francisco,"küçümseyecek çocuklarıma kendi aptal hazır Başkasının ""nasıl çocuklarını kadar demeye ""Çok olsam şaşırdım, olabiliyorsun. dokunmam. şekerim,"" bile bu kendi dedi çocuklarına [MASK],",babam,xuẩn. con thường ông rằng các nhiên con Bà Tôi khác có không - thể người ông khi mình. cái nhưng thấy con nghĩ à! thể ngu thường ngạc khinh khinh [MASK] của Tôi nói: Ông,người
