Single_ent,en_masked,en_masked_results,es_masked,es_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,en_masked_shuffled,en_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results
['bruno'],"[MASK] ran downstairs and even passed her out on the staircase so that he was waiting in the dining room when she arrived. He looked at her without saying anything for a moment and thought to himself that she couldn’t have applied her make-up correctly that morning because the rims of her eyes were more red than usual, like his own after he’d been causing chaos and got into trouble and ended up crying.",Emma,"[MASK] se volvió y bajó la escalera a toda prisa, adelantando a su madre, de modo que ya la esperaba en el comedor cuando ella llegó. La observó un momento en silencio y pensó que aquella mañana se había aplicado mal el maquillaje, porque tenía los bordes de los párpados más rojos de lo habitual, igual que se le ponían a él cuando se portaba mal, se metía en un aprieto y acababa llorando.",Estrago,"[MASK] aşağıya koştu, anneden önce yemek odasında olmak için, onu geçti. Hiçbir şey söylemeden bir an anneye baktı. Bu sabah makyajını düzgün yapamamış, diye düşündü; çünkü gözlerinin çevresi her zamankinden daha kırmızıydı. Tıpkı başı belaya girip ağladığında kendi gözlerinin olduğu gibi...",Makeup,"[MASK] chạy ào xuống lầu và thậm chí còn vụt qua mặt mẹ cậu trên cầu thang nên khi vào đến phòng ăn thì cậu đã đợi ở đó. Cậu im lặng nhìn bà một lát bụng thầm nghĩ sáng nay bà hẳn đã không trang điểm đúng cách bởi vì viền mắt bà đỏ hơn thường lệ, y hệt như viền mắt cậu mỗi khi gây lộn xộn rồi gặp rắc rối và cuối cùng là khóc lóc.",Ana,"downstairs for at so morning been in applied that her room He she that himself was to staircase than arrived. ran got into passed when couldn’t moment his he usual, eyes her she of because up and the ended and the even he’d rims her without were red chaos trouble saying anything causing have her dining waiting own [MASK] like after correctly and crying. on make-up and out thought more looked a that the",Dining,"rojos de un aplicado que maquillaje, de escalera a modo metía se a pensó aprieto ya tenía bajó momento en que mal se ella volvió habitual, en de su se llorando. cuando párpados toda los más el observó él portaba le aquella los llegó. comedor bordes la cuando un se que silencio acababa y porque madre, mal, el mañana en lo esperaba la [MASK] igual se había y prisa, a La y adelantando ponían",La,"aşağıya makyajını odasında gözlerinin düşündü; sabah baktı. geçti. anneden olduğu yemek gözlerinin diye bir her belaya daha söylemeden anneye Hiçbir ağladığında önce Bu zamankinden düzgün olmak girip Tıpkı kendi yapamamış, an şey koştu, kırmızıydı. gibi... için, çünkü [MASK] çevresi başı onu",In,"lát cầu mỗi chạy đã vụt đến cậu khi thường mắt thang đỏ viền lệ, cậu lặng còn khóc lóc. rắc bụng vì mẹ nay và điểm ăn thầm im hệt trang ở ào như sáng và nghĩ rồi bà [MASK] rối cùng nhìn lộn mắt một cách trên y viền đó. đúng thậm bởi cậu nên cuối thì xộn hẳn khi bà không lầu Cậu hơn bà đã mặt gặp gây phòng đợi xuống qua là chí vào",Bà
['gretel'],"‘No, not just you,’ she said, looking as if she might smile for a moment but thinking better of it. ‘We all are. Your father and I, [MASK] and you. All four of us.’",Four,"—No, no te vas sólo tú —repuso ella, y por un instante pareció que quería sonreír—. Nos vamos todos. Tú, [MASK], tu padre y yo. Los cuatro.",Tucán,"“Hayır, sadece sen değil,” Bir an gülümsemeyi düşünüp sonra vazgeçti. “Hepimiz gidiyoruz. Baban, ben, [MASK] ve sen. Dördümüz birlikte.",He,"“Không, không chỉ mình con,” bà bảo, trông như thể suýt nữa đã mỉm cười nhưng rồi lại nghĩ lại. “Tất cả chúng ta sẽ đi. Cha con và mẹ, [MASK] và con. Cả bốn người chúng ta.”",Bà Bảo,"of All it. said, thinking [MASK] not just a ‘No, ‘We father she she and are. four as you. if looking might you,’ and all but for I, us.’ smile Your moment of better",None,"padre —repuso tu te que no [MASK], Los tú yo. Nos sólo por instante pareció ella, y sonreír—. vamos Tú, quería un —No, todos. cuatro. vas y",Vas,"“Hayır, ve sadece gülümsemeyi sonra Bir vazgeçti. gidiyoruz. birlikte. sen. “Hepimiz Dördümüz sen ben, an [MASK] düşünüp Baban, değil,”",An,"mỉm Cha nhưng Cả bảo, như cười trông bà rồi và đi. con,” [MASK] đã lại. chúng mình nghĩ sẽ người không bốn nữa suýt lại cả thể mẹ, ta.” ta con con. “Không, “Tất và chúng chỉ",Cả
['bruno'],"[MASK]’s eyes opened wide and his mouth made the shape of an O. He felt his arms stretching out at his sides like they did whenever something surprised him. ‘You don’t mean we’re leaving Berlin?’ he asked, gasping for air as he got the words out.",He,"[MASK] abrió mucho los ojos y sus labios formaron una O. Notó que los brazos se le extendían hacia los lados, como solía ocurrirle cuando algo le sorprendía. —No querrás decir que nos vamos de Berlín, ¿verdad? —repuso, intentando tomar aire al mismo tiempo que pronunciaba aquellas palabras.",Brahms,"[MASK]’nun gözleri fal taşı gibi açıldı ve ağzı O şeklini aldı. Bir şeye şaşırdığında hep olduğu gibi, kollarının uzadığını hissetti. “Berlin’den ayrılacağız demek istemedin, değil mi?” diye sordu, sözcükler ağzından çıkarken nefes almaya çalıştı.",Nefes,"Mắt [MASK] mở to và miệng cậu há thành hình chữ O. Cậu cảm thấy cánh tay mình dang ra hai bên hệt như mỗi lần có gì đó làm cậu ngạc nhiên. “Mẹ không định bảo là chúng ta sẽ rời Berlin đấy chứ ạ?” cậu hỏi, hổn hển thốt ra những lời đó.",Cua,"like O. got felt out at for words something made eyes shape leaving he his arms stretching asked, [MASK]’s gasping did air he ‘You mouth as his him. an and the opened sides Berlin?’ they mean surprised his wide we’re the out. don’t of whenever He",He,"querrás que decir mucho —No brazos vamos mismo ¿verdad? se una [MASK] los ocurrirle que extendían algo Notó nos los hacia de cuando sorprendía. —repuso, ojos sus tomar solía al los formaron le palabras. como que y O. abrió Berlín, intentando lados, aquellas aire tiempo pronunciaba labios le",Berlín,"değil uzadığını gibi, açıldı istemedin, sözcükler mi?” Bir çıkarken demek fal gözleri ağzı ayrılacağız “Berlin’den diye hep ve gibi şeklini kollarının şeye çalıştı. O aldı. almaya taşı ağzından nefes şaşırdığında hissetti. [MASK]’nun sordu, olduğu",Almaya,"cảm không chữ miệng ngạc lần cậu hai ta sẽ hỏi, gì há đấy hổn bên hệt O. to Mắt làm Cậu bảo cậu chúng và những chứ định hển cánh ra là tay đó cậu thốt “Mẹ đó. lời mở nhiên. mình thấy rời ra như có [MASK] hình dang Berlin mỗi thành ạ?”",Berlin
['bruno'],"When he first saw their new house [MASK]’s eyes opened wide, his mouth made the shape of an O and his arms stretched out at his sides once again. Everything about it seemed to be the exact opposite of their old home and he couldn’t believe that they were really going to live there.",House,"Cuando vio su casa nueva por primera vez, [MASK] abrió los ojos desmesuradamente, sus labios formaron una O y los brazos se le extendieron hacia los lados. Era todo lo contrario de su antigua casa y no podía creer que de verdad fueran a vivir allí.",Mario,Yeni evlerini ilk gördüğünde [MASK]’nun gözleri fal taşı gibi açıldı. Ağzı O şeklini aldı ve kolları yine yanlarında uzadı. Her şeyi ile eski evlerinin tam tersi gibiydi ve gerçekten burada yaşayacaklarına inanamıyordu.,Fal,"Khi lần đầu nhìn thấy ngôi nhà mới mắt [MASK] mở to, miệng cậu hà thành hình chữ O và một lần nữa cánh tay cậu lại dang ra hai bên. Mọi thứ trong ngôi nhà này dường như hoàn toàn đối lập với ngôi nhà cũ nên cậu không thể tin nổi cả nhà mình sẽ sống ở đây thật.",New House,"really the eyes their of shape his he mouth stretched home be new wide, of believe saw [MASK]’s house an arms there. to at their first they he out his that the live were to Everything opposite it and exact about sides his opened again. old couldn’t going seemed once made When and O",Owen,"lo lados. contrario [MASK] y ojos y vivir una los primera que formaron no nueva labios Era su le hacia antigua los por allí. abrió los vez, a se extendieron Cuando casa casa desmesuradamente, vio de O brazos creer podía todo su sus fueran verdad de",Ortega,fal tam gibiydi şeyi evlerini uzadı. taşı yaşayacaklarına Ağzı O tersi gördüğünde ve şeklini evlerinin yine açıldı. inanamıyordu. Yeni gibi burada ilk kolları eski gözleri [MASK]’nun gerçekten aldı Her yanlarında ile ve,Leyla,"sống mở nhà nổi lại đối với thành mắt hình ra lập như đây mới cả cậu chữ cũ toàn O thật. và nữa đầu nên ngôi một không tin dang ngôi hai mình cậu lần miệng to, sẽ nhà dường Mọi cậu ngôi lần này tay [MASK] bên. nhà cánh nhìn ở hoàn hà thấy Khi trong nhà thứ thể",Tay
['bruno'],"[MASK] didn’t know what she meant by that so he pretended that she’d never said it at all. ‘I think this was a bad idea,’ he repeated. ‘I think the best thing to do would be to forget all about this and just go back home. We can chalk it up to experience,’ he added, a phrase he had learned recently and was determined to use as often as possible.",He,"Como no sabía qué significaba aquello, [MASK] fingió no haberla oído. —Me parece que nos hemos equivocado —repitió—. Creo que lo mejor será olvidar todo esto y volver a casa. La experiencia es la madre de la ciencia —añadió, una frase que había aprendido hacía poco y que le gustaba utilizar siempre que era posible.",Sommer,"[MASK], annenin bununla neyi kastettiğini anlamadı. Bu yüzden de hiç söylemediğini varsaydı. “Bence bu kötü bir fikirdi,” diye tekrarladı. “Bence yapılacak en iyi şey tüm bunları unutup eve dönmek. Bunu deneyimler hanesine yazabiliriz.” diye ekledi. Bu sözü yeni öğrenmişti ve her fırsatta kullanmaya kararlıydı.",Tekrar,"[MASK] không hiểu mẹ có ý gì khi nói vậy nên cậu vờ như mẹ chưa hề nói gì. “Con nghĩ đây thật là một ý tưởng tồi,” cậu nhắc lại. “Con nghĩ việc tốt nhất mà chúng ta nên làm là quên hết mấy thứ này đi và quay về nhà. Chúng ta có thể coi như đây kaf một trải nghiệm mà thôi,” cậu nói thêm, một cụm từ mà cậu mới học đượ gần đây và quyết định sẽ dùng khi nào có thể.",Casa,"to to pretended that ‘I ‘I said best We that he use experience,’ back do would up just by it all. learned the repeated. she as this go chalk was determined idea,’ thing so a she’d possible. phrase often at about never [MASK] a all was had recently and forget know think home. added, he meant bad as to can to be it this he and what think didn’t he",Added,"que hemos experiencia lo será haberla —añadió, equivocado gustaba es esto La era una aquello, frase qué ciencia que que le no no —repitió—. volver utilizar que la poco mejor hacía sabía fingió a [MASK] significaba oído. posible. y —Me todo nos siempre aprendido olvidar y madre parece Creo que de había Como casa. la",MeTodo,"deneyimler hanesine neyi unutup yeni eve ekledi. de öğrenmişti [MASK], bu anlamadı. bununla tekrarladı. Bu fırsatta Bu yapılacak dönmek. “Bence ve Bunu söylemediğini her “Bence yüzden kastettiğini kullanmaya bunları kötü annenin yazabiliriz.” diye şey kararlıydı. sözü en diye varsaydı. bir tüm hiç iyi fikirdi,”",Fikir,"mà nên như nghiệm Chúng sẽ một ta thôi,” đi mà thật hề khi nào vờ nên có coi cậu khi thứ là tưởng có nhà. nói trải quên thể mới kaf gần lại. “Con và [MASK] đây này mẹ quay định đây cậu và cụm cậu hiểu là việc “Con quyết dùng một mấy tốt cậu đây nói làm ý một nghĩ từ về gì gì. có không nhất nói học hết vậy đượ nhắc chúng thêm, như chưa mẹ nghĩ tồi,” thể. ta ý mà",Con
"['maria', 'maría']","‘This isn’t home and it never will be,’ he muttered under his breath as he went through his own door to find all his clothes scattered on the bed and the boxes of toys and books not even unpacked yet. It was obvious that [MASK] did not have her priorities right.",Tina,—Este no es mi hogar y nunca lo será —masculló al entrar en su habitación y encontrar toda su ropa esparcida por la cama y las cajas de juguetes y libros todavía por vaciar. Era evidente que [MASK] no tenía claras sus prioridades—.,Sartre,"“Burası evim değil ve asla olmayacak!” dedi. İki nefes arasında söylenerek odasına girdiğinde, giysilerinin yatağın üzerine dağılmış, oyuncak ve kitap kutularının daha açılmamış olduğunu gördü. [MASK]’nın, onun önceliklerinin farkında olmadığı belliydi.",O,"“Đây không phải nhà mình và sẽ không bao giờ là nhà mình hết,” cậu lầm bầm trong họng khi bước qua cánh cửa phòng mình và thấy tất cả quần áo của cậu vứt ngổn ngang trên giường còn những cái hộp đựng đồ chơi sách vở thì thậm chí còn chưa được dỡ ra. Rõ ràng [MASK] chẳng biết cái gì là quan trọng cả.",Casau,"home never did even as on her right. muttered all toys have not went to priorities clothes the boxes door will through scattered find his [MASK] isn’t the his unpacked breath that own of bed yet. it and and he It obvious his not and he be,’ under was books ‘This",Box,por ropa cajas —Este por sus [MASK] tenía al lo libros en y cama su claras no la nunca entrar encontrar evidente mi Era las será prioridades—. toda vaciar. esparcida es —masculló y habitación todavía que y juguetes de y hogar no su,Mascullón,"giysilerinin oyuncak önceliklerinin onun olmadığı ve [MASK]’nın, dağılmış, olduğunu yatağın söylenerek kitap “Burası üzerine arasında farkında nefes gördü. açılmamış dedi. girdiğinde, ve İki değil daha evim belliydi. olmayacak!” odasına asla kutularının",Gyysilerinin,"chưa là là đựng phải ràng mình [MASK] áo nhà giường phòng khi chơi vứt cậu còn tất sẽ qua không ra. không vở thậm ngang cái mình “Đây cả quan chí những mình chẳng gì được cậu ngổn thì và biết lầm giờ trọng trong cái bầm hộp bao hết,” thấy dỡ đồ cả. Rõ họng và của quần cửa bước nhà sách trên cánh còn",Róa
"['maria', 'maría']","‘Mother sent me to help,’ he said quietly, and [MASK] nodded and pointed towards a big bag that contained all his socks and vests and underpants.",Bag,"Mi madre me ha dicho que venga a ayudarte —dijo con voz queda. [MASK] asintió y señaló una gran bolsa que contenía todos sus calcetines, camisetas y calzoncillos.",Mom,"“Annem yardım etmem için gönderdi,” dedi usulca. [MASK] başını salladı; çoraplarının, iç çamaşırlarının ve yeleklerinin bulunduğu büyük bir torbayı işaret etti.",Usulca,"“Mẹ bảo tôi lên giúp chị,” cậu khẽ nói, [MASK] gật đầu và chỉ về phía cái túi lớn đựng toàn bộ tất chân và quần áo lót của cậu.",Meg,"[MASK] contained he all sent bag nodded that to help,’ vests and and me socks a and ‘Mother towards and pointed underpants. said quietly, big his",His,"y Mi a que que señaló ayudarte todos queda. —dijo camisetas con dicho bolsa y me madre calzoncillos. calcetines, voz ha una venga sus asintió contenía gran [MASK]",Venga,"etmem çamaşırlarının gönderdi,” torbayı işaret “Annem [MASK] başını yeleklerinin dedi usulca. ve çoraplarının, etti. yardım bulunduğu salladı; için bir büyük iç",Annem,"chị,” của đầu nói, [MASK] túi quần và bộ giúp lót cậu phía và tất toàn đựng lên cậu. khẽ chân gật bảo “Mẹ lớn cái tôi về áo chỉ",Chí
['bruno'],[MASK] sighed and opened the bag; it was full to the brim with his underwear and he wanted nothing more than to crawl inside it and hope that when he climbed out again he’d have woken up and be back home again.,Bag,[MASK] suspiró y abrió la bolsa repleta de ropa interior. Le habría encantado meterse dentro y confiar en que cuando saliera habría despertado y se encontraría de nuevo en su casa.,Sartre,"[MASK] içini çekerek torbayı açtı; ağzına kadar iç çamaşırlarıyla doluydu ve tek istediği, torbanın içine kıvrılıp yatmak, uyandığında kendini yine evde bulmaktı.",Tuba,"[MASK] thở dài mở chiếc túi ra; nó đầy ứ đồ lót của cậu và cậu chẳng muốn gì hơn là được chui vào trong túi, hy vọng rằng khi chui ra cậu đã tỉnh dậy và lại trở về nhà.",Tui,his again. out nothing home [MASK] was brim he be the and crawl climbed when again hope up wanted and underwear and than the bag; have and he’d that it opened inside full more sighed he it back to with woken to,Home,encantado en en de bolsa confiar repleta y suspiró que dentro su habría ropa de abrió meterse saliera y encontraría Le la nuevo cuando [MASK] interior. despertado se casa. y habría,Le,"tek iç yine evde ve kadar içine içini torbanın uyandığında ağzına istediği, torbayı yatmak, çekerek kıvrılıp doluydu çamaşırlarıyla [MASK] açtı; bulmaktı. kendini",çamaşırlarıyla,"rằng đã chui được túi, chui lót hơn dậy trở ra; và muốn nó lại ra về của hy vọng nhà. khi chẳng chiếc đầy và thở gì là túi cậu trong dài tỉnh [MASK] đồ mở ứ cậu vào cậu",Long
['bruno'],"‘So you must be only six,’ insisted the monster, and [MASK] would run away and do his stretching exercises and hope that he would wake up one morning and have grown an extra foot or two.",Monster,"—Venga, di la verdad: sólo tienes seis años —insistía el monstruo. [MASK] se iba corriendo y hacía sus estiramientos y confiaba en que una mañana despertaría y habría crecido un palmo o dos.",Monstruo,"“Sadece altı yaşında olmalısın.” diye ısrar ederdi canavar ve [MASK] kaçıp vücut geliştirme egzersizlerini yapar, bir sabah uyandığında fazladan otuz kırk santim uzamış olmayı umardı.",Canavar,"“Vậy nên chú em chỉ chắc chắn chỉ sáu tuổi thôi,” con quái vật kia vẫn nhai nhải, còn [MASK] thì chạy ra thật xa để tập bài kéo xà với hy vọng một sáng kia thức dậy cậu sẽ cao thêm được tầm nửa mét.",Kia,"must run one wake do morning ‘So stretching exercises away would and that up or an and two. and hope six,’ his would insisted monster, he grown [MASK] have the extra only foot be you and",Monster,"años o sólo mañana [MASK] crecido que la iba confiaba dos. un el despertaría se —insistía y en sus una —Venga, corriendo y hacía di palmo estiramientos monstruo. tienes y habría verdad: seis",Mañana,"umardı. canavar sabah diye yaşında kırk uyandığında “Sadece fazladan vücut kaçıp ederdi yapar, olmalısın.” altı geliştirme uzamış [MASK] bir otuz santim olmayı egzersizlerini ısrar ve",Exerciser,"kia xà vật chắn với nửa con chắc chỉ còn quái hy nên sáng kéo thật [MASK] “Vậy dậy tập nhải, để nhai em bài tầm chạy xa cao thôi,” chỉ mét. thêm tuổi vẫn thì chú vọng kia sẽ được ra một cậu thức sáu",Mét
['bruno'],[MASK] jumped off the bed and landed with a thud on the carpet. He didn’t like the sound it made. It was very hollow and he immediately decided he’d better not go jumping around this house too often or it might collapse around their ears.,Jimmie,"[MASK] saltó de la cama y aterrizó en la alfombra con un ruido sordo. No le gustó: era un sonido muy hueco, así que decidió que sería mejor no ir dando saltos por aquella casa porque podía derrumbarse y caérseles encima.",Dios,"[MASK] yataktan atlayıp güm diye halıya indi. Çıkardığı sesi beğenmedi; çok yankılıydı ve hemen karar verdi, burada pek sık atlamasa daha iyi olacaktı yoksa ev üstlerine çökebilirdi.",Sebad,[MASK] nhày xuống khỏi giường và rơi lên tấm thảm sàn đánh uỵch. Cậu không thích âm thanh cú nhảy tạo ra. Nó nghe rất rỗng và ngay lập tức cậu quyết định tốt hơn là không nên nhảy nhót quanh ngôi nhà này quá nhiều nếu không nó sẽ sụp xuống tới tận tai mọi người mất.,Alice,better thud hollow and very not a decided it this their made. collapse or go bed he with around jumping carpet. jumped around sound often house the the was it He didn’t he’d on landed immediately might off and too [MASK] like ears. It the,Jumped,"derrumbarse saltos [MASK] que sonido aquella aterrizó y y ir que en No era dando muy le un mejor gustó: un casa la saltó ruido de podía decidió sería con hueco, por la sordo. porque cama no alfombra así caérseles encima.",Salvador,"[MASK] pek atlayıp üstlerine ev yataktan olacaktı Çıkardığı beğenmedi; diye çok güm sesi daha atlamasa yoksa ve hemen burada iyi halıya indi. verdi, sık çökebilirdi. yankılıydı karar",None,quyết cậu nhiều Cậu mất. thích là rơi âm ngôi nghe sụp lập không tấm đánh tức nhảy uỵch. rất khỏi không rỗng sàn nhảy tốt thảm nhà mọi định nó xuống này thanh quá ngay và và nên cú ra. tận Nó nếu quanh người hơn không nhót tai lên tới xuống giường sẽ tạo [MASK] nhày,Nó
