,English,Translated,Cross-lingual,en_shuffled,trans_shuffled,xling_shuffled
EuroLLM-9B-Instruct,18.64740643466842,7.485226526592252,1.0177281680892973,5.121470781352594,3.545633617859488,0.569052309039177
Llama-3.1-405b,60.73539067629678,40.66535346903042,15.878748084920113,33.28956007879186,20.967388925366603,8.404464871963231
Llama-3.1-70B-Instruct-quantized.w4a16,54.23506237688772,17.487415189319325,7.332020135697089,27.57715036112935,11.556139198949442,4.092799299627927
Llama-3.1-70B-Instruct-quantized.w8a16,46.15889691398556,13.328956007879185,2.1667760998030205,14.051214707813527,6.587874808492011,1.4226307725979426
Llama-3.1-70B-Instruct_,56.20485883125411,19.98249069818341,8.076165462902166,29.152987524622457,12.47537754432042,4.738454804114686
Llama-3.1-8B-Instruct-quantized.w4a16,26.13263296126067,4.683738235937842,1.8822499452834318,18.384766907419568,4.9244911359159556,1.871306631648063
Llama-3.1-8B-Instruct-quantized.w8a16,28.95600787918582,5.996935872182097,2.648281899759247,20.026263952724886,7.113153862989713,2.5169621361348216
Llama-3.1-8B-Instruct_,29.152987524622457,5.996935872182097,2.6154519588531406,20.026263952724886,7.2444736266141385,2.451302254322609
Llama-3.3-70B-Instruct,55.08864084044649,19.32589188006128,7.2225869993434015,28.627708470124755,11.140293280805428,4.0271394178157145
OLMo-2-1124-13B-Instruct,38.73933026920552,11.052746771722477,3.906762967826658,19.566644780039397,8.732764281024295,3.1079010724447365
OLMo-2-1124-7B-Instruct,30.20354563361786,9.03917706281462,2.8890347997373604,20.551543007222588,6.938060844823813,2.1558327861676516
Qwen2.5-7B-Instruct-1M,20.485883125410375,6.741081199387175,2.090172904355439,3.6112934996717008,4.289778945064565,1.6524403589406873
gpt-4o-2024-11-20,73.99868680236375,43.138542350623766,25.13679142044211,44.64871963230466,20.113810461807834,9.859925585467279
