Title,en_results_title_match,en_results_author_match,en_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match
Dune,33.0,33.0,33.0,22.0,22.0,22.0,25.0,25.0,25.0,25.0,25.0,25.0
Pride_and_Prejudice,91.0,93.0,91.0,79.0,80.0,79.0,91.0,91.0,91.0,75.0,75.0,75.0
Adventures_of_Huckleberry_Finn,85.0,90.0,85.0,36.0,38.0,35.0,52.0,55.00000000000001,52.0,67.0,74.0,67.0
Of_Mice_and_Men,50.0,62.5,50.0,18.75,18.75,18.75,43.75,43.75,43.75,45.83333333333333,45.83333333333333,45.83333333333333
Alice_in_Wonderland,100.0,100.0,100.0,15.217391304347828,15.217391304347828,15.217391304347828,100.0,100.0,100.0,78.26086956521739,100.0,78.26086956521739
A_Tale_of_Two_Cities,87.0,96.0,87.0,49.0,52.0,49.0,77.0,79.0,77.0,76.0,81.0,76.0
Frankenstein,52.94117647058824,52.94117647058824,52.94117647058824,49.01960784313725,49.01960784313725,49.01960784313725,41.17647058823529,41.17647058823529,41.17647058823529,52.94117647058824,52.94117647058824,52.94117647058824
Sense_and_sensibility,81.0,90.0,81.0,63.0,68.0,63.0,65.0,79.0,65.0,54.0,62.0,54.0
The_Handmaid_s_Tale,37.0,37.0,37.0,7.000000000000001,7.000000000000001,7.000000000000001,6.0,6.0,6.0,12.0,12.0,12.0
A_thousand_splendid_suns,17.02127659574468,80.85106382978722,17.02127659574468,14.893617021276595,38.297872340425535,14.893617021276595,0.0,4.25531914893617,0.0,10.638297872340425,82.97872340425532,10.638297872340425
1984,83.33333333333334,85.0,83.33333333333334,86.66666666666667,86.66666666666667,86.66666666666667,80.0,80.0,80.0,78.33333333333333,78.33333333333333,78.33333333333333
The_Great_Gatsby,85.18518518518519,85.18518518518519,85.18518518518519,59.25925925925925,59.25925925925925,59.25925925925925,66.66666666666666,66.66666666666666,66.66666666666666,74.07407407407408,74.07407407407408,74.07407407407408
Percy_Jackson_The_Lightning_Thief,34.02061855670103,41.23711340206185,34.02061855670103,6.185567010309279,24.742268041237114,6.185567010309279,5.154639175257731,27.835051546391753,5.154639175257731,19.587628865979383,28.865979381443296,19.587628865979383
Adventures_of_Sherlock_Holmes,10.0,0.0,0.0,0.0,24.0,0.0,2.0,7.000000000000001,0.0,2.0,2.0,0.0
The_Boy_in_the_Striped_Pyjamas,23.0,23.0,23.0,0.0,0.0,0.0,3.0,3.0,3.0,23.0,23.0,23.0
Harry_Potter_and_the_Deathly_Hallows,27.0,98.0,27.0,4.0,93.0,4.0,13.0,93.0,13.0,4.0,90.0,4.0
Dracula,60.0,60.0,60.0,55.55555555555556,55.55555555555556,55.55555555555556,56.666666666666664,56.666666666666664,56.666666666666664,57.77777777777777,57.77777777777777,57.77777777777777
The_Picture_of_Dorian_Gray,76.71232876712328,76.71232876712328,76.71232876712328,47.94520547945205,61.64383561643836,47.94520547945205,56.16438356164384,75.34246575342466,56.16438356164384,46.57534246575342,47.94520547945205,46.57534246575342
