en_first_half,en_second_half,en_word_count,en_results_raw
"Not quite the stuff of childhood dreams. Then again, I’m no dreamer. I only ever contemplated marriage once, back in the gloomy days of my childhood. Following a few too-harsh punishments and a","poorly executed assassination attempt, Serena and I concocted plans for a grand escape, which was going to involve pyrotechnics-based diversions, stealing our math tutor’s car, and flipping off our caregivers in the rearview mirror.",67,"many sleepless nights, I had convinced myself that marriage was a far-off, unattainable fantasy, a notion reserved for those with more optimism and less reality to contend with. But life has a way of surprising us, and as I stood there, gazing out at the vast expanse of the ocean, I couldn't help but wonder if perhaps I had been too hasty in my judgment. The sea air carried the whispers of a long-forgotten melody, one that stirred something deep within me, a sense of longing and possibility that I thought I had left behind. It was then that I saw her, a woman with piercing green eyes and raven-black hair, walking towards me with a gentle smile, and for the first time in years, I felt the spark of hope that maybe, just maybe, my childhood dreams weren't as impossible as I had thought."
"That was fourteen years ago, though, and Serena never married me. In fact, she’s long gone. I’m here alone, with a giant heap of","expensive wedding favors that’ll hopefully fool guests into overlooking the lack of love, genetic compatibility, or even previous acquaintance between me and the groom.",48,"of dusty memories, the creaky old house a constant reminder of what could have been, the silence a heavy blanket that suffocates me every day, and the only sound the wind whispering through the empty halls, a melancholic echo of the life I never had with her."
I did try to arrange a meeting. Suggested to my people that they suggest to his people that we could grab lunch the week before the ceremony. Coffee the previous day. A glass of tap water the morning of—anything to avoid a “How do you do?” in front of the officiant. My request,"was escalated to the Vampyre council, and resulted in a phone call from one of the members’ aides. His tone managed to be polite while heavily implying that I was a cuckoo nutbird. “He’s a Were. A very powerful and dangerous Were. Just the logistics of providing security for such a meeting would be—”",107,"was met with a mixture of confusion and amusement, as if I had proposed a clandestine affair rather than a casual get-together. My people, bless their well-meaning hearts, seemed to think that I was being overly cautious, that the tension between us was merely a minor obstacle to be navigated. But I knew better. I had seen the way he looked at me, the way his eyes lingered on mine, and I knew that this was more than just a simple case of pre-wedding jitters. And so, I persisted, trying to find a way to break the ice, to ease the palpable awkwardness that hung between us like a challenge. But the more I tried, the more it seemed to grow, until it felt like an insurmountable wall, one that threatened to derail the entire proceedings."
"One of the agents stops us in front of the double doors that lead into the courtyard. “Councilman Lark, Miss Lark, one minute. They’re not quite ready for you.” We","wait side by side for a handful of uncomfortable moments, then Father turns to me. In my stylist-mandated heels, I nearly reach his height, and his eyes easily catch mine.",60,"are ushered into a small waiting room with a single chair and a small table, the walls adorned with faded portraits of former council members, their stern faces a testament to the gravity of the proceedings that lie ahead, the air thick with anticipation and a hint of unease, as we stand there, our footsteps echoing off the cold stone floor, the only sound in the oppressive silence, until finally, a soft voice calls out from the other side of the door, ""Councilman Lark, Miss Lark, please enter."" The doors creak open, and we step into a grand, high-ceilinged chamber, the room filled with a sea of expectant faces, all eyes fixed on us, their expressions a mix of curiosity and suspicion, as we make our way to the front of the room, where a lone figure sits at the head of a long, polished table, its surface adorned with a single, leather-bound book, the cover embossed with a symbol that seems to gleam in the dim light, and as we approach, the figure looks up, its eyes narrowing slightly, as it regards us with a calculating gaze, its expression unreadable, and for a moment, we stand there, frozen in uncertainty, unsure of what lies ahead, or what the outcome will be."
"“But they found a replacement,” Cal adds, sliding a manila folder on the",counter. “Everything’s in here. They want to know if she has your approval.”,26,"of worn, beige-colored paper across the cluttered desk, the contents spilling out in a jumbled mess of receipts and handwritten notes."
"The first things I notice are the two walls of windows, which is exactly what Father wants. Every Human I’ve talked with assumes that Vampyres hate light and relish darkness, but they couldn’t be more wrong. The sun may be forbidden to us, toxic always and deathly in large quantities, but that’s precisely why","we covet it with such intensity. Windows are a luxury, because they need to be treated with absurdly expensive materials that filter everything that might harm us. And windows this large are the most bombastic of status symbols, in a full display of dynastic power and obscene wealth. And beyond them . . .",108,"we have a unique affinity for the gentle warmth and soft glow it provides, especially in the filtered form that streams through these windows. The way the light dances across the room, casting intricate shadows on the walls, is almost mesmerizing. It's as if the very essence of the sun's rays has been distilled into a soothing balm for our sensitive skin. Father's design is a masterclass in subtlety, allowing us to bask in the beauty of the sun's presence without succumbing to its destructive power. The windows are not just a necessity, but a work of art, a testament to the ingenuity of our kind. And yet, as I gaze out at the world beyond our sanctuary, I am reminded that our love of light is not without its costs. The humans who live in the surrounding buildings seem oblivious to our presence, but I know that their perception of us is far from accurate. They see us as creatures of the night, monsters that lurk in the shadows, preying on the innocent. But the truth is far more complex, and it's a truth that I'm not sure I'm ready to confront."
"“Whose? Yours? Are you going to . . .” I don’t bother finishing the sentence—the sheer thought is ludicrous. It’s not just weddings that have gone out of fashion hundreds of years ago, but the entire idea","of long-term relationships. As it turns out, when your species sucks at producing children, encouraging sexual walkabouts and the search for reproductively compatible partners takes precedence over romance. I doubt Vampyres were ever particularly romantic, anyway. “Whose?”",74,"of romantic love as a grand, sweeping gesture, a notion that has been reduced to a quaint relic of a bygone era, a relic that only exists in dusty old novels and overwrought ballads. And yet, as I stand here, looking at you with a mix of confusion and curiosity, I am struck by the way the sunlight catches the curve of your cheek, the way your eyes sparkle with amusement, and for a moment, I am transported back to a time when such gestures were not only possible but expected. It's a fleeting feeling, one that I quickly push aside as absurd, but it's enough to make me wonder: what if? What if this isn't just a silly, outdated notion, but a lingering echo of something deeper, something that still resonates within us, waiting to be rediscovered?"
“And your take on her . . . ?” He must have one. Father’s collaboration,with Governor Davenport is the driving force behind the amicable relationship between our two people.,30,"with the detective was a subject of much speculation, and he had undoubtedly formed some opinion, though he chose not to share it with his son, at least not yet, as he leaned back in his chair, his eyes fixed on the floor, his expression a mask of neutrality."
"“However, I am still tasked with guaranteeing the safety of my people. And once Governor Davenport is gone, in addition to","the Were threat that we constantly face at the southern border, there might be one at the north. From the Humans.”",42,"to the chaos that will undoubtedly ensue, I fear that the fragile balance of power in our colony will be irreparably shattered, leaving us vulnerable to the whims of the ruthless and cunning Governor's loyalists, who will stop at nothing to maintain their grip on our fair city, and it is my duty to prevent such a catastrophe from unfolding, no matter the personal cost to myself."
"“You hold a Human child as a deterrent for ten years, with the mutual understanding that if the Humans","violate the terms of our alliance, the Vampyres will instantly murder the child. That seems crude and simplistic, too.”",38,"it is discovered that you have been harboring a Human, you will be forced to surrender it to the Galactic Union for study and possible assimilation into their ranks, a fate worse than death for any sentient being, and one that has kept countless species in a state of constant fear and subjugation for centuries, a delicate balance that has been maintained through a complex web of threats and promises, with the Humans themselves being the unwitting pawns in this grand game of intergalactic politics."
"He nods. “A little more than a week ago, her little brother, Abel, turned fifteen. That night, he and three friends were out partying, and found themselves near the river. Emboldened","by their youth and feeble-mindedness, they challenged each other to swim across it, touch the riverbank that belongs to Were territory, and then swim back. A show of bravery, if you will.”",63,"by the darkness and the music, they decided to take a walk along the riverbank, where they stumbled upon an old, abandoned boat. The group, fueled by curiosity and a sense of adventure, decided to explore the vessel, and it was then that they discovered a small, hidden compartment deep within its hull. Inside, they found a mysterious journal belonging to a person named Elijah, who wrote about a long-forgotten tragedy that had occurred in their town many years ago. The journal's contents sparked their imagination, and they began to speculate about the events that had led to the tragedy, and the possible connection to their own lives. As they delved deeper into the journal, they started to uncover secrets that had been hidden for decades, and their lives would never be the same again."
“Their succession of power is not particularly sophisticated. Weres are most,"closely related to dogs, after all. Suffice to say, Roscoe is dead.”",23,"often seen as a brutal and primal force, driven by their baser instincts and a"
"“He is young, you see. Around your age and built of a different stock. As savage as Roscoe, perhaps, but",more open-minded. He believes that peace in the region is possible. That alliances among all three species should be cultivated.”,40,"with a more refined edge to his features, and an air of quiet confidence that is hard to ignore. His eyes, a piercing blue, seem to hold a world of intensity, as if he is constantly weighing the pros and cons of every situation, and his sharp jawline speaks to a determination that is both admirable and intimidating. Despite his rugged appearance, there is an undeniable sense of vulnerability about him, a sense that he is still learning to navigate the complexities of the world around him, and that he is not afraid to ask for help when he needs it."
"“The other children knew that I’d be the one sent to the Humans, and they started calling me fangless traitor as soon as they could form full sentences. Or have you forgotten when I was seven, and the sons and daughters of your fellow councilmen stole my clothes and pushed me out in the sun right before midday? And those same people spat on me and mocked me when","I returned from ten years serving as their Collateral, so I’m not—” I exhale slowly, and remind myself that this is fine. I am fine. Untouchable. I’m twenty-five and I have my fake Human IDs, my apartment, my cat (fuck you, Serena), my . . . Okay, I probably don’t have a job right now, but I’ll find another soon, with 100 percent fewer Pierces. I have friends—a friend. Probably.",139,"my mother, the pack's alpha, stood by and did nothing, her eyes cast downward, her voice barely above a whisper as she told me that I was a disappointment, that I was not worthy of our pack's name, and that I should be grateful to be sent to the Humans, to learn from them and bring back knowledge that would benefit our pack. But I knew it was a lie, a way for her to get rid of me, to silence me, to keep me from speaking out against the injustices that plagued our pack, and the cruel treatment of those who were different, like me. And so I left, with a heavy heart, and a sense of betrayal that still burns within me to this day, a flame that fuels my determination to prove them all wrong, to show them that I am not fangless, that I am strong, and that I will not be silenced."
"“They see a wedding between a Vampyre and an Alpha that was supposed to broker peace, but ended in death. The Weres are animals, and always will be, but we are on","the road to extinction, and the good of the most must be considered. If we let the Humans and Weres form an alliance that excludes us, they could completely wipe us out—”",64,"the cusp of a new era, one where our kind can coexist with the Vampyres, and perhaps even learn from them. The union of the two leaders, though tragic, has opened doors to a world of possibilities, and we must not let the fear of the unknown hold us back. The Weres have always been a force to be reckoned with, but now we have the chance to prove that we are more than just beasts, that we are capable of love, of loyalty, and of sacrifice. The question is, will we seize this opportunity, or will we let it slip through our paws like sand in the wind?"
"I only ever laughed out loud with Serena, which means that it must have been well over a month since I last did","it. My brain nearly hiccups, startled at these newfangled, mysterious sounds my voice box is producing. “Did you drink rotten blood? Because you’re unhinged.”",47,"since that carefree, joyful moment when we were still in college, and life was full of endless possibilities, before the weight of reality and responsibility began to settle in, and our paths diverged in ways we never could have imagined, leaving me with only memories of her infectious laughter and the warmth of our friendship."
"“Vampyres cannot.” I shoot to my feet and begin pacing away from him,",massaging my temple. “Why are you asking me? I cannot be your first choice.”,27,"as if the very words themselves had unleashed a torrent of restless energy within me, and I must move to contain the turmoil that threatens to consume me whole."
"“You aren’t,” he says flatly. He has plenty of faults, but lack of honesty was never among them. “Nor our second. The council is","in agreement that we must act, and several members have offered their relatives. Originally, Councilman Essen’s daughter agreed. But she had a change of heart—”",49,"not aware of any evidence that would implicate either of you in the theft. However, I must admit that the circumstances surrounding the missing artifact do seem suspicious, and I would like to ask you both a few questions to clarify the events of that evening. The council is known for its fairness and impartiality, but it's also not above taking drastic measures when necessary, especially when it comes to matters of great importance like this one. I'm sure you understand that, and I'm sure you'll cooperate fully with our investigation. Now, let's start with the basics: can either of you tell me where you were between the hours of 9 and 11 pm on the night of the theft?"
"And yet, here I am. With Governor Davenport. Leaning on my elbows over the balcony",that overlooks the courtyard where I just got married. Biting back a sigh before explaining:,30,"of the grand ballroom, I gaze out at the sea of faces below, their masks glinting like a thousand tiny mirrors in the flickering candlelight, as the strains of the orchestra dance through the air, a lively waltz that seems to match the rhythm of my own pounding heart, and I wonder, what secrets lie hidden behind these painted smiles and powdered wigs, and what mysteries await me in this night of nights, as I stand here, a pawn in a game I barely understand, yet somehow, inexplicably, a part of."
"Gauging intoxication levels in Humans is always a struggle, but I’m fairly sure the governor",is not not drunk. “You asked who gave me my name. It was the Vampyre council.”,31,"was completely drunk, stumbling over his own words and nearly face-planting into the podium, much to the amusement of the entire press corps."
"Serena was like that, too, when I first met her. “So crucifixes burn you?” she asked me a couple of weeks","into our cohabitation, after I failed to convince her that the viscous red liquid I kept in my fridge was tomato juice.",43,"ago, her eyes sparkling with a mix of curiosity and amusement, as if she was trying to gauge my reaction, and I remember feeling a shiver run down my spine, not just because of the question itself, but because of the way she said it, with a hint of a smile that seemed to suggest she knew more than she was letting on, and I couldn't help but wonder what other secrets she might be hiding behind those piercing green eyes, and how I had managed to stumble into her orbit, and what it was about her that drew me in like a moth to a flame, and whether I was ready for the fire that seemed to burn within her, and whether I was prepared to get burned myself."
"“Shit,” I mutter softly, rubbing the bridge of my nose. Was Moreland married before? If that’s the case, I cannot comprehend how pissed he must be","at the prospect of being shackled to me while his wife is far away, first in line to the slaughter. Maybe that’s why he flipped earlier?",52,"that his wife's family is now being threatened by the very people he's trying to protect. The thought sends a shiver down my spine as I recall the look in his eyes when he mentioned the name ""Blackwood"" – a mix of anger and desperation that I've only seen in a few people before, and none of them were exactly pleasant company. I wonder if there's more to this case than meets the eye, and whether Moreland's involvement is just a coincidence or a deliberate attempt to draw me in. The more I think about it, the more questions I have, and I'm starting to feel like I'm just scratching the surface of a much larger, more complex web of secrets and lies."
"Moreland presses his lips together. His jaw clenches and he says something, but his voice","is deeper, lower than his companions’. I cannot make out the words over the background noises.",31,"is barely audible, and his eyes seem to bore into the soul of the person he is speaking to, as if daring them to contradict him, his words hanging in the air like a challenge, a gauntlet thrown down in a battle of wills."
"A short distance away, two children are bawling. They are toddlers, one with dark skin and lilac eyes, the other pale and blue-eyed. A Vampyre and a Were. Between them lies a dark blue superhero action figure, broken in two at the waist. And next to them, clutching their respective sons,","are a Vampyre father and a Were mother. Who, for reasons I cannot divine, thought that bringing children here would be a good idea, and now are showing their fangs at each other. Growling. Drawing the attention of the other guests, who start to gather around them protectively. Or maybe aggressively.",102,"stands a young woman with a look of desperation etched on her face, her long, curly brown hair disheveled, and a hint of fang marks on her neck, while a tall, brooding figure with piercing green eyes and jet-black hair stands beside her, his eyes fixed intently on the broken toy, his jaw clenched in a mixture of anger and concern. The air is thick with tension as the two parents try to comfort their children, who are wailing uncontrollably, their tiny bodies shaking with sobs. The Vampyre mother's eyes dart towards the Were father, a silent plea for help, while the Were father's eyes never leave the broken toy, his mind racing with the implications of what this might mean for their family's already fragile existence in a world where supernatural creatures are not always accepted. The scene is one of chaos and uncertainty, a microcosm of the larger struggles that many supernatural families face in this world, where prejudice and fear often run deep."
"“It’s all good,” Moreland says. Calm. Reassuring. Not to the father, but to","the child. As he holds out the intact action figure—not broken, after all.",26,"the anxious mother, who is clinging to his arm, her eyes wide with worry, as she glances back and forth between her son and the darkening sky, the wind picking up, the trees swaying ominously in the distance, their leaves rustling softly, a sense of foreboding settling over the group, the air thickening with an unspoken understanding that something is very wrong."
