line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
4,['gatsby'],,"And, after boasting this way of my tolerance, I come to the admission that it has a limit. Conduct may be founded on the hard rock or the wet marshes, but after a certain point I don’t care what it’s founded on. When I came back from the East last autumn I felt that I wanted the world to be in uniform and at a sort of moral attention forever; I wanted no more riotous excursions with privileged glimpses into the human heart. Only Gatsby, the man who gives his name to this book, was exempt from my reaction—Gatsby, who represented everything for which I have an unaffected scorn. If personality is an unbroken series of successful gestures, then there was something gorgeous about him, some heightened sensitivity to the promises of life, as if he were related to one of those intricate machines that register earthquakes ten thousand miles away. This responsiveness had nothing to do with that flabby impressionability which is dignified under the name of the “creative temperament”—it was an extraordinary gift for hope, a romantic readiness such as I have never found in any other person and which it is not likely I shall ever find again. No—Gatsby turned out all right at the end; it is what preyed on Gatsby, what foul dust floated in the wake of his dreams that temporarily closed out my interest in the abortive sorrows and short-winded elations of men.","Sau khi đã tự khoe khoang về tính kiên nhẫn của mình như thế, tôi cũng phải thú nhận rằng sự kiên nhẫn nhịn nhục của tôi thật ra có giới hạn. Hạnh kiểm của con người có thể được xây dựng trên nền đá cứng hay trên mặt đầm lầy, tuy nhiên đến một mức nào đó thì tôi không còn cần quan tâm xem nó đã được xây trên nền tảng nào. Mùa thu năm ngoái khi tôi quay trở về nhà từ miền Đông, tôi cảm thấy tôi muốn cả thế giới đều mặc quân phục và muốn họ mãi mãi đứng trong hàng quân với tư thế nghiêm chỉnh đạo đức. Tôi không còn muốn những cuộc giải trí náo động ồn ào với cái đặc quyền được nhìn thoáng vào trong tim của con người ta nữa. Chỉ có Gatsby, người mà tôi đã lấy tên để đặt cho quyển sách này được coi là ngoại lệ trong phản ứng của tôi. Gatsby là người đại diện cho mọi thứ mà tôi khi bỉ. Nếu như bản tính con người là những chuỗi thể hiện thành công liên tục của họ, như thế thì anh ta quả thật là tốt đẹp. Với những nhạy cảm cao độ có thể cảm nhận được tương lai, anh ta giống những bộ máy phức tạp có thể ghi nhận được những trận động đất cách sâu cả vạn dặm. Phản ứng nhạy cảm này của anh không liên quan gì tới cái khả năng nhạy cảm yếu đuối ủy mị đáng kính trọng dưới cái từ ""tính khí sáng tạo"". Nó chỉ là một năng khiếu về sự hy vọng hiếm có, một tư thế sẵn sàng đầy tính lãng mạn mà tôi chưa bao giờ thấy ở bất cứ ai và cũng có thể sẽ không bao giờ tìm được. Kết cục Gatsby lại là người tốt, chính cái đã dày vò ám ảnh Gatsby, chính cái lớp bụi bẩn thỉu bay lơ lửng bên trên giấc mơ vừa tỉnh giấc của anh đã tạm thời khép lại sự quan tâm hứng thú của tôi về những nỗi đau buồn và những niềm vui ngắn ngủi của con người.","Hoşgörümle bu kadar övündükten sonra bunun da bir sınırı olduğunu itiraf etmeliyim. İnsan davranışlarının altında sert bir kaya da olabilir, bataklık da ama bir noktadan sonra bunu pek de umursadığımı söyleyemem. Geçen sonbaharda ülkenin doğusundan döndüğümde dünyanın bir örnek ve üzerinde namusun sonsuza dek egemen olmasını istediğimi anlamıştım. İnsanların kalplerine ayrıcalıklı bakışlarla yapılan huzursuz gezintileri istemiyordum artık. Sadece bir tek kişiyi, bu kitaba da adını veren Gatsby’i bunların dışında tutuyorum. Gatsby, yani benim hor gördüğüm ne varsa kendinde toplayan kişi. Art arda sıralanan başarılı jestler kişi­liğin bir göstergesiyse Gatsby’de muhteşem bir şey, yaşamın vaatlerine karşı abartılı bir duyarlılık vardı. Binlerce kilometre ötedeki depremleri kaydedebilen karmaşık cihazlara benzerdi o. Ancak bunun “yaratıcı mizaç” adıyla yüceltilen o gevşek hassaslıkla hiç ilgisi yoktu. Onunki olağanüstü bir umut etme yeteneği, o ana dek kimsede görmediğim ve bir daha da göreceğimi sanmadığım romantik bir delilikti. Hayır - Gatsby en sonunda muradına erdi. İnsanların nafile hüzünlerine ve kısa ömürlü mutluluklarına duyduğum ilginin bir süreliğine kaybolmasına yol açan, Gatsby’i gafil avlayan, hayallerinden uyandığında onu kül ve toza bulayan şeydi.","Y, después de presumir así de mi tolerancia, me veo obligado a admitir que tiene un límite. Me da lo mismo, superado cierto punto, que la conducta se funde sobre piedra o sobre terreno pantanoso. Cuando volví del Este el otoño pasado, era consciente de que deseaba un mundo en uniforme militar, en una especie de vigilancia moral permanente; no deseaba más excursiones desenfrenadas y con derecho a privilegiados atisbos del corazón humano. La única excepción fue Gatsby, el hombre que da título a este libro: Gatsby, que representaba todo aquello por lo que siento auténtico desprecio. Si la personalidad es una serie ininterrumpida de gestos logrados, entonces había en Gatsby algo magnífico, una exacerbada sensibilidad para las promesas de la vida, como si estuviera conectado a una de esas máquinas complejísimas que registran terremotos a quince mil kilómetros de distancia. Tal sensibilidad no tiene nada que ver con esa sensiblería fofa a la que dignificamos con el nombre de «temperamento creativo»: era un don extraordinario para la esperanza, una disponibilidad romántica como nunca he conocido en nadie y como probablemente no volveré a encontrar. No: Gatsby, al final, resultó ser como es debido. Fue lo que lo devoraba, el polvo viciado que dejaban sus sueños, lo que por un tiempo acabó con mi interés por los pesares inútiles y los entusiasmos insignificantes de los seres humanos.","After boasting about my patience like that, I must also confess that my patience for enduring has its limits. Human conduct can be built on solid rock or on a swampy foundation, but at some point, I no longer care what it was built on. Last autumn, when I returned home from the East, I felt that I wanted the whole world to wear uniforms and to forever stand in ranks with moral uprightness. I no longer wanted noisy, boisterous entertainments with the privilege of glimpsing into people's hearts. Only Gatsby, the person whose name I used for this book, was an exception to my reaction. Gatsby represented everything I scorned. If human nature is a series of successful expressions, then he was indeed admirable. With a heightened sensitivity that could perceive the future, he was like a complex machine capable of recording earthquakes from thousands of miles away. This sensitivity of his had nothing to do with the weak, sentimental sensitivity respected under the term ""creative temperament."" It was merely a rare gift for hope, a romantic readiness that I have never found in anyone else and probably never will. In the end, Gatsby was good, and it was precisely what tormented and haunted Gatsby, the filthy dust that floated above his awakened dreams, that temporarily closed my interest in the sorrows and short-lived joys of people.","After boasting so much about my tolerance, I must admit that it has its limits. There may be a hard rock or a swamp beneath human behaviors, but after a certain point, I can't say that I care much. When I returned from the east of the country last fall, I realized that I wanted the world to be an example and for honor to reign supreme forever. I no longer wanted those uneasy excursions into the privileged views of people's hearts. I exclude only one person from this, Gatsby, who also gives his name to this book. Gatsby, the person who embodies everything I despise. If a series of successful gestures is a sign of personality, Gatsby had something magnificent, an exaggerated sensitivity to life's promises. He was like those complex devices that can record earthquakes thousands of miles away. But this had nothing to do with that loose sensitivity glorified under the name of ""creative temperament."" His was an extraordinary ability to hope, a romantic madness that I had never seen before and don't think I will ever see again. No - Gatsby ultimately achieved his desire. It was what caught Gatsby off guard, what covered him in ash and dust when he awoke from his dreams, that caused my interest in the futile sorrows and short-lived happiness of people to disappear for a while.","And, after boasting about my tolerance, I find myself forced to admit that it has a limit. I don't care, once a certain point is surpassed, whether the behavior is founded on stone or on swampy ground. When I returned from the East last autumn, I was aware that I desired a world in military uniform, in a kind of permanent moral vigilance; I no longer wanted wild excursions and privileged glimpses into the human heart. The only exception was Gatsby, the man who gives this book its title: Gatsby, who represented everything for which I feel genuine contempt. If personality is an unbroken series of successful gestures, then there was something magnificent about Gatsby, an extraordinary sensitivity to the promises of life, as if he were connected to one of those intricate machines that register earthquakes from fifteen thousand kilometers away. Such sensitivity has nothing to do with the soft sentimentality that we dignify with the name of ""creative temperament"": it was an extraordinary gift for hope, a romantic readiness such as I have never found in anyone else and probably never will again. No: Gatsby, in the end, turned out all right. It was what preyed on him, the foul dust that floated in the wake of his dreams, that temporarily closed out my interest in the abortive sorrows and short-winded elations of men."
18,['tom buchanan'],,"And so it happened that on a warm windy evening I drove over to East Egg to see two old friends whom I scarcely knew at all. Their house was even more elaborate than I expected, a cheerful red-and-white Georgian Colonial mansion, overlooking the bay. The lawn started at the beach and ran towards the front door for a quarter of a mile, jumping over sundials and brick walks and burning gardens—finally when it reached the house drifting up the side in bright vines as though from the momentum of its run. The front was broken by a line of French windows, glowing now with reflected gold and wide open to the warm windy afternoon, and Tom Buchanan in riding clothes was standing with his legs apart on the front porch.","Thế rồi vào một buổi chiều ấm áp lộng gió tôi lái xe đi đến East Egg để thăm hai người bạn cũ mà tôi hầu như không thấu hiểu gì mấy. Tòa nhà của họ ở được xây quá công phu và cầu kỳ hơn tôi tưởng. Nó là một dinh thự kiến trúc theo kiểu thời thuộc địa Georgian, sơn hai màu trắng đỏ vui mắt, hướng mặt nhìn ra khắp vùng vịnh. Thảm cỏ dài gần một phần tư dặm, bắt đầu từ ngoài biển trải dài vào tận đến cửa trước, nhẩy cắt qua những đồng hồ mặt trời, những lối đi lát gạch, những khu vườn rực rỡ, cuối cùng khi đến tới tòa nhà thì làm như đang trên đà chạy, nó trườn lên bên hông biến thành những dây leo rực rỡ. Mặt tiền tòa nhà được gắn một hàng những cánh cửa sổ kính cao rộng. Những cánh cửa màu vàng ròng này giờ đang chói sáng vì nắng phản chiếu và đang được mở rộng để chào đón buổi chiều lộng gió nóng. Trong bộ đồ cưỡi ngựa, Tom Buchanan lúc đó đang đứng dạng chân trước hiên nhà.","Şimdi ise ılık ve rüzgarlı bir akşamda pek de iyi tanımadığım iki eski dostumu görmek üzere East Egg’e doğru ilerliyordum. Evleri umduğumdan daha ince bir zevke sahipti. Georgian Kolonyal mimarisi ile inşa edilen, kırmızı-beyaz renklerdeki bu malikane koya hakim bir yükseklikteydi. Ön taraftaki yeşillik alan, deniz kıyısından başlayıp birkaç yüz metre ilerleyerek evin ana giriş kapısına kadar uzanıyordu. Arada tek tük güneş saatlerini, tuğla döşeli yürüyüş yollarını ve günışığında parlayan çiçek bahçelerini aşıyor, nihayet eve ulaştığı anda hızını alamamış gibi asmaların örttüğü duvara yaslanıyordu. Ön cepheyi ayıran Fransız tarzı pencerelerin camları güneş ışığında altın parıldıyor, açık camlardan içeri akşamüstünün ılık rüzgarı doluyordu. Tom Buchanan üzerinde binici kıyafetleriyle beni karşılamak üzere girişte bekliyordu.","Y entonces, una tarde de viento y calor, fui a East Egg para ver a dos viejos amigos a los que apenas conocía. Su casa era incluso más exquisita de lo que me esperaba, una alegre mansión colonial roja y blanca, de estilo georgiano, con vistas a la bahía. El césped nacía en la playa y se extendía a lo largo de medio kilómetro hasta la puerta principal, salvando relojes de sol, senderos de terracota y jardines encendidos, para, por fin, al llegar a la casa, como aprovechando el impulso de la carrera, escalar la pared transformado en enredaderas saludables. Rompía la fachada una sucesión de puertas de cristales, que refulgían con reflejos de oro y se abrían de par en par al viento y al calor de la tarde, Tom Buchanan, en traje de montar, estaba de pie en el porche, con las piernas abiertas.","Then, on a warm and windy afternoon, I drove to East Egg to visit two old friends whom I hardly understood. Their house was built more elaborately and intricately than I had imagined. It was a mansion designed in the Georgian colonial style, painted in cheerful red and white, facing the entire bay. The lawn, nearly a quarter mile long, started from the sea and stretched all the way to the front door, cutting through sundials, brick paths, and vibrant gardens, finally, when it reached the house, it seemed to be on a run, climbing up the side and turning into bright vines. The facade of the house was adorned with a row of tall, wide glass windows. These golden doors were now shining brightly from the reflected sunlight and were wide open to welcome the hot, windy afternoon. In his riding outfit, Tom Buchanan was standing with legs apart on the porch.","Now, on a warm and windy evening, I was heading towards East Egg to see two old friends whom I didn't know very well. Their house had a more refined taste than I had expected. This mansion, built in Georgian Colonial architecture and painted in red and white, was situated on a height overlooking the bay. The green area in front extended from the seashore, advancing a few hundred meters to the main entrance door of the house. Along the way, it passed by occasional sundials, brick-paved walkways, and flower gardens glistening in the daylight, finally leaning against the wall covered with vines as if unable to stop when it reached the house. The glass of the French-style windows separating the front facade glowed golden in the sunlight, and the warm evening breeze flowed in through the open windows. Tom Buchanan, dressed in riding clothes, was waiting at the entrance to greet me.","And then, on a windy and hot afternoon, I went to East Egg to see two old friends whom I barely knew. Their house was even more exquisite than I expected, a cheerful red and white colonial mansion, Georgian style, overlooking the bay. The lawn started at the beach and stretched for half a kilometer up to the front door, passing sundials, terracotta paths, and lit gardens, until finally, upon reaching the house, as if taking advantage of the momentum, it climbed the wall transformed into healthy vines. The facade was broken by a succession of glass doors, which gleamed with golden reflections and opened wide to the wind and the heat of the afternoon. Tom Buchanan, in riding attire, was standing on the porch, legs apart."
27,"['tom', 'tom buchanan']",,"The only completely stationary object in the room was an enormous couch on which two young women were buoyed up as though upon an anchored balloon. They were both in white, and their dresses were rippling and fluttering as if they had just been blown back in after a short flight around the house. I must have stood for a few moments listening to the whip and snap of the curtains and the groan of a picture on the wall. Then there was a boom as Tom Buchanan shut the rear windows and the caught wind died out about the room, and the curtains and the rugs and the two young women ballooned slowly to the floor.","Chỉ có một vật đứng yên không di động trong phòng là chiếc ghế dựa dài to khổng lồ với hai thiếu nữ đang ngồi ở trên, họ trông giống như đang thả nổi lơ lửng trên chiếc bong bóng bị cột neo bên dưới. Cả hai đều mặc áo đầm trắng, áo của họ uốn lượn phập phồng giống như cả hai vừa được thổi về lại chỗ cũ sau một chuyến bay ngắn chung quanh căn nhà. Tôi chắc hẳn đã đứng đó yên một lát để lắng nghe tiếng quật đập phành phạch của tấm màn cửa và tiếng rên rỉ kẽo kẹt của tấm tranh treo trên tường. Một tiếng đập sầm thật to khi Tom đóng cánh cửa sổ bên hông lại, thế là gió tắt hẳn, kể cả những tấm màn cửa, kể cả những tấm thảm, và chiếc bong bóng chứa hai thiếu nữ cũng từ từ hạ xuống dưới đất.","Salondaki tek hareketsiz nesne iki genç kadının, üzerinde çapaya bağlı şamandıralar gibi kımıldanıp durduğu heybetli bir kanepeydi. İkisi de beyazlar içindeydi. İncecik giysileri evin içinde uçuştuktan sonra oldukları yere gelip konmuşlar gibi titreşiyorlardı. Bir süre perdelerin çıkardığı kırbaç seslerini ve duvardaki tablonun iniltisini dinlemek için orada öylece durmuş olmalıyım. Sonra Tom Buchanan arka pencereleri gürültüyle kapattı ve odayı dolduran esinti içeride sönüp gitti. Perdeler, halı ve iki genç kadının giysileri yavaşça hareketsizleştiler.","El único objeto que permanecía absolutamente inmóvil en la habitación era un enorme sofá en el que dos jóvenes flotaban como sobre un globo sujeto a tierra. Las dos iban de blanco y sus vestidos ondeaban y aleteaban como recién llegados de un vuelo fugaz alrededor de la casa. Tuve que permanecer de pie un rato, escuchando los latigazos de las cortinas y el chirriar de un cuadro en la pared. Entonces se oyó una explosión: Tom Buchanan había cerrado las ventanas traseras, y cesó el viento atrapado en la habitación, y las cortinas, los tapices y los vestidos de las dos mujeres volvieron a posarse lentamente en el suelo.","The only thing that remained stationary in the room was the enormous long chair with two young women sitting on it, looking as if they were floating on a balloon tethered below. Both were wearing white dresses, their clothes billowing as if they had just been blown back to their original spot after a short flight around the house. I must have stood there quietly for a moment, listening to the flapping sound of the curtains and the creaking groan of the picture hanging on the wall. A loud bang occurred when Tom closed the side window, and the wind ceased entirely, along with the curtains, the rugs, and the balloon containing the two young women slowly descended to the ground.","The only motionless object in the living room was a majestic sofa on which two young women were moving about like buoys tied to an anchor. Both were dressed in white. Their delicate clothes seemed to flutter around the house and then settle where they were, trembling. I must have stood there for a while, listening to the whip-like sounds of the curtains and the moaning of the painting on the wall. Then Tom Buchanan noisily closed the back windows, and the breeze that filled the room died down inside. The curtains, the carpet, and the clothes of the two young women slowly became still.","The only object that remained absolutely still in the room was a huge sofa on which two young women floated as if on a balloon tethered to the ground. Both were dressed in white, and their dresses billowed and fluttered as if they had just arrived from a fleeting flight around the house. I had to stand for a while, listening to the whipping of the curtains and the creaking of a picture on the wall. Then there was an explosion: Tom Buchanan had closed the rear windows, and the trapped wind in the room ceased, and the curtains, tapestries, and the dresses of the two women slowly settled back to the floor."
29,['daisy'],,"The other girl, Daisy, made an attempt to rise—she leaned slightly forward with a conscientious expression—then she laughed, an absurd, charming little laugh, and I laughed too and came forward into the room.","Người thứ hai, Daisy ít ra cũng có cố gắng nhổm lên. Nàng hơi nghiêng mình tới trước với vẻ mặt cẩn trọng, sau đó bật lên tiếng cười nhỏ, một cái cười lố bịch duyên dáng. Tôi cũng cười theo và sau đó bước vào phòng.","Öteki, yani Daisy kalkacakmış gibi hareketlendi –yüzünde özenli bir ifadeyle hafifçe eğildi- sonra tuhaf ama çekici bir kahkaha attı. Ben de güldüm ve ona doğru yürüdüm.","La otra chica, Daisy, hizo ademán de levantarse —se inclinó hacia delante con expresión decidida—, y entonces se rió, con una risilla absurda y encantadora, y yo también me reí y me acerqué.","The second person, Daisy, at least made an effort to sit up. She leaned slightly forward with a cautious expression, then let out a small, charmingly ridiculous laugh. I laughed along and then stepped into the room.","The other one, that is, Daisy, moved as if she was about to get up – slightly bending with a careful expression on her face – then she let out a strange but charming laugh. I laughed too and walked towards her.","The other girl, Daisy, made a motion to get up —she leaned forward with a determined expression—, and then she laughed, with an absurd and charming giggle, and I laughed too and moved closer."
42,['tom buchanan'],,"Tom Buchanan, who had been hovering restlessly about the room, stopped and rested his hand on my shoulder.","Tom Buchanan nãy giờ vẫn cứ không ngừng lượn qua lượn lại trong căn phòng, bây giờ đứng lại và đặt tay lên vai tôi.",Odanın içinde huzursuz adımlarla dolanan Tom Buchanan yanıma gelip elini omzuma koydu.,"Tom Buchanan, que no había parado de rondar por la habitación, se detuvo y me apoyó una mano en el hombro.","Tom Buchanan had been pacing back and forth in the room, now he stopped and placed his hand on my shoulder.","Tom Buchanan, who was pacing restlessly inside the room, came up to me and put his hand on my shoulder.","Tom Buchanan, who had not stopped pacing around the room, stopped and put a hand on my shoulder."
51,"['miss baker', 'baker', 'bayan baker']",,"At this point Miss Baker said: “Absolutely!” with such suddenness that I started—it was the first word she had uttered since I came into the room. Evidently it surprised her as much as it did me, for she yawned and with a series of rapid, deft movements stood up into the room.","Ngay lúc đó đó Baker lên tiếng ""Đương nhiên rồi!"" Lời nó đột ngột này làm tôi giật mình. Đây là lời đầu tiên cô thốt lời kể từ lúc tôi bước vào phòng. Rõ ràng, điều này cũng gây ngạc nhiên ngay cả cho chính Baker chắng kém gì cho tôi. Cô ngáp dài và đứng lên sau một loạt những cử động khéo léo nhanh nhẹn.",Tam o anda Bayan Baker öyle çabuk “Kesinlikle!” diye bağırdı ki irkildim. Odaya girdiğimden beri ilk kez konuşuyordu. Onun da en az benim kadar şaşırdığı belliydi. Esnedi ve çevik bir hareketle yerinden kalktı.,"Entonces miss Baker soltó un «¡Por supuesto!» tan inesperado que me sobresalté: eran las primeras palabras que pronunciaba desde que yo había entrado en la habitación. Aquello la sorprendió tanto como a mí, evidentemente, porque bostezó y con una serie de movimientos ágiles y rápidos se puso de pie.","At that moment, Baker spoke up, ""Of course!"" This sudden statement startled me. These were the first words she had uttered since I entered the room. Clearly, this surprised Baker herself just as much as it did me. She yawned and stood up after a series of graceful, swift movements.","Just then, Mrs. Baker shouted ""Absolutely!"" so quickly that I was startled. It was the first time she had spoken since I entered the room. It was clear that she was at least as surprised as I was. She yawned and got up from her seat with a swift movement.","Then Miss Baker let out a ""Of course!"" so unexpected that it startled me: they were the first words she had spoken since I had entered the room. That surprised her as much as it did me, evidently, because she yawned and with a series of quick and agile movements stood up."
53,"['daisy', 'daisy—']",,"“Don’t look at me,” Daisy retorted, “I’ve been trying to get you to New York all afternoon.”","""Đừng đổ lỗi cho chị, chị đã gắng sức rủ em đi New York nguyên cả chiều nay."" Daisy đối đáp lại.","“Hiç bana bakma” dedi Daisy, “sabahtan beri seni New York’a götürmeye uğraşıyorum.",—A mí no me mires —replicó Daisy—. Llevo toda la tarde intentando llevarte a Nueva York.,"""Don't blame me, I tried my best to persuade you to go to New York all afternoon."" Daisy retorted.","“Don’t look at me,” said Daisy, “I’ve been trying to take you to New York since morning.",—Don't look at me —replied Daisy—. I've been trying to take you to New York all afternoon.
54,"['miss baker', 'baker', 'bayan baker']",,"“No, thanks,” said Miss Baker to the four cocktails just in from the pantry. “I’m absolutely in training.”","""Cám ơn không uống."" Baker từ chối khi bốn ly cocktail vừa mới được đưa lên từ phòng ăn. ""Em đang trong thời gian huấn luyện.""","Bayan Baker mutfaktan getirilen dört kokteyl kadehine göz atıp, “Hayır istemem” dedi, “antrenman yapıyorum.","—No, gracias —dijo miss Baker, a la vista de los cuatro cócteles que llegaban de la cocina en aquel preciso instante—. Estoy en pleno periodo de entrenamientos.","""No, thank you. I don't drink."" Baker declined as four cocktails were just brought up from the dining room. ""I'm in training.""","Miss Baker glanced at the four cocktail glasses brought from the kitchen and said, “No, I don’t want any, I’m training.”","—No, thank you —said Miss Baker, at the sight of the four cocktails arriving from the kitchen at that precise moment—. I am in the middle of training."
57,"['baker', 'bayan baker']",,"I looked at Miss Baker, wondering what it was she “got done.” I enjoyed looking at her. She was a slender, small-breasted girl, with an erect carriage, which she accentuated by throwing her body backward at the shoulders like a young cadet. Her grey sun-strained eyes looked back at me with polite reciprocal curiosity out of a wan, charming, discontented face. It occurred to me now that I had seen her, or a picture of her, somewhere before.","Tôi nhìn Baker tự hỏi việc mà cô có thể làm được là việc gì. Tôi thích ngắm nhìn Baker. Cô có thân người mảnh dẻ, bộ ngực nhỏ nhắn, dáng đi thẳng đứng. Baker cố làm nổi bật dáng người mình lên hơn nữa bằng cách ưỡn vai ra sau như một thiếu sinh quân. Đôi mắt mang vẻ kém tươi sáng vì mỏi nắng trên một khuôn mặt duyên dáng nhưng uể oải và khó chịu. Baker lịch sự đáp trả lại tôi cũng bằng một cái nhìn tò mò. Tôi nhận ra rằng hình như tôi đã gặp cô hay đã nhìn thấy hình của cô trước đây ở đâu rồi.","Bayan Baker’a baktım, neyi “hallettiğini” merak etmiştim doğrusu. Ona bakmak hoşuma gidiyordu. Zayıftı, göğüsleri ufaktı. Askeri okul öğrencileri gi­bi omuzlarını geriye atarak dik yürüyordu. Solgun yüzünde, güneşten kamaşan gri gözlerinde kibar bir ifadeyle bana bakıyordu. Onu ya da fotoğrafını bir yerlerde gördüğümü düşündüm.","Miré a miss Baker, preguntándome qué sería lo que conseguía. Disfrutaba mirándola. Era una chica delgada, de pechos pequeños, que andaba muy derecha, algo que acentuaba echando los hombros hacia atrás como un cadete. Los ojos, grises, irritados por el sol, me correspondieron con igual curiosidad desde una cara triste, simpática, insatisfecha. Entonces me di cuenta de que la había visto antes en alguna parte, en persona o en una foto.","I looked at Baker, wondering what she could possibly do. I liked watching Baker. She had a slender body, small breasts, and a straight posture. Baker tried to accentuate her figure even more by pushing her shoulders back like a cadet. Her eyes had a less bright look due to sun fatigue on a charming but weary and irritable face. Baker politely returned my gaze with a curious look of her own. I realized that I had seen her or her picture somewhere before.","I looked at Bayan Baker, I was genuinely curious about what she had ""handled"". I enjoyed looking at her. She was thin, her breasts were small. She walked upright, throwing her shoulders back like a military school student. She looked at me with a polite expression on her pale face, her gray eyes dazzled by the sun. I thought I had seen her or her photograph somewhere.","I looked at Miss Baker, wondering what she was achieving. I enjoyed watching her. She was a slim girl, with small breasts, who walked very upright, something she accentuated by throwing her shoulders back like a cadet. Her eyes, gray and irritated by the sun, met mine with equal curiosity from a sad, friendly, unsatisfied face. Then I realized that I had seen her somewhere before, in person or in a photo."
64,['daisy'],,"“Why candles?” objected Daisy, frowning. She snapped them out with her fingers. “In two weeks it’ll be the longest day in the year.” She looked at us all radiantly. “Do you always watch for the longest day of the year and then miss it? I always watch for the longest day in the year and then miss it.”","""Tại sao lại thắp nến?"" Daisy nhăn mặt phản đối rồi búng ngón tay tắt chúng đi. ""Hai tuần nữa sẽ là ngày dài nhất trong năm. Có phải mọi người ai cũng mong đợi cho đến ngày dài nhất trong năm nhưng sau đó thì lại lỡ để nó trôi qua không biết đến?","“Bu mumlar da nesi” diye söylendi Daisy kaşlarını çatarak. Sonra parmaklarını fitile bastırıp mumları söndürdü. “İki hafta sonra yılın en uzun günü olacak.” Neşe içinde bize baktı. “Sizin de en uzun günü bekleyip sonra kaçırdığınız oluyor mu? Ben hep bekler, hep de kaçırırım.","—¿Por qué velas? —protestó Daisy, frunciendo las cejas. Las apagó con los dedos—. El día más largo del año será dentro de dos semanas —nos miró radiante—. ¿No os pasáis el año esperando la llegada del día más largo y luego, cuando llega, ni os dais cuenta? Yo me paso el año esperando la llegada del día más largo y cuando llega ni me doy cuenta.","""Why light the candles?"" Daisy frowned in protest and then snapped her fingers to extinguish them. ""In two weeks, it will be the longest day of the year. Does everyone look forward to the longest day of the year but then let it pass by unnoticed? I always wait for the longest day of the year but then let it slip away.""","“What are these candles?” Daisy muttered, frowning. Then she pressed her fingers to the wick and extinguished the candles. “In two weeks, it will be the longest day of the year.” She looked at us cheerfully. “Do you also wait for the longest day and then miss it? I always wait, and I always miss it.”","—Why candles? —protested Daisy, frowning. She extinguished them with her fingers—. The longest day of the year will be in two weeks —she looked at us radiantly—. Don’t you spend the whole year waiting for the longest day to come and then, when it arrives, you don’t even notice? I spend the whole year waiting for the longest day to come and when it arrives, I don’t even notice."
