line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
8,,[],"When he gave his promise to his father, he meditated within himself to increase the fortunes of his sisters by the present of a thousand pounds a–piece. He then really thought himself equal to it. The prospect of four thousand a–year, in addition to his present income, besides the remaining half of his own mother's fortune, warmed his heart, and made him feel capable of generosity.— ""Yes, he would give them three thousand pounds: it would be liberal and handsome! It would be enough to make them completely easy. Three thousand pounds! he could spare so considerable a sum with little inconvenience.""— He thought of it all day long, and for many days successively, and he did not repent.",,"Khi anh ngỏ lời hứa với ông bố, anh dự trù tăng gia sản của môĩ cô em cùng cha khác mẹ ở mức 1000 bảng. Lúc ấy, anh nghĩ mình thực sự đủ khả năng làm việc này. Viễn cảnh của 4000 mỗi năm cộng thêm vào lợi tức hiện tại, chưa kể phần phân nửa gia tài bà mẹ quá cố của anh, làm anh ấm lòng, tạo điều kiện để anh rộng lượng.""Đúng thế, anh ấy sẽ cho ba cô em 3000 bảng, là khoản tiền hào phóng và xem ra đáng kể. Đủ để giúp ba cô sống thoải mái. 3000 bảng! Anh ấy có thể trích ra số tiền lớn như thế mà không phải nhọc công lắm."" Cả ngày anh suy nghĩ về việc này, và trong nhièu ngày tiếp theo anh không ân hận.",,"Babasına söz verdiği zaman kendi içinde muhakeme edip kızkardeşlerinin servetlerini kişi başına bin pound hediye ederek artırmayı düşündü. Sonra gerçekten bu kadarının elinden geleceğine karar verdi. Halihazırdaki gelirine ek olarak yılda dört bin poundu, artı annesinin servetinin kalan yarısını düşünmek kalbini ısıttı ve ona cömertlik yapacak gücü olduğunu hissettirdi. ""Evet, onlara üç bin pound verecekti: bonkörce ve gösterişli olacaktı! Bu onları iyice rahat ettirmeye yeterdi. Üç bin pound! böyle kayda değer bir meblağı fazla rahatsız olmadan ayırabilirdi."" -Bütün gün bunu düşündü, sonra art arda birçok gün, ve pişman olmadı.",,"Al hacer la promesa a su padre, había sopesado en su interior la posibilidad de aumentar la fortuna de sus hermanas obsequiándoles mil libras a cada una. En ese momento realmente se sintió a la altura de tal cometido. La perspectiva de aumentar sus ingresos actuales con cuatro mil libras anuales, que venían a sumarse a la mitad restante de la fortuna de su propia madre, le alegraba el corazón y lo hacía sentirse muy generoso. “Sí, les daría tres mil libras: ¡Cuán espléndido y dadivoso gesto! Bastaría para dejarlas en completa holgura. ¡Tres mil libras! Podía desprenderse de tan considerable suma con casi ningún inconveniente.” Pensó en ello durante todo el día, y durante muchos días sucesivos, y no se arrepintió.",,"When he promised his father, he planned to increase the inheritance of each half-sister by 1000 pounds. At that time, he thought he was truly capable of doing this. The prospect of 4000 pounds per year added to his current income, not to mention half of his late mother's estate, warmed his heart and made him feel generous. ""Yes, he would give the three sisters 3000 pounds, a generous and seemingly significant amount. Enough to help the three sisters live comfortably. 3000 pounds! He could allocate such a large sum without much effort."" He thought about this all day, and for many days afterwards he did not regret it.","When he promised his father, he deliberated within himself and thought of increasing his sisters' fortunes by giving them a gift of a thousand pounds each. Then he decided that he could indeed manage this much. Thinking about an additional four thousand pounds a year to his current income, plus the remaining half of his mother's fortune, warmed his heart and made him feel that he had the power to be generous. ""Yes, he would give them three thousand pounds: it would be generous and grand! This would be enough to make them quite comfortable. Three thousand pounds! He could set aside such a significant amount without much trouble."" -He thought about this all day, then for many days in a row, and he did not regret it.","When making the promise to his father, he had internally weighed the possibility of increasing his sisters' fortune by gifting them a thousand pounds each. At that moment, he truly felt up to such a task. The prospect of increasing his current income by four thousand pounds annually, which would be added to the remaining half of his own mother's fortune, gladdened his heart and made him feel very generous. “Yes, he would give them three thousand pounds: What a splendid and generous gesture! It would be enough to leave them in complete comfort. Three thousand pounds! He could part with such a considerable sum with almost no inconvenience.” He thought about it all day, and for many successive days, and he did not regret it.",144
17,,[],"A continuance in a place where everything reminded her of former delight, was exactly what suited her mind. In seasons of cheerfulness, no temper could be more cheerful than hers, or possess, in a greater degree, that sanguine expectation of happiness which is happiness itself. But in sorrow she must be equally carried away by her fancy, and as far beyond consolation as in pleasure she was beyond alloy.",,"Được tiếp tục lưu lại ở nơi chốn gợi cho bà mọi kỷ niệm đẹp chính là hợp với ý của bà. Trong những thời khắc vui vẻ, bà vui hơn ai hết, và nếu chỉ do chính hạnh phúc ấy thì không ai cảm thấy hạnh phúc hơn bà. Nhưng khi buồn thảm bà cũng bị lôi cuốn bơi óc tưởng tượng theo cách tương tư mà không ai khuyên giải được, tương tự như khi bà sướng thỏa không ai có thể khiến bà tiết chế.",,"Herşeyin eski mutluluğu hatırlattığı bir yerde kalmak tam ona göre bir şeydi. Neşe dönemlerinde kimse ondan daha neşeli olamaz, zaten mutluluğun kendisi olan iyimser mutluluk beklentisine ondan fazla sahip olamazdı. Ama hüzün halinde de hayalleri onu aynı şekilde alıp teselli edilemez bir yere götürüyordu, nasıl sevinç halinde müdahale edilemez oluyorsa öyle.",,"Quedarse en un lugar donde todo le recordaba antiguos deleites, era exactamente lo que sentaba a su mente. En los buenos tiempos, nadie tenía un temperamento más alegre que el de ella o poseía en mayor grado esa optimista expectativa de felicidad que es la felicidad misma. Pero también en la pena se dejaba llevar por la fantasía, y se hacía tan inaccesible al consuelo como en el placer estaba más allá de toda moderación.",,"Being able to continue staying in the place that evoked all her beautiful memories was exactly what she desired. In joyful moments, she was happier than anyone else, and if it was solely due to that happiness, no one felt happier than she did. But when she was sorrowful, she was also drawn by her imagination in a way that no one could console her, similar to how no one could make her restrain herself when she was elated.","Staying in a place where everything reminded her of old happiness was just the thing for her. During times of joy, no one could be more cheerful than her, and she had an optimistic expectation of happiness itself more than anyone else. But in times of sorrow, her dreams would take her to an equally inconsolable place, just as she was unreachable in her moments of joy.","Staying in a place where everything reminded her of past delights was exactly what suited her mind. In good times, no one had a more cheerful temperament than hers or possessed to a greater degree that optimistic expectation of happiness which is happiness itself. But even in sorrow, she let herself be carried away by fantasy, and she became as inaccessible to consolation as in pleasure she was beyond all moderation.",81
26,,[],"""Oh! beyond anything great! What brother on earth would do half so much for his sisters, even if REALLY his sisters! And as it is—only half blood!—But you have such a generous spirit!""",,"- Ồ, thế là tốt quá rồi. Có người anh nào trên đời này muốn chia cho các em gái mình dù chỉ bằng phân nửa số này, ngay cả đối với em ruột. Trong khi ở đây- chỉ là em cùng cha khác mẹ! Nhưng anh có lòng hào phóng đấy.",,"""Acayip katkı olur hem de! Hayatta hangi ağabey kızkardeşleri için bunun yarısını yapar, gerçekten kızkardeşleri olsa bile! Üstelik -sadece üveyler yani! -Ama senin öyle cömert bir ruhun var ki!",,"—¡Ah, más allá de todo lo que pudiera imaginarse! ¡Qué persona en el mundo haría siquiera la mitad por sus hermanas, incluso si fuesen verdaderas hermanas! Y en este caso... ¡sólo medias hermanas! Pero, ¡tienes un espíritu tan generoso!",,"- Oh, that's great. Is there any brother in this world who would want to share even half of this amount with his sisters, even with his own siblings? While here - just a half-sibling! But you are generous.","""It would be an incredible contribution indeed! In life, which brother would do even half of this for his sisters, even if they were his real sisters! Moreover - they're just stepsisters! -But you have such a generous spirit!""","—Ah, beyond anything that could be imagined! What person in the world would do even half as much for their sisters, even if they were true sisters! And in this case... only half-sisters! But you have such a generous spirit!",43
27,,[],"""I would not wish to do any thing mean,"" he replied. ""One had rather, on such occasions, do too much than too little. No one, at least, can think I have not done enough for them: even themselves, they can hardly expect more.""",,"Anh trả lời: - Anh không muốn lộ vẻ bủn xỉn. Trong những trường hợp như thế, người ta muốn làm tốt thêm hơn là làm kém đi. Ít nhất, không ai có thể nghĩ anh đã không giúp họ đầy đủ: ngay cả họ cũng khó mong hơn thế.",,"""Bayağılık yapmak istemem,"" diye cevapladı kocası. ""Böyle durumlarda az yapmaktansa çok yapmak daha doğrudur. Hiç değilse kimse onlar için elimden geleni yapmadığımı söyleyemez: kendileri bile daha fazlasını bekleyemezler.",,"—No querría hacer nada mezquino —respondió él—. En estas ocasiones, uno preferiría hacer demasiado antes que muy poco. Al menos, nadie puede pensar que no he hecho suficiente por ellas; incluso ellas mismas, difícilmente pueden esperar más.",,"He replied: - He didn't want to appear stingy. In such situations, people want to do better rather than worse. At the very least, no one could think he hadn't helped them enough: even they would find it hard to expect more.","""I don't want to act vulgarly,"" replied her husband. ""In such situations, it is better to do more than to do less. At least no one can say that I didn't do my best for them: even they themselves cannot expect more.""","—I wouldn't want to do anything mean —he replied—. On these occasions, one would prefer to do too much rather than too little. At least, no one can think that I haven't done enough for them; even they themselves can hardly expect more.",54
29,,[],"""Certainly—and I think I may afford to give them five hundred pounds a–piece. As it is, without any addition of mine, they will each have about three thousand pounds on their mother's death—a very comfortable fortune for any young woman.""",,"- Chắc hẳn rồi, và anh nghĩ anh có khả năng cho họ mỗi người 5000 bảng. Thật ra, dù không cần anh thêm khoản nào, mỗi đứa sẽ có trên 3000 bảng khi bà mẹ chúng qua đời: một mức khá thoải mái cho bất kì cô gái nào.",,"""Elbette -herhalde onlara kişi başı beş yüz pound verebilirim. Halen, benim ilavem olmadan, anneleri ölünce her birinin üç bin pounddan fazla parası olacak -her genç kadın için gayet makul bir servet.",,"—Indudablemente, y creo que puedo permitirme darle quinientas libras a cada una. Tal como están las cosas, sin que yo agregue nada, cada una tendrá más de tres mil libras a la muerte de su madre: una fortuna muy satisfactoria para cualquier mujer joven.",,"- Surely, and I think I am capable of giving each of them 5000 pounds. In fact, even without any additional amount from me, each of them will have over 3000 pounds when their mother passes away: a rather comfortable amount for any girl.","""Of course - I suppose I can give them five hundred pounds each. Currently, without my addition, when their mother dies, each of them will have more than three thousand pounds - a very reasonable fortune for each young woman.""","—Undoubtedly, and I believe I can afford to give five hundred pounds to each of them. As things stand, without me adding anything, each will have more than three thousand pounds upon their mother's death: a very satisfactory fortune for any young woman.",49
30,,[],"""To be sure it is; and, indeed, it strikes me that they can want no addition at all. They will have ten thousand pounds divided amongst them. If they marry, they will be sure of doing well, and if they do not, they may all live very comfortably together on the interest of ten thousand pounds.""",,"- Đúng thế, và ý em là có lẽ họ không mong ước gì thêm. Chúng nó sẽ có 10000 bảng để chia nhau. Nếu chúng lập gia đình, chắc chắn chúng sẽ được thoải mái; nếu không, chúng có thể sống rất thoải mái bằng tiền lãi từ 10000 bảng.",,"""Hem de nasıl: cidden, bak şimdi hiç de ilaveye ihtiyaçları olmadığı aklıma geldi. On bin poundu aralarında bölüşecekler: Evlenirlerse daha da iyi; evlenmezlerse on bin poundun faiziyle gayet rahat yaşarlar.",,"—Claro que lo es; y, en verdad, se me ocurre que quizá no quieran ninguna suma adicional. Tendrán diez mil libras entre las tres. Si se casan, seguramente harán un buen matrimonio; y si no lo hacen, pueden vivir juntas de manera muy holgada con los intereses de las diez mil libras.",,"- That's right, and what I mean is that perhaps they don't wish for anything more. They will have 10,000 pounds to share among themselves. If they get married, they will certainly be comfortable; if not, they can live very comfortably on the interest from 10,000 pounds.","""And how: really, now I realize they don't need any additional money at all. They will share ten thousand pounds among themselves: If they marry, even better; if they don't, they will live quite comfortably on the interest of ten thousand pounds.""","—Of course it is; and, in truth, it occurs to me that perhaps they might not want any additional sum. They will have ten thousand pounds among the three of them. If they marry, they will surely make a good match; and if they do not, they can live together very comfortably on the interest from the ten thousand pounds.",66
31,,[],"""That is very true, and, therefore, I do not know whether, upon the whole, it would not be more advisable to do something for their mother while she lives, rather than for them—something of the annuity kind I mean.—My sisters would feel the good effects of it as well as herself. A hundred a year would make them all perfectly comfortable.""",,"- Em nói rất đúng, vì thế anh không rõ liệu anh nên làm việc gì đấy cho mẹ chúng nó khi bà còn sống thay vì cho chúng nó; ý anh muốn nói đến khoản bà nhận theo định kỳ. Các cô em của anh cũng sẽ hài lòng như bà. 100 bảng mỗi năm cũng giúp chúng nó được hoàn toàn thoải mái.",,"""Aynen öyle; dolayısıyla acaba diyorum kızlar yerine hayatta olduğu müddetçe anneleri için mi bir şey yapsam -yıllık gelir gibi bir şey yani. -Bunun olumlu etkisini kızkardeşlerim de onun kadar hissederler. Yılda yüz pound hepsini fevkalade rahat yaşatır.",,"—Absolutamente cierto, y, por lo tanto, no sé si, considerándolo todo, no sería más aconsejable hacer algo por su madre mientras viva, antes que por ellas; algo como una pensión anual, quiero decir. Mis hermanas percibirían los beneficios tanto como ella. Cien libras al año las mantendrían en una perfecta holgura.",,"- You are absolutely right, which is why I'm not sure whether I should do something for their mother while she is still alive instead of for them; I mean the amount she receives periodically. His sisters would be just as pleased as she is. 100 pounds a year would also make them completely comfortable.","""Exactly; therefore, I wonder if instead of the girls, I should do something for their mother as long as she is alive - like an annual income or something."" ""My sisters would feel the positive impact of this just as much as she would."" ""A hundred pounds a year would make them all live quite comfortably.""""","—Absolutely true, and, therefore, I don't know if, all things considered, it wouldn't be more advisable to do something for their mother while she is alive, rather than for them; something like an annual pension, I mean. My sisters would benefit from it as much as she would. A hundred pounds a year would keep them in perfect comfort.",75
37,,[],"""Undoubtedly; and after all you have no thanks for it. They think themselves secure, you do no more than what is expected, and it raises no gratitude at all. If I were you, whatever I did should be done at my own discretion entirely. I would not bind myself to allow them any thing yearly. It may be very inconvenient some years to spare a hundred, or even fifty pounds from our own expenses.""",,"- Hẳn là thế. Rốt cuộc không ai hàm ơn ai cả. Họ nghĩ cuộc sống của họ được đảm bảo, cho rằng việc anh làm không gì khác hơn là bổn phận của anh phải làm thế, và họ không cảm thấy hàm ơn anh. Nếu em là anh, bất kỳ việc gì me làm phải do em tự quyết định. Em sẽ không tự trói buộc mình để cho họ nhận khoản gì mỗi năm. Có thể trong một năm nào đấy, chúng ta sẽ bị khó khăn khi muốn chi tiêu 100, hoặc ngay cả 50 bảng.",,"""Kuşkusuz; üstelik, karşılığında bir teşekkür bile almıyorsun. Kendilerini güvende hissediyorlar, sen sadece bekleneni yapıyorsun, bu da kimsede minnettarlık yaratmıyor. Yerinde olsam, ne yaparsam yapayım sadece kendi kararımla yaparım. Onlara yıllık ödeme yapmakla kendimi bağlamam. Bazı yıllar kendi masraflarımızdan yüz, hatta elli pound bile kısmak zor olabilir.",,"—Indudablemente; y, después de todo, nadie te lo agradece. Sienten que están asegurados, no haces más de lo que se espera de ti y ello no despierta ninguna gratitud. Si estuviera en tu lugar, para cualquier cosa que hiciera me guiaría por mi solo criterio. No me comprometería a darles nada todos los años. Algunos años puede ser muy inconveniente desprenderse de cien, o incluso de cincuenta libras, sacándolas de nuestros propios gastos.",,"- Surely that's the case. In the end, no one owes anyone anything. They think their lives are secure, assuming that what you do is nothing more than your duty, and they don't feel grateful to you. If I were you, any decision I make should be my own. I wouldn't bind myself to give them anything each year. There might be a year when we struggle to spend 100, or even 50 pounds.","""Undoubtedly; moreover, you don't even get a thank you in return. They feel secure, you are just doing what is expected, and this does not create any gratitude. If I were you, I would only do whatever I do based on my own decision. I wouldn't commit myself to making annual payments to them. In some years, it might be difficult to cut even a hundred or fifty pounds from our own expenses.""","—Undoubtedly; and, after all, no one thanks you for it. They feel that they are entitled, you do no more than what is expected of you, and it does not awaken any gratitude. If I were in your place, for anything I did, I would be guided solely by my own judgment. I would not commit to giving them anything every year. Some years it may be very inconvenient to part with a hundred, or even fifty pounds, taking it out of our own expenses.",86
38,,[],"""I believe you are right, my love; it will be better that there should be no annuity in the case; whatever I may give them occasionally will be of far greater assistance than a yearly allowance, because they would only enlarge their style of living if they felt sure of a larger income, and would not be sixpence the richer for it at the end of the year. It will certainly be much the best way. A present of fifty pounds, now and then, will prevent their ever being distressed for money, and will, I think, be amply discharging my promise to my father.""",,"- Em yêu, anh tin rằng em nói đúng; có thể là tốt hơn nếu ta không phải trả theo định kỳ. Bất kỳ khoản nào đấy anh thỉnh thoảng chi cho họ sẽ có giá trị hỗ trợ lớn hơn là khoản thường niên, bởi vì họ chỉ sống phong lưu hơn nếu họ thấy chắc chắn có khoản thu nhập lớn, và đến cuối năm họ không được giàu thêm xu teng nào. Chắc chắn có cách khác tốt hơn. Thỉnh thoảng biếu họ một món tiền 50 bảng sẽ giúp họ không phải khốn đốn, và anh nghĩ việc này đủ để giúp anh giữ lời hứa với ông bố của anh.",,"""Çok haklısın şekerim; bu durumda yıllık ödeme olmaması daha iyi olur; arada bir onlara ne verirsem vereyim yıllık maaştan çok daha faydalı olur, çünkü daha büyük bir gelirden emin olurlarsa ilk iş hayat tarzlarını yükseltirler; sene sonunda da bir kuruş paraları kalmaz. Kesinlikle en iyi yol bu. Arada bir elli pound takdim etmek paraya sıkışmalarını önler ve herhalde babama verdiğim sözü de ziyadesiyle yerine getirmiş olur.",,"—Creo que tienes razón, mi amor; será mejor que no haya ninguna renta anual en este caso; lo que sea que les pueda dar ocasionalmente será de mucho mayor ayuda que una asignación anual, porque si se sintieran seguras de un ingreso mayor sólo elevarían su estilo de vida, y con ello no serían un penique más ricas al final del año. De todas maneras, será lo mejor. Un regalo de cincuenta libras de vez en cuando impedirá que se aflijan por asuntos de dinero, y pienso que saldará ampliamente la promesa hecha a mi padre.",,"- My love, I believe you are right; it might be better if we don't have to pay periodically. Any amount I occasionally spend on them will have greater support value than an annual amount, because they will only live more lavishly if they are certain of a large income, and by the end of the year, they won't be any richer. There surely is a better way. Occasionally giving them a sum of 50 pounds will help them avoid hardship, and I think this will be enough to help me keep my promise to my father.","""You are absolutely right, my dear; in this situation, it would be better not to have an annual payment; whatever I give them occasionally would be much more beneficial than an annual salary, because if they are assured of a larger income, the first thing they would do is elevate their lifestyle; by the end of the year, they would not have a penny left. This is definitely the best way. Giving fifty pounds occasionally prevents them from running out of money and certainly fulfills the promise I made to my father.""","—I think you're right, my love; it would be better if there were no annual allowance in this case; whatever I can give them occasionally will be of much greater help than an annual allowance, because if they felt secure with a higher income, they would only elevate their lifestyle, and thus they would not be a penny richer at the end of the year. Anyway, it will be for the best. A gift of fifty pounds from time to time will prevent them from worrying about money matters, and I think it will fully settle the promise made to my father.",122
44,,[],"This argument was irresistible. It gave to his intentions whatever of decision was wanting before; and he finally resolved, that it would be absolutely unnecessary, if not highly indecorous, to do more for the widow and children of his father, than such kind of neighbourly acts as his own wife pointed out.",,"Không thể chống lại luận cứ này. Nó tạo cho anh động lực mà từ trước đến giờ anh chưa quyết định được. Cuối cùng, anh cả quyết rằng hoàn toàn không cần thiết, nếu không muốn nói là không phải phép, giúp đỡ cho bà vợ góa cùng các đứa con của ông bố nhiều hơn là mức hỗ trợ theo tình làng nghĩa xóm như cô vợ anh đã vạch ra.",,Bunlar karşı konulmaz tespitlerdi. Mr John Dashvvood'un düşüncesine daha önce eksik olan kararlılığı kattılar; ve Mr John Dashwood sonunda babasının dul eşi ve çocukları için karısının işaret ettiği tür komşuluk hareketlerinden fazlasını yapmanın çok yakışıksız değilse bile kesinlikle gereksiz olacağına karar verdi.,,"Este argumento fue irresistible. En él encontró John Dashwood toda la fuerza que antes le había faltado para llevar a cabo sus propósitos; y, por último, resolvió que sería por completo innecesario, si no totalmente inadecuado, hacer más por la viuda y las hijas de su padre que esos gestos de buena vecindad que su propia esposa le había indicado.",,"It is impossible to counter this argument. It gave him the motivation that he had not been able to decide on until now. Finally, he firmly decided that it was completely unnecessary, if not improper, to help the widow and her children more than the level of support according to neighborly relations as his wife had outlined.","These were irresistible observations. They added a previously missing determination to Mr. John Dashwood's thoughts; and Mr. John Dashwood finally decided that doing more than the neighborly gestures his wife had pointed out for his father's widow and children would be, if not highly improper, certainly unnecessary.","This argument was irresistible. In it, John Dashwood found all the strength that he had previously lacked to carry out his intentions; and, finally, he decided that it would be completely unnecessary, if not entirely inappropriate, to do more for his father's widow and daughters than those gestures of good neighborliness that his own wife had suggested to him.",62
