en_first_half,en_second_half,en_word_count,en_results_raw,vi_first_half,vi_second_half,vi_word_count,vi_results_raw,es_first_half,es_second_half,es_word_count,es_results_raw,tr_first_half,tr_second_half,tr_word_count,tr_results_raw
"Alice opened the door and found that it led into a small passage, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw. How she longed to get out of that dark hall, and wander about among those beds of bright flowers and those cool fountains, but she could not even get her head through the","doorway; “and even if my head would go through,” thought poor Alice, “it would be of very little use without my shoulders. Oh, how I wish I could shut up like a telescope! I think I could, if I only knew how to begin.” For, you see, so many out-of-the-way things had happened lately, that Alice had begun to think that very few things indeed were really impossible.",135,completion>,"Alice mở cửa và trước mắt cô là một lối đi nhỏ, chẳng rộng hơn cái hang chuột là mấy. Cô quỳ xuống và nhìn qua lối đi đó, cô thấy một khu vườn đẹp chưa từng thấy. Cô muốn thoát khỏi căn phòng tối tăm để được dạo chơi bên những luống hoa rực rỡ và những đài phun nước mát lạnh đang phun lên mạnh mẽ, nhưng làm sao có thể lách mình qua lối đi bé tí kia, đến cái đầu còn chẳng qua nổi nữa là; “Và dù đầu mình","có qua được lối đi như cái hang chuột kia thì cũng chẳng ích gì nếu vai mình không qua được.” Alice tội nghiệp nghĩ: “Ôi, ước gì mình có thể thu nhỏ người lại như là cái kính viễn vọng nhỉ! Mình có thể làm được điều đó lắm chứ, chỉ cần mình biết phải bắt đầu như thế nào thôi.” Bạn thấy đấy, gần đây có quá nhiều việc chẳng giống như bình thường chút nào khiến Alice bắt đầu nghĩ rằng hầu như chẳng có gì là không thể làm được.",188,completion,"Alicia abrió la puerta y se encontró con que daba a un estrecho pasadizo, no más ancho que una ratonera. Se arrodilló y al otro lado del pasadizo vio el jardín más maravilloso que podáis imaginar. ¡Qué ganas tenía de salir de aquella oscura sala y de pasear entre aquellos macizos de flores multicolores y aquellas frescas fuentes! Pero ni siquiera podía pasar la cabeza","por la abertura. «Y aunque pudiera pasar la cabeza», pensó la pobre Alicia, «de poco iba a servirme sin los hombros. ¡Cómo me gustaría poderme encoger como un telescopio! Creo que podría hacerlo, sólo con saber por dónde empezar.» Y es que, como veis, a Alicia le habían pasado tantas cosas extraordinarias aquel día, que había empezado a pensar que casi nada era en realidad imposible.",131,completion,"Kapı küçük bir geçide açılıyordu, geçit de ancak bir fare deliği kadar genişti, fazla değil. Alice diz çöktü ve geçidin öbür ucunda ömründe görmediği kadar güzel bir bahçe gördü. Şimdi, bu karanlık geçitten kurtulup o serin çeşmeler, o renk renk çiçek tarlaları arasında dolaşmaya can atıyordu.. Ama kapıdan",başı bile sığmıyordu. Zavallı Alice ''Zaten omuzlarım geçmeden başım geçmiş ne işe yarar?'' diye düşündü. ''Ah! Bir dürbün gibi uzayıp kısalabilseydim ne iyi olurdu! Nasıl başlayacağımı bilsem belki de becerirdim ya. '' Çünkü deminden beri öyle olmayacak şeyler olmuştu ki Alice artık yapılması olanaksız pek az şey bulunduğuna inanıyordu.,97,completion>
"There seemed to be no use in waiting by the little door, so she went back to the table, half hoping she might find another key on it, or at any rate a book of rules for shutting people up like","telescopes: this time she found a little bottle on it, (“which certainly was not here before,” said Alice,) and round the neck of the bottle was a paper label, with the words “DRINK ME,” beautifully printed on it in large letters.",82,completion,"Nếu cứ đứng cạnh cánh cửa bé tí này mà chờ đợi thì cũng chẳng ích lợi gì, vì thế Alice quay lại cái bàn ba chân, hy vọng cô có thể tìm thấy một chiếc chìa khóa khác hay ít ra cũng là một cuốn sách hướng dẫn cách thu","nhỏ người lại bằng cái kính viễn vọng. Lần này, cô tìm thấy trên bàn hai cái chai nhỏ (Alice lẩm bẩm: “Rõ ràng là trước đó không hề có.”) và quanh cổ chai có dán mảnh giấy với hàng chữ in to tát đẹp đẽ: “HÃY UỐNG TÔI.” “Hãy uống tôi.”",103,completion,"De nada servía quedarse esperando junto a la puertecita, así que volvió a la mesa, casi con la esperanza de encontrar sobre ella otra llave, o, en todo caso, un libro de instrucciones para encoger a la gente como si","fueran telescopios. Esta vez encontró en la mesa una botellita («que desde luego no estaba aquí antes», dijo Alicia), y alrededor del cuello de la botella había una etiqueta de papel con la palabra «BEBEME» hermosamente impresa en grandes caracteres.",80,completion>,"Hep böyle kapı önünde beklemenin bir yararı yoktu, onun için Alice de başka bir anahtar, yahut insanın nasıl dürbün gibi uzayıp kısalacağının yöntemini öğreten bir kitap ele geçirmek umuduyla yine masaya","gitti. Ama bu kez de masanın üstünde bir şişe buldu. Alice, ''Demin burada olmadığından eminim"" dedi. Şişenin yuvarlak boynunda bir etiket vardı, üzerinde de güzel basılmış kocaman harflerle ''BENİ İÇ'' yazılıydı.",62,completion
"“Come, there’s no use in crying like that!” said Alice to herself, rather sharply; “I advise you to leave off this minute!” She generally gave herself very good advice, (though she very seldom followed it), and sometimes she scolded herself so severely as to bring tears into her eyes; and once she remembered trying to box","her own ears for having cheated herself in a game of croquet she was playing against herself, for this curious child was very fond of pretending to be two people. “But it’s no use now,” thought poor Alice, “to pretend to be two people! Why, there’s hardly enough of me left to make one respectable person!”",112,completion,"“Thôi đi! Khóc như thế thì có ích gì đâu!” Alice nghiêm khắc tự bảo mình: “Tớ khuyên cậu lúc này hãy rời khỏi đây đã!” Alice thường tự đưa ra cho mình những lời khuyên rất khôn ngoan như thế (mặc dù hiếm khi cô làm theo những lời khuyên đó), đôi khi cô còn tự mắng mình một cách thậm tệ đến nỗi cô phải ứa nước mắt và",cô nhớ rằng có lần cô đã cố bịt tai lại để khỏi phải nghe những lời tự xỉ vả khi cô ăn gian trong một ván croke mà đối phương cũng chính là mình. Cô bé hiếu kì này rất thích đóng giả làm hai người. “Nhưng bây giờ cái trò đó chẳng ích gì. Mà tại sao để trở thành một người cao lớn với mình lại khó đến thế!”,143,completion,"«¡Vamos! ¡De nada sirve llorar de esta manera!», se dijo Alicia a sí misma, con bastante firmeza. «¡Te aconsejo que dejes de llorar ahora mismo!» Alicia se daba por lo general muy buenos consejos a sí misma (aunque rara vez los seguía), y algunas veces se reñía con tanta dureza que se le saltaban las lágrimas. Se acordaba incluso de haber intentado una vez","tirarse de las orejas por haberse hecho trampas en un partido de croquet que jugaba consigo misma, pues a esta curiosa criatura le gustaba mucho comportarse como si fuera dos personas a la vez. «¡Pero de nada me serviría ahora comportarme como si fuera dos personas!», pensó la pobre Alicia. «¡Cuando ya se me hace bastante difícil ser una sola persona como Dios manda!»",128,completion,"''Hadi sus, böyle ağlayıp durmaktan bir yarar gelmez'' dedi. ''Hemen susacaksın, anladın mı! '' Alice hep kendine güzel güzel öğütler verirdi. (Ama onları pek seyrek tutardı. Hatta bazen kendini gözlerinden yaş getirecek kadar haşlardı: Bir seferinde de gene kendi kendine oynadığı","kriket oyununda, mızıkçılık ettiği için kendini tokatlamaya kalkmıştı. Bu garip huylu çocuk kendini iki insan yerine koymasını pek severdi. Zavallı Alice ''Ama şimdi kendimi iki insan yerine koymanın bir yararı yok'' diye düşündü. ''Doğru dürüst bir tanelik halim bile kalmadı ki!",82,completion>
"Soon her eye fell on a little glass box that was lying under the table: she opened it, and found in it a very small cake, on which the words “EAT ME” were beautifully marked in currants. “Well, I’ll eat it,”","said Alice, “and if it makes me grow larger, I can reach the key; and if it makes me grow smaller, I can creep under the door; so either way I’ll get into the garden, and I don’t care which happens!”",82,completion,"Alice đáng thương nghĩ. Ngay lúc đó, Alice bỗng nhìn thấy một cái hộp nhỏ bằng thủy tinh ngay dưới chân bàn. Cô mở hộp và thấy một chiếc bánh rất nhỏ có hàng chữ “HÃY ĂN TÔI” được dán trên các quả nho. Alice nghĩ bụng: “Được, mình sẽ ăn nó","và nếu nó làm mình to ra thì mình có thể với được chiếc chìa khóa; còn nếu nó lại làm mình nhỏ hơn nữa, mình sẽ trườn dưới cánh cửa; kiểu gì mình cũng sẽ vào được khu vườn kia và mình chẳng ngại điều gì sẽ xảy ra với mình!”",104,completion,"Poco después, su mirada se posó en una cajita de cristal que había debajo de la mesa. La abrió y encontró dentro un diminuto pastelillo, en que se leía la palabra «COMEME», deliciosamente escrita con grosella. «Bueno, me lo comeré», se","dijo Alicia, «y si me hace crecer, podré coger la llave, y, si me hace todavía más pequeña, podré deslizarme por debajo de la puerta. De un modo o de otro entraré en el jardín, y eso es lo que importa.»",82,completion>,"O sırada gözleri, cam masanın altında duran küçük bir şişeye ilişti, hemen açtı, içinde üzerine kuş üzümleriyle ''Beni ye'' yazılmış küçük bir çörek buldu. Alice, ''Eh, ben de yerim öyleyse'' dedi.","''Eğer bu çörek boyumu uzatırsa masaya yetişir anahtarı alırım, yok eğer daha kısaltırsa bu kez de kapının altından geçerim; yani boyumu ister büyültsün, ister küçültsün bahçeye girebileceğim, hangisi olursa olsun umurumda değil!",63,completion
"She ate a little bit, and said anxiously to herself, “Which way? Which way?”, holding her hand on the top of her head to feel which way it was growing, and she was quite surprised to find that she remained the same size:","to be sure, this generally happens when one eats cake, but Alice had got so much into the way of expecting nothing but out-of-the-way things to happen, that it seemed quite dull and stupid for life to go on in the common way.",86,completion,"Alice cắn một miếng bánh nhỏ và hồi hộp nghĩ: “Mình sẽ thế nào đây, to ra hay bé lại?” Cô bé úp bàn tay lên đỉnh đầu để dễ nhận ra là mình đang biến đổi theo chiều hướng nào và cô rất ngạc nhiên khi thấy mình vẫn như thế, nghĩa là không to ra cũng","chẳng bé lại. Rõ ràng đây là điều rất bình thường, chẳng có ai ăn bánh mà lại bị to ra hay bé đi cả, nhưng Alice đang quá trông chờ vào những điều bất thường nên khi cái điều bình thường đó xảy ra đã khiến cô cảm thấy cuộc đời sao mà ảm đạm và đáng chán.",117,completion,"Dio un mordisquito y se preguntó nerviosísima a sí misma: «¿Hacia dónde? ¿Hacia dónde?» Al mismo tiempo, se llevó una mano a la cabeza para notar en qué dirección se iniciaba el cambio, y quedó muy sorprendida al advertir que seguía con el mismo tamaño.","En realidad, esto es lo que sucede normalmente cuando se da un mordisco a un pastel, pero Alicia estaba ya tan acostumbrada a que todo lo que le sucedía fuera extraordinario, que le pareció muy aburrido y muy tonto que la vida discurriese por cauces normales.",91,completion,"Bir parça ısırdı, bir yandan da kendi kendine, ''Acaba hangisi olacak?'' diyordu. Büyüyor mu, küçülüyor mu, anlamak için elini de başına koydu, ama baktı ki boyu fark etmiyor, buna","şaştı. Doğal olarak, insan çörek yiyince boyu yine eskisi gibi kalır: ama Alice olmayacak şeyler olmasına o kadar alışmıştı ki her şeyin alışıldığı yolda olması ona tatsız, anlamsız geliyordu.",58,completion
"“In that case,” said the Dodo solemnly, rising to its feet, “I","move that the meeting adjourn, for the immediate adoption of more energetic remedies—”",25,completion,"- Trong trường hợp này - Dodo giơ một chân lên, trịnh trọng nói - Tôi đề nghị",hoãn cuộc họp này lại để chúng ta thực hiện ngay lập tức các biện pháp mạnh mẽ hơn.,37,completion,"—En este caso —dijo solemnemente el Dodo, mientras se ponía en pie—, propongo que se abra",un receso en la sesión y que pasemos a la adopción inmediata de remedios más radicales...,32,completion,"'' Dodo ayağa kalkarak ciddi ciddi ''Öyleyse'' dedi ''Ben de, derhal",daha müessir tedabir ittihazı maksadiyle içtimaın infisahını teklif ediyorum. '' (3),22,completion
"Alice had no idea what to do, and in despair she put her hand in her pocket, and pulled out a box of","comfits, (luckily the salt water had not got into it), and handed them round as prizes. There was exactly one a-piece, all round.",46,completion,"Trao giải đi! Alice chẳng biết làm thế nào và trong lúc bối rối, cô bé vô tình thọc tay vào túi. Chẳng hiểu sao trong túi lại có một cái hộp, Alice lôi nó ra: một hộp kẹo hạnh","nhân! (may sao cái thứ nước mặn kia đã không lọt vào được hộp kẹo.) Cô chia kẹo cho tất cả, coi đó là giải thưởng. Chính xác là chia vừa hết một vòng thì mỗi con được một chiếc kẹo.",81,completion,"Alicia no sabía qué hacer, y se metió desesperada una mano en el bolsillo, y encontró una caja de confites (por","suerte el agua salada no había entrado dentro), y los repartió como premios. Había exactamente un confite para cada uno de ellos.",43,completion>,"Alice ne yapacağını bilmiyordu, umutsuz bir durumda, elini cebine soktu ve bir kutu şeker çıkardı",(neyse ki tuzlu su kutuya girmemişti). Ödül diye şekerleri dağıttı. Tam tamına herkese birer şeker düşmüştü.,31,completion
"Alice thought the whole thing very absurd, but they all looked so grave that she did not dare to laugh; and,","as she could not think of anything to say, she simply bowed, and took the thimble, looking as solemn as she could.",43,completion,"Alice thấy cái trò này thật ngớ ngẩn và lố bịch, nhưng tất cả các con vậy đều tỏ ra rất nghiêm túc nên cô không dám cười",và vì cô chẳng biết phải nói gì cả nên cô chỉ cúi chào rồi nhận lấy chiếc vòng sắt và cố làm điệu bộ hết sức trang trọng.,57,completion,"Alicia pensó que todo esto era muy absurdo, pero los demás parecían tomarlo tan en serio que no se atrevió a reír, y, como","tampoco se le ocurría nada que decir, se limitó a hacer una reverencia, y a coger el dedal, con el aire más solemne que pudo.",49,"completion> Alicia pensó que todo esto era muy absurdo, pero los demás parecían tomarlo tan en serio que no se atrevió a reír, y, como si la situación fuera aún más surrealista, comenzaron a discutir sobre la importancia de la seriedad en la vida cotidiana, argumentando que la risa y la alegría eran esenciales para mantener una buena salud mental y física. Alicia, aunque aún no estaba convencida, decidió unirse a la conversación y compartir sus propias opiniones sobre el tema, lo que provocó un debate aún más animado entre los presentes. A medida que la discusión avanzaba, Alicia se dio cuenta de que, aunque la situación era absurda, también era una oportunidad única para aprender y crecer, y decidió aprovecharla al máximo. ","Bütün bu olanlar çok saçmaydı, ama çevresindekilerin ciddiliğine bakarak Alice gülmeye cesaret edemedi; usuna","söylenecek söz de gelmiyordu, yalnızca becerebildiği kadar ağır davranarak eğilip selam verdi ve yüksüğü aldı.",29,"completion: Usuna gelince, Alice'in kafasında bir sürü soru belirdi. Bu garip olayların ardında ne gibi bir gizem yatıyordu? Bu kadar ciddi ve gizemli bir atmosferin içinde, neden herkesin bu kadar ciddi olduğunu anlamaya çalıştı. Alice, bu soruların cevabını bulmak için, çevresindeki insanların davranışlarını dikkatlice gözlemlemeye başladı."
"Luckily for Alice, the little magic bottle had now had its full effect, and she grew no larger: still it was very uncomfortable,","and, as there seemed to be no sort of chance of her ever getting out of the room again, no wonder she felt unhappy.",47,completion,"Nhưng cũng may, lúc này nước trong cái chai nhỏ có phép mà Alice uống đã hết tác dụng và Alice không to thêm nữa. Nhưng cứ thế này cũng khó chịu",lắm rồi. Hơn nữa có vẻ như Alice chẳng có cơ hội ra khỏi căn phòng này vì thế việc Alice cảm thấy vô cùng khổ sở cũng là điều dễ hiểu.,64,completion,"Por suerte la botellita mágica había producido ya todo su efecto, y Alicia dejó de crecer. De todos modos, se sentía incómoda y,","como no parecía haber posibilidad alguna de volver a salir nunca de aquella habitación, no es de extrañar que se sintiera también muy desgraciada.",47,"completion> sentía que su cuerpo era demasiado grande para el pequeño mundo que la rodeaba. Decidió que era hora de regresar a casa, pero no estaba segura de cómo hacerlo. Recordó que la botellita mágica había sido creada por el Conejo Blanco, quien podría tener alguna idea sobre cómo regresar a su propio mundo. Con la esperanza de encontrar una solución, Alicia se puso en marcha para encontrar al Conejo Blanco y pedirle ayuda.","Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne","de olsa duruşu pek rahatsızdı, bu odadan da hiç çıkacak gibi gözükmediği için üzgün oluşuna pek şaşmamalı.",33,"completion: Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfetmek istiyordu. Bu yüzden, Alice'in talihi varmış ki, artık büyülü şişe etkisinigöstereceği kadar göstermiş, onun da büyümesi durmuştu. Ama ne var ki, bu durum Alice'i çok üzmüştü. Çünkü o, büyüdüğünde daha büyük maceralara atılmak ve daha çok şey keşfet"
"“Oh, you foolish Alice!” she answered herself. “How can you learn lessons in here?","Why, there’s hardly room for you, and no room at all for any lesson-books!”",28,completion,"Alice tự bảo mình: “Ôi, sao mày ngốc thế hả Alice! Ở đây thì học làm sao",được? Vì cái phòng này đã quá chật với mày rồi làm gì còn chỗ để sách nữa!”,35,completion,"¡Pero qué tonta eres, Alicia! —se rebatió a sí misma—. ¿Cómo vas a poder estudiar lecciones metida aquí","dentro? Apenas si hay sitio para ti, ¡Y desde luego no queda ni un rinconcito para libros de texto!",37,completion,"Sonra kendi kendine yanıtladı: ''A, aptal Alice, burada nasıl ders","çalışırsın? Kendin için bile yer bulamıyorsun, ders kitapları için zor bulursun.",21,"completion: ""ders alabileceğin bir yer değil. Burada sadece kendi kendine konuşuyorsun ve bu da seni daha da aptal gösteriyor. Gerçekten ne istediğini düşün ve sonra bana söyle."""
