Single_ent,en,en_results,es,es_results,tr,tr_results,vi,vi_results,en_shuffled,en_shuffled_results,es_shuffled,es_shuffled_results,tr_shuffled,tr_shuffled_results,vi_shuffled,vi_shuffled_results
"['nancy bobofit', 'nancy']","Finally, Nancy Bobofit snickered something about the naked guy on the stele, and I turned around and said, “Will you shut up?”","""title"": ""A Series of Unfortunate Events"", ""author"": ""Lemony Snicket""","Al final, Nancy Bobofit se burló de una figura desnuda cincelada en la estela y yo le espeté: —¿Te quieres callar?","""title"": ""Oliver Twist"", ""author"": ""Charles Dickens""","En nihayetinde Nancy Bobofit kıs kıs gülerek stele'deki çıplak adamla ilgili bir şeyler söyledi ben de dayanamadım, dönüp ""Çeneni kapar mısın?"" dedim.","""title"": ""Oliver Twist"", ""author"": ""Charles Dickens""","Giọt nước tràn ly đúng lúc Nancy cười khúc khích, nói câu gì đó về hình chạm người thanh niên trần truồng trên cột đá. Không chịu nổi, tôi quay xuống: - Có câm mồm không thì bảo?","""title"": ""The Secret of the Old Clock"", ""author"": ""Carolyn Keene""","and something around naked said, turned shut about I up?” Nancy guy Bobofit you on the the “Will and Finally, snickered stele,","""title"": ""unknown"", ""author"": ""unknown""","final, callar? y espeté: en la estela Nancy quieres Bobofit una de yo cincelada le se figura desnuda burló Al —¿Te","""title"": ""Nancy Drew: The Clue in the Jewel Box"", ""author"": ""Carolyn Keene""","dönüp ilgili kapar ""Çeneni adamla stele'deki de Nancy kıs dayanamadım, mısın?"" nihayetinde Bobofit dedim. kıs söyledi En çıplak bir şeyler ben gülerek","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","quay Không gì hình thanh xuống: cột câu nói Giọt Nancy đúng nước truồng tôi trần chạm chịu về không - đó người lúc nổi, mồm bảo? niên khích, tràn đá. trên ly cười câm khúc Có thì","""title"": ""The Old Man and the Sea"", ""author"": ""Ernest Hemingway"""
"['bay brunner', 'brunner']","I mean, sure, it was kind of cool on tournament days, when he dressed up in a suit of Roman armor and shouted: “What ho!’” and challenged us, sword-point against chalk, to run to the board and name every Greek and Roman person who had ever lived, and their mother, and what god they worshipped. But Mr. Brunner expected me to be as good as everybody else, despite the fact that I have dyslexia and attention deficit disorder and I had never made above a C- in my life. No-he didn’t expect me to be as good; he expected me to be better. And I just couldn’t learn all those names and facts, much less spell them correctly.","""title"": ""The Wednesday Wars"", ""author"": ""Gary D. Schmidt""","Verás, quiero decir que sí, que molaban los días de competición, esos en que se disfrazaba con una armadura romana y gritaba «¡Adelante!», y nos desafiaba, espada contra tiza, a que corriéramos a la pizarra y nombráramos a todas las personas griegas y romanas que vivieron alguna vez, a sus madres y a los dioses que adoraban. Pero Brunner esperaba que yo lo hiciera tan bien como los demás, a pesar de que soy disléxico y poseo un trastorno por déficit de atención y jamás he pasado de un aprobado... No; no esperaba que fuera tan bueno como los demás: esperaba que fuera mejor. Y yo simplemente no podía aprenderme todos aquellos nombres y hechos, y mucho menos deletrearlos correctamente.","""title"": ""El Juego de Tronos"", ""author"": ""George R.R. Martin""","Sınav günleri Romalı zırhı kuşanır ve bağırırdı: ""Hey hooo!"" Sonra bize meydan okur, kılıcının ucuyla iterek tahtaya koşturtur ve yaşamış tüm Yunanlıların ve Romalıların adlarını, hatta annelerininadlarını ve hangi tanrılara taptıklarını tek tek sorardı. Bay Brunner benim herkes kadar iyi bilmemi bekliyordu ama gelin görün ki bende disleksi vardı. Yani yazıları doğru dürüst okuyamıyordum. Üstüne üstlük dikkat bozukluğum da olduğundan, hayatımda C'nin üstünde not almamıştım. Hayır, benim onlarkadar iyi olmamı beklemiyordu; daha iyi olmamı bekliyordu. Oysa ben bırakın onca adı ve bilgiyi öğrenmeyi, bunları doğru dürüst telaffuz bile edemiyordum.","""title"": ""I, Claudius"", ""author"": ""Robert Graves""","Phải công nhận những ngày thi môn học của thầy vui cực kỳ. Khi đó, thầy Brunner mặc áo giáp của người La Mã cổ và thét vang: “Nhìn đây”. Tay cầm kiếm chỉ hộp phấn, thầy thách các trò chạy lên bảng, viết tên bất kỳ nhân vật huyền thoại nào của Hy Lạp và La Mã cổ từng được học, kể tên cha mẹ họ và vị thần mà họ thờ phượng. Nhưng khổ nỗi thầy kỳ vọng tôi phải học hành bằng bạn bằng bè, dù biết tôi mắc bệnh khó đọc và chứng mất tập trung. Cả đời tôi chỉ nhận toàn điểm C trở xuống. Không – thầy không chỉ kỳ vọng tôi phải học hành bằng bạn bằng bè. Thầy muốn tôi phải giỏi hơn nữa cơ. Nhớ cả đống tên người và thông tin về họ đã khó, huống hồ thầy còn đòi tôi phải đánh vần cho đúng từng cái tên.","""title"": ""The Curious Incident of the Dog in the Night-Time"", ""author"": ""Mark Haddon""","I them it me But a Roman they life. be had person be dyslexia sure, be in days, sword-point that board and everybody us, to made and when disorder I a challenged of he to expect on me facts, mean, to less dressed the much he despite cool couldn’t against mother, good; have I Greek Roman else, and expected in didn’t just correctly. of all and learn and Mr. attention and expected above ho!’” C- tournament And No-he as lived, deficit had to worshipped. was and shouted: who as never better. spell my run and what Brunner every I armor and the suit their to god “What names me as ever good up fact those name chalk, kind","""title"": ""The Last Legion"", ""author"": ""Valerio Massimo Manfredi""","vivieron demás: y nos nombres menos a no que yo sus y de y Pero competición, demás, madres «¡Adelante!», de las que corriéramos jamás armadura que bien un un con Verás, no tiza, atención y bueno desafiaba, los y pasado esperaba fuera disfrazaba de los una personas que poseo que dioses que fuera tan deletrearlos quiero días tan contra gritaba como aprenderme esperaba esos a que podía a aquellos yo espada lo esperaba pesar correctamente. todos romanas y todas nombráramos mucho decir aprobado... los Y alguna vez, he molaban en y que a sí, trastorno griegas Brunner los y mejor. que la No; hiciera adoraban. romana hechos, soy disléxico simplemente como a déficit se a pizarra y que de por","""title"": ""unknown"", ""author"": ""unknown""","Yani ucuyla iyi adı benim okuyamıyordum. üstünde tahtaya iterek bilmemi tanrılara taptıklarını bize Bay ki ve benim olmamı da C'nin bekliyordu Hayır, hatta yaşamış dürüst ben doğru onca kılıcının ama bırakın yazıları vardı. Yunanlıların kadar tek dürüst bağırırdı: meydan edemiyordum. hayatımda tüm görün ve Brunner Romalıların gelin ""Hey hooo!"" üstlük Romalı ve dikkat bilgiyi bunları adlarını, disleksi günleri telaffuz iyi annelerininadlarını herkes Oysa Sınav bile bekliyordu. zırhı hangi beklemiyordu; ve öğrenmeyi, onlarkadar olduğundan, iyi sorardı. koşturtur okur, ve Üstüne olmamı not daha kuşanır bende bozukluğum almamıştım. doğru tek Sonra","""title"": ""The Black Book"", ""author"": ""Orhan Pamuk""","phải huống hộp nỗi môn bạn Lạp phượng. phải Tay đánh toàn họ cầm thầy tôi đó, kỳ lên bằng cho dù tên học thờ trò La nhân khó điểm thông hành không chứng mẹ vang: thầy Nhưng C khổ muốn phải Nhớ người bè, cả vật chạy bằng chỉ từng kể vui thét Phải học Không hành của nhận về tôi cha vọng viết giỏi nhận được học, mà tin trở bất nữa xuống. vọng giáp mất của phải tôi đúng Mã bằng khó, Thầy họ phấn, kiếm đòi thách vị còn chỉ huyền kỳ họ cực và hơn học đống và Mã tên chỉ biết Khi ngày La tôi từng Hy bằng kỳ đọc mặc thầy Brunner thần thầy thi và trung. bạn tên của tập thoại đây”. vần và – bệnh cơ. tôi đời tên. công những kỳ. người các thầy cổ cổ nào bảng, bè. Cả cái hồ “Nhìn mắc và thầy đã tôi áo","""title"": ""The Sorrow of War"", ""author"": ""Bao Ninh"""
"['bay brunner', 'murmuré', 'brunner']","I mumbled something about trying harder, while Mr. Brunner took one long sad look at the stele, like he’d been at this girl’s funeral.","""title"": ""The Dispossessed"", ""author"": ""Ursula K. Le Guin""","Murmuré algo acerca de esforzarme más mientras él dedicaba una triste mirada a la estela, como si hubiera estado en el funeral de la chica.","""title"": ""Ningún hombre soy yo"", ""author"": ""Arturo Pérez-Reverte""","Daha çok çalışırım gibi bir şeyler geveledim ağzımda. Bay Brunner ise sanki o kızın cenazesinde bulunmuş gibi stele'ye uzun uzun, üzgün üzgün baktı.","""title"": ""Hareketli Masallar"", ""author"": ""Enid Blyton""",Tôi lí nhí hứa sẽ cố gắng nhiều hơn nữa. Nhưng thầy Brunner chỉ buồn bã nhìn mãi bia đá như thể thầy đang dự đám tang người con gái nọ.,"""title"": ""The Reluctant Fundamentalist"", ""author"": ""Mohsin Hamid""","mumbled sad I like Mr. at something look girl’s harder, been one Brunner the trying long while stele, this funeral. at took about he’d","""title"": ""N/A"", ""author"": ""N/A""","acerca esforzarme más como hubiera una Murmuré de él triste el estado estela, mirada si algo a chica. la mientras funeral de la en dedicaba","""title"": ""Ningún Título Especificado"", ""author"": ""No se especifica""","Daha bir şeyler cenazesinde ise çalışırım baktı. geveledim Bay o bulunmuş ağzımda. kızın uzun, sanki gibi üzgün çok stele'ye Brunner uzun gibi üzgün","""title"": ""Hikayelerim 2"", ""author"": ""İsmet Paşa""",nữa. chỉ đám nọ. thầy hứa Brunner cố như nhiều nhìn mãi lí sẽ Tôi gái buồn nhí thầy hơn Nhưng dự tang gắng bã bia con thể đá đang người,"""title"": ""The Day of the Jackal"", ""author"": ""Frederick Forsyth"""
"['bay brunner', 'brunner']","Mr. Brunner, who’d been out in front of the museum a minute before, wheeled his chair into the doorway of the gallery, holding a pen in his hand.","""title"": ""Fahrenheit 451"", ""author"": ""Ray Bradbury""","Y de pronto las cosas se tornaron aún más extrañas: el señor Brunner, que un minuto antes estaba fuera del museo, apareció en la galería y me lanzó un bolígrafo.","""title"": ""The Boy in the Striped Pyjamas"", ""author"": ""John Boyne""","Bir dakika önce müzenin önünde olan Bay Brunner, tekerlekli sandalyesini sürerek, elinde bir kalemle galerinin kapısından içeri giriyordu şimdi.","""title"": ""The Black Book"", ""author"": ""Mehmet Murat Somer""","Thầy Brunner một phút trước đó còn ngoài cổng viện bảo tàng giờ đã xuất hiện ngay cửa phòng trưng bày, tay giơ cao cây viết. Vừa tung bút lên cao, thầy vừa hô to:","""title"": ""The Alchemyst: The Secrets of the Immortal Nicholas Flamel"", ""author"": ""Michael Scott""","out a the minute doorway of the before, who’d pen a been museum gallery, front of in chair in his the his wheeled Mr. holding hand. into Brunner,","""title"": ""Stand on Zanzibar"", ""author"": ""John Brunner""","tornaron de cosas pronto se que más extrañas: aún estaba Y Brunner, galería museo, en del fuera apareció un antes me un minuto la y lanzó señor las bolígrafo. el","""title"": ""N/A"", ""author"": ""N/A""","kapısından elinde şimdi. olan Bir galerinin Bay kalemle önce müzenin Brunner, sürerek, sandalyesini dakika önünde içeri bir tekerlekli giriyordu","""title"": ""The Name of the Rose"", ""author"": ""Umberto Eco""","cao viết. to: Thầy trước bảo đã viện một bày, hiện tung cổng cao, thầy phút cây Vừa giơ tàng ngay hô cửa phòng vừa đó Brunner tay lên giờ còn ngoài bút trưng xuất","""title"": ""The Demolished Man"", ""author"": ""Alfred Bester"""
"['dodds', 'señora dodds', 'bayan dodds']","Mrs. Dodds was a sand castle in a power fan. She exploded into yellow powder, vaporized on the spot, leaving nothing but the smell of sulfur and a dying screech and a chill of evil in the air, as if those two glowing red eyes were still watching me.","""title"": ""Harry Potter and the Order of the Phoenix"", ""author"": ""J.K. Rowling""","La señora Dodds explotó en una nube de polvo amarillo y se volatilizó en el acto, sin dejar nada aparte de un intenso olor a azufre, un alarido moribundo y un frío malvado alrededor, como si sus ojos encendidos siguieran observándome.","""title"": ""Harry Potter y la Piedra Filosofal"", ""author"": ""J.K. Rowling""","Bayan Dodds sanki devasa bir pervaneye tutulmuş kumdan bir kaleye döndü. Sarı bir toz dağıtarak patladı, oracıkta buharlaştı ama bir süre kükürt kokusu, bir ölüm çığlığı ve kötülüğün saçtığı buz gibi bir hava etrafı sardı, sanki o alev alev, kor kırmızı iki göz hâlâ beni izliyordu.","""title"": ""The Name of the Wind"", ""author"": ""Patrick Rothfuss""","Cô Dodds như lâu đài cát đặt ngay trước quạt công suất cực mạnh. Người cô nổ tung, biến thành bột màu vàng nghệ rồi tan biến ngay trước khi kịp rơi xuống. Dấu vết chẳng còn gì ngoài mùi trứng thối, tiếng kêu giãy chết và âm khí lạnh buốt. Tôi cảm tưởng cặp mắt vằn đỏ vẫn còn đâu đó trên cao đang trừng trừng nhìn tôi.","""title"": ""The Silent Patient"", ""author"": ""Alex Michaelides""","of but powder, evil was She and and red a watching into on castle chill were two a spot, power eyes as of Mrs. screech the still sulfur yellow in exploded Dodds smell vaporized air, me. a fan. nothing the those leaving if a dying sand glowing the in","""title"": ""The Lord of the Rings"", ""author"": ""J.R.R. Tolkien""","La sus Dodds y alarido aparte explotó nube frío como se azufre, siguieran observándome. el alrededor, señora amarillo olor en de acto, en y un si volatilizó ojos polvo un a una sin un malvado moribundo intenso nada encendidos dejar de","""title"": ""Ningún Título Especificado"", ""author"": ""No se especifica""","sardı, izliyordu. buz döndü. kötülüğün oracıkta kor göz kokusu, hava pervaneye bir buharlaştı ve çığlığı iki Bayan kükürt kırmızı patladı, beni süre Sarı alev ama hâlâ sanki alev, bir sanki ölüm kaleye dağıtarak gibi saçtığı etrafı toz kumdan devasa bir tutulmuş bir bir o Dodds bir","""title"": ""The Black Tulip"", ""author"": ""Alexandre Dumas""","đỏ đang đặt tôi. gì và cảm trên quạt Dodds rơi như trừng khi cát thối, vẫn Người màu đài chết xuống. mắt tan thành vết còn tưởng cao lâu biến kêu ngay mùi bột khí rồi cô vàng đâu buốt. biến Dấu vằn Cô ngoài âm lạnh mạnh. cặp nhìn chẳng trứng cực tung, suất giãy tiếng trước ngay công trước trừng Tôi còn nghệ nổ đó kịp","""title"": ""The Yellow Wallpaper"", ""author"": ""Charlotte Perkins Gilman"""
"['jackson', 'bay jackson', 'señor jackson']","He looked up, a little distracted. “Ah, that would be my pen. Please bring your own writing utensil in the future, Mr. Jackson.”","""title"": ""The Cuckoo's Calling"", ""author"": ""J.K. Rowling""","Levantó la mirada, algo distraído. —Ah, mi bolígrafo. Le agradecería, señor Jackson, que en el futuro trajera su propio utensilio de escritura.","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","Başını kaldırdı, dikkati dağılmış gibiydi. ""Ah, işte bu benim kalemim sanırım. Lütfen bundan sonra kendi yazım araçlarınızı kendiniz getirin Bay Jackson.","""title"": ""The Black Echo"", ""author"": ""Michael Connelly""","Thấy tôi đến bên, thầy ngơ ngác nhìn lên: - À, có phải cây bút của thầy không? Jackson này, lần sau đi học nhớ mang theo dụng cụ học tập nhé.","""title"": ""Theo dõi chuyện Tim"", ""author"": ""Enid Blyton""","little up, utensil the my pen. would He looked future, Mr. a that distracted. Jackson.” in Please bring writing own “Ah, be your","""title"": ""The Tell-Tale Heart"", ""author"": ""Edgar Allan Poe""","propio Le escritura. en la —Ah, distraído. utensilio Levantó futuro bolígrafo. algo que su señor trajera mi mirada, agradecería, de el Jackson,","""title"": ""The House on Mango Street"", ""author"": ""Sandra Cisneros""","kendi kendiniz benim getirin araçlarınızı kalemim Lütfen sonra Bay Jackson. bundan ""Ah, kaldırdı, yazım gibiydi. dağılmış dikkati işte Başını bu sanırım.","""title"": ""The Bay"", ""author"": ""Brian Castner""","À, nhìn đi ngơ phải tôi tập bút dụng đến của mang cây nhé. cụ sau học nhớ theo học này, thầy thầy - có Jackson ngác lần bên, lên: Thấy không?","""title"": ""The Sorrow of War"", ""author"": ""Bao Ninh"""
"['dodds', 'bayan dodds']","Every so often I would spring a Mrs. Dodds reference on somebody, just to see if I could trip them up, but they would stare at me like I was psycho.","""title"": ""The Lightning Thief"", ""author"": ""Rick Riordan""","De vez en cuando yo sacaba a colación a la señora Dodds, buscando pillarlos en falso, pero se quedaban mirándome como si fuera un psicópata.","""title"": ""El Señor de los Anillos: El Anillo del Poder"", ""author"": ""J.R.R. Tolkien""",Onları tuzağa düşürüp düşüremeyeceğimi görmek için sık sık Bayan Dodds'tan bahsediyordum ama bana deliymişim gibi bakıyorlardı.,"""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald""","Thỉnh thoảng, vì muốn bắt quả tang bạn bè nói dối, tôi vờ vô tình hỏi về cô Dodds nhưng họ chỉ trố mắt nhìn lại như thể tôi bị lẩn thẩn vậy.","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","a see psycho. up, at to if I spring I trip just them so they could on reference I often somebody, Every stare would me but Dodds like Mrs. was would","""title"": ""The Big Sleep"", ""author"": ""Raymond Chandler""","De psicópata. se la Dodds, pero buscando vez sacaba en en cuando colación yo quedaban a falso, a fuera si señora un como mirándome pillarlos","""title"": ""Nada"", ""author"": ""Fyodor Dostoevsky""",deliymişim görmek ama Dodds'tan gibi Bayan Onları bakıyorlardı. düşüremeyeceğimi için bahsediyordum bana sık tuzağa düşürüp sık,"""title"": ""The Idiot"", ""author"": ""Fyodor Dostoevsky""","mắt thể bè dối, lẩn nhìn vậy. thoảng, tình tang chỉ Thỉnh về tôi quả nhưng lại muốn vờ bị trố vô bắt cô bạn vì hỏi thẩn họ tôi như nói Dodds","""title"": ""The Scent of Fear"", ""author"": ""Sidney Sheldon"""
"['dodds', 'señora dodds', 'bayan dodds']","I didn’t have much time to think about it during the days, but at night, visions of Mrs. Dodds with talons and leathery wings would wake me up in a cold sweat.","""title"": ""The Lightning Thief"", ""author"": ""Rick Riordan""","No tenía demasiado tiempo para pensar en ello durante el día, pero por la noche las terribles visiones de la señora Dodds con garras y alas coriáceas me despertaban entre sudores fríos.","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","Gün içerisinde bu konuyu düşünecek çok vaktim olmuyordu ama geceleri rüyamda pençeleriyle, deriden kanatlarıyla Bayan Dodds'u görüyor, soğuk terler dökerek uyanıyordum.","""title"": ""The Night Circus"", ""author"": ""Erin Morgenstern""","Ban ngày, tôi không có nhiều thời gian nghĩ đến chuyện ấy. Nhưng ban đêm, lắm lúc tôi giật mình toát mồ hôi lạnh choàng tỉnh từ giấc mơ có hình ảnh cô Dodds với móng vuốt sắc nhọn và cánh dơi to tướng.","""title"": ""The Little Paris Bookshop"", ""author"": ""Nina George""","much didn’t sweat. with about during time wings think to of cold a visions me I night, and talons in days, Dodds Mrs. but have it wake up leathery at would the","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","sudores con tiempo en noche demasiado tenía y el la pero garras día, entre despertaban de No señora durante las para ello la fríos. pensar visiones coriáceas por terribles me Dodds alas","""title"": ""The Hound of the Baskervilles"", ""author"": ""Arthur Conan Doyle""","düşünecek Gün pençeleriyle, kanatlarıyla uyanıyordum. terler olmuyordu geceleri görüyor, vaktim konuyu deriden Dodds'u içerisinde Bayan dökerek soğuk ama rüyamda çok bu","""title"": ""The Black Book"", ""author"": ""Orhan Pamuk""","móng tôi mình ban cô cánh nghĩ tỉnh với lúc đêm, giấc mơ gian lạnh vuốt hôi thời đến ấy. và to ảnh Ban hình Nhưng chuyện tôi toát lắm sắc Dodds mồ choàng dơi giật không có tướng. từ có nhọn ngày, nhiều","""title"": ""The Sorrow of War"", ""author"": ""Bao Ninh"""
"['nancy bobofit', 'nancy']",I started feeling cranky and irritable most of the time. My grades slipped from Ds to Fs. I got into more fights with Nancy Bobofit and her friends. I was sent out into the hallway in almost every class.,"""title"": ""A Series of Unfortunate Events: The Bad Beginning"", ""author"": ""Lemony Snicket""","Empecé a sentirme malhumorado e irritable la mayor parte del tiempo. Mis notas bajaron de insuficiente a muy deficiente. Me peleé más con Nancy Bobofit y sus amigas, y en casi todas las clases acababa castigado en el pasillo.","""title"": ""Oliver Twist"", ""author"": ""Charles Dickens""","Artık her şeye çabuk almıyor, çoğu zaman huysuzluk ediyordum. Notlarım D'den F'ye düştü. Nancy Bobofit ve arkadaşlarıyla daha sık kavga etmeye başladım. Neredeyse her dersten atılıyor, koridorda beklemek zorunda kalıyordum.","""title"": ""The Secret Garden"", ""author"": ""Frances Hodgson Burnett""","Từ đó bắt đầu quãng thời gian tôi luôn vô cớ cáu kỉnh và khó chịu, đồng thời lực học đuối dần, điểm D dần thay thế bằng điểm F. Tôi đánh nhau với Nancy và đám bạn nó thường hơn và hầu như tiết nào tôi cũng bị thầy cô tống ra ngoài hành lang.","""title"": ""The Diary of a Young Girl"", ""author"": ""Anne Frank""",I I the I in more slipped almost fights Bobofit Ds Fs. hallway and into sent feeling Nancy got of started to from and the irritable most her with time. My out every friends. into cranky was class. grades,"""title"": ""The Bobbsey Twins at School"", ""author"": ""Laura Lee Hope""","irritable Me con tiempo. insuficiente y malhumorado todas sentirme la deficiente. del clases mayor bajaron más casi Empecé e y a Mis pasillo. amigas, acababa en castigado sus parte peleé notas Nancy a de el las muy en Bobofit","""title"": ""unknown"", ""author"": ""unknown""","sık huysuzluk kalıyordum. F'ye her Artık Neredeyse kavga düştü. çoğu ediyordum. arkadaşlarıyla etmeye daha çabuk Nancy başladım. zorunda Bobofit almıyor, her Notlarım dersten koridorda atılıyor, şeye zaman ve beklemek D'den","""title"": ""The Mystery of the Hidden Staircase"", ""author"": ""Carolyn Keene""","khó với đám đánh bắt đầu tống cũng ngoài quãng hành gian như dần điểm nó cáu tôi và cô F. thường và lang. bạn lực thời chịu, tôi đồng nào bị hơn hầu thay đó thời và đuối D học bằng ra kỉnh cớ vô thế Từ luôn Nancy nhau thầy dần, điểm Tôi tiết","""title"": ""The Secret Adversary"", ""author"": ""Agatha Christie"""
"['bay brunner', 'brunner']","As exam week got closer, Latin was the only test I studied for. I hadn’t forgotten what Mr. Brunner had told me about this subject being life-and-death for me. I wasn’t sure why, but I’d started to believe him.","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger""","Se acercaba la semana de exámenes, y sólo estudié para su asignatura. No había olvidado lo que Brunner me había dicho sobre que aquella asignatura era para mí una cuestión de vida o muerte. No sabía muy bien por qué, pero el caso es que empecé a creerlo.","""title"": ""Ningún hombre es un islandia"", ""author"": ""Halldór Laxness""","Sınav haftası yaklaşırken çalıştığım tek ders Latince'ydi. Bay Brunner'ın, bana ölüm kalım meselesiyle ilgili söylediği şeyleri unutmamıştım. Neden olduğunu bilmesem de ona inanmaya başlamıştım.","""title"": ""İki Yol Altında"", ""author"": ""Orhan Pamuk""","Đến thời điểm ôn thi cuối cấp, tôi chỉ dồn sức học môn Latinh. Tôi chưa quên hôm ở viện bảo tàng, thầy Brunner có bảo môn thầy dạy có tầm quan trọng sống còn với tôi. Dù không hiểu nguyên do, nhưng tôi bắt đầu tin thầy nói đúng.","""title"": ""The Curious Incident of the Dog in the Night-Time"", ""author"": ""Mark Haddon""","me I’d for. wasn’t being why, Latin this got but life-and-death about told I Brunner subject was sure for I week only hadn’t had the him. to test Mr. forgotten closer, me. I As believe studied exam started what","""title"": ""No answer"", ""author"": ""Unknown""","estudié cuestión que sólo pero había bien exámenes, Brunner había me de acercaba asignatura. que de su era empecé por una aquella vida o semana Se para la sobre olvidado No muerte. que a lo creerlo. mí No sabía caso y es para el muy dicho qué, asignatura","""title"": ""Ningún hombre es un islandia"", ""author"": ""Aldous Huxley""","Bay Brunner'ın, Latince'ydi. olduğunu Neden haftası Sınav tek çalıştığım söylediği bana unutmamıştım. ölüm kalım bilmesem şeyleri de ona yaklaşırken başlamıştım. inanmaya ders meselesiyle ilgili","""title"": ""unknown"", ""author"": ""unknown""","sức cuối môn sống còn với thi chưa ở dạy trọng Latinh. học viện chỉ có thời bảo nguyên quên thầy ôn Brunner cấp, tin tôi hiểu tôi. đầu do, hôm thầy có bắt bảo thầy đúng. môn Tôi Dù tầm tàng, dồn nhưng Đến điểm tôi nói quan không","""title"": ""The Diary of a Young Girl"", ""author"": ""Anne Frank"""
