line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
2,,[],"However little known the feelings or views of such a man may be on his first entering a neighbourhood, this truth is so well fixed in the minds of the surrounding families, that he is considered as the rightful property of some one or other of their daughters.",,"Dù cho người ta chỉ biết rất ít về cảm nghĩ hay quan điểm của người đàn ông như thế, khi anh ta đến cư ngụ trong vùng, sự thật ấy đã in sâu vào đầu óc của những gia đình sống xung quanh, đến nỗi họ xem người đàn ông này là tài sản hợp pháp của cô con gái này hay cô con gái kia của họ.",,"Böyle bir erkek yeni bir muhite ilk adımını atarken ne hissediyor, ne düşünüyor, kimse bilmez, ama bu gerçek civardaki ailelerin aklına öyle yerleşmiştir ki onu kızlarından birinin ya da diğerinin tapulu malı sayarlar.",,"Sin embargo, poco se sabe de los sentimientos u opiniones de un hombre de tales condiciones cuando entra a formar parte de un vecindario. Esta verdad está tan arraigada en las mentes de algunas de las familias que lo rodean, que algunas le consideran de su legítima propiedad y otras de la de sus hijas.",,"Even though very little is known about the feelings or views of such a man when he first moves into a neighborhood, this truth is so well fixed in the minds of the surrounding families that he is considered the rightful property of one or another of their daughters.","No one knows what a man like this feels or thinks when he takes his first step into a new environment, but this fact is so ingrained in the minds of the families in the vicinity that they consider him the rightful property of one of their daughters.","However, little is known about the feelings or opinions of a man of such conditions when he becomes part of a neighborhood. This truth is so ingrained in the minds of some of the families around him, that some consider him their rightful property and others that of their daughters.",51
57,,[],"“I am sorry to hear that; but why did you not tell me so before? If I had known as much this morning, I certainly would not have called on him. It is very unlucky; but as I have actually paid the visit, we cannot escape the acquaintance now.”",,"- Tôi lấy làm tiệc nghe bà nói như thế, nhưng tại sao bà không nói lúc trước? Nếu sáng nay tôi biết như vậy, chắc chắn tôi đã không đi gặp anh ta. Thật là vô phúc, nhưng vì tôi đã gặp anh ta, bây giờ chúng ta không thể tránh khỏi mối quen biết này.",,"""Bunu duyduğuma üzüldüm; ama niye daha önce söylemedin? Bunu bu sabah biliyor olsaydım adamı ziyaret etmezdim. Büyük şanssızlık; ama gittiğime göre artık tanışmıyormuş gibi yapamayız.",,"––Siento mucho oír eso; ¿por qué no me lo dijiste antes? Si lo hubiese sabido esta mañana, no habría ido a su casa. ¡Mala suerte! Pero como ya le he visitado, no podemos renunciar a su amistad ahora.",,"- I am sorry to hear you say that, but why didn't you say it earlier? If I had known this morning, I certainly wouldn't have gone to meet him. It's really unfortunate, but since I have met him, we can't avoid this acquaintance now.","""I'm sorry to hear that; but why didn't you tell me earlier? If I had known this in the morning, I wouldn't have visited the man. It's a great misfortune; but since I went, we can't pretend we haven't met anymore.""","––I'm very sorry to hear that; why didn't you tell me earlier? If I had known this morning, I wouldn't have gone to their house. Bad luck! But since I have already visited them, we cannot give up their friendship now.",56
91,,[],"“Did not you? I did for you. But that is one great difference between us. Compliments always take you by surprise, and me never. What could be more natural than his asking you again? He could not help seeing that you were about five times as pretty as every other woman in the room. No thanks to his gallantry for that. Well, he certainly is very agreeable, and I give you leave to like him. You have liked many a stupider person.”",,"- Không ngờ à! Chính em nghĩ chị xứng đáng với điều ấy. Nhưng mà đấy là sự khác biệt lớn giữa hai chị em chúng ta. Chị luôn cảm thấy bất ngờ khi được chú ý đến, còn em thì không bao giờ. Anh ta có mời chị nhảy thêm cũng là chuyện đương nhiên. Hẳn anh ta nhận thấy chị xinh đẹp hơn các cô gái khác trong phòng. Không cần có lời cảm ơn anh ta vì chuyện này. Anh ấy đúng là người dễ mến, và em không có ý định ngăn cản chị thích anh ta. Chị đã từng mến nhiều người ngu xuẩn hơn thế nhiều.",,"""Öyle mi? Ben senin adına bekliyordum. Ama bu da aramızdaki bir başka büyük fark. İltifatlar seni hep şaşırtıyor, beni hiç şaşırtmıyor. Sana tekrar teklif etmesinden daha doğal ne olabilirdi ki? Odadaki her kadından beş kat daha güzel olduğunu görmemesi mümkün değildi. Bunu onun kibarlığına borçlu değiliz. Evet, cidden çok hoş; onu beğenmene izin veriyorum. Çok daha aptallarını beğendin.",,"––¿No te lo esperabas? Yo sí. Ésa es la gran diferencia entre nosotras. A ti los cumplidos siempre te cogen de sorpresa, a mí, nunca. Era lo más natural que te sacase a bailar por segunda vez. No pudo pasarle inadvertido que eras cinco veces más guapa que todas las demás mujeres que había en el salón. No agradezcas su galantería por eso. Bien, la verdad es que es muy agradable, apruebo que te guste. Te han gustado muchas personas estúpidas.",,"- Unexpected, huh! I actually think you deserve it. But that's the big difference between the two of us. You always feel surprised when you get attention, while I never do. It's only natural that he invited you to dance again. He must have noticed that you're more beautiful than the other girls in the room. There's no need to thank him for that. He's really a nice guy, and I have no intention of stopping you from liking him. You've liked much more foolish people before.","""Is that so? I was waiting on your behalf. But this is another big difference between us. Compliments always surprise you, they never surprise me. What could be more natural than him proposing to you again? It was impossible for him not to see that you are five times more beautiful than every woman in the room. We don't owe this to his kindness. Yes, he is indeed very nice; I allow you to like him. You have liked much more foolish ones.""","––Didn't you expect it? I did. That is the big difference between us. Compliments always catch you by surprise, but never me. It was the most natural thing for him to ask you to dance for the second time. It couldn't have escaped his notice that you were five times more beautiful than all the other women in the room. Don't thank him for his gallantry because of that. Well, the truth is that he is very pleasant, I approve of you liking him. You have liked many stupid people.",98
95,,[],"“I know you do: and it is that which makes the wonder. With your good sense, to be so honestly blind to the follies and nonsense of others! Affectation of candour is common enough; one meets with it everywhere. But to be candid without ostentation or design,—to take the good of everybody’s character and make it still better, and say nothing of the bad,—belongs to you alone. And so, you like this man’s sisters, too, do you? Their manners are not equal to his.”",,- Em biết như vậy. Chính vì vậy mà chị là một người tuyệt vời. Với tấm lòng chân chất của chị không thể nhận ra thói điên rồ và càn bậy của người ta. Thái độ giả vờ bộc trực thì đâu đâu cũng có. Nhưng bộc trực mà không có ý phô trương hay chủ định như chị thì thật hiếm. Chị chỉ chú ý đến điểm tốt của mọi người để ngợi khen mà không để ý đến cái xấu. Và như vậy chị cũng rất thích hai chị em của anh ấy phải không? Tư cách của họ không bằng anh ấy.,,"""Biliyorum söylersin; tuhaf olan da bu zaten. Senin sağduyuna sahip olup başkalarının aptallıklarına, saçmalıklarına karşı böyle içtenlikle kör olmak! Samimiyet numarası yapmak yeterince yaygın –her yerde görüyorsun. Ama gösterişsiz, plansız şekilde içten olmak –herkesin karakterinin iyi yanını alıp daha da iyi yapmak, ve kötü yanından bahsetmemek –sadece sana has. Sen şimdi bu adamın kızkardeşlerini de sevmişindir, değil mi? Onların hali tavrı onunki gibi değil.",,"––Ya lo sé; y es eso lo que lo hace asombroso. Estar tan ciega para las locuras y tonterías de los demás, con el buen sentido que tienes. Fingir candor es algo bastante corriente, se ve en todas partes. Pero ser cándido sin ostentación ni premeditación, quedarse con lo bueno de cada uno, mejorarlo aun, y no decir nada de lo malo, eso sólo lo haces tú. Y también te gustan sus hermanas, ¿no es así? Sus modales no se parecen en nada a los de él.",,"- I know that. That's why you are a wonderful person. With your sincere heart, you cannot recognize the madness and recklessness of people. The attitude of pretending to be straightforward is everywhere. But being straightforward without any intention of showing off or pretense like you is truly rare. You only pay attention to people's good points to praise them and ignore the bad ones. And so, you also really like his two sisters, don't you? Their character is not as good as his.","""I know you will say it; that's the strange part. To have your sense and be so sincerely blind to the foolishness and absurdities of others! Pretending to be sincere is common enough –you see it everywhere. But to be genuinely sincere without show or plan –to take the good side of everyone's character and make it better, and not to speak of the bad side –is unique to you. You must have liked this man's sisters too, right? Their demeanor is not like his.""","––I already know; and that's what makes it amazing. To be so blind to the follies and foolishness of others, with the good sense you have. Pretending candor is quite common, you see it everywhere. But to be candid without ostentation or premeditation, to take the good from everyone, improve it even, and say nothing of the bad, only you do that. And you also like his sisters, don't you? Their manners are nothing like his.",107
175,,[],"“You are considering how insupportable it would be to pass many evenings in this manner,—in such society; and, indeed, I am quite of your opinion. I was never more annoyed! The insipidity, and yet the noise—the nothingness, and yet the self-importance, of all these people! What would I give to hear your strictures on them!”",,"- Anh đang nghĩ rằng không thể chịu đựng được khi trải qua nhiều buổi tối như thế này – trong một xã hội như thế này. Thật ra tôi đồng ý với anh. Tôi chưa từng thấy khó chịu như tối nay. Sự vô vị lại còn thêm tiếng ồn, và thêm vào đấy là thái độ kẻ cả của những kẻ này. Tôi muốn làm gì đấy để được nghe anh lên án họ mạnh mẽ.",,"""Bu şekilde bunca akşam geçirmenin ne imkânsız olduğunu düşünüyorsunuz –bu insanlarla yani; ben de aynı fikirdeyim. Ömrümde böyle sıkılmadım! Bütün bu insanların ruhsuzluğu ve gürültüsü, anlamsızlığı ve önemli adam havaları yok mu! Onlar hakkındaki tespitlerinizi dinlemek için neler vermezdim!",,"––Está pensando en lo insoportable que le sería pasar más veladas de esta forma, en una sociedad como ésta; y por supuesto, soy de su misma opinión. Nunca he estado más enojada. ¡Qué gente tan insípida y qué alboroto arman! Con lo insignificantes que son y qué importancia se dan. Daría algo por oír sus críticas sobre ellos.",,"- I am thinking that it is unbearable to go through many evenings like this – in a society like this. Actually, I agree with you. I have never felt as uncomfortable as tonight. The dullness, plus the noise, and on top of that, the condescending attitude of these people. I want to do something to hear you condemn them strongly.","""You think it's impossible to spend so many evenings like this – with these people, I mean; I agree. I've never been so bored in my life! The soullessness and noise of all these people, their meaninglessness and airs of importance! I would give anything to hear your observations about them!""","––He is thinking about how unbearable it would be to spend more evenings like this, in a society like this; and of course, I share his opinion. I have never been angrier. What insipid people and what a fuss they make! How insignificant they are and yet how important they think they are. I would give anything to hear their criticisms about them.",76
180,,[],"“That is exactly the question which I expected you to ask. A lady’s imagination is very rapid; it jumps from admiration to love, from love to matrimony, in a moment. I knew you would be wishing me joy.”",,"- Đấy là câu tôi chờ cô hỏi. Trí tưởng tượng của phụ nữ thật là nhanh, chỉ trong phút chốc nhảy từ cảm mến sang tình yêu, từ tình yêu sang hôn nhân. Tôi biết cô có ý chúc mừng tôi.",,"""Bu tam da sormanızı beklediğim soru. Kadınların hayal gücü çok hızlı; bir anda beğeniden aşka, aşktan evliliğe sıçrıyor. Bana mutluluk dileyeceğinizi biliyordum.",,––Ésa es exactamente la pregunta que esperaba que me hiciese. La imaginación de una dama va muy rápido y salta de la admiración al amor y del amor al matrimonio en un momento. Sabía que me daría la enhorabuena.,,"- That is the question I was waiting for you to ask. The imagination of women is truly quick, in just a moment it leaps from admiration to love, from love to marriage. I know you intend to congratulate me.","""This is exactly the question I was expecting you to ask. Women's imagination is very quick; it jumps from admiration to love, from love to marriage in an instant. I knew you would wish me happiness.""",––That is exactly the question I was expecting you to ask me. A lady's imagination moves very quickly and jumps from admiration to love and from love to marriage in a moment. I knew you would congratulate me.,46
189,,[],"“From all that I can collect by your manner of talking, you must be two of the silliest girls in the country. I have suspected it some time, but I am now convinced.”",,"- Theo như bố thấy cách hai con nói chuyện, hai con là hai đứa con gái ngu xuẩn nhất nước. Bố đã nghi ngờ điều này, nhưng bây giờ bố tin là thật.",,"""Konuşma şeklinize bakılırsa, vilayetteki en aptal iki kız olmalısınız. Bir süredir kuşkulanıyordum zaten, ama şimdi eminim.",,"––Por todo lo que puedo sacar en limpio de vuestra manera de hablar debéis de ser las muchachas más tontas de todo el país. Ya había tenido mis sospechas algunas veces, pero ahora estoy convencido.",,"- According to what I see from the way you two talk, you two are the dumbest girls in the country. I had suspected this, but now I believe it's true.","""Judging by the way you speak, you must be the two dumbest girls in the province. I had been suspecting it for a while, but now I am sure.""","––From everything I can make out from the way you talk, you must be the silliest girls in the whole country. I had my suspicions sometimes, but now I am convinced.",40
220,,[],"“Oh, I am not at all afraid of her dying. People do not die of little trifling colds. She will be taken good care of. As long as she stays there, it is all very well. I would go and see her if I could have the carriage.”",,"- À tôi tin chắc rằng chẳng nguy hiểm như ông nói. Người ta không chết vì chứng cảm vặt bao giờ. Nó sẽ được chăm sóc chu đáo. Tôi sẽ đi thăm nó, nếu tôi có thể dùng cỗ xe.",,"""Aa! Ne ölmesi canım. Azıcık üşütmekten kimse ölmez. Ona iyi bakarlar. Orada kaldığı sürece herşey yolunda demektir. Arabayı alabilirsem gidip görürüm.",,"––¡Oh! No tengo miedo de que se muera. La gente no se muere por pequeños resfriados sin importancia. Tendrá buenos cuidados. Mientras esté allí todo irá de maravilla. Iría a verla, si pudiese disponer del coche.",,"- Ah, I am sure it is not as dangerous as you say. People never die from a common cold. It will be well taken care of. I will visit it, if I can use the carriage.","""Oh! My dear, don't die. No one dies from a little chill. They will take good care of him. As long as he stays there, everything will be fine. If I can get the car, I will go and see him.""","––Oh! I'm not afraid that she will die. People don't die from insignificant little colds. She will have good care. As long as she is there, everything will go wonderfully. I would go see her if I could use the car.",57
241,,[],"“Yes, and her petticoat; I hope you saw her petticoat, six inches deep in mud, I am absolutely certain, and the gown which had been let down to hide it not doing its office.”",,"- Ừ rồi còn váy lót nữa, chị ước gì em nhìn thấy váy lót của cô ta, lấm bùn cả tấc, thêm cái áo dài ngoài thả xuống để che lấp bùn đất nhưng không che nổi.",,"""Ya, hele eteği; umarım eteğini görmüşündür, kesin bir karış çamur içinde; bir de elbisesini sarkıtmış aklı sıra çamuru örtsün diye.",,"––Sí. ¡Y las enaguas! ¡Si las hubieseis visto! Con más de una cuarta de barro. Y el abrigo que se había puesto para taparlas, desde luego, no cumplía su cometido.",,"- Yes, and then there's the petticoat, I wish you could see her petticoat, covered in an inch of mud, with the outer dress let down to cover the mud but failing to do so.","""Yeah, especially her skirt; I hope you've seen her skirt, it's definitely covered in a handspan of mud; and she's let her dress hang down, thinking it will cover the mud.""""","––Yes. And the petticoats! If you had seen them! With more than a handspan of mud. And the coat she had put on to cover them, of course, did not fulfill its purpose.",46
280,,[],"“Yes, all of them, I think. They all paint tables, cover screens, and net purses. I scarcely know any one who cannot do all this; and I am sure I never heard a young lady spoken of for the first time, without being informed that she was very accomplished.”",,"- Đúng thế tôi nghĩ tất cả các cô đều rất tài giỏi. Tất cả đều có thể sơn bàn ghế, giăng màn cửa, đan ví tiền. Tôi thấy ít ai không thể làm những việc này, và tôi chắc rằng những cô gái được nói đến đều tài giỏi.",,"""Evet, hepsi, galiba. Resim yapıyorlar, gergef işliyorlar, çanta örüyorlar. Bütün bunları yapamayan hemen hiç kimseye rastlamadım; önce ne kadar hünerli olduğu söylenmeden hiçbir genç hanımdan bahsedildiğini duymadığıma eminim.",,"––Sí, todas. Todas pintan, forran biombos y hacen bolsitas de malla. No conozco a ninguna que no sepa hacer todas estas cosas, y nunca he oído hablar de una damita por primera vez sin que se me informara de que era perfecta.",,"- That's right, I think all the girls are very talented. All of them can paint tables and chairs, hang curtains, and knit purses. I see that few people cannot do these things, and I am sure that the girls being mentioned are all talented.","""Yes, all of them, I suppose. They paint, embroider, and knit bags. I have hardly ever met anyone who cannot do all these things; I am sure I have never heard a young lady mentioned without first being told how skillful she is.""","––Yes, all of them. They all paint, cover screens, and make mesh bags. I don't know any who can't do all these things, and I've never heard of a young lady for the first time without being informed that she was perfect.",59
