Single_ent,en_masked,en_masked_results,es_masked,es_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,en_masked_shuffled,en_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results
['george'],"[MASK] unslung his bindle and dropped it gently on the bank. “I ain’t sure it’s good water,” he said. “Looks kinda scummy.”",Bindle,[MASK] desató su hatillo y lo posó suavemente en la orilla. —No estoy seguro de que esté buena –dijo—. Parece un poco sucia.,Hatillo,"[MASK] sırtından dengini indirip usulca yere koydu. ""Pek temize benzemiyor bu su,"" dedi. ""Köpükleri var baksana.",Pekem,"[MASK] gỡ ba lô, khẽ đặt xuống đất: - Tao không chắc. Nước có vẻ dơ lắm.",Tao,"“Looks on the bindle it he good scummy.” [MASK] said. dropped unslung bank. ain’t “I gently kinda it’s and sure his water,”",Bindle,orilla. un estoy esté su suavemente posó de y seguro en que —No hatillo buena [MASK] la sucia. –dijo—. poco Parece desató lo,Parece,"""Köpükleri benzemiyor su,"" dengini dedi. yere [MASK] ""Pek temize baksana. koydu. sırtından bu var indirip usulca",Eyvah,"lắm. khẽ Nước có Tao chắc. vẻ dơ đặt [MASK] không lô, gỡ - xuống đất: ba",Tao
['george'],"“Oh, sure, [MASK]. I remember that now.” His hands went quickly into his side coat pockets. He said gently, “[MASK] … I ain’t got mine. I musta lost it.” He looked down at the ground in despair.",He,"—Ah, claro, [MASK]. Ahora me acuerdo. Introdujo rápidamente las manos en los bolsillos de su chaquetón y agregó suavemente: —[MASK]... No tengo mi tarjeta. Debo de haberla perdido. Miró al suelo lleno de desesperación.",Sujeto,"""Tabii [MASK], tabii hatırladım şimdi. Birdenbire ellerini ceketinin cebine daldırdı. Usulca mırıldandı: ""[MASK]... benim kartım yok. Kaybettim galiba. Büyük bir üzüntü içinde gözlerini yerden kaldırmıyordu.",Ermi,"- Ờ! Bây giờ tôi nhớ ra rồi. Nó vội thọc tay vào túi áo. Nó nói, giọng run sợ: - Thôi chết rồi, anh [MASK] ơi, tôi đánh mất rồi. Nó nhìn xuống đất thất vọng.",Anh,"ain’t He the musta despair. mine. I “[MASK] pockets. sure, hands I quickly lost got He “Oh, side that it.” gently, down into [MASK]. in ground said coat looked went His now.” at I his … remember",Coat,"[MASK]. suelo lleno Debo bolsillos acuerdo. y de Miró mi en de de los tengo claro, No su desesperación. rápidamente Ahora —Ah, Introdujo chaquetón agregó me perdido. suavemente: al las manos haberla —[MASK]... tarjeta.", Tarjeta,"kaldırmıyordu. [MASK], Usulca bir daldırdı. üzüntü hatırladım benim ellerini galiba. Büyük tabii Birdenbire içinde Kaybettim kartım ""Tabii yerden mırıldandı: ""[MASK]... ceketinin cebine şimdi. gözlerini yok.",Usulca,"Nó vọng. mất anh rồi. nhìn ơi, run vào nói, túi giọng áo. Ờ! chết sợ: xuống đánh ra rồi, thất - rồi. Bây - vội Nó tay đất thọc nhớ [MASK] giờ tôi Nó Thôi tôi",Nó
['lennie'],"“I … I,” [MASK] thought. His face grew tight with thought. “I … ain’t gonna say nothin’. Jus’ gonna stan’ there.”",He,"—Yo... yo —empezó [MASK] pensativo. Su rostro quedó tenso de tanto pensar—. Yo... no voy a decir nada. Me quedo allí quieto, sin decir nada.",Silvio,"""Ben... ben..."" [MASK], düşünüyordu. Düşünmekten yüzünün çizgileri geriliyordu. ""Ben bir şey söylemeyeceğim. Hiç ağzımı açmayacağım.",Ben,[MASK] ấp úng. Mặt dài ra vì có vẻ nghĩ lung : - Ta... Tôi... Tôi không được nói gì hết. Tôi sẽ đứng im đấy.,Từ,"[MASK] thought. nothin’. I,” stan’ thought. tight … Jus’ there.” grew with … gonna ain’t face His gonna “I “I say",Stan,"allí a de yo no Me quieto, decir tanto pensativo. Yo... rostro nada. —Yo... nada. quedó sin quedo —empezó [MASK] voy decir tenso pensar—. Su",Su,"ağzımı [MASK], ""Ben... ben..."" bir açmayacağım. yüzünün şey Düşünmekten ""Ben çizgileri Hiç söylemeyeceğim. düşünüyordu. geriliyordu.",Voice,lung Mặt có Tôi... dài không úng. : hết. được vì im Tôi nói gì vẻ - ấp [MASK] đứng Tôi sẽ ra nghĩ Ta... đấy.,ẻ
['lennie'],"[MASK] droned to himself softly, “I ain’t gonna say nothin’ … I ain’t gonna say nothin’ … I ain’t gonna say nothin’.”",He,[MASK] canturreó suavemente: —No voy a decir nada... No voy a decir nada... No voy a decir nada.,Canturreó,"[MASK], kendi kendine mırıldandı. ""Bir şey söylemeyeceğim... bir şey söylemeyeceğim... bir şey söylemeyeceğim...",Whisper,[MASK] lí nhí: - Không được nói gì hết... Không được nói gì hết... Không được nói gì cả.,Lí,"I say ain’t nothin’ say ain’t … gonna I to nothin’ droned himself say ain’t gonna [MASK] gonna nothin’.” … “I softly,",Droned,a No decir voy suavemente: nada. nada... canturreó a —No voy decir No decir nada... a voy [MASK],Nothing,"şey söylemeyeceğim... ""Bir bir söylemeyeceğim... mırıldandı. bir söylemeyeceğim... kendi [MASK], şey şey kendine",Söylemeyecek,lí nhí: nói [MASK] nói được được hết... cả. gì nói Không Không gì gì được Không - hết...,Không
['george'],"“Run us out, hell,” said [MASK] disgustedly. “We run. They was lookin’ for us, but they didn’t catch us.”",Tobey,"—No nos echaron, qué diablos —dijo [MASK] con rabia—. Nosotros fuimos los que corrimos. Nos buscaban, pero no nos encontraron.",Dio,"[MASK], tiksinti ile: ""Ne kovdular, ulan saloz,"" dedi. ""Biz yağladık tabanları. Bizi aradılar ama, bulamadılar.",Sert,"[MASK] đầy vẻ chán chường: - Trời! Tống cổ! Đấy là may mình trốn thoát nước. Tụi nó lùng riết lắm mà không thấy đấy thôi, con ạ",Tong,"but They disgustedly. [MASK] catch they run. said was lookin’ us, “Run “We didn’t us.” out, us for hell,”",They,"con Nosotros buscaban, Nos —No diablos [MASK] encontraron. fuimos nos —dijo que rabia—. no echaron, corrimos. los pero nos qué",No,"tabanları. ulan saloz,"" dedi. yağladık ama, ile: bulamadılar. tiksinti aradılar kovdular, Bizi [MASK], ""Ne ""Biz",Bizi,"thấy đấy vẻ lùng lắm riết chường: thoát nước. Đấy chán [MASK] mà cổ! Trời! nó đầy Tụi trốn thôi, - là không may mình Tống ạ con",Tống
['george'],"[MASK] still stared morosely at the fire. “When I think of the swell time I could have without you, I go nuts. I never get no peace.”",Harry,"[MASK] seguía mirando empecinadamente el fuego. —Cuando pienso lo bien que lo pasaría sin ti, me vuelvo loco. No me dejas en paz nunca.",Fernando,"[MASK], hep o asık suratla ateşe bakıyordu. ""Başımda sen olmasan ne eğlenirdim. Düşündükçe aklımı oynatacağım geliyor. Bir dakika bile rahatım yok senin yüzünden.",Ata,"[MASK] vẫn càu nhàu, nhìn vào bếp lửa: - Thật là điên đầu khi tao nghĩ là tao có thể thỏa thuê như thế nào nếu không vướng mày. Tao có được một phút nào yên đâu !",Vung,"peace.” stared get still without go morosely swell nuts. I think of [MASK] never fire. I at have the “When no you, I time I could the",Tim,"lo pasaría sin nunca. en me empecinadamente No vuelvo lo ti, loco. —Cuando seguía fuego. que bien pienso dejas el me [MASK] paz mirando",Me,"asık rahatım Bir yüzünden. bile o eğlenirdim. hep dakika aklımı geliyor. ne ateşe bakıyordu. olmasan ""Başımda suratla sen [MASK], senin Düşündükçe oynatacağım yok",Song,"Thật có - thuê được [MASK] vẫn là một đâu yên ! nhìn đầu không nghĩ nhàu, càu lửa: nào là thỏa vướng có phút nếu vào nào khi điên mày. Tao như thể tao thế tao bếp",Bếp
['lennie'],"[MASK] avoided the bait. He had sensed his advantage. “If you don’t want me, you only jus’ got to say so, and I’ll go off in those hills right there—right up in those hills and live by myself. An’ I won’t get no mice stole from me.”",Advantage,"[MASK] eludió el cebo. Había intuido que tenía ventaja. —Si no quieres estar conmigo, no tienes más que decirlo y en seguida me marcho a las montañas, a esas de allá... Subo a las montañas y vivo solo. Y nadie me robará los ratones.",Cebo,"[MASK], yutmadı. Ağır bastığını hissetmişti. ""Eğer beni istemiyorsan, açık açık söyle, nah şu dağlara... Şu yukarıki dağlara çıkarım, tek başıma yaşarım. Parelerimi de kimse çalmaz benden.",Yutmadı,"[MASK] không muốn chui vào tròng. Nó cảm thấy nó đang được lợi thế. - Anh mà chán tôi, anh cứ việc nói ra, tôi sẽ đi vào rừng, tít trên đỉnh đồi kia rồi tôi sống một mình. Và chẳng ai vứt chuột của tôi đi được nữa.",Tom,"the An’ from stole there—right only advantage. “If want and live you his up no [MASK] hills so, say mice myself. right in don’t had in and get me, hills got bait. sensed by those I those avoided you me.” jus’ to won’t I’ll off go He",He,"a ratones. eludió Y [MASK] las las de me a allá... robará tenía —Si Había conmigo, a en montañas, y nadie Subo cebo. quieres intuido marcho que seguida solo. el más montañas ventaja. no esas me estar vivo decirlo tienes y no que los",Y,"bastığını başıma de ""Eğer benden. yaşarım. [MASK], açık açık dağlara Parelerimi tek beni yutmadı. çalmaz Şu nah hissetmişti. şu istemiyorsan, Ağır söyle, yukarıki dağlara... çıkarım, kimse",Benden,"tít được đi ai nói anh cứ tôi, nó rồi mà đồi đang trên kia rừng, muốn Anh đỉnh tôi lợi tôi vứt tôi của được một - không đi ra, vào Nó chuột chẳng nữa. mình. vào chán việc tròng. [MASK] sẽ sống cảm thấy chui Và thế.",Anh
"['george', 'geroge']",[MASK] went on. “With us it ain’t like that. We got a future. We got somebody to talk to that gives a damn about us. We don’t have to sit in no bar room blowin’ in our jack jus’ because we got no place else to go. If them other guys gets in jail they can rot for all anybody gives a damn. But not us.”,Guys,"[MASK] prosiguió: —Con nosotros no pasa así. Tenemos un porvenir. Tenemos alguien con quien hablar, alguien que piensa en nosotros. No tenemos que sentarnos en un café malgastando el dinero sólo porque no hay otro lugar adonde ir. Si esos otros tipos caen en la cárcel, pueden pudrirse allí porque a nadie le importa. Pero nosotros, no.",No,"[MASK] devam etti: ""Bize gelince iş değişir. Bizim umduğumuz var. Bizim konuşacak, bize ilgi gösterecek bir kimsemiz var. Gidecek başka yeri olmadığı için, bir meyhanede oturup bütün parasını harcayanlar gibi değiliz biz. Ötekiler kodese girecek olsalar, geberip gitseler de kimsenin umurunda olmaz. Ama biz öyle değiliz.","In the given passage, the proper name that fills the [MASK] token is ""Devam etti: 'Bize gelince iş değişir. Bizim umduğumuz var. Bizim konuşacak, bize ilgi gösterecek bir kimsez var. Gidecek başka yeri olmadığı için, bir meyhanede oturup bütün parasın","[MASK] tiếp: - Riêng hai đứa mình thì lại khác. Tương lai mình đã vạch sẵn rồi, chúng ta có thể tâm sự than thở với nhau và giúp đỡ lẫn nhau. Việc gì phải ra quán ngồi phung phí hết số tiền kiếm được vì không còn chỗ nào để lui tới. Bọn họ mà không may thì có thể ở tù rục xương vì chẳng ai để ý tới. Mình thì khác.",Mình,gives our us.” rot to damn. like us. If jus’ got them other blowin’ jail in jack “With for We anybody all that us got future. not place can in sit have in to room because guys went to no go. about we somebody gives it bar else a don’t got We on. We no [MASK] a damn to ain’t talk a But that. they gets,Bar,"sólo pudrirse dinero prosiguió: Tenemos no sentarnos no. pueden importa. pasa que nosotros. en café en hay —Con tenemos esos alguien otro cárcel, no Si malgastando le a porque porvenir. [MASK] porque un otros quien en tipos con ir. No el alguien Tenemos así. la allí caen adonde nadie nosotros, piensa nosotros lugar que Pero hablar, un",Name,"iş kodese var. Ama var. bütün biz bize girecek [MASK] değiliz biz. kimsenin Bizim olmadığı öyle bir geberip gelince Ötekiler gösterecek harcayanlar Bizim oturup ""Bize konuşacak, umduğumuz etti: meyhanede kimsemiz gibi yeri gitseler değiliz. Gidecek ilgi değişir. olsalar, bir parasını umurunda de devam olmaz. için, başka",Name,"sự đứa với gì xương để nào để thở Bọn vạch giúp chỗ vì vì chẳng rục khác. có không thì thì nhau ở hai mình rồi, may khác. đã phí tâm chúng tới. sẵn tù [MASK] Riêng mình - lai ra thì nhau. lại phải tới. thể lui và ý đỡ họ được không ai quán thể hết lẫn mà có số ngồi tiền Việc kiếm than phung tiếp: ta còn Mình Tương",Tù
"['lenni', 'lennie']","“’Course you did. Well, look. [MASK]—if you jus’ happen to get in trouble like you always done before, I want you to come right here an’ hide in the brush.”",Bronson,"—Claro que sí. Bueno, oye, [MASK]... Si llegas a verte en aprietos, como siempre te ocurre, quiero que vengas a este lugar y te escondas en el matorral.","In the given passage, the phrase ""yea, oye, [MASK]..."" suggests that the speaker is giving a suggestion or recommendation to the person they are talking to. The word ""yea"" is usually used to emphasize a statement, and ""oye"" is a common way to say ""oh yes"" or ""yes, you know"" in Spanish. The word ""matorral"" means ""thicket"" or ""scrubland"", and it seems to be the place","""Tabii. Peki öyleyse, dinle, [MASK]... Geçen seferki gibi başını yine belaya sokacak olursan, hemen koşup buraya gelir, çalıların arasında saklanırsın.",Dinle,"- Tốt lắm! Nghe tao hao nữa đây! [MASK]... nếu chẳng may mày có gây chuyện lôi thôi như lần trước, mày lập tức tìm chỗ này và nấp vào trong bụi rậm.",Hao,"an’ in trouble look. always hide to to get you like want did. I you [MASK]—if you done “’Course you happen right jus’ come the before, Well, in here brush.”",Wise,"escondas oye, verte —Claro llegas siempre el te matorral. vengas como en aprietos, te quiero ocurre, Bueno, sí. a en que Si lugar a que y este [MASK]...",En,"Geçen gibi öyleyse, buraya gelir, ""Tabii. Peki [MASK]... dinle, hemen sokacak yine arasında belaya koşup başını çalıların saklanırsın. olursan, seferki",Dinle,"tao tìm may mày bụi trong mày có lần và rậm. nữa trước, gây nếu - này chỗ thôi chẳng chuyện lập lắm! hao tức vào [MASK]... nấp như lôi Tốt đây! Nghe",Hao
['george'],[MASK] stepped over and threw his blankets down on the burlap sack of straw that was a mattress. He looked into his box shelf and then picked a small yellow can from it. “Say. What the hell’s this?”,Box,[MASK] se acercó a un camastro y arrojó sus mantas en el saco de arpillera lleno de paja que formaba el colchón. Miró el cajón de sus estantes y sacó de dentro una latita amarilla. —¡Eh! ¿Qué diablos es esto?,Cajarez,"[MASK] yaklaştı ve şilte vazifesini gören saman çuvalının üstüne battaniyesini attı. Raflık sandığına baktı ve içinden sarı bir teneke kutu aldı: ""Hey, bu da nesi?",Sam,"[MASK] bước lại gần và ném bó chăn lên chiếc nệm rơm. Nó nhìn cái hòm và với lấy một cái hộp sắt màu vàng. - Này cụ, gì đây hả trời?",Cụ,[MASK] small can blankets threw picked burlap straw this?” his yellow from a it. shelf was and hell’s mattress. into his down the then What that over box of looked and “Say. a the He on stepped sack,Sack,sus un cajón que el amarilla. formaba ¿Qué de colchón. estantes sus paja saco se de mantas dentro sacó de camastro y [MASK] Miró es acercó de arrojó una —¡Eh! diablos latita y lleno esto? en arpillera el el a,Lorca,"içinden kutu attı. gören battaniyesini sarı Raflık ve bir vazifesini da üstüne bu sandığına saman şilte teneke [MASK] nesi? ""Hey, baktı yaklaştı aldı: çuvalının ve",Teneke,"vàng. - lại [MASK] chiếc cụ, chăn hòm cái và trời? một hộp bó lấy và đây màu nệm cái với bước gần ném nhìn gì hả lên Này sắt Nó rơm.",Nry
