Single_ent,en_masked,en_masked_results,es_masked,es_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,en_masked_shuffled,en_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results
"['nancy bobofit', 'nancy']","Finally, [MASK] snickered something about the naked guy on the stele, and I turned around and said, “Will you shut up?”",Chuck,"Al final, [MASK] se burló de una figura desnuda cincelada en la estela y yo le espeté: —¿Te quieres callar?",Michelangelo,"En nihayetinde [MASK] kıs kıs gülerek stele'deki çıplak adamla ilgili bir şeyler söyledi ben de dayanamadım, dönüp ""Çeneni kapar mısın?"" dedim.",stele,"Giọt nước tràn ly đúng lúc [MASK] cười khúc khích, nói câu gì đó về hình chạm người thanh niên trần truồng trên cột đá. Không chịu nổi, tôi quay xuống: - Có câm mồm không thì bảo?",Đức,"shut up?” “Will I around you and Finally, and snickered turned [MASK] guy on naked said, about something stele, the the",Charlie,"espeté: la se [MASK] figura le en Al y —¿Te callar? una estela burló cincelada desnuda de quieres yo final,",Al,"mısın?"" çıplak ilgili [MASK] gülerek En kıs ""Çeneni bir ben söyledi kıs dedim. dayanamadım, de şeyler dönüp kapar adamla stele'deki nihayetinde",Ali,"niên Có bảo? thì nói khúc tôi câu chịu đá. [MASK] mồm chạm cột hình Giọt không - khích, quay người lúc cười ly trần về đúng nước gì truồng Không xuống: trên thanh tràn câm đó nổi,",Đức
"['bay brunner', 'brunner']","I mean, sure, it was kind of cool on tournament days, when he dressed up in a suit of Roman armor and shouted: “What ho!’” and challenged us, sword-point against chalk, to run to the board and name every Greek and Roman person who had ever lived, and their mother, and what god they worshipped. But Mr. [MASK] expected me to be as good as everybody else, despite the fact that I have dyslexia and attention deficit disorder and I had never made above a C- in my life. No-he didn’t expect me to be as good; he expected me to be better. And I just couldn’t learn all those names and facts, much less spell them correctly.",Mr.,"Verás, quiero decir que sí, que molaban los días de competición, esos en que se disfrazaba con una armadura romana y gritaba «¡Adelante!», y nos desafiaba, espada contra tiza, a que corriéramos a la pizarra y nombráramos a todas las personas griegas y romanas que vivieron alguna vez, a sus madres y a los dioses que adoraban. Pero [MASK] esperaba que yo lo hiciera tan bien como los demás, a pesar de que soy disléxico y poseo un trastorno por déficit de atención y jamás he pasado de un aprobado... No; no esperaba que fuera tan bueno como los demás: esperaba que fuera mejor. Y yo simplemente no podía aprenderme todos aquellos nombres y hechos, y mucho menos deletrearlos correctamente.",Julio,"Sınav günleri Romalı zırhı kuşanır ve bağırırdı: ""Hey hooo!"" Sonra bize meydan okur, kılıcının ucuyla iterek tahtaya koşturtur ve yaşamış tüm Yunanlıların ve Romalıların adlarını, hatta annelerininadlarını ve hangi tanrılara taptıklarını tek tek sorardı. [MASK] benim herkes kadar iyi bilmemi bekliyordu ama gelin görün ki bende disleksi vardı. Yani yazıları doğru dürüst okuyamıyordum. Üstüne üstlük dikkat bozukluğum da olduğundan, hayatımda C'nin üstünde not almamıştım. Hayır, benim onlarkadar iyi olmamı beklemiyordu; daha iyi olmamı bekliyordu. Oysa ben bırakın onca adı ve bilgiyi öğrenmeyi, bunları doğru dürüst telaffuz bile edemiyordum.",Alexander,"Phải công nhận những ngày thi môn học của thầy vui cực kỳ. Khi đó, thầy [MASK] mặc áo giáp của người La Mã cổ và thét vang: “Nhìn đây”. Tay cầm kiếm chỉ hộp phấn, thầy thách các trò chạy lên bảng, viết tên bất kỳ nhân vật huyền thoại nào của Hy Lạp và La Mã cổ từng được học, kể tên cha mẹ họ và vị thần mà họ thờ phượng. Nhưng khổ nỗi thầy kỳ vọng tôi phải học hành bằng bạn bằng bè, dù biết tôi mắc bệnh khó đọc và chứng mất tập trung. Cả đời tôi chỉ nhận toàn điểm C trở xuống. Không – thầy không chỉ kỳ vọng tôi phải học hành bằng bạn bằng bè. Thầy muốn tôi phải giỏi hơn nữa cơ. Nhớ cả đống tên người và thông tin về họ đã khó, huống hồ thầy còn đòi tôi phải đánh vần cho đúng từng cái tên.",Horace,"good; tournament to sure, was a deficit dyslexia much challenged and dressed and everybody Mr. to to board as expected those less me shouted: correctly. made and who ho!’” attention and chalk, Roman But life. and had that C- [MASK] on else, he I suit up lived, me he expect couldn’t “What run above it had mother, to a what them just person expected good armor in fact against and every me better. the despite be never they all days, And their worshipped. god No-he I be in ever Greek I as names us, facts, to name be the of and I kind my and learn of have sword-point didn’t Roman when cool as disorder mean, spell and",Chaucer,"pesar vivieron romanas bueno en de [MASK] menos se esperaba a griegas yo la demás, los que molaban que pasado corriéramos no de con he esperaba nombres y de tan nombráramos poseo que y esos aprobado... soy a a jamás y espada que los y todos pizarra dioses lo por y Y aquellos podía vez, una tiza, un y fuera que bien y a hechos, «¡Adelante!», los mejor. a sus personas desafiaba, de sí, como mucho las demás: Verás, aprenderme madres y yo que que hiciera y fuera nos romana contra no competición, que todas los que alguna correctamente. Pero a No; trastorno déficit simplemente disléxico un como quiero armadura adoraban. gritaba tan esperaba que atención deletrearlos disfrazaba decir días",Atenas,"olduğundan, doğru kılıcının annelerininadlarını daha edemiyordum. Üstüne not ki günleri bende iyi olmamı Hayır, olmamı ben kuşanır görün iterek koşturtur ucuyla telaffuz bırakın yaşamış sorardı. hayatımda ve Oysa disleksi adlarını, öğrenmeyi, bağırırdı: ama Romalıların bekliyordu herkes gelin onca C'nin tahtaya Sonra iyi hatta okuyamıyordum. Romalı ve bile bilmemi adı kadar taptıklarını üstlük tanrılara Yunanlıların bize tek yazıları dürüst dürüst bilgiyi iyi bozukluğum bekliyordu. beklemiyordu; [MASK] doğru ve dikkat benim da tüm bunları Sınav ""Hey üstünde hangi vardı. ve hooo!"" Yani tek ve onlarkadar almamıştım. zırhı meydan benim okur,",Yunanlıların,"Lạp bằng thần học bằng môn hộp và phượng. trung. nữa kể tên và người tôi cái Khi cổ cho giáp cổ chứng ngày hơn thi hành kỳ. chỉ thầy bằng giỏi thách đời kỳ kỳ tôi bạn của mắc và và khổ cơ. đọc nào của nỗi áo “Nhìn đã thầy tôi điểm cực khó, tập thầy các của đống tôi [MASK] đánh viết đó, không phải bằng huống kiếm Tay Hy muốn vọng nhân vị – họ từng người Nhớ C tên. họ vọng thầy học bệnh Phải xuống. khó bè. hành những biết học vật về dù được lên chỉ trò vui chỉ thầy Không phấn, vang: thờ La phải La đúng kỳ còn học, mất đây”. thoại thầy mẹ công phải chạy Mã huyền tôi thông mà tôi bè, toàn hồ bạn vần và Thầy Cả tên họ từng Mã đòi cầm mặc tin nhận Nhưng cả trở bảng, nhận thét bất phải tên cha",Phượng
"['bay brunner', 'murmuré', 'brunner']","I mumbled something about trying harder, while Mr. [MASK] took one long sad look at the stele, like he’d been at this girl’s funeral.",Simon,"[MASK] algo acerca de esforzarme más mientras él dedicaba una triste mirada a la estela, como si hubiera estado en el funeral de la chica.",Yul,"Daha çok çalışırım gibi bir şeyler geveledim ağzımda. [MASK] ise sanki o kızın cenazesinde bulunmuş gibi stele'ye uzun uzun, üzgün üzgün baktı.",stele,Tôi lí nhí hứa sẽ cố gắng nhiều hơn nữa. Nhưng thầy [MASK] chỉ buồn bã nhìn mãi bia đá như thể thầy đang dự đám tang người con gái nọ.,Thầy,"harder, I trying he’d sad while this [MASK] been mumbled something at took Mr. at about long one look stele, the girl’s like funeral.",Porter,"en más mientras estela, mirada de hubiera acerca una [MASK] como estado algo él el la si de dedicaba triste funeral chica. esforzarme a la",Chica,"gibi ağzımda. sanki gibi çok kızın uzun, o baktı. Daha ise cenazesinde şeyler bulunmuş uzun geveledim çalışırım üzgün üzgün [MASK] bir stele'ye",stele,[MASK] cố hơn thầy nhiều nữa. như đang mãi sẽ thể đá thầy bia buồn lí nhí hứa nọ. bã dự Tôi chỉ nhìn tang gắng gái đám con người Nhưng,Thầy
"['bay brunner', 'brunner']","Mr. [MASK], who’d been out in front of the museum a minute before, wheeled his chair into the doorway of the gallery, holding a pen in his hand.",Farmer,"Y de pronto las cosas se tornaron aún más extrañas: el señor [MASK], que un minuto antes estaba fuera del museo, apareció en la galería y me lanzó un bolígrafo.",Smith,"Bir dakika önce müzenin önünde olan [MASK], tekerlekli sandalyesini sürerek, elinde bir kalemle galerinin kapısından içeri giriyordu şimdi.",kadın,"Thầy [MASK] một phút trước đó còn ngoài cổng viện bảo tàng giờ đã xuất hiện ngay cửa phòng trưng bày, tay giơ cao cây viết. Vừa tung bút lên cao, thầy vừa hô to:",Michelangelo,"museum holding chair Mr. the pen his into doorway been his of a the wheeled hand. who’d a in the before, minute front in [MASK], of gallery, out",Reardon,"Y minuto estaba [MASK], extrañas: un apareció que el antes pronto señor en un lanzó más las la de y galería fuera cosas bolígrafo. tornaron del me aún museo, se",Van Gogh,"önünde galerinin Bir kalemle müzenin tekerlekli sandalyesini içeri şimdi. bir kapısından [MASK], olan önce dakika elinde sürerek, giriyordu",Müze,"bảo cây giờ to: vừa cao còn [MASK] trưng ngoài một giơ bày, lên tung hiện thầy phút bút đã viết. tàng Thầy tay hô đó Vừa cửa ngay xuất cao, phòng cổng trước viện",Nguyễn Du
"['dodds', 'señora dodds', 'bayan dodds']","Mrs. [MASK] was a sand castle in a power fan. She exploded into yellow powder, vaporized on the spot, leaving nothing but the smell of sulfur and a dying screech and a chill of evil in the air, as if those two glowing red eyes were still watching me.",Wendy,"La [MASK] explotó en una nube de polvo amarillo y se volatilizó en el acto, sin dejar nada aparte de un intenso olor a azufre, un alarido moribundo y un frío malvado alrededor, como si sus ojos encendidos siguieran observándome.",Volcán,"[MASK] sanki devasa bir pervaneye tutulmuş kumdan bir kaleye döndü. Sarı bir toz dağıtarak patladı, oracıkta buharlaştı ama bir süre kükürt kokusu, bir ölüm çığlığı ve kötülüğün saçtığı buz gibi bir hava etrafı sardı, sanki o alev alev, kor kırmızı iki göz hâlâ beni izliyordu.",Attila,"Cô [MASK] như lâu đài cát đặt ngay trước quạt công suất cực mạnh. Người cô nổ tung, biến thành bột màu vàng nghệ rồi tan biến ngay trước khi kịp rơi xuống. Dấu vết chẳng còn gì ngoài mùi trứng thối, tiếng kêu giãy chết và âm khí lạnh buốt. Tôi cảm tưởng cặp mắt vằn đỏ vẫn còn đâu đó trên cao đang trừng trừng nhìn tôi.",Madam,"glowing fan. leaving She was if nothing exploded the a screech sand on in eyes dying [MASK] evil those Mrs. sulfur still red of chill two watching of and powder, yellow air, a as the were in spot, and power but the smell a a castle into me. vaporized",Chernobyl,"acto, explotó sus de el frío encendidos y dejar un intenso alarido malvado en un nube olor La de ojos siguieran observándome. si se moribundo [MASK] como y amarillo aparte sin una alrededor, a un azufre, polvo en volatilizó nada",azufre,"tutulmuş Sarı gibi pervaneye sardı, bir o beni buz kokusu, süre saçtığı kükürt ve kırmızı çığlığı bir iki kumdan bir etrafı döndü. ölüm izliyordu. [MASK] kaleye kötülüğün sanki bir kor toz oracıkta buharlaştı göz alev hava bir alev, patladı, hâlâ ama bir sanki dağıtarak devasa",Ölüm,"nổ biến biến thối, mùi tan tưởng vằn kêu còn ngay trước trên lạnh mạnh. kịp cực Tôi trừng trước mắt buốt. Dấu rơi quạt suất công trứng chết thành đâu khí nhìn vẫn và tôi. ngoài Người trừng cao khi cát nghệ giãy còn lâu gì đó ngay tiếng đang đài âm [MASK] rồi tung, cặp cô Cô đặt bột xuống. vết như cảm đỏ chẳng vàng màu",đài
"['jackson', 'bay jackson', 'señor jackson']","He looked up, a little distracted. “Ah, that would be my pen. Please bring your own writing utensil in the future, Mr. [MASK].”",student,"Levantó la mirada, algo distraído. —Ah, mi bolígrafo. Le agradecería, [MASK], que en el futuro trajera su propio utensilio de escritura.",bolígrafo,"Başını kaldırdı, dikkati dağılmış gibiydi. ""Ah, işte bu benim kalemim sanırım. Lütfen bundan sonra kendi yazım araçlarınızı kendiniz getirin [MASK].",Pen,"Thấy tôi đến bên, thầy ngơ ngác nhìn lên: - À, có phải cây bút của thầy không? [MASK] này, lần sau đi học nhớ mang theo dụng cụ học tập nhé.",đây,"your in “Ah, pen. Mr. [MASK].” distracted. would future, the He up, a little that be utensil looked Please writing my bring own",Chandler,"que escritura. distraído. [MASK], bolígrafo. Levantó de la agradecería, algo propio mi su futuro en utensilio mirada, Le trajera —Ah, el",bolígrafo,"benim bu sanırım. bundan sonra dağılmış işte gibiydi. yazım kalemim getirin kendi Başını kendiniz [MASK]. ""Ah, kaldırdı, dikkati araçlarınızı Lütfen",Kalem,"ngơ - theo bên, mang thầy học cụ bút này, lần cây dụng À, phải có ngác nhớ nhé. đi đến thầy nhìn không? Thấy tôi lên: tập [MASK] sau của học",Tập
"['dodds', 'bayan dodds']","Every so often I would spring a Mrs. [MASK] reference on somebody, just to see if I could trip them up, but they would stare at me like I was psycho.",Chandler,"De vez en cuando yo sacaba a colación a la señora [MASK], buscando pillarlos en falso, pero se quedaban mirándome como si fuera un psicópata.",Woolf,Onları tuzağa düşürüp düşüremeyeceğimi görmek için sık sık [MASK]'tan bahsediyordum ama bana deliymişim gibi bakıyorlardı.,Adam,"Thỉnh thoảng, vì muốn bắt quả tang bạn bè nói dối, tôi vờ vô tình hỏi về cô [MASK] nhưng họ chỉ trố mắt nhìn lại như thể tôi bị lẩn thẩn vậy.",Emma,"[MASK] reference somebody, but would I if to up, psycho. at a just trip see me often so they on like could them was would Mrs. stare I I Every spring",Norman,"De colación [MASK], falso, buscando a a quedaban si pero vez cuando como en sacaba pillarlos yo mirándome fuera psicópata. señora se en la un",Coleridge,[MASK]'tan bahsediyordum görmek bana Onları gibi düşüremeyeceğimi düşürüp ama bakıyorlardı. sık deliymişim için sık tuzağa,Onları,"như bắt [MASK] về thẩn hỏi mắt vờ chỉ tình thể vô vì tôi bị bè họ dối, tang nhìn vậy. nhưng bạn trố lẩn Thỉnh thoảng, nói lại quả tôi muốn cô",Thị
"['dodds', 'señora dodds', 'bayan dodds']","I didn’t have much time to think about it during the days, but at night, visions of Mrs. [MASK] with talons and leathery wings would wake me up in a cold sweat.",Drago,"No tenía demasiado tiempo para pensar en ello durante el día, pero por la noche las terribles visiones de la [MASK] con garras y alas coriáceas me despertaban entre sudores fríos.",Dragón,"Gün içerisinde bu konuyu düşünecek çok vaktim olmuyordu ama geceleri rüyamda pençeleriyle, deriden kanatlarıyla [MASK]'u görüyor, soğuk terler dökerek uyanıyordum.",Drakula,"Ban ngày, tôi không có nhiều thời gian nghĩ đến chuyện ấy. Nhưng ban đêm, lắm lúc tôi giật mình toát mồ hôi lạnh choàng tỉnh từ giấc mơ có hình ảnh cô [MASK] với móng vuốt sắc nhọn và cánh dơi to tướng.",Catwoman,"me of at a to time talons but with in would leathery have up think the visions and Mrs. about wings wake much [MASK] days, cold didn’t I sweat. it night, during",Memories,"de alas garras para tiempo pensar No visiones el entre me fríos. tenía despertaban y día, noche pero durante la demasiado la en las por [MASK] terribles sudores ello coriáceas con",noches,"soğuk [MASK]'u içerisinde rüyamda uyanıyordum. düşünecek konuyu bu çok deriden olmuyordu geceleri terler görüyor, dökerek Gün ama kanatlarıyla vaktim pençeleriyle,",Kar,"ảnh và giấc hình sắc Ban nhọn từ tỉnh lúc hôi tôi móng mơ cánh mồ ban vuốt chuyện có có tướng. [MASK] gian với đêm, giật đến cô lạnh choàng không lắm nghĩ dơi ngày, tôi thời toát Nhưng to mình ấy. nhiều",Nguyễn Du
"['nancy bobofit', 'nancy']",I started feeling cranky and irritable most of the time. My grades slipped from Ds to Fs. I got into more fights with [MASK] and her friends. I was sent out into the hallway in almost every class.,Cherry,"Empecé a sentirme malhumorado e irritable la mayor parte del tiempo. Mis notas bajaron de insuficiente a muy deficiente. Me peleé más con [MASK] y sus amigas, y en casi todas las clases acababa castigado en el pasillo.",Gregor,"Artık her şeye çabuk almıyor, çoğu zaman huysuzluk ediyordum. Notlarım D'den F'ye düştü. [MASK] ve arkadaşlarıyla daha sık kavga etmeye başladım. Neredeyse her dersten atılıyor, koridorda beklemek zorunda kalıyordum.",D,"Từ đó bắt đầu quãng thời gian tôi luôn vô cớ cáu kỉnh và khó chịu, đồng thời lực học đuối dần, điểm D dần thay thế bằng điểm F. Tôi đánh nhau với [MASK] và đám bạn nó thường hơn và hầu như tiết nào tôi cũng bị thầy cô tống ra ngoài hành lang.",Bob,into to almost Ds grades feeling and her time. class. the of I from slipped the was I [MASK] cranky My into every friends. started Fs. irritable most in and sent I with out hallway more fights got,Sally,"deficiente. tiempo. Me casi peleé notas en de del [MASK] muy parte clases Empecé pasillo. Mis sentirme y insuficiente mayor castigado sus la las amigas, e en acababa con más todas a irritable malhumorado bajaron y el a",profesor,"koridorda beklemek Neredeyse Notlarım başladım. her arkadaşlarıyla şeye dersten kavga zaman düştü. almıyor, atılıyor, daha huysuzluk zorunda Artık [MASK] sık etmeye F'ye D'den çoğu ediyordum. kalıyordum. her çabuk ve",ders,"thời F. tiết đó cớ ngoài và bạn cô chịu, đồng tôi khó đuối thời đầu thế và hơn nó Tôi cáu thầy bị luôn học gian tôi hành tống và thay hầu nhau ra bằng đánh dần bắt D Từ như lực với dần, điểm quãng thường lang. [MASK] điểm đám kỉnh vô nào cũng",Đầu
"['bay brunner', 'brunner']","As exam week got closer, Latin was the only test I studied for. I hadn’t forgotten what Mr. [MASK] had told me about this subject being life-and-death for me. I wasn’t sure why, but I’d started to believe him.",Percy,"Se acercaba la semana de exámenes, y sólo estudié para su asignatura. No había olvidado lo que [MASK] me había dicho sobre que aquella asignatura era para mí una cuestión de vida o muerte. No sabía muy bien por qué, pero el caso es que empecé a creerlo.",Cambridge,"Sınav haftası yaklaşırken çalıştığım tek ders Latince'ydi. [MASK]'ın, bana ölüm kalım meselesiyle ilgili söylediği şeyleri unutmamıştım. Neden olduğunu bilmesem de ona inanmaya başlamıştım.",Latince,"Đến thời điểm ôn thi cuối cấp, tôi chỉ dồn sức học môn Latinh. Tôi chưa quên hôm ở viện bảo tàng, thầy [MASK] có bảo môn thầy dạy có tầm quan trọng sống còn với tôi. Dù không hiểu nguyên do, nhưng tôi bắt đầu tin thầy nói đúng.",Caesar,"me. Latin I closer, but sure believe why, I’d what for told for. As started studied being [MASK] got me this had forgotten was wasn’t test I hadn’t the to him. I life-and-death only subject Mr. exam week about",Latin,"caso semana para [MASK] muy es muerte. a una asignatura que cuestión olvidado exámenes, qué, por para había creerlo. No su lo y bien acercaba mí aquella asignatura. Se sobre era dicho sólo sabía que vida había estudié de empecé el o la de pero No me que",examen,"tek bilmesem ölüm [MASK]'ın, inanmaya olduğunu yaklaşırken haftası kalım bana Sınav söylediği Neden şeyleri ilgili unutmamıştım. de başlamıştım. çalıştığım ona ders Latince'ydi. meselesiyle",Mart,"cuối sức nhưng không sống môn tầm quên môn Latinh. Tôi bảo tôi. dạy tôi ở hiểu Dù có trọng bảo dồn thi cấp, thầy bắt học do, viện thầy điểm chưa chỉ đầu thời nguyên với tin quan nói tàng, có còn Đến thầy đúng. hôm [MASK] tôi ôn",Sunday
