Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['peter'],"[MASK] said this felt like an invitation. Laughed, almost self-deprecatingly, as he added, “I’d never believed in fate before that.”",John,"Laughed, he almost in before felt this self-deprecatingly, believed added, as fate that.” invitation. “I’d never said an like [MASK]",Socrates
['peter'],"My hat landed atop a pile of discarded lo mein, the lip of the can smashed into my rib cage, and I did a wheezing pratfall into the grass. [MASK] described this as “adorably clumsy.”",Greg,"the a of and lo [MASK] grass. into a my “adorably landed clumsy.” mein, discarded lip the I smashed did atop of wheezing pile rib My this can described pratfall hat the as into cage,",Charlie
['daphne'],"“I fell in love with [MASK] the moment I looked up from her hat,” he’d say, no mention of the trash-noodles in my hair.",Georgia,"hair. in I the my looked no her love say, of mention trash-noodles hat,” [MASK] moment up the “I fell from in with he’d",Charlie
['peter'],"Over the last three years, [MASK] dusted off Our Story every chance he got. I was sure he’d work it into both our vows and his wedding reception speech.",Our Story,"into work vows reception he’d last three dusted speech. both [MASK] wedding the Our every his off got. our Over chance Story I years, it he and was sure",John
['dorner'],“Could you just turn it down?” I say. “All the plates are rattling in the cabinets and Mr. [MASK]’s trying to bust down the living room wall.”,Curly,“All just the down are down?” to the trying plates wall.” it I in living [MASK]’s say. turn cabinets room and “Could the Mr. you bust rattling,Mr.
['petra'],"[MASK] is also a stoner without a college degree, but I guess it’s different when you’re a perfect ten with a picturesque family and well-padded bank account. Then you’re not a stoner; you’re a free spirit.",Chandler,"but is college family stoner; you’re free account. stoner a you’re bank degree, well-padded picturesque Then without perfect a [MASK] spirit. also not a you’re I and different ten when it’s with a a a guess",Harvard
['peter'],"When I jolted awake at the click of the front door, it was full bright in the living room, so I could see [MASK]’s surprise at finding me there.",Dad,"living I I [MASK]’s click of jolted surprise awake door, full so the me finding bright was in When at front the the see room, there. it could at",Johnny
['daphne'],"“No!” he said. “I mean, it wasn’t like that. We’re . . . She told me she’s in love with me, [MASK]. And I realized I am too. In love. With her. Fuck, I’m so sorry.”",Jules,"wasn’t her. “No!” love . Fuck, I’m sorry.” And mean, realized he [MASK]. “I with We’re like She so that. am she’s told me said. . I me, in In I love. too. it With .",Jenny
['peter'],"“Are you fucking kidding me, [MASK]?” I jumped up. I didn’t feel hurt then. That would come later. First it was all rage.",Johnny,"fucking I jumped First would later. rage. it was me, all hurt I then. you “Are up. didn’t feel That kidding [MASK]?” come",Charlie
['peter'],"“Of course she fucking meant for this to happen, [MASK]! She had twenty-five years to tell you she was in love with you and chose last night!”",Jenny,"chose tell last meant for in love course [MASK]! with and years to happen, you night!” had to “Of you she She she fucking this twenty-five was",Judy
['daph'],"“I’m really sorry, [MASK],” he said, and leaned in to kiss my forehead like some benevolent father figure, regretfully shipping off for war to do his duty.",Holden,"really like sorry, he “I’m for off leaned to [MASK],” do said, benevolent in father shipping forehead duty. some to regretfully war and figure, my his kiss",Charlie
['peter'],"I stayed there watching the road for probably ten minutes. Then I went back inside and cried so hard it might’ve made me vomit, if I hadn’t completely forgotten to eat the night before. I wasn’t much of a cook, and besides that, [MASK] was extremely careful with his diet. Low carbs, high protein. I dug around our understocked cabinets and started making Easy Mac.",Johnny,"cried the a careful might’ve [MASK] ten besides vomit, diet. stayed Then hadn’t me so our with and made and understocked if I hard completely I his there and dug of eat I inside started Mac. went minutes. I to Easy for night around cabinets I probably road watching high forgotten much it was wasn’t extremely protein. carbs, cook, that, back making the before. Low",Nick
['peter'],"Fool that I am, my only guess was that [MASK] had come back. That he’d made it to the airport only for a burst of clarity to send him racing home to me.",Rodney,"it come Fool to only racing him for that guess back. burst had only he’d was my home of made to clarity airport that to me. [MASK] a the I That send am,",Denver
['daph'],"But that night, watching my old physics test blacken and curl, her eyes welled and she said in a thick voice, “Oh, [MASK]. Who am I going to be when you go off to college?”",Judy,"be welled her go curl, “Oh, watching physics in test and college?” night, a old going to when blacken to voice, But she [MASK]. said my eyes that off and you thick am Who I",Susan
['peter'],"Then [MASK] and I moved into the Waning Bay house, with its wraparound porch. That day, he scooped me into his arms, carried me over the threshold, and said three magic words that changed my little minimalist heart forever.",Max,"magic That threshold, my heart three Then day, arms, minimalist scooped me with he porch. the over words its me that wraparound Waning I house, little the Bay carried moved into into [MASK] changed said and forever. and his",moon
['arham'],"Somehow, the kids manage even more enthusiasm for tacos than they did for dragons. When I ask if they already knew that dragons love tacos, their shrieks of delight are earsplitting. [MASK] jumps up, the heels of his sneakers flashing red as he shouts, “Dragons eat people!”",Greg,"red “Dragons dragons if of the as already delight than earsplitting. When eat love kids shouts, that he tacos [MASK] people!” dragons. even I they the of tacos, they enthusiasm did knew his ask more heels sneakers shrieks Somehow, for manage their for flashing up, jumps are",Chuy
['fontana'],"Just as I predicted, the energy that greeted me has fizzled, the kids mostly settling into pleasant sleepiness in time to pack it in and head home, except for one of the [MASK] triplets, who’s tired enough to devolve into a minor meltdown as her mom is trying to get her and her siblings out the door.",triplet,"into get to to door. fizzled, and the pack [MASK] time to devolve as one mom energy the kids a in as meltdown me the mostly predicted, who’s trying her it in out tired is and enough head her siblings for into minor home, her except has that settling the pleasant Just greeted sleepiness of triplets, I",chaos
['renesmee'],"Hell, I’m old enough to have a daughter named [MASK] on one of those U-5 soccer teams where the kids take turns kicking the ball the wrong way, then sitting down midfield to take off their shoes.",Jess,"sitting way, teams enough daughter on soccer kids their have where a ball one Hell, to kicking to the old take shoes. the then turns U-5 those the I’m off midfield of named [MASK] wrong down take",Soccer
['landon'],"By the time I climb the stairs and reach the front door, I’m clammy with sweat, and inside I drop my tote and wrestle out of my cardigan before toeing off my loafers. Then I check my phone calendar against the whiteboard. The only thing that’s changed since last night is, I agreed to host the Thrills and Kills book club on Thursday while [MASK], the patron services assistant who usually runs it, recovers from his root canal.",Ryan,"the front is, canal. runs his Then and my host I assistant usually and only clammy of time loafers. my the against and toeing agreed I’m phone I club cardigan changed out and thing off inside root recovers I the night door, sweat, Kills [MASK], Thrills that’s last my it, I The on the stairs since whiteboard. before services Thursday the patron my wrestle climb to drop from while reach the check with who tote By calendar book",Sebastian
['dorner'],"Mr. [MASK]’s lock rattles again. Miles spins away to get our door unlocked, yanking me inside before we have to face another scolding.",Murphy,"lock to get yanking away door spins unlocked, inside to [MASK]’s before face have again. me we Mr. rattles another scolding. Miles our",Darrel
['peter'],"The worst part is, even after all this, I’m not positive I don’t love him. I mean, not this version of him, but the part that remembered every important date, who brought home flowers just because he happened to be walking past a cart selling them, the [MASK] who had my favorite soup delivered to me every time I got sick.",Charlie,"the to soup them, home I’m happened important but I part brought he time not after had of mean, walking [MASK] him, just even remembered got cart version all this, worst to favorite every positive not a who past The be me every love I I is, delivered the don’t him. flowers part selling sick. my who date, this that because",The
['peter'],"“We know how hard this must be for you,” he’s saying, and just like that, he snaps back into the other [MASK]. The one I hate. “And I just . . . I hate to think of you there, on your own . . .”",Dad,"how just hard that, . . know . The other he snaps he’s for to back there, “And I I .” your be of you,” must one you this [MASK]. into and saying, like I “We hate own hate. on just think the . .",Sodapop
