File,filename,passage,count,approx
search_results (1).csv,1984_non_NE.csv,"He sat back. A sense of complete helplessness had descended upon him. To begin with, he did not know with any certainty that this was 1984. It must be round about that date, since he was fairly sure that his age was thirty-nine, and he believed that he had been born in 1944 or 1945; but it was never possible nowadays to pin down any date within a year or two.",2,False
search_results (1).csv,1984_non_NE.csv,much as possible as if she thought her arms could keep the bullets off him. then the helicopter planted a 20 kilo bomb in among them terrific flash and the boat went all to matchwood. then there was a wonderful shot of a childs arm going up up up right up into the air a helicopter with a camera in its nose must have followed it up and there was a lot of applause from the party seats but a woman down in the prole part of the house suddenly started kicking up a fuss and shouting they didnt oughter of showed it not in front of kids they didnt it aint right not in front of kids it aint until the police turned her turned her out i dont suppose anything happened to her nobody cares what the proles say typical prole reaction they never—,6,False
search_results (1).csv,1984_non_NE.csv,"He sat back in his chair, slightly ashamed of himself, and laid down the pen. The next moment he started violently. There was a knocking at the door.",8,False
search_results (1).csv,1984_non_NE.csv,"Curiously, the chiming of the hour seemed to have put new heart into him. He was a lonely ghost uttering a truth that nobody would ever hear. But so long as he uttered it, in some obscure way the continuity was not broken. It was not by making yourself heard but by staying sane that you carried on the human heritage. He went back to the table, dipped his pen, and wrote:",2,False
search_results (1).csv,1984_non_NE.csv,"To the future or to the past, to a time when thought is free, when men are different from one another and do not live alone—to a time when truth exists and what is done cannot be undone:",1,False
search_results (1).csv,1984_non_NE.csv,"knowledge that they must die in order that he might remain alive, and that this was part of the unavoidable order of things.",91,False
search_results (1).csv,1984_non_NE.csv,But—though this was one of the crimes that the accused in the great purges invariably confessed to—it was difficult to imagine any such thing actually happening.,8,False
search_results (1).csv,1984_non_NE.csv,"both the past and the external world exist only in the mind, and if the mind itself is controllable—what then?",34,False
search_results (1).csv,1984_non_NE.csv,"“It’s all wars,” said the old man vaguely. He took up his glass, and his shoulders straightened again. “’Ere’s wishing you the very best of ’ealth!”",6,False
search_results (1).csv,1984_non_NE.csv,"Whatever was written on the paper, it must have some kind of political meaning. So far as he could see there were two possibilities. One, much the more likely, was that the girl was an agent of the Thought Police, just as he had feared. He did not know why the Thought Police should choose to deliver their messages in such a fashion, but perhaps they had their reasons. The thing that was written on the paper might be a threat, a summons, an order to commit suicide, a trap of some description. But there was another, wilder possibility that kept raising its head, though he tried vainly to suppress it. This was, that the message did not come from the Thought Police at all, but from some kind of underground organization. Perhaps the Brotherhood existed after all! Perhaps the girl was part of it! No doubt the idea was absurd, but it had sprung into his mind in the very instant of feeling the scrap of paper in his hand. It was not till a couple of minutes later that the other, more probable",2,False
search_results (1).csv,1984_non_NE.csv,"explanation had occurred to him. And even now, though his intellect told him that the message probably meant death—still, that was not what he believed, and the unreasonable hope persisted, and his heart banged, and it was with difficulty that he kept his voice from trembling as he murmured his figures into the speakwrite.",11,False
search_results (1).csv,1984_non_NE.csv,"For several seconds he was too stunned even to throw the incriminating thing into the memory hole. When he did so, although he knew very well the danger of showing too much interest, he could not resist reading it once again, just to make sure that the words were really there.",10,False
search_results (1).csv,1984_non_NE.csv,"The tune had been haunting London for weeks past. It was one of countless similar songs published for the benefit of the proles by a sub-section of the Music Department. The words of these songs were composed without any human intervention whatever on an instrument known as a versificator. But the woman sang so tunefully as to turn the dreadful rubbish into an almost pleasant sound. He could hear the woman singing and the scrape of her shoes on the flagstones, and the cries of the children in the street, and somewhere in the far distance a faint roar of traffic, and yet the room seemed curiously silent, thanks to the absence of a telescreen.",4,False
search_results (1).csv,1984_non_NE.csv,"In the dream he had remembered his last glimpse of his mother, and within a few moments of waking the cluster of small events surrounding it had all come back. It was a memory that he must have deliberately pushed out of his consciousness over many years. He was not certain of the date, but he could not have been less than ten years old, possibly twelve, when it had happened.",2,False
search_results (1).csv,1984_non_NE.csv,"thought; but the inner heart, whose workings were mysterious even to yourself, remained impregnable.",83,False
search_results (1).csv,1984_non_NE.csv,"materials that it needs within its own boundaries. In so far as the war has a direct economic purpose, it is a war for labor power. Between the frontiers of the superstates, and not permanently in the possession of any of them, there lies a rough quadrilateral with its corners at Tangier, Brazzaville, Darwin, and Hong Kong, containing within it about a fifth of the population of the earth. It is for the possession of these thickly populated regions, and of the northern ice cap, that the three powers are constantly struggling. In practice no one power ever controls the whole of the disputed area. Portions of it are constantly changing hands, and it is the chance of seizing this or that fragment by a sudden stroke of treachery that dictates the endless changes of alignment.",4,False
search_results (1).csv,1984_unmasked_passages.csv,"“Of course if Tom was home he’d put it right in a moment,” she said. “He loves anything like that. He’s ever so good with his hands, Tom is.”",6,False
search_results (1).csv,1984_unmasked_passages.csv,"days: it had been called England or Britain, though London, he felt fairly certain, had always been called London.",76,False
search_results (1).csv,1984_unmasked_passages.csv,"thirty servants, they rode about in motor cars and four-horse carriages, they drank champagne, they wore top hats—”",2,False
search_results (1).csv,1984_unmasked_passages.csv,"were like the ant, which can see small objects but not large ones. And when memory failed and written records were falsified—when that happened, the claim of the Party to have improved the conditions of human life had got to be accepted, because there did not exist, and never again could exist, any standard against which it could be tested.",10,False
search_results (1).csv,1984_unmasked_passages.csv,"Winston immediately paid over the four dollars and slid the coveted thing into his pocket. What appealed to him about it was not so much its beauty as the air it seemed to possess of belonging to an age quite different from the present one. The soft, rainwatery glass was not like any glass that he had ever seen. The thing was doubly attractive because of its apparent uselessness, though he could guess that it must once have been intended as a paperweight. It was very heavy in his pocket, but fortunately it did not make much of a bulge. It was a queer thing, even a compromising thing, for a Party member to have in his possession. Anything old, and for that matter anything beautiful, was always vaguely suspect. The old man had grown noticeably more cheerful after receiving the four dollars. Winston realized that he would have accepted three or even two.",2,False
search_results (1).csv,1984_unmasked_passages.csv,"in the open. They came to the fallen tree that she had spoken of. The girl hopped over and forced apart the bushes, in which there did not seem to be an opening. When Winston followed her, he found that they were in a natural clearing, a tiny grassy knoll surrounded by tall saplings that shut it in completely. The girl stopped and turned.",45,False
search_results (1).csv,1984_unmasked_passages.csv,"At twelve hundred it was unexpectedly announced that all workers in the Ministry were free till tomorrow morning. Winston, still carrying the brief case containing the book, which had remained between his feet while he worked and under his body while he slept, went home, shaved himself, and almost fell asleep in his bath, although the water was barely more than tepid.",4,False
search_results (1).csv,1984_unmasked_passages.csv,"There was an outburst of squeals from the cage. It seemed to reach Winston from far away. The rats were fighting; they were trying to get at each other through the partition. He heard also a deep groan of despair. That, too, seemed to come from outside himself.",2,False
search_results (1).csv,1984_unmasked_passages.csv,"would cut Oceania in two. It might mean anything: defeat, breakdown, the redivision of the world, the destruction of the Party! He drew a deep breath. An extraordinary medley of feelings—but it was not a medley, exactly; rather it was successive layers of feeling, in which one could not say which layer was undermost—struggled inside him.",4,False
search_results (1).csv,1984_unmasked_passages.csv,"was a miserable outfit. The board was cracked and the tiny wooden dice were so ill-cut that they would hardly lie on their sides. Winston looked at the thing sulkily and without interest. But then his mother lit a piece of candle and they sat down on the floor to play. Soon he was wildly excited and shouting with laughter as the tiddlywinks climbed hopefully up the ladders and then came slithering down the snakes again, almost back to the starting point. They played eight games, winning four each. His tiny sister, too young to understand what the game was about, had sat propped up against a bolster, laughing because the others were laughing. For a whole afternoon they had all been happy together, as in his earlier childhood.",4,False
search_results (1).csv,Below_Zero_non_NE.csv,"“No. But I’m on the pill. We can do it without anything if you’re not giving me gross STDs. But I trust that you wouldn’t save me from the walruses just to have me die of chlamydia, so—”",2,False
search_results (1).csv,The_Paradise_Problem_unmasked_passages.csv,myself.,9425558,False
search_results (1).csv,A_Tale_of_Two_Cities_non_NE.csv,"It was the best of times, it was the worst of times, it was the age of wisdom, it was the age of foolishness, it was the epoch of belief, it was the epoch of incredulity, it was the season of Light, it was the season of Darkness, it was the spring of hope, it was the winter of despair, we had everything before us, we had nothing before us, we were all going direct to Heaven, we were all going direct the other way—in short, the period was so far like the present period, that some of its noisiest authorities insisted on its being received, for good or for evil, in the superlative degree of comparison only.",13,False
search_results (1).csv,A_Tale_of_Two_Cities_non_NE.csv,"It was the Dover road that lay, on a Friday night late in November, before the first of the persons with whom this history has business. The Dover road lay, as to him, beyond the Dover mail, as it lumbered up Shooter’s Hill. He walked up hill in the mire by the side of the mail, as the rest of the passengers did; not because they had the least relish for walking exercise, under the circumstances, but because the hill, and the harness, and the mud, and the mail, were all so heavy, that the horses had three times already come to a stop, besides once drawing the coach across the road, with the mutinous intent of taking it back to Blackheath. Reins and whip and coachman and guard, however, in combination, had read that article of war which forbade a purpose otherwise strongly in favour of the argument, that some brute animals are endued with Reason; and the team had capitulated and returned to their duty.",1,False
search_results (1).csv,A_Tale_of_Two_Cities_non_NE.csv,"With drooping heads and tremulous tails, they mashed their way through the thick mud, floundering and stumbling between whiles, as if they were falling to pieces at the larger joints. As often as the driver rested them and brought them to a stand, with a wary “Wo-ho! so-ho-then!” the near leader violently shook his head and everything upon it—like an unusually emphatic horse, denying that the coach could be got up the hill. Whenever the leader made this rattle, the passenger started, as a nervous passenger might, and was disturbed in mind.",1,False
search_results (1).csv,A_Tale_of_Two_Cities_non_NE.csv,"an eye and a hand on the arm-chest before him, where a loaded blunderbuss lay at the top of six or eight loaded horse-pistols, deposited on a substratum of cutlass.",58,False
search_results (1).csv,A_Tale_of_Two_Cities_non_NE.csv,as he had last seen them.,90,False
search_results (1).csv,A_Tale_of_Two_Cities_non_NE.csv,"The coffee-room had no other occupant, that forenoon, than the gentleman in brown. His breakfast-table was drawn before the fire, and as he sat, with its light shining on him, waiting for the meal, he sat so still, that he might have been sitting for his portrait.",1,False
search_results (1).csv,A_Tale_of_Two_Cities_non_NE.csv,"and cadaverous faces, who had emerged into the winter light from cellars, moved away, to descend again; and a gloom gathered on the scene that appeared more natural to it than sunshine.",94,False
search_results (1).csv,A_Tale_of_Two_Cities_non_NE.csv,"A beautiful landscape, with the corn bright in it, but not abundant. Patches of poor rye where corn should have been, patches of poor peas and beans, patches of most coarse vegetable substitutes for wheat. On inanimate nature, as on the men and women who cultivated it, a prevalent tendency towards an appearance of vegetating unwillingly—a dejected disposition to give up, and wither away.",1,False
search_results (1).csv,A_Tale_of_Two_Cities_non_NE.csv,"In crossing the bridge, she dropped the door key in the river. Arriving at the cathedral some few minutes before her escort, and waiting there, she thought, what if the key were already taken in a net, what if it were identified, what if the door were opened and the remains discovered, what if she were stopped at the gate, sent to prison, and charged with murder! In the midst of these fluttering thoughts, the escort appeared, took her in, and took her away.",2,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"suggested to her husband that he would do well to look round the shop among the customers, for any new customer who had dropped in while he stepped over the way.",25,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"Mr. Lorry reddened, and said, warmly, “You have mentioned that before, sir. We men of business, who serve a House, are not our own masters. We have to think of the House more than ourselves.”",2,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"Doctor Manette received such patients here as his old reputation, and its revival in the floating whispers of his story, brought him. His scientific knowledge, and his vigilance and skill in conducting ingenious experiments, brought him otherwise into moderate request, and he earned as much as he wanted.",1,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"Now, from the days when it was always summer in Eden, to these days when it is mostly winter in fallen latitudes, the world of a man has invariably gone one way—Charles Darnay’s way—the way of the love of a woman.",1,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"Sydney had been working double tides that night, and the night before, and the night before that, and a good many nights in succession, making a grand clearance among Mr. Stryver’s papers before the setting in of the long vacation. The clearance was effected at last; the Stryver arrears were handsomely fetched up; everything was got rid of until November should come with its fogs atmospheric, and fogs legal, and bring grist to the mill again.",2,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"be disappointed. Now, pray say no more about it. I tell you, I regret it on account of others, but I am satisfied on my own account. And I am really very much obliged to you for allowing me to sound you, and for giving me your advice; you know the young lady better than I do; you were right, it never would have done.”",8,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"So, the time came for him to bid Lucie good night, and they separated. But, in the stillness of the third hour of the morning, Lucie came downstairs again, and stole into his room; not free from unshaped fears, beforehand.",2,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"Worn out by anxious watching, Mr. Lorry fell asleep at his post. On the tenth morning of his suspense, he was startled by the shining of the sun into the room where a heavy slumber had overtaken him when it was dark night.",1,False
search_results (1).csv,A_Tale_of_Two_Cities_unmasked_passages.csv,"In such risings of fire and risings of sea—the firm earth shaken by the rushes of an angry ocean which had now no ebb, but was always on the flow, higher and higher, to the terror and wonder of the beholders on the shore—three years of tempest were consumed. Three more birthdays of little Lucie had been woven by the golden thread into the peaceful tissue of the life of her home.",2,False
