Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['jack'],autumn,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],emily,0,0.0,incorrect,jason,0,0.44,incorrect,jason,0,0.44,incorrect
['jack'],adam,0,0.25,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect
['jack'],peeta,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],adam,0,0.25,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect
['jack'],chandler,0,0.17,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['jack'],emily,0,0.0,incorrect,netflix,0,0.0,incorrect,netflix,0,0.0,incorrect
['jack'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['jack'],autumn,0,0.2,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],heath,0,0.22,incorrect,david,0,0.22,incorrect,david,0,0.22,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect
['jack'],autumn's father,0,0.11,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],autumn,0,0.2,incorrect,autumn,0,0.2,incorrect,autumn,0,0.2,incorrect
['jack'],heathcliff,0,0.29,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
['jack'],autumn,0,0.2,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['jack'],david beckham,0,0.35,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect
['jack'],he,0,0.0,incorrect,facebook,0,0.5,incorrect,facebook,0,0.5,incorrect
['jack'],teammate,0,0.17,incorrect,lebron,0,0.0,incorrect,lebron,0,0.0,incorrect
