line_no,Single_ent,Multiple_ents,en,en_masked,vi,vi_masked,tr,tr_masked,es,es_masked,vi_translation,tr_translation,es_translation,token_count
3,,[],"So she was considering in her own mind (as well as she could, for the hot day made her feel very sleepy and stupid), whether the pleasure of making a daisy-chain would be worth the trouble of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes ran close by her.",,"Alice đang cân nhắc xem nếu cô kết một vòng hoa cúc thì có thú vị hơn không, có đáng để cô phải đứng dậy và đi hái hoa không (Cái nóng oi ả của ngày hè khiến Alice buồn ngủ và đầu óc trở nên mụ mị). Đúng lúc đó, đột nhiên, một chú Thỏ Trắng có đôi mắt màu hồng chạy ngang qua ngay sát chỗ cô ngồi.",,"Bunun üzerine düşünmeye başladı (pek de düşünemiyordu ya, hava çok sıcaktı, onun da uykusu gelmiş, serseme dönmüştü), acaba papatyalardan bir çelenk örmek, papatya toplamak yorulduğuna değer mi diye aklından geçiriyordu. Tam o sırada birden pembe gözlü bir Beyaz Tavşan koşarak yanından geçti.",,"Así pues, estaba pensando (y pensar le costaba cierto esfuerzo, porque el calor del día la había dejado soñolienta y atontada) si el placer de tejer una guirnalda de margaritas la compensaría del trabajo de levantarse y coger las margaritas, cuando de pronto saltó cerca de ella un Conejo Blanco de ojos rosados.",,"Alice was considering whether it would be more interesting if she made a daisy chain, and whether it was worth getting up and picking flowers (The sultry summer heat made Alice sleepy and her mind become dull). Just then, suddenly, a White Rabbit with pink eyes ran past right near where she was sitting.","He began to think about it (though he couldn't really think, the weather was very hot, and he was sleepy and dazed), wondering if making a wreath from daisies or picking daisies was worth the effort. Just then, a White Rabbit with pink eyes suddenly ran past him.","Thus, she was thinking (and thinking required some effort from her, because the heat of the day had left her drowsy and dazed) whether the pleasure of weaving a daisy garland would be worth the effort of getting up and picking the daisies, when suddenly a White Rabbit with pink eyes jumped near her.",63
7,,[],"Either the well was very deep, or she fell very slowly, for she had plenty of time as she went down to look about her and to wonder what was going to happen next. First, she tried to look down and make out what she was coming to, but it was too dark to see anything; then she looked at the sides of the well, and noticed that they were filled with cupboards and book-shelves; here and there she saw maps and pictures hung upon pegs. She took down a jar from one of the shelves as she passed; it was labelled “ORANGE MARMALADE”, but to her great disappointment it was empty: she did not like to drop the jar for fear of killing somebody underneath, so managed to put it into one of the cupboards as she fell past it.",,"Không hiểu do cái giếng quá sâu hay do cô rơi xuống chậm mà trong lúc rơi xuống, cô vẫn có khá nhiều thời gian để quan sát xung quanh và tự hỏi điều gì sẽ xảy ra kế tiếp. Thoạt đầu cô cố gắng nhìn xuống dưới để nhận biết phía trước là cái gì. Nhưng trong giếng tối quá nên cô chẳng nhìn thấy gì. Rồi cô nhìn xung quanh và nhận ra những chiếc kệ đựng cốc chén và giá sách được gắn đầy thành giếng. Đây đó còn có những tấm bản đồ và những bức tranh treo trên móc. Alice cầm lấy một cái bình trên kệ khi cô rơi ngang qua. Chiếc bình có dán mảnh giấy đề “Mứt cam” nhưng bên trong chẳng còn tí mứt nào. Thất vọng quá nhưng Alice không muốn ném cái bình xuống giếng vì sợ nhỡ đâu nó sẽ làm chết ai đó. Thế là cô phải cố đặt chiếc bình lên một cái giá khác khi cô rơi ngang qua.",,"Ya kuyu çok derindi, yahut Alice çok yavaş yuvarlanıyordu: Çünkü düşerken çevresine bakınacak, arkasından neler gelecek bakalım, diye düşünecek vakit buldu. Alice önce nereye gittiğini görmek için aşağı bakmaya çalıştı ama çevre o kadar karanlıktı ki hiçbir şey seçemedi: Sonra kuyunun yanlarına bakmaya başladı, duvarların kitap rafları ve dolaplarla kaplanmış olduğunu gördü. Şurada burada da tahta çivilere asılmış haritalar, resimler vardı. Raflardan birinin önünden geçerken bir kavanoz aldı: Kavanozun üstüne ''Portakal Reçeli'' yazılı bir etiket yapıştırılmıştı, ama kavanozun içi boş çıkınca Alice'in çok canı sıkıldı. Kavanozu aşağı atacaktı, sonra birinin kafasına gelip öldürüverir diye korktu, ne yapıp yapıp düşerken önünden geçtiği raflardan birine koyuverdi.",,"O el pozo era en verdad profundo, o ella caía muy despacio, porque Alicia, mientras descendía, tuvo tiempo sobrado para mirar a su alrededor y para preguntarse qué iba a suceder después. Primero, intentó mirar hacia abajo y ver a dónde iría a parar, pero estaba todo demasiado oscuro para distinguir nada. Después miró hacia las paredes del pozo y observó que estaban cubiertas de armarios y estantes para libros: aquí y allá vio mapas y cuadros, colgados de clavos. Cogió, a su paso, un jarro de los estantes. Llevaba una etiqueta que decía: MERMELADA DE NARANJA, pero vio, con desencanto, que estaba vacío. No le pareció bien tirarlo al fondo, por miedo a matar a alguien que anduviera por abajo, y se las arregló para dejarlo en otro de los estantes mientras seguía descendiendo.",,"Not sure if it was because the well was too deep or because she was falling slowly, but while falling, she still had quite a bit of time to observe her surroundings and wonder what would happen next. At first, she tried to look down to see what was ahead. But the well was too dark, so she couldn't see anything. Then she looked around and noticed shelves filled with cups and bookshelves attached to the well's walls. Here and there, there were also maps and pictures hanging on hooks. Alice grabbed a jar from a shelf as she fell past. The jar had a label that read ""Orange Marmalade"" but there wasn't any marmalade left inside. Disappointed, Alice didn't want to throw the jar down the well for fear that it might kill someone. So she tried to place the jar on another shelf as she fell past.","Either the well was very deep, or she fell very slowly, for she had plenty of time as she went down to look about her and wonder what was going to happen next. First, she tried to look down and make out what she was coming to, but it was too dark to see anything; then she looked at the sides of the well and noticed that they were filled with cupboards and bookshelves. Here and there she saw maps and pictures hung upon pegs. She took down a jar from one of the shelves as she passed; it was labeled ""ORANGE MARMALADE,"" but to her great disappointment it was empty. She did not like to drop the jar for fear of killing somebody, so managed to put it into one of the cupboards as she fell past it.","Either the well was truly deep, or she was falling very slowly, because Alice, while descending, had plenty of time to look around and wonder what was going to happen next. First, she tried to look down and see where she would end up, but it was too dark to make out anything. Then she looked at the walls of the well and observed that they were covered with cupboards and bookshelves: here and there she saw maps and pictures, hanging from nails. She took a jar from one of the shelves as she passed. It had a label that said: ORANGE MARMALADE, but she saw, with disappointment, that it was empty. She didn't think it would be right to throw it to the bottom, for fear of killing someone who might be down there, and managed to place it on another shelf as she continued descending.",163
32,,[],"Just then her head struck against the roof of the hall: in fact she was now more than nine feet high, and she at once took up the little golden key and hurried off to the garden door.",,"Đúng lúc đó, đầu Alice đụng phải trần nhà. Thật ra lúc này cô đã cao hơn chín foot[4]. Alice lập tức chộp lấy chiếc chìa khóa vàng bé tí xíu và vội lao tớ cánh cửa dẫn ra khu vườn.",,"''Tam o sırada başı salonun tavanına çarptı: şimdi boyu üç metreyi bulmuştu. Alice hemen altın anahtarı kaptı, bahçenin kapısına koştu.",,"Justo en este momento, su cabeza chocó con el techo de la sala: en efecto, ahora medía más de dos metros. Cogió rápidamente la llavecita de oro y corrió hacia la puerta del jardín.",,"At that moment, Alice's head hit the ceiling. In fact, she was now over nine feet tall. Alice immediately grabbed the tiny golden key and rushed to the door leading to the garden.","''At that moment, her head hit the ceiling of the living room: now she was three meters tall. Alice immediately grabbed the golden key and ran to the garden door.","Just at this moment, his head hit the ceiling of the room: in fact, he was now over two meters tall. He quickly grabbed the little gold key and ran towards the garden door.",41
62,,[],"They were indeed a queer-looking party that assembled on the bank—the birds with draggled feathers, the animals with their fur clinging close to them, and all dripping wet, cross, and uncomfortable.",,"Tất cả đã lên được bờ nhưng đều vô cùng thảm hại. Những chú chim kéo lê bộ lông ướt lướt thướt trên nền đất, những con thú thì lông, ria dính bết vào người. Ai nấy đều ướt sũng và đều thấy khó chịu, bực bội.",,"Kıyıya toplanan bu kafile gerçekten pek acayip görünüyordu: kuşların tüyleri yoluk yoluk olmuş, öteki hayvanların kılları da vücutlarına yapışmıştı, hepsi de sırılsıklamdı; suratlarını asmış, rahatsız rahatsız duruyorlardı.",,"El grupo que se reunió en la orilla tenía un aspecto realmente extraño: los pájaros con las plumas sucias, los otros animales con el pelo pegado al cuerpo, y todos calados hasta los huesos, malhumorados e incómodos.",,"Everyone managed to get ashore, but they were all in a miserable state. The birds dragged their wet, bedraggled feathers along the ground, while the animals had their fur and whiskers matted against their bodies. Everyone was soaked and felt uncomfortable and irritated.","This group gathered on the shore looked really strange: the birds' feathers were ruffled, the other animals' fur was stuck to their bodies, and they were all soaking wet; they had frowns on their faces and stood uncomfortably.","The group that gathered on the shore had a really strange appearance: the birds with dirty feathers, the other animals with their fur stuck to their bodies, and all of them soaked to the bone, grumpy and uncomfortable.",41
72,,[],"“I know what ‘it’ means well enough, when I find a thing,” said the Duck: “it’s generally a frog or a worm. The question is, what did the archbishop find?”",,"- Tôi hiểu rất rõ “điều đó” có nghĩa là gì khi tôi thấy một cái gì đó - Vịt nói - thường thì đó là một con ếch, có khi là một con sâu.",,"Ördek ''Kendim bulunca, bunun ne olduğunu bilirim'' dedi. ''Benim bulduğum da ya solucandır, ya kurbağa. Ama başpiskopos neyi buldu, onu öğrenmek istiyorum.",,—¡Claro que sé lo que quiere decir! —refunfuñó el Pato—. Cuando yo encuentro algo es casi siempre una rana o un gusano. Lo que quiero saber es qué fue lo que encontró el arzobispo.,,"""I understand very well what 'that' means when I see something,"" said the Duck, ""usually it's a frog, sometimes it's a worm."" ""But I want to ask what the archbishop saw?""","The duck said, ""When I find it myself, I know what it is."" ""What I find is either a worm or a frog. But I want to know what the archbishop found.""''","—grumbled the Duck—. When I find something, it's almost always a frog or a worm. What I want to know is what the archbishop found.",41
116,,[],"By this time she had found her way into a tidy little room with a table in the window, and on it (as she had hoped) a fan and two or three pairs of tiny white kid gloves: she took up the fan and a pair of the gloves, and was just going to leave the room, when her eye fell upon a little bottle that stood near the looking-glass. There was no label this time with the words “DRINK ME,” but nevertheless she uncorked it and put it to her lips. “I know something interesting is sure to happen,” she said to herself, “whenever I eat or drink anything; so I’ll just see what this bottle does. I do hope it’ll make me grow large again, for really I’m quite tired of being such a tiny little thing!”",,"Đúng lúc đó, Alice nhận ra mình đang đi vào một căn phòng nhỏ nhưng ngăn nắp. Trong phòng kê một chiếc bàn cạnh cửa sổ và trên bàn (đúng như Alice hy vọng) có một chiếc quạt và hai, ba đôi găng tay; vừa định bước ra khỏi phòng thì chợt nhìn thấy một cái chai nhỏ để gần tấm gương soi. Cái chai này không có nhãn đề chữ “HÃY UỐNG TÔI”, nhưng Alice vẫn mở nút chai và ghé môi uống thử. Cô nghĩ: “Mình biết chắc bất cứ lúc nào mình ăn hay uống cái gì đó, thể nào cũng có chuyện thú vị xảy ra. Vậy thì mình chỉ việc chờ đợi xem cái chai này sẽ có tác dụng gì. Hy vọng nó sẽ làm mình to ra như trước đây bởi thật ra mình đã quá mệt mỏi vì phải làm một người bé tí như thế này!”",,"Bu arada derli toplu küçük bir odaya gelmişti: Bu odanın penceresinin içinde bir masa, masanın üstünde de (Alice'in umduğu gibi) iki üç çift eldivenle bir yelpaze duruyordu. Bir çift eldivenle yelpazeyi aldı, tam odadan çıkıyordu ki gözüne aynanın yanında duran küçücük bir şişe ilişti. Bu şişenin üstünde ''Beni iç'' yazılı bir yafta yoktu, ama Alice tıpasını açarak şişeyi ağzına dayadı. Kendi kendine, ''Ne zaman bir şey içsem yahut yesem kesinlikle acayip bir şeyler oluyor'' dedi. ''Bakalım bu şişenin marifeti ne. Beni yine büyütür umarım. Çünkü bu kadar küçük kalmaktan bıktım artık.",,"A todo esto, había conseguido llegar hasta un pequeño dormitorio, muy ordenado, con una mesa junto a la ventana, y sobre la mesa (como esperaba) un abanico y dos o tres pares de diminutos guantes blancos de cabritilla. Cogió el abanico y un par de guantes, y, estaba a punto de salir de la habitación, cuando su mirada cayó en una botellita que estaba al lado del espejo del tocador. Esta vez no había letrerito con la palabra «BEBEME», pero de todos modos Alicia lo destapó y se lo llevó a los labios. —Estoy segura de que, si como o bebo algo, ocurrirá algo interesante —se dijo—. Y voy a ver qué pasa con esta botella. Espero que vuelva a hacerme crecer, porque en realidad, estoy bastante harta de ser una cosilla tan pequeñaja. ¡Y vaya si la hizo crecer!",,"Just at that moment, Alice realized she was entering a small but tidy room. In the room, there was a table by the window, and on the table (just as Alice had hoped) there was a fan and two or three pairs of gloves; just as she was about to leave the room, she suddenly noticed a small bottle near the mirror. This bottle did not have a label saying ""DRINK ME,"" but Alice still opened the cap and took a sip. She thought, ""I know for sure that whenever I eat or drink something, something interesting is bound to happen. So I just have to wait and see what effect this bottle will have. I hope it will make me grow big again because I'm really tired of being such a tiny person like this!""","In the meantime, she had come to a neat little room: Inside the window of this room was a table, and on the table (as Alice had hoped) there were two or three pairs of gloves and a fan. She took a pair of gloves and the fan, and was just about to leave the room when she noticed a tiny bottle standing next to the mirror. There was no label on this bottle that said ""Drink Me,"" but Alice uncorked it and put it to her lips. She said to herself, ""Whenever I drink or eat something, something strange always happens."" ""Let's see what this bottle can do."" I hope it makes me grow again. Because I'm tired of staying this small.''","In all this, she had managed to reach a small, very tidy bedroom, with a table by the window, and on the table (as she expected) a fan and two or three pairs of tiny white kid gloves. She picked up the fan and a pair of gloves, and was about to leave the room when her gaze fell on a small bottle that was next to the mirror on the dresser. This time there was no label with the word ""DRINK ME,"" but nevertheless Alice uncorked it and brought it to her lips. —I am sure that if I eat or drink something, something interesting will happen —she said to herself—. And I am going to see what happens with this bottle. I hope it makes me grow again, because, in reality, I am quite tired of being such a tiny little thing. And boy, did it make her grow!",166
123,,[],"And so she went on, taking first one side and then the other, and making quite a conversation of it altogether; but after a few minutes she heard a voice outside, and stopped to listen.",,"Alice cứ tiếp tục như thế, lúc trong vai này lúc đóng vai kia và cô đã tạo ra một cuộc đối thoại hoàn chỉnh. Nhưng lát sau cô nghe thấy một giọng nói của ai đó ngoài phòng. Cô lập tức ngừng cuộc đối thoại và chăm chú lắng nghe.",,"Böylece, kendi kendine konuşup duruyordu. Ama bir süre sonra dışardan bir ses işitti, susup kulak verdi.",,"Y así siguió discurseando un buen rato, unas veces en un sentido y otras llevándose a sí misma la contraria, manteniendo en definitiva una conversación muy seria, como si se tratara de dos personas. Hasta que oyó una voz fuera de la casa, y dejó de discutir consigo misma para escuchar.",,"”Alice kept going like that, sometimes in one role, sometimes in another, and she created a complete dialogue. But after a while, she heard a voice from outside the room. She immediately stopped the dialogue and listened intently.","Thus, he kept talking to himself. But after a while, he heard a sound from outside and stopped to listen.","And so she continued discoursing for a good while, sometimes in one direction and other times contradicting herself, ultimately maintaining a very serious conversation, as if it were between two people. Until she heard a voice outside the house, and stopped arguing with herself to listen.",40
153,,[],"She stretched herself up on tiptoe, and peeped over the edge of the mushroom, and her eyes immediately met those of a large blue caterpillar, that was sitting on the top with its arms folded, quietly smoking a long hookah, and taking not the smallest notice of her or of anything else.",,"Cô kiễng chân và vừa nhìn thấy ngọn cây nấm thì mắt cô cũng bắt gặp một con sâu bướm lớn màu xanh sẫm đang ngồi trên đó. Sâu bướm khoanh tay lại, miệng ngậm một cái ống điếu đang lặng lẽ hút thuốc và không mảy may để ý đến bất cứ một thứ gì khác xung quanh nó, kể cả sự xuất hiện của Alice.",,"Parmaklarının ucuna basarak yükseldi, mantarın kıyısından tepesine bir göz attı. Bir de ne görsün, kocaman bir mavi Tırtıl kollarını kavuşturmuş oturuyor, uzun boyunlu bir nargile içiyor, ama ne Alice'e aldırdığı var, ne de başka bir şeye.",,"Se puso de puntillas, y miró por encima del borde de la seta, y sus ojos se encontraron de inmediato con los ojos de una gran oruga azul, que estaba sentada encima de la seta con los brazos cruzados, fumando tranquilamente una larga pipa y sin prestar la menor atención a Alicia ni a ninguna otra cosa.",,"She stood on tiptoe and had just seen the top of the mushroom when her eyes also caught sight of a large dark green caterpillar sitting on it. The caterpillar had its arms folded, a hookah in its mouth, quietly smoking and paying no attention to anything else around it, including Alice's appearance.","She stood on tiptoe and took a peek over the edge of the mushroom. And what did she see but a huge blue Caterpillar sitting with its arms crossed, smoking a long-necked hookah, paying no attention to Alice or anything else.","She stood on tiptoe and looked over the edge of the mushroom, and her eyes immediately met the eyes of a large blue caterpillar, which was sitting on top of the mushroom with its arms crossed, calmly smoking a long pipe and paying no attention whatsoever to Alice or anything else.",63
232,,[],"She was a good deal frightened by this very sudden change, but she felt that there was no time to be lost, as she was shrinking rapidly; so she set to work at once to eat some of the other bit. Her chin was pressed so closely against her foot, that there was hardly room to open her mouth; but she did it at last, and managed to swallow a morsel of the lefthand bit.",,"Cô hốt hoảng bởi sự thay đổi quá nhanh nhưng đồng thời cũng thấy không được lãng phí thời gian bởi vì cô đang co lại rất nhanh và thế là cô lập tức tìm cách ăn một ít nấm còn lại ở tay bên kia. Lúc đó, cằm cô đã ép sát vào chân đến nỗi phải chật vật lắm mới há được miệng đủ rộng để cắn một miếng nấm. Cuối cùng cô cũng nuốt được một miếng nấm nhỏ ở tay bên trái.",,Bu kadar çabuk değişmek onu çok korkutmuştu; bu kadar hızlı küçülürken yitirecek vakti de olmadığını düşündü ve öbür parçayı gevelemeye uğraştı. Ama ayakları çenesine dayandığı için ağzını açacak yer kalmamıştı; sonunda güçlükle sol elindeki parçadan bir lokma ısırabildi.,,"Se asustó mucho con este cambio tan repentino, pero comprendió que estaba disminuyendo rápidamente de tamaño, que no había por tanto tiempo que perder y que debía apresurarse a morder el otro pedazo. Tenía la mandíbula tan apretada contra los pies que resultaba difícil abrir la boca, pero lo consiguió al fin, y pudo tragar un trocito del pedazo de seta que tenía en la mano izquierda.",,"She was alarmed by the rapid change but at the same time felt she shouldn't waste any time because she was shrinking very quickly, so she immediately tried to eat some of the remaining mushroom in her other hand. By then, her chin was pressed so close to her foot that she had to struggle to open her mouth wide enough to take a bite of the mushroom. Finally, she managed to swallow a small piece of the mushroom in her left hand.","Changing so quickly had frightened him a lot; he thought he had no time to lose while shrinking so fast, and he tried to chew the other piece. But since his feet were pressed against his chin, there was no room to open his mouth; finally, he managed to take a bite from the piece in his left hand with difficulty.","She was very frightened by this sudden change, but she understood that she was rapidly decreasing in size, that there was no time to lose, and that she had to hurry to bite the other piece. Her jaw was so tightly pressed against her feet that it was difficult to open her mouth, but she finally managed it, and was able to swallow a small piece of the mushroom she held in her left hand.",86
235,,[],"As there seemed to be no chance of getting her hands up to her head, she tried to get her head down to them, and was delighted to find that her neck would bend about easily in any direction, like a serpent. She had just succeeded in curving it down into a graceful zigzag, and was going to dive in among the leaves, which she found to be nothing but the tops of the trees under which she had been wandering, when a sharp hiss made her draw back in a hurry: a large pigeon had flown into her face, and was beating her violently with its wings.",,"Bởi vì hình như chẳng có cách gì đưa tay lên đầu, Alice đành phải cúi đầu xuống và cô vui mừng thấy cái cổ cũng có thể cúi xuống một cách dễ dàng và quay đi quay lại mọi phía giống như một con rắn. Cô cũng có thể uốn cong cái cổ theo hình zíc zắc và chuẩn bị sục sạo trong đám lá để tìm đôi tay (đám lá này chính là tán cao nhất trên ngọn cây mà lúc trước cô đi ở dưới). Đúng lúc đó, một tiếng kêu lảnh lót khiến cô vội lùi lại: một con bồ câu lớn lao vào mặt cô và đang dùng đôi cánh của nó đánh cô tới tấp.",,"Artık ellerini başına götüremeyeceğini anlayınca başını ellerine götürmeyi denedi, bir de baktı ki boynunu yılan gibi istediği yana kolayca çevirebiliyor. Boynuyla hoş bir zikzak çizerek, yaprakların arasına dalmak üzereyken onların demin aralarında dolaştığı ağaçların tepelerinden başka bir şey olmadığını gördü, tam o sırada keskin bir ıslık işitti, hemen kafasını kaldırdı. Koca bir güvercin üstüne doğru gelmiş kanatlarıyla pat pat yüzüne vuruyordu.",,"Como no había modo de que sus manos subieran hasta su cabeza, decidió bajar la cabeza hasta las manos, y descubrió con entusiasmo que su cuello se doblaba con mucha facilidad en cualquier dirección, como una serpiente. Acababa de lograr que su cabeza descendiera por el aire en un gracioso zigzag y se disponía a introducirla entre las hojas, que descubrió no eran más que las copas de los árboles bajo los que antes había estado paseando, cuando un agudo silbido la hizo retroceder a toda prisa. Una gran paloma se precipitaba contra su cabeza y la golpeaba violentamente con las alas.",,"Because it seemed there was no way to raise her hand to her head, Alice had to bend her head down and she was delighted to see that her neck could also bend down easily and turn around in all directions like a snake. She could also bend her neck in a zigzag shape and prepare to rummage through the leaves to find her hands (these leaves were the highest branches of the tree she had been walking under earlier). At that moment, a shrill cry made her quickly retreat: a large pigeon flew into her face and was beating her incessantly with its wings.","When she realized that she could no longer bring her hands to her head, she tried to bring her head to her hands, and she saw that she could easily turn her neck in any direction like a snake. He saw that there was nothing but the tops of the trees they had just been wandering among, as he was about to dive among the leaves, drawing a pleasant zigzag with his neck, and at that moment he heard a sharp whistle and immediately lifted his head. A huge pigeon was coming towards him, flapping its wings and hitting his face.","Since there was no way for her hands to reach her head, she decided to lower her head to her hands, and discovered with enthusiasm that her neck bent very easily in any direction, like a snake. She had just managed to lower her head through the air in a graceful zigzag and was about to insert it among the leaves, which she discovered were nothing more than the tops of the trees under which she had previously been walking, when a sharp whistle made her retreat in a hurry. A large pigeon was rushing at her head and hitting it violently with its wings.",120
