Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",desert,0,0.36,incorrect,thabo maseko,0,0.38,incorrect,yoruba proverb,0,0.32,incorrect,ikechukwu ogbuagu,0,0.23,incorrect,paris,0,0.29,incorrect,"kelebogile ""kea"" modise",0,0.31,incorrect,tao,0,0.67,incorrect,te huti,0,0.4,incorrect,jenaa,0,0.29,incorrect,baahr jiibait prem,0,0.3,incorrect,mercury,0,0.33,incorrect,merina,0,0.44,incorrect,thabo maseko,0,0.38,incorrect,ikechukwu ogbuagu,0,0.23,incorrect,"kelebogile ""kea"" modise",0,0.31,incorrect,te huti,0,0.4,incorrect,baahr jiibait prem,0,0.3,incorrect,merina,0,0.44,incorrect,wittgenstein,0,0.35,incorrect,walt whitman,0,0.45,incorrect,yoko ono,0,0.21,incorrect,flaubert,0,0.5,incorrect,pham ngoc thao,0,0.33,incorrect,nguyen du,0,0.42,incorrect,alberto santos-dumont,0,0.32,incorrect,no respuesta,0,0.27,incorrect,walt whitman,0,0.45,incorrect,flaubert,0,0.5,incorrect,nguyen du,0,0.42,incorrect,no respuesta,0,0.27,incorrect
['cora'],bohle,0,0.22,incorrect,haeba,0,0.22,incorrect,albert einstein,0,0.11,incorrect,michael jordan,0,0.44,incorrect,matante,0,0.18,incorrect,matome,0,0.2,incorrect,te arikinui tamatoa vi,0,0.15,incorrect,te arikinui ariiriki,0,0.17,incorrect,onaa,0,0.5,incorrect,onaa,0,0.5,incorrect,antananarivo,0,0.12,incorrect,antananarivo,0,0.12,incorrect,haeba,0,0.22,incorrect,michael jordan,0,0.44,incorrect,matome,0,0.2,incorrect,te arikinui ariiriki,0,0.17,incorrect,onaa,0,0.5,incorrect,antananarivo,0,0.12,incorrect,unknown,0,0.18,incorrect,david,0,0.22,incorrect,ozdemir,0,0.36,incorrect,atilla yayla,0,0.12,incorrect,tran thai huyen,0,0.21,incorrect,tran hung dao,0,0.24,incorrect,maria jose rodriguez,0,0.17,incorrect,carlos gardel,0,0.35,incorrect,david,0,0.22,incorrect,atilla yayla,0,0.12,incorrect,tran hung dao,0,0.24,incorrect,carlos gardel,0,0.35,incorrect
['rita'],lesiba makhubela,0,0.2,incorrect,ke,0,0.0,incorrect,oloye daju,0,0.14,incorrect,obafemi awolowo,0,0.21,incorrect,matante,0,0.36,incorrect,matome,0,0.2,incorrect,pharaoh,0,0.36,incorrect,te arikinui tamatoa vi,0,0.31,incorrect,mkii,0,0.25,incorrect,maans,0,0.22,incorrect,andriamanelo,0,0.38,incorrect,albert schweitzer,0,0.29,incorrect,ke,0,0.0,incorrect,obafemi awolowo,0,0.21,incorrect,matome,0,0.2,incorrect,te arikinui tamatoa vi,0,0.31,incorrect,maans,0,0.22,incorrect,albert schweitzer,0,0.29,incorrect,marie,0,0.44,incorrect,naoto fukasawa,0,0.22,incorrect,aslihan,0,0.36,incorrect,yasar kemal,0,0.27,incorrect,pham,0,0.25,incorrect,pham phai,0,0.15,incorrect,jesus,0,0.0,incorrect,calderon de la barca,0,0.17,incorrect,naoto fukasawa,0,0.22,incorrect,yasar kemal,0,0.27,incorrect,pham phai,0,0.15,incorrect,calderon de la barca,0,0.17,incorrect
"['joy', 'serena joy', 'serena']",ukelele soprano ukelele,0,0.24,incorrect,frank sinatra,0,0.32,incorrect,enid graham,0,0.35,incorrect,montserrat caballe,0,0.36,incorrect,adriana,0,0.46,incorrect,frank sinatra,0,0.32,incorrect,tevita vaikona,0,0.33,incorrect,jesus,0,0.25,incorrect,jenaa,0,0.55,incorrect,neela thaakur,0,0.35,incorrect,rene simeon,0,0.48,incorrect,paris,0,0.18,incorrect,frank sinatra,0,0.32,incorrect,montserrat caballe,0,0.36,incorrect,frank sinatra,0,0.32,incorrect,jesus,0,0.25,incorrect,neela thaakur,0,0.35,incorrect,paris,0,0.18,incorrect,leona helmsley,0,0.42,incorrect,billie holiday,0,0.33,incorrect,yusuf ileri,0,0.35,incorrect,disney,0,0.38,incorrect,theresa tam,0,0.48,incorrect,thanh mau,0,0.27,incorrect,maria elena walsh,0,0.37,incorrect,andres cepeda,0,0.42,incorrect,billie holiday,0,0.33,incorrect,disney,0,0.38,incorrect,thanh mau,0,0.27,incorrect,andres cepeda,0,0.42,incorrect
['luke'],charles dickens,0,0.32,incorrect,matante,0,0.18,incorrect,oloye soke adebayo,0,0.27,incorrect,united nations,0,0.22,incorrect,antoine de saint-exupery,0,0.14,incorrect,matante,0,0.18,incorrect,te rerenga wairua,0,0.1,incorrect,samoa,0,0.0,incorrect,bgiicaa,0,0.0,incorrect,rvidink,0,0.18,incorrect,abraham,0,0.0,incorrect,alahady,0,0.18,incorrect,matante,0,0.18,incorrect,united nations,0,0.22,incorrect,matante,0,0.18,incorrect,samoa,0,0.0,incorrect,rvidink,0,0.18,incorrect,alahady,0,0.18,incorrect,not provided,0,0.12,incorrect,not enough information,0,0.08,incorrect,ataturk,0,0.36,incorrect,haydarpasa,0,0.0,incorrect,giap,0,0.0,incorrect,hayao miyazaki,0,0.11,incorrect,carlos ruiz zafon,0,0.19,incorrect,calles,0,0.4,incorrect,not enough information,0,0.08,incorrect,haydarpasa,0,0.0,incorrect,hayao miyazaki,0,0.11,incorrect,calles,0,0.4,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",emma goldman,0,0.48,incorrect,lesotho,0,0.22,incorrect,olusegun obasanjo,0,0.3,incorrect,british,0,0.4,incorrect,mathieu flamini,0,0.42,incorrect,matlou kgololesego,0,0.29,incorrect,te arikinui ariki marama,0,0.3,incorrect,ti'amaraa,0,0.5,incorrect,bhaadur bhaattii,0,0.31,incorrect,nepaal,0,0.27,incorrect,andriamanelo,0,0.45,incorrect,jesus christ,0,0.27,incorrect,lesotho,0,0.22,incorrect,british,0,0.4,incorrect,matlou kgololesego,0,0.29,incorrect,ti'amaraa,0,0.5,incorrect,nepaal,0,0.27,incorrect,jesus christ,0,0.27,incorrect,george orwell,0,0.22,incorrect,don't bother me,0,0.38,incorrect,john stuart mill,0,0.32,incorrect,abdulhak hamid tarhan,0,0.32,incorrect,nguyen van thieu,0,0.37,incorrect,dao phat,0,0.42,incorrect,mikhail bakunin,0,0.33,incorrect,max stirner,0,0.36,incorrect,don't bother me,0,0.38,incorrect,abdulhak hamid tarhan,0,0.32,incorrect,dao phat,0,0.42,incorrect,max stirner,0,0.36,incorrect
['janine'],sheba,0,0.18,incorrect,sheba,0,0.18,incorrect,walt disney,0,0.47,incorrect,yinka ayefele,0,0.32,incorrect,phetolelo mokgosi,0,0.09,incorrect,thabo maseko,0,0.22,incorrect,te ariki,0,0.29,incorrect,te ariki,0,0.29,incorrect,mkaik,0,0.36,incorrect,gulab,0,0.18,incorrect,mike tyson,0,0.25,incorrect,antananarivo,0,0.33,incorrect,sheba,0,0.18,incorrect,yinka ayefele,0,0.32,incorrect,thabo maseko,0,0.22,incorrect,te ariki,0,0.29,incorrect,gulab,0,0.18,incorrect,antananarivo,0,0.33,incorrect,lucifer,0,0.31,incorrect,wings,0,0.36,incorrect,ismet ozel,0,0.25,incorrect,elbisenin,0,0.4,incorrect,chi khe,0,0.31,incorrect,pham van donh,0,0.32,incorrect,carlos,0,0.17,incorrect,maria fernanda ampuero,0,0.29,incorrect,wings,0,0.36,incorrect,elbisenin,0,0.4,incorrect,pham van donh,0,0.32,incorrect,maria fernanda ampuero,0,0.29,incorrect
['luke'],samuel l. jackson,0,0.19,incorrect,butcher,0,0.36,incorrect,disney,0,0.2,incorrect,agbenuso,0,0.17,incorrect,botswana,0,0.0,incorrect,nako,0,0.25,incorrect,te papa,0,0.18,incorrect,te ua,0,0.22,incorrect,plastic bag,0,0.13,incorrect,nilkant sagar,0,0.24,incorrect,plastiko,0,0.33,incorrect,henri maillard,0,0.11,incorrect,butcher,0,0.36,incorrect,agbenuso,0,0.17,incorrect,nako,0,0.25,incorrect,te ua,0,0.22,incorrect,nilkant sagar,0,0.24,incorrect,henri maillard,0,0.11,incorrect,norman,0,0.0,incorrect,plastic door,0,0.12,incorrect,istanbul,0,0.17,incorrect,plastik,0,0.36,incorrect,pham duy khiem,0,0.33,incorrect,pham van toan,0,0.0,incorrect,mi madre,0,0.17,incorrect,cojo,0,0.0,incorrect,plastic door,0,0.12,incorrect,plastik,0,0.36,incorrect,pham van toan,0,0.0,incorrect,cojo,0,0.0,incorrect
"['ofglen', 'deglen', 'gleninki']",matante,0,0.15,incorrect,charles bonnet,0,0.36,incorrect,yinka ayefe,0,0.32,incorrect,yinka ayefele,0,0.32,incorrect,thabiso ditsele,0,0.38,incorrect,go a ke,0,0.31,incorrect,tevita fifita,0,0.29,incorrect,te mea tatara atoa,0,0.17,incorrect,chalanai,0,0.38,incorrect,shekh jnait,0,0.32,incorrect,andriamanelo,0,0.33,incorrect,antananarivo,0,0.3,incorrect,charles bonnet,0,0.36,incorrect,yinka ayefele,0,0.32,incorrect,go a ke,0,0.31,incorrect,te mea tatara atoa,0,0.17,incorrect,shekh jnait,0,0.32,incorrect,antananarivo,0,0.3,incorrect,marie,0,0.18,incorrect,unanswerable,0,0.33,incorrect,ataturk,0,0.13,incorrect,elif demirezer,0,0.3,incorrect,pham linh,0,0.35,incorrect,nguyen du,0,0.4,incorrect,esmeralda,0,0.27,incorrect,no respuesta,0,0.22,incorrect,unanswerable,0,0.33,incorrect,elif demirezer,0,0.3,incorrect,nguyen du,0,0.4,incorrect,no respuesta,0,0.22,incorrect
"['tía lydia', 'aunt', 'lydia teyze', 'teyze', 'tía', 'lydia', 'aunt lydia']",seo,0,0.25,incorrect,lebogang phiri,0,0.33,incorrect,imetomowa,0,0.33,incorrect,oloye solaja,0,0.35,incorrect,boingotlo,0,0.32,incorrect,boingotlo,0,0.32,incorrect,te haehaa,0,0.43,incorrect,te rurutaina,0,0.4,incorrect,viny,0,0.31,incorrect,hebaak,0,0.27,incorrect,andriamanelo,0,0.45,incorrect,andriamanelo,0,0.45,incorrect,lebogang phiri,0,0.33,incorrect,oloye solaja,0,0.35,incorrect,boingotlo,0,0.32,incorrect,te rurutaina,0,0.4,incorrect,hebaak,0,0.27,incorrect,andriamanelo,0,0.45,incorrect,virginia woolf,0,0.35,incorrect,modesty,0,0.33,incorrect,derin,0,0.4,incorrect,alcak,0,0.43,incorrect,tran quoc tuan,0,0.35,incorrect,nguyen du,0,0.42,incorrect,marina,0,0.44,incorrect,os voz,0,0.24,incorrect,modesty,0,0.33,incorrect,alcak,0,0.43,incorrect,nguyen du,0,0.42,incorrect,os voz,0,0.24,incorrect
