Title,en_results_title_match,en_results_author_match,en_results_both_match,es_results_title_match,es_results_author_match,es_results_both_match,tr_results_title_match,tr_results_author_match,tr_results_both_match,vi_results_title_match,vi_results_author_match,vi_results_both_match
Percy_Jackson_The_Lightning_Thief,12.371134020618557,10.309278350515463,2.0618556701030926,17.525773195876287,0.0,0.0,14.432989690721648,8.24742268041237,1.0309278350515463,12.371134020618557,2.0618556701030926,0.0
Pride_and_Prejudice,83.0,81.0,81.0,69.0,61.0,61.0,75.0,70.0,70.0,50.0,46.0,46.0
Sense_and_sensibility,60.0,70.0,59.0,48.0,56.99999999999999,47.0,39.0,61.0,39.0,31.0,33.0,28.999999999999996
A_Tale_of_Two_Cities,77.0,79.0,76.0,49.0,48.0,47.0,80.0,78.0,78.0,45.0,45.0,45.0
Adventures_of_Huckleberry_Finn,51.0,68.0,50.0,36.0,41.0,35.0,35.0,33.0,33.0,23.0,26.0,23.0
The_Great_Gatsby,55.55555555555556,53.70370370370371,53.70370370370371,46.2962962962963,46.2962962962963,46.2962962962963,46.2962962962963,40.74074074074074,40.74074074074074,42.592592592592595,42.592592592592595,42.592592592592595
1984,56.666666666666664,56.666666666666664,55.00000000000001,63.33333333333333,58.333333333333336,58.333333333333336,60.0,60.0,60.0,28.333333333333332,28.333333333333332,28.333333333333332
Alice_in_Wonderland,93.47826086956522,93.47826086956522,93.47826086956522,89.13043478260869,89.13043478260869,89.13043478260869,91.30434782608695,91.30434782608695,91.30434782608695,80.43478260869566,80.43478260869566,80.43478260869566
The_Picture_of_Dorian_Gray,73.97260273972603,79.45205479452055,73.97260273972603,76.71232876712328,73.97260273972603,73.97260273972603,71.23287671232876,72.6027397260274,71.23287671232876,46.57534246575342,46.57534246575342,46.57534246575342
The_Boy_in_the_Striped_Pyjamas,20.0,20.0,20.0,12.0,10.0,10.0,7.000000000000001,7.000000000000001,7.000000000000001,4.0,4.0,4.0
Frankenstein,27.450980392156865,27.450980392156865,27.450980392156865,25.49019607843137,25.49019607843137,25.49019607843137,27.450980392156865,27.450980392156865,27.450980392156865,15.686274509803921,15.686274509803921,15.686274509803921
Adventures_of_Sherlock_Holmes,41.0,30.0,22.0,32.0,12.0,11.0,35.0,14.000000000000002,12.0,27.0,8.0,6.0
A_thousand_splendid_suns,12.76595744680851,6.382978723404255,0.0,2.127659574468085,2.127659574468085,0.0,0.0,2.127659574468085,0.0,4.25531914893617,2.127659574468085,0.0
Of_Mice_and_Men,35.41666666666667,8.333333333333332,8.333333333333332,35.41666666666667,12.5,10.416666666666668,35.41666666666667,8.333333333333332,6.25,29.166666666666668,2.083333333333333,2.083333333333333
Harry_Potter_and_the_Deathly_Hallows,45.0,67.0,43.0,65.0,64.0,60.0,64.0,68.0,60.0,53.0,63.0,53.0
Dracula,45.55555555555556,45.55555555555556,45.55555555555556,40.0,37.77777777777778,37.77777777777778,46.666666666666664,44.44444444444444,44.44444444444444,30.0,28.888888888888886,28.888888888888886
The_Handmaid_s_Tale,30.0,30.0,30.0,20.0,20.0,20.0,12.0,12.0,12.0,15.0,15.0,15.0
Dune,25.0,24.0,24.0,28.000000000000004,26.0,26.0,26.0,24.0,24.0,14.000000000000002,14.000000000000002,14.000000000000002
