,en,es,tr,vi,st,yo,tn,ty,mai,mg,en_shuffled,es_shuffled,tr_shuffled,vi_shuffled,st_shuffled,yo_shuffled,tn_shuffled,ty_shuffled,mai_shuffled,mg_shuffled
1984,55.00000000000001,58.333333333333336,60.0,28.333333333333332,6.666666666666667,16.666666666666664,0.0,1.6666666666666667,28.333333333333332,8.333333333333332,23.333333333333332,36.666666666666664,43.333333333333336,21.666666666666668,3.3333333333333335,0.0,0.0,0.0,10.0,0.0
A Tale of Two Cities,76.0,47.0,78.0,45.0,31.0,47.0,25.0,44.0,39.0,44.0,68.0,23.0,53.0,39.0,21.0,36.0,16.0,30.0,9.0,34.0
A thousand splendid suns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adventures of Huckleberry Finn,50.0,35.0,33.0,23.0,11.0,14.000000000000002,1.0,34.0,6.0,13.0,57.99999999999999,10.0,11.0,5.0,7.000000000000001,8.0,3.0,11.0,1.0,7.000000000000001
Adventures of Sherlock Holmes,47.0,50.0,49.0,46.0,18.0,30.0,1.0,34.0,32.0,37.0,42.0,41.0,28.999999999999996,40.0,13.0,18.0,4.0,20.0,17.0,26.0
Alice in Wonderland,93.47826086956522,89.13043478260869,91.30434782608695,80.43478260869566,71.73913043478261,95.65217391304348,41.30434782608695,84.78260869565217,100.0,80.43478260869566,84.78260869565217,71.73913043478261,89.13043478260869,76.08695652173914,54.347826086956516,80.43478260869566,21.73913043478261,67.3913043478261,47.82608695652174,34.78260869565217
Dracula,45.55555555555556,37.77777777777778,44.44444444444444,28.888888888888886,20.0,31.11111111111111,13.333333333333334,20.0,21.11111111111111,32.22222222222222,18.88888888888889,12.222222222222221,12.222222222222221,13.333333333333334,8.88888888888889,7.777777777777778,2.2222222222222223,8.88888888888889,4.444444444444445,10.0
Dune,24.0,26.0,24.0,14.000000000000002,11.0,16.0,5.0,12.0,0.0,12.0,22.0,12.0,24.0,13.0,9.0,11.0,4.0,6.0,0.0,5.0
Fahrenheit 451,15.294117647058824,14.117647058823529,15.294117647058824,12.941176470588237,0.0,20.0,0.0,3.5294117647058822,4.705882352941177,4.705882352941177,3.5294117647058822,8.235294117647058,5.88235294117647,8.235294117647058,0.0,1.1764705882352942,0.0,0.0,1.1764705882352942,0.0
Frankenstein,27.450980392156865,25.49019607843137,27.450980392156865,15.686274509803921,11.76470588235294,27.450980392156865,9.803921568627452,27.450980392156865,3.9215686274509802,21.568627450980394,19.607843137254903,27.450980392156865,21.568627450980394,21.568627450980394,13.725490196078432,23.52941176470588,7.8431372549019605,17.647058823529413,5.88235294117647,19.607843137254903
Harry Potter and the Deathly Hallows,43.0,60.0,60.0,53.0,9.0,12.0,7.000000000000001,9.0,13.0,16.0,37.0,41.0,48.0,44.0,7.000000000000001,4.0,5.0,10.0,7.000000000000001,11.0
Of Mice and Men,8.333333333333332,10.416666666666668,6.25,2.083333333333333,4.166666666666666,20.833333333333336,4.166666666666666,14.583333333333334,0.0,4.166666666666666,14.583333333333334,2.083333333333333,4.166666666666666,6.25,6.25,14.583333333333334,0.0,2.083333333333333,0.0,2.083333333333333
Percy Jackson The Lightning Thief,2.0618556701030926,0.0,1.0309278350515463,0.0,2.0618556701030926,1.0309278350515463,0.0,0.0,0.0,5.154639175257731,1.0309278350515463,0.0,1.0309278350515463,1.0309278350515463,0.0,1.0309278350515463,0.0,0.0,0.0,2.0618556701030926
Pride and Prejudice,81.0,61.0,70.0,46.0,23.0,55.00000000000001,9.0,37.0,33.0,33.0,54.0,44.0,53.0,50.0,26.0,40.0,6.0,16.0,3.0,15.0
Sense and sensibility,59.0,47.0,39.0,28.999999999999996,2.0,15.0,0.0,4.0,1.0,4.0,39.0,37.0,24.0,27.0,2.0,5.0,0.0,2.0,0.0,1.0
The Boy in the Striped Pyjamas,20.0,10.0,7.000000000000001,4.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
The Great Gatsby,53.70370370370371,46.2962962962963,40.74074074074074,42.592592592592595,31.48148148148148,51.85185185185185,18.51851851851852,40.74074074074074,31.48148148148148,46.2962962962963,46.2962962962963,22.22222222222222,40.74074074074074,48.148148148148145,18.51851851851852,37.03703703703704,16.666666666666664,24.074074074074073,24.074074074074073,27.77777777777778
The Handmaid s Tale,30.0,20.0,12.0,15.0,6.0,25.0,2.0,10.0,0.0,12.0,7.000000000000001,0.0,1.0,10.0,3.0,8.0,0.0,4.0,0.0,3.0
The Picture of Dorian Gray,73.97260273972603,73.97260273972603,71.23287671232876,46.57534246575342,23.28767123287671,31.506849315068493,8.21917808219178,45.20547945205479,69.86301369863014,32.87671232876712,53.42465753424658,49.31506849315068,46.57534246575342,47.94520547945205,12.32876712328767,27.397260273972602,12.32876712328767,17.80821917808219,32.87671232876712,16.43835616438356
