Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['adela'],lucy,0,0.22,incorrect,blondie,0,0.33,incorrect,blondie,0,0.33,incorrect
['adela'],smith,0,0.0,incorrect,smith,0,0.0,incorrect,smith,0,0.0,incorrect
"['graham', 'gore', 'graham gore']",franklin,0,0.29,incorrect,franklin,0,0.29,incorrect,franklin,0,0.29,incorrect
['gore'],charles,0,0.36,incorrect,ministry,0,0.17,incorrect,ministry,0,0.17,incorrect
['mm'],john,0,0.0,incorrect,emily,0,0.29,incorrect,emily,0,0.29,incorrect
['gore'],charles,0,0.36,incorrect,philip,0,0.0,incorrect,philip,0,0.0,incorrect
['gore'],hemingway,0,0.15,incorrect,moby,0,0.25,incorrect,moby,0,0.25,incorrect
['gore'],horatio,0,0.36,incorrect,ishmael,0,0.18,incorrect,ishmael,0,0.18,incorrect
['gore'],harry,0,0.22,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
['gore'],captain,0,0.0,incorrect,captain,0,0.0,incorrect,captain,0,0.0,incorrect
['gore'],hester,0,0.2,incorrect,herman,0,0.2,incorrect,herman,0,0.2,incorrect
['gore'],hamid,0,0.0,incorrect,heathcliff,0,0.14,incorrect,heathcliff,0,0.14,incorrect
['gore'],eric,0,0.25,incorrect,friday,0,0.2,incorrect,friday,0,0.2,incorrect
['stanley'],bligh,0,0.17,incorrect,heathcliff,0,0.24,incorrect,heathcliff,0,0.24,incorrect
['gore'],stephen,0,0.18,incorrect,hamlet,0,0.2,incorrect,hamlet,0,0.2,incorrect
['gore'],franklin,0,0.17,incorrect,arctic,0,0.2,incorrect,arctic,0,0.2,incorrect
['gore'],james,0,0.22,incorrect,ministry,0,0.17,incorrect,ministry,0,0.17,incorrect
['adela'],smith,0,0.0,incorrect,clara,0,0.4,incorrect,clara,0,0.4,incorrect
['adela'],smith,0,0.0,incorrect,christopher,0,0.12,incorrect,christopher,0,0.12,incorrect
['gore'],james,0,0.22,incorrect,heathcliff,0,0.14,incorrect,heathcliff,0,0.14,incorrect
['gore'],albert,0,0.2,incorrect,albert,0,0.2,incorrect,albert,0,0.2,incorrect
['gore'],dorian,0,0.4,incorrect,bridge,0,0.4,incorrect,bridge,0,0.4,incorrect
['gore'],anthony,0,0.18,incorrect,ministry,0,0.17,incorrect,ministry,0,0.17,incorrect
['ralph'],james,0,0.2,incorrect,hemingway,0,0.14,incorrect,hemingway,0,0.14,incorrect
['ralph'],merlot,0,0.36,incorrect,ministry,0,0.15,incorrect,ministry,0,0.15,incorrect
['negro'],greg,0,0.44,incorrect,greg,0,0.44,incorrect,greg,0,0.44,incorrect
['black'],black,1,1.0,correct,she,0,0.0,incorrect,she,0,0.0,incorrect
['graham'],allen,0,0.18,incorrect,paul,0,0.2,incorrect,paul,0,0.2,incorrect
['graham'],alexander,0,0.27,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['arthur'],theo,0,0.4,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['stokes'],cook,0,0.4,incorrect,cook,0,0.4,incorrect,cook,0,0.4,incorrect
['graham'],leonardo,0,0.14,incorrect,alexander,0,0.27,incorrect,alexander,0,0.27,incorrect
['graham'],nick,0,0.0,incorrect,gatsby,0,0.33,incorrect,gatsby,0,0.33,incorrect
