Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['smith', 'winston smith', 'winston']",winston,1,1.0,correct,april,0,0.2,incorrect,winston,1,1.0,correct,victory,0,0.43,incorrect,winston,1,1.0,correct,april,0,0.2,incorrect,winston,1,1.0,correct,victory,0,0.43,incorrect,winston,1,1.0,correct,victor,0,0.46,incorrect,winston,1,1.0,correct,edward,0,0.15,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,zafer,0,0.0,incorrect,winston,1,1.0,correct,thang,0,0.4,incorrect,winston,1,1.0,correct,victoria,0,0.4,incorrect,april,0,0.2,incorrect,victory,0,0.43,incorrect,april,0,0.2,incorrect,victory,0,0.43,incorrect,victor,0,0.46,incorrect,edward,0,0.15,incorrect,winston,1,1.0,correct,zafer,0,0.0,incorrect,thang,0,0.4,incorrect,victoria,0,0.4,incorrect
['winston'],big brother,0,0.22,incorrect,esther,0,0.31,incorrect,big brother,0,0.22,incorrect,michael,0,0.14,incorrect,mma ausi,0,0.13,incorrect,ausie,0,0.17,incorrect,rahi,0,0.18,incorrect,noa,0,0.4,incorrect,winston,1,1.0,correct,varikaj,0,0.14,incorrect,big brother,0,0.22,incorrect,brother,0,0.14,incorrect,winston,1,1.0,correct,brother,0,0.14,incorrect,winston,1,1.0,correct,big brother,0,0.22,incorrect,winston,1,1.0,correct,hung,0,0.18,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,esther,0,0.31,incorrect,michael,0,0.14,incorrect,ausie,0,0.17,incorrect,noa,0,0.4,incorrect,varikaj,0,0.14,incorrect,brother,0,0.14,incorrect,brother,0,0.14,incorrect,big brother,0,0.22,incorrect,hung,0,0.18,incorrect,winston,1,1.0,correct
"['wiston', 'winston']",hester,0,0.33,incorrect,hester,0,0.33,incorrect,hester,0,0.33,incorrect,john,0,0.4,incorrect,hester,0,0.33,incorrect,john,0,0.4,incorrect,winston,1,1.0,correct,brother,0,0.15,incorrect,winston,1,1.0,correct,hester,0,0.33,incorrect,winston,1,1.0,correct,brother,0,0.15,incorrect,winston,1,1.0,correct,george,0,0.17,incorrect,winston,1,1.0,correct,victor,0,0.5,incorrect,winston,1,1.0,correct,dao,0,0.22,incorrect,winston,1,1.0,correct,hermano,0,0.29,incorrect,hester,0,0.33,incorrect,john,0,0.4,incorrect,john,0,0.4,incorrect,brother,0,0.15,incorrect,hester,0,0.33,incorrect,brother,0,0.15,incorrect,george,0,0.17,incorrect,victor,0,0.5,incorrect,dao,0,0.22,incorrect,hermano,0,0.29,incorrect
"['bayan', 'señora parsons', 'bayan parsons', 'señora', 'parsons']",hester,0,0.5,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,john,0,0.36,incorrect,hester,0,0.5,incorrect,fishin',0,0.31,incorrect,hester,0,0.5,incorrect,tamarii,0,0.33,incorrect,smith,0,0.18,incorrect,john,0,0.36,incorrect,smith,0,0.18,incorrect,sarah,0,0.55,incorrect,mrs. darling,0,0.38,incorrect,mary,0,0.44,incorrect,hester,0,0.5,incorrect,ahmet,0,0.2,incorrect,ba smith,0,0.38,incorrect,hom,0,0.22,incorrect,senora,1,1.0,correct,pedro,0,0.5,incorrect,hester,0,0.5,incorrect,john,0,0.36,incorrect,fishin',0,0.31,incorrect,tamarii,0,0.33,incorrect,john,0,0.36,incorrect,sarah,0,0.55,incorrect,mary,0,0.44,incorrect,ahmet,0,0.2,incorrect,hom,0,0.22,incorrect,pedro,0,0.5,incorrect
['tom'],hester,0,0.22,incorrect,hester,0,0.22,incorrect,mary,0,0.29,incorrect,olu,0,0.33,incorrect,john,0,0.29,incorrect,she,0,0.0,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,ramesh,0,0.22,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,tom,1,1.0,correct,he,0,0.0,incorrect,macgyver,0,0.18,incorrect,ahmet,0,0.25,incorrect,hung,0,0.0,incorrect,hester,0,0.22,incorrect,manuel,0,0.22,incorrect,manuel,0,0.22,incorrect,hester,0,0.22,incorrect,olu,0,0.33,incorrect,she,0,0.0,incorrect,hester,0,0.22,incorrect,ramesh,0,0.22,incorrect,hester,0,0.22,incorrect,he,0,0.0,incorrect,ahmet,0,0.25,incorrect,hester,0,0.22,incorrect,manuel,0,0.22,incorrect
"['winston', 'eurasia']",winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,hester,0,0.31,incorrect,mary,0,0.18,incorrect,hester,0,0.31,incorrect,alexander,0,0.25,incorrect,winston,1,1.0,correct,eurasian,0,0.93,correct,winston,1,1.0,correct,hiroshi,0,0.43,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,goldstein,0,0.38,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,mary,0,0.18,incorrect,alexander,0,0.25,incorrect,eurasian,0,0.93,correct,hiroshi,0,0.43,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct
['winston'],winston,1,1.0,correct,george,0,0.15,incorrect,winston,1,1.0,correct,john,0,0.36,incorrect,john,0,0.36,incorrect,mokgatlho,0,0.25,incorrect,jerks,0,0.17,incorrect,jerks,0,0.17,incorrect,winston,1,1.0,correct,john,0,0.36,incorrect,winston,1,1.0,correct,james,0,0.17,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,dang,0,0.18,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,george,0,0.15,incorrect,john,0,0.36,incorrect,mokgatlho,0,0.25,incorrect,jerks,0,0.17,incorrect,john,0,0.36,incorrect,james,0,0.17,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,dang,0,0.18,incorrect,winston,1,1.0,correct
"['winston', 'winston’s', ""winston'ın""]",winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,london,0,0.46,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,winston,1,1.0,correct,england,0,0.29,incorrect,winston,1,1.0,correct,london,0,0.46,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,winston,1,1.0,correct,londra,0,0.31,incorrect,winston,1,1.0,correct,england,0,0.29,incorrect,winston,1,1.0,correct,londres,0,0.38,incorrect,winston,1,1.0,correct,london,0,0.46,incorrect,london,0,0.46,incorrect,london,0,0.46,incorrect,england,0,0.29,incorrect,london,0,0.46,incorrect,winston,1,1.0,correct,londra,0,0.31,incorrect,england,0,0.29,incorrect,londres,0,0.38,incorrect
['winston'],winston,1,1.0,correct,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,george,0,0.15,incorrect,colchester,0,0.24,incorrect,hester,0,0.31,incorrect,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,winston,1,1.0,correct,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect,colchester,0,0.24,incorrect
['winston'],hester,0,0.31,incorrect,hoo,0,0.2,incorrect,hester,0,0.31,incorrect,femi,0,0.18,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,john,0,0.36,incorrect,hester,0,0.31,incorrect,james,0,0.17,incorrect,winston,1,1.0,correct,smith,0,0.33,incorrect,winston,1,1.0,correct,ahmet,0,0.17,incorrect,hung,0,0.18,incorrect,hester,0,0.31,incorrect,winston,1,1.0,correct,juan,0,0.18,incorrect,hoo,0,0.2,incorrect,femi,0,0.18,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,john,0,0.36,incorrect,james,0,0.17,incorrect,smith,0,0.33,incorrect,ahmet,0,0.17,incorrect,hester,0,0.31,incorrect,juan,0,0.18,incorrect
