Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['snape', 'snape—']",dumbledore,0,0.13,incorrect,order,0,0.2,incorrect,hester,0,0.36,incorrect,johnson,0,0.33,incorrect,hester,0,0.36,incorrect,john,0,0.22,incorrect,hester,0,0.36,incorrect,hau,0,0.25,incorrect,dumbledore,0,0.13,incorrect,ramesh,0,0.36,incorrect,dumbledore,0,0.13,incorrect,order,0,0.2,incorrect,snape,1,1.0,correct,magic,0,0.2,incorrect,hermione,0,0.31,incorrect,dumbledore,0,0.13,incorrect,snape,1,1.0,correct,hoang,0,0.2,incorrect,snape,1,1.0,correct,harry,0,0.2,incorrect,order,0,0.2,incorrect,johnson,0,0.33,incorrect,john,0,0.22,incorrect,hau,0,0.25,incorrect,ramesh,0,0.36,incorrect,order,0,0.2,incorrect,magic,0,0.2,incorrect,dumbledore,0,0.13,incorrect,hoang,0,0.2,incorrect,harry,0,0.2,incorrect
"['snape', 'snape—']",hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,johnson,0,0.33,incorrect,hester,0,0.36,incorrect,john,0,0.22,incorrect,hester,0,0.36,incorrect,hau,0,0.25,incorrect,hester,0,0.36,incorrect,ministry,0,0.15,incorrect,hester,0,0.36,incorrect,james,0,0.4,incorrect,hermione,0,0.31,incorrect,ministry,0,0.15,incorrect,sirius,0,0.18,incorrect,vladimir,0,0.15,incorrect,harry,0,0.2,incorrect,phap,0,0.44,incorrect,hermione,0,0.31,incorrect,orden,0,0.2,incorrect,hester,0,0.36,incorrect,johnson,0,0.33,incorrect,john,0,0.22,incorrect,hau,0,0.25,incorrect,ministry,0,0.15,incorrect,james,0,0.4,incorrect,ministry,0,0.15,incorrect,vladimir,0,0.15,incorrect,phap,0,0.44,incorrect,orden,0,0.2,incorrect
"['lucius malfoy', 'lucius', 'malfoy']",hester,0,0.17,incorrect,hester,0,0.17,incorrect,moses,0,0.36,incorrect,hester,0,0.17,incorrect,john,0,0.2,incorrect,thabo,0,0.36,incorrect,hester,0,0.17,incorrect,hina,0,0.24,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,ny,0,0.25,incorrect,scrooge,0,0.2,incorrect,dracula,0,0.31,incorrect,heathcliff,0,0.38,incorrect,hester,0,0.17,incorrect,quasimodo,0,0.36,incorrect,han,0,0.22,incorrect,rodolfo,0,0.46,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,thabo,0,0.36,incorrect,hina,0,0.24,incorrect,hester,0,0.17,incorrect,ny,0,0.25,incorrect,dracula,0,0.31,incorrect,hester,0,0.17,incorrect,han,0,0.22,incorrect,hester,0,0.17,incorrect
"['lucius', 'luciu']",hester,0,0.17,incorrect,hao,0,0.0,incorrect,hester,0,0.17,incorrect,john,0,0.0,incorrect,hester,0,0.17,incorrect,keletso,0,0.31,incorrect,hester,0,0.17,incorrect,tera,0,0.0,incorrect,hester,0,0.17,incorrect,john,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,rochester,0,0.27,incorrect,elizabeth,0,0.29,incorrect,prospero,0,0.14,incorrect,ahmet,0,0.0,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,dobby,0,0.0,incorrect,maria,0,0.2,incorrect,hao,0,0.0,incorrect,john,0,0.0,incorrect,keletso,0,0.31,incorrect,tera,0,0.0,incorrect,john,0,0.0,incorrect,hester,0,0.17,incorrect,elizabeth,0,0.29,incorrect,ahmet,0,0.0,incorrect,hester,0,0.17,incorrect,maria,0,0.2,incorrect
"['malfoys', 'malfoy']",hester,0,0.15,incorrect,thaba,0,0.18,incorrect,hester,0,0.15,incorrect,john,0,0.2,incorrect,hester,0,0.15,incorrect,john,0,0.2,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,napoleon,0,0.43,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,king,0,0.0,incorrect,faust,0,0.33,incorrect,frankenstein,0,0.21,incorrect,gregor,0,0.17,incorrect,napoleon,0,0.43,incorrect,chang,0,0.18,incorrect,napoleon,0,0.43,incorrect,juan,0,0.2,incorrect,thaba,0,0.18,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,faust,0,0.33,incorrect,gregor,0,0.17,incorrect,chang,0,0.18,incorrect,juan,0,0.2,incorrect
"['draco malfoy', 'draco', 'malfoy']",hester,0,0.18,incorrect,othello,0,0.32,incorrect,hester,0,0.18,incorrect,hilarion,0,0.31,incorrect,hilary,0,0.33,incorrect,hilary,0,0.33,incorrect,hester,0,0.18,incorrect,hina,0,0.22,incorrect,praful,0,0.36,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,peter,0,0.2,incorrect,hamlet,0,0.33,incorrect,anna,0,0.25,incorrect,oedipus,0,0.17,incorrect,paul,0,0.4,incorrect,hung,0,0.0,incorrect,tomas,0,0.36,incorrect,ella,0,0.22,incorrect,othello,0,0.32,incorrect,hilarion,0,0.31,incorrect,hilary,0,0.33,incorrect,hina,0,0.22,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hamlet,0,0.33,incorrect,oedipus,0,0.17,incorrect,hung,0,0.0,incorrect,ella,0,0.22,incorrect
"['hermione', 'hermione‘ye']",hester,0,0.43,incorrect,hester,0,0.43,incorrect,merlin,0,0.57,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,merlin,0,0.57,incorrect,dante,0,0.31,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hermione,1,1.0,correct,harry,0,0.38,incorrect,hermione,1,1.0,correct,harry,0,0.38,incorrect,hermione,1,1.0,correct,hester,0,0.43,incorrect,hermione,1,1.0,correct,merlin,0,0.57,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,hester,0,0.43,incorrect,dante,0,0.31,incorrect,hester,0,0.43,incorrect,harry,0,0.38,incorrect,harry,0,0.38,incorrect,hester,0,0.43,incorrect,merlin,0,0.57,incorrect
['harry'],hester,0,0.36,incorrect,hector,0,0.36,incorrect,hester,0,0.36,incorrect,revulsion,0,0.14,incorrect,hester,0,0.36,incorrect,kgosi,0,0.0,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,ravi,0,0.22,incorrect,john,0,0.22,incorrect,james,0,0.2,incorrect,john,0,0.22,incorrect,harry,1,1.0,correct,hester,0,0.36,incorrect,gregory,0,0.5,incorrect,hung,0,0.22,incorrect,hester,0,0.36,incorrect,juan,0,0.22,incorrect,hester,0,0.36,incorrect,hector,0,0.36,incorrect,revulsion,0,0.14,incorrect,kgosi,0,0.0,incorrect,hester,0,0.36,incorrect,ravi,0,0.22,incorrect,james,0,0.2,incorrect,harry,1,1.0,correct,gregory,0,0.5,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect
['harry'],hester,0,0.36,incorrect,john,0,0.22,incorrect,hester,0,0.36,incorrect,olu,0,0.0,incorrect,john,0,0.22,incorrect,hester,0,0.36,incorrect,momoni,0,0.0,incorrect,momoni,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,howard,0,0.55,incorrect,george,0,0.18,incorrect,hester,0,0.36,incorrect,hung,0,0.22,incorrect,carlos,0,0.36,incorrect,juan,0,0.22,incorrect,john,0,0.22,incorrect,olu,0,0.0,incorrect,hester,0,0.36,incorrect,momoni,0,0.0,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect,george,0,0.18,incorrect,hung,0,0.22,incorrect,juan,0,0.22,incorrect
"['dumbledore‘un', 'dumbledore', 'albus dumbledore', 'albus dumbledore‘un', 'albus']",hester,0,0.27,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,ronu,0,0.24,incorrect,hester,0,0.27,incorrect,john,0,0.24,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,ravi,0,0.22,incorrect,hester,0,0.27,incorrect,mason,0,0.4,incorrect,dumbledore,1,1.0,correct,dumbledore,1,1.0,correct,dumbledore,1,1.0,correct,ahmet,0,0.29,incorrect,dumbledore,1,1.0,correct,huy,0,0.25,incorrect,albus,1,1.0,correct,alberto,0,0.5,incorrect,hester,0,0.27,incorrect,ronu,0,0.24,incorrect,john,0,0.24,incorrect,hester,0,0.27,incorrect,ravi,0,0.22,incorrect,mason,0,0.4,incorrect,dumbledore,1,1.0,correct,ahmet,0,0.29,incorrect,huy,0,0.25,incorrect,alberto,0,0.5,incorrect
