Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['jake'],anna,0,0.25,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['jake'],weston,0,0.2,incorrect,west,0,0.25,incorrect,west,0,0.25,incorrect
['anna'],west,0,0.0,incorrect,west,0,0.0,incorrect,west,0,0.0,incorrect
['anna'],lauren,0,0.4,incorrect,anna,1,1.0,correct,anna,1,1.0,correct
"['john', 'john wayne', 'wayne']",los angeles,0,0.48,incorrect,singapore,0,0.32,incorrect,singapore,0,0.32,incorrect
['anna'],jason,0,0.44,incorrect,james,0,0.22,incorrect,james,0,0.22,incorrect
['anna'],west,0,0.0,incorrect,kanye,0,0.44,incorrect,kanye,0,0.44,incorrect
['conan'],dracula,0,0.33,incorrect,harry,0,0.2,incorrect,harry,0,0.2,incorrect
['anna'],rebecca,0,0.18,incorrect,jonathan,0,0.33,incorrect,jonathan,0,0.33,incorrect
['jake'],nick,0,0.25,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
['jake'],weston,0,0.2,incorrect,mike,0,0.5,incorrect,mike,0,0.5,incorrect
['conan'],west,0,0.0,incorrect,kanye,0,0.4,incorrect,kanye,0,0.4,incorrect
['jake'],james,0,0.67,incorrect,he,0,0.33,incorrect,he,0,0.33,incorrect
['anna'],emily,0,0.0,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['anna'],lucy,0,0.0,incorrect,bea,0,0.29,incorrect,bea,0,0.29,incorrect
['anna'],emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],emma,0,0.25,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['anna'],alex,0,0.25,incorrect,emma,0,0.25,incorrect,emma,0,0.25,incorrect
