line_no,en,vi,vi_sc_add1,vi_sc_exp,tr,tr_sc_add1,tr_sc_exp,es,es_sc_add1,es_sc_exp
0,CHAPTER I.,Chapter I,60.653,60.653,First Chapter,42.888,30.327,Chapter I,60.653,60.653
1,"You don’t know about me without you have read a book by the name of The Adventures of Tom Sawyer; but that ain’t no matter. That book was made by Mr. Mark Twain, and he told the truth, mainly. There was things which he stretched, but mainly he told the truth. That is nothing. I never seen anybody but lied one time or another, without it was Aunt Polly, or the widow, or maybe Mary. Aunt Polly—Tom’s Aunt Polly, she is—and Mary, and the Widow Douglas is all told about in that book, which is mostly a true book, with some stretchers, as I said before.","Perhaps you won't know me if you haven't read the book called ""The Adventures of Tom Sawyer""; but that's alright. The author of that book is Mr. Mark Twain, and in it, he mostly tells the truth. There are some parts where he exaggerates a bit, but the majority of the stories are true. I've never seen anyone lie repeatedly like Aunt Polly, or the widow, or maybe even Mary. Aunt Polly is Tom's aunt, then there's Mary, and the widow Douglas; all of these people appear in the aforementioned book, and, as I said, it is mostly a true book, except for a few slight exaggerations.",28.553,27.907,"If you haven't read the book titled The Adventures of Tom Sawyer, you wouldn't know me, but it doesn't matter. That book was written by Mr. Mark Twain, and he mostly tells the truth. He exaggerated some things, but what he said is mostly true. What does it matter anyway. One way or another, I haven't met anyone who doesn't lie, except Aunt Polly, and the widow lady, maybe Mary too. Aunt Polly – that is, Tom's Aunt Polly – and Mary, and also the Widow Douglas are mentioned in that book; as I said earlier, mostly true things are said in the book, but there are also exaggerated parts.",23.018,22.202,"YOU WON'T KNOW WHO I AM if you haven't read a book titled The Adventures of Tom Sawyer, but it doesn't matter. That book was written by Mr. Mark Twain and he told the truth, most of the time. Some things he exaggerated, but most of the time he told the truth. That is nothing. I've never seen anyone who didn't lie at some point, except Aunt Polly, or the widow, or maybe Mary. About Aunt Polly — she is Tom's Aunt Polly — and Mary and Widow Douglas, everything is told in that book, which is mostly true, with some exaggerations, as I said before.",40.713,40.199
2,"Now the way that the book winds up is this: Tom and me found the money that the robbers hid in the cave, and it made us rich. We got six thousand dollars apiece—all gold. It was an awful sight of money when it was piled up. Well, Judge Thatcher he took it and put it out at interest, and it fetched us a dollar a day apiece all the year round—more than a body could tell what to do with. The Widow Douglas she took me for her son, and allowed she would sivilize me; but it was rough living in the house all the time, considering how dismal regular and decent the widow was in all her ways; and so when I couldn’t stand it no longer I lit out. I got into my old rags and my sugar-hogshead again, and was free and satisfied. But Tom Sawyer he hunted me up and said he was going to start a band of robbers, and I might join if I would go back to the widow and be respectable. So I went back.","Aunt Polly is Tom's aunt, then there's Mary, and the widow Douglas; all of these people appear in the aforementioned book, and, as I said, it is mostly a true book, except for a few slight exaggerations. The book has the following content: Tom and I, one day, stumbled upon a stash of money hidden by robbers in a secret cellar, and suddenly we became very rich. Divided up, each of us got as much as six thousand dollars, all in gold. Piling up that amount of gold was quite intimidating. Then Judge Thatcher immediately took our money and lent it out at interest: as for us, every few days he gave each of us a dollar, and it went on like that all year round. Widow Douglas treated me as if I were her own son, and she took it upon herself to civilize me. But I thought living around in that house was miserable, because I had to force myself to comply with all her rules and regulations. So, when I couldn't stand it anymore, I had to figure out a way to escape. I put on my old, tattered clothes again, and took my jar of candy with me, so I set off and was free and happy once more. But somehow Tom Sawyer tracked me down and said that he was about to form a gang of robbers and could let me join, but now he advised me to go back to the widow and behave well first. So I went back again.",11.189,10.653,"At the end of that book, the situation was like this: Tom and I had found the money the robbers hid in the cave and had become rich. Each of us had six thousand dollars – all in gold. When you piled up the money somewhere, you couldn't take your eyes off it. Judge Thatcher took the money and invested it at interest, so we earned a dollar every day throughout the year – so much money that one wouldn't know where to spend it. Miss Douglas adopted me like her own child and thought she could make a gentleman out of me, but staying at home all the time was not easy at all, moreover, the widow was so meticulous and proper in every way that it was enough to drive a person crazy; so when I couldn't stand it any longer, I ran away. I returned to my old rags and my sugar barrel; now I was free, I was happy. But Tom Sawyer tracked me down and found me and said he was going to form a robbery gang. If I went back to the widow and became respectable, I could join too. So I went back.",19.686,19.18,"Well, the book ends like this: Tom and I found the money that the thieves had hidden in the cave and we became rich. We each got six thousand dollars: all in gold. The truth is, it was impressive to see all that money piled up. Well, Judge Thatcher took charge of it and invested it at interest and gave us a dollar a day, all year long: so much that one wouldn't know what to spend it on. Widow Douglas adopted me as her son and said she was going to civilize me, but it was hard to live in the house all the time, because the widow was horribly normal and respectable in everything she did, so when I couldn't take it anymore, I put on my old clothes again and took my sugar skin and felt free and happy. But Tom Sawyer came looking for me and said he was going to organize a band of thieves and that I could join if I went back to the widow and was respectable. So I went back.",28.183,27.738
3,"The widow she cried over me, and called me a poor lost lamb, and she called me a lot of other names, too, but she never meant no harm by it. She put me in them new clothes again, and I couldn’t do nothing but sweat and sweat, and feel all cramped up. Well, then, the old thing commenced again. The widow rung a bell for supper, and you had to come to time. When you got to the table you couldn’t go right to eating, but you had to wait for the widow to tuck down her head and grumble a little over the victuals, though there warn’t really anything the matter with them,—that is, nothing only everything was cooked by itself. In a barrel of odds and ends it is different; things get mixed up, and the juice kind of swaps around, and the things go better.","The widow saw me return and burst into tears, she told me I was a poor lost bird, then called me by all sorts of strange names, but she really didn't mean any harm. She made me wear new clothes, the kind that made me sweat and feel like I was being tied up. Well, the old scenes in this house started to repeat themselves. The widow rang the bell to call for dinner, and you had to make sure to be on time. Even after sitting at the table, you couldn't eat right away, you had to wait for her to arrive and ramble on about the dishes, which really weren't worth talking about. Because the food was always the same, just leftovers mixed together and poured around some kind of sauce.",12.272,11.457,"When the widow saw me, she opened her arms with tears in her eyes, called me a poor lost lamb, and gave me many other names, but there was no malice in it. She dressed me in new clothes again. I sweated and sweated, and moreover, I couldn't move. Thus, our old life started again. The widow would ring a bell for dinner, and you had to be on time for the meal. When you sat at the table, you couldn't start eating right away; you had to wait for the widow to bow her head and mutter something about the meal; although there was nothing wrong with the meal. In fact, each dish was cooked separately. However, if you threw them all into one pot over the fire, it wouldn't be the same; everything would mix together, and the juices would blend with everything; that's what I call a meal.",19.904,19.315,"The widow started crying when she saw me and told me I was a poor little lamb and called me a bunch of other things, but without any bad intention. She put the new clothes back on me and all I could do was sweat and sweat and feel tight in them. Then the same thing happened as before. The widow rang a bell at dinner time and you had to be on time. When you got to the table, you couldn't just start eating, you had to wait for the widow to bow her head and mumble something over the food, although there was nothing wrong with it; well, except that everything was cooked separately. When everything is put together, the flavors mix and the juices combine and things taste better.",19.186,18.581
4,"After supper she got out her book and learned me about Moses and the Bulrushers, and I was in a sweat to find out all about him; but by-and-by she let it out that Moses had been dead a considerable long time; so then I didn’t care no more about him, because I don’t take no stock in dead people.","After eating and drinking, she taught me about Moses... I thought hard but still couldn't understand who Moses was; but gradually I came to understand that Moses had been dead for a very long time. So I gave up, not bothering to care about Moses anymore, because why should I be interested in stories about dead people?",13.065,11.03,"After the meal, he would take out his book and teach me the story of Moses and the Reeds. I was working diligently to learn everything about Moses, but then he let slip that Moses had died quite some time ago; so I lost all interest in him, because I don't concern myself with the affairs of the dead.",12.253,9.648,"After dinner, he would take out the book and tell me the story of Moses and the reeds, and I was eager to learn all about that story, but eventually, he let slip that Moses had been dead for many years, so I no longer cared, because I am not interested in the dead.",17.01,15.22
5,"Pretty soon I wanted to smoke, and asked the widow to let me. But she wouldn’t. She said it was a mean practice and wasn’t clean, and I must try to not do it any more. That is just the way with some people. They get down on a thing when they don’t know nothing about it. Here she was a-bothering about Moses, which was no kin to her, and no use to anybody, being gone, you see, yet finding a power of fault with me for doing a thing that had some good in it. And she took snuff, too; of course that was all right, because she done it herself.","Later, when I wanted to smoke, I asked the widow for permission to smoke. She absolutely refused. She said it was a bad habit and not clean, and she tried hard to persuade me to quit smoking. There are people like that, they get involved in things they know nothing about. Just like she worried about Moses, who wasn't related to her and didn't benefit anyone, since Moses had been dead for ages. Yet she still tried to make me learn from him, thinking it was very good. But she herself smoked, of course she thought it was fine, because she was the one smoking.",15.702,14.68,"After a while, I craved some tobacco and asked the widow for permission. She was adamant and wouldn't budge. She said it was a bad habit, that it made the surroundings dirty, and that I should make an effort to quit. Some people are just like that. They criticize what they don't understand. She was fixated on Moses, even though the man wasn't a relative or anything, he was of no use to anyone, he had passed away; yet she found all sorts of faults in me for engaging in a somewhat virtuous activity. Moreover, she herself used snuff, but of course, that was fine because she was the one doing it.",12.371,11.251,"Then I would feel like smoking and would ask the widow for permission. But she wouldn't give it to me. She said it was an ugly and dirty habit and that I had to try to quit. That's what happens to some people. They have a grudge against things they know nothing about. As for her, she was very interested in Moses, who wasn't even a relative of hers, and who was of no use to anyone because he was already dead, right? But she thought it was very bad that I did something I liked. And besides, she took snuff; of course, that seemed fine to her because she was the one taking it.",13.47,12.204
6,"Her sister, Miss Watson, a tolerable slim old maid, with goggles on, had just come to live with her, and took a set at me now with a spelling-book. She worked me middling hard for about an hour, and then the widow made her ease up. I couldn’t stood it much longer. Then for an hour it was deadly dull, and I was fidgety. Miss Watson would say, “Don’t put your feet up there, Huckleberry;” and “Don’t scrunch up like that, Huckleberry—set up straight;” and pretty soon she would say, “Don’t gap and stretch like that, Huckleberry—why don’t you try to behave?” Then she told me all about the bad place, and I said I wished I was there. She got mad then, but I didn’t mean no harm. All I wanted was to go somewheres; all I wanted was a change, I warn’t particular. She said it was wicked to say what I said; said she wouldn’t say it for the whole world; she was going to live so as to go to the good place. Well, I couldn’t see no advantage in going where she was going, so I made up my mind I wouldn’t try for it. But I never said so, because it would only make trouble, and wouldn’t do no good.","Her sister, Miss Watson, was an old lady, quite thin, with white glasses, who had just come to live in the house with the widow. Now it was Miss Watson's turn to trouble me with the spelling book. She taught me with great effort, and every hour the widow would give her a break, and I couldn't endure it any longer. During that hour, I was bored to death and couldn't sit still. Miss Watson would constantly say: Huck, don't prop your feet up like that, then: Huck, don't twist around like that, sit up straight, or: Huck, don't yawn and stretch like that, why don't you sit properly? Then she said that I would end up in miserable places. I said that I wanted that, and she got really mad. But I really didn't mean to tease her. I just wanted to go somewhere, I just wanted a change, I didn't ask for anything special. She said my words were nonsense, she just wanted to live in a way that would lead to a good place. But I thought her way wasn't good, so I didn't care. But I didn't say it out loud, because I was afraid it would cause more trouble.",14.954,14.423,"He also had a sister, Miss Watson. Miss Watson, an elderly, never-married, very thin woman who wore huge glasses, had recently come to live with him, and this time she stood over me with a spelling book in her hand. After making me work diligently for nearly an hour, the widow told her to take a break. Otherwise, I wouldn't have been able to endure it any longer. The next hour was so stifling that I couldn't sit still anymore. Miss Watson kept saying, ""Don't put your feet there, Huckleberry,"" and ""Don't slouch, Huckleberry... sit up straight,"" and after a while, she started saying, ""Don't yawn and stretch, Huckleberry... why don't you try to sit properly?"" Then she told me everything about the bad place, and I said I wanted to be there. When I said that, she went crazy, but I didn't mean any harm. All I wanted was to go somewhere; I just wanted a change, it wasn't about going to a specific place. She said it was a sin to say that, that she would never say such a thing in this world; she intended to live in a way that she could go to the good place. Well, I couldn't see any good in going where she was going, so I decided not to bother trying for it. But I didn't say that, because it would only get me into trouble.",24.665,24.352,"Her sister, Miss Watson, was a rather skinny spinster who wore glasses, had just come to live with her, and had gotten it into her head to teach me the alphabet. She made me work quite hard for an hour and then the widow would tell her that was enough. I couldn't stand it any longer. Then I would spend an unbearably boring hour and I would get nervous. Miss Watson would say, ""Don't put your feet there, Huckleberry"" and ""Don't slouch like that, Huckleberry; sit up straight,"" and then she would say, ""Don't yawn and stretch like that, Huckleberry; why don't you try to behave?"" Then she would tell me all the details about the bad place and say she wished I were there. It was because she got angry, but I didn't mean to offend. All I wanted was to go somewhere, to get a change of scenery. I didn't care where. She said that what I said was bad; she said she wouldn't say it for anything in the world; she was going to live to go to the good place. Well, I didn't see any advantage in going where she was, so I decided not to even try. But I never said it because it would only create problems and it wouldn't be worth it.",33.268,32.965
7,"Now she had got a start, and she went on and told me all about the good place. She said all a body would have to do there was to go around all day long with a harp and sing, forever and ever. So I didn’t think much of it. But I never said so. I asked her if she reckoned Tom Sawyer would go there, and she said not by a considerable sight. I was glad about that, because I wanted him and me to be together.","She said that going to that place, people would spend all day wandering around singing. I didn't care about that either, but I didn't bother to say it. I asked her if Tom Sawyer could go to that good place, and she said he couldn't. Hearing that made me happy, because I wanted the two of us to stay together, not go anywhere.",13.228,12.064,"Now that he had started talking, he began to tell everything he knew about the good place. According to him, the only thing a person had to do there was to wander around all day, playing the harp and singing songs, forever, without ever stopping. So, it didn't seem like a place worth going to. But I definitely didn't express this. I asked if Tom Sawyer could go there too, and it seemed he definitely couldn't. I was happy about this because I didn't want us to ever be separated.",15.754,14.501,"Then she would start telling me all about the good place. She said that the only thing they did there was spend the day singing with a harp, always the same thing. So it didn't seem like a big deal to me. But I didn't say anything. I asked her if she thought Tom Sawyer would go there and she said not at all, and I was glad, because I wanted to be in the same place as him.",28.524,27.713
8,"Miss Watson she kept pecking at me, and it got tiresome and lonesome. By-and-by they fetched the niggers in and had prayers, and then everybody was off to bed. I went up to my room with a piece of candle, and put it on the table. Then I set down in a chair by the window and tried to think of something cheerful, but it warn’t no use. I felt so lonesome I most wished I was dead. The stars were shining, and the leaves rustled in the woods ever so mournful; and I heard an owl, away off, who-whooing about somebody that was dead, and a whippowill and a dog crying about somebody that was going to die; and the wind was trying to whisper something to me, and I couldn’t make out what it was, and so it made the cold shivers run over me. Then away out in the woods I heard that kind of a sound that a ghost makes when it wants to tell about something that’s on its mind and can’t make itself understood, and so can’t rest easy in its grave, and has to go about that way every night grieving. I got so down-hearted and scared I did wish I had some company. Pretty soon a spider went crawling up my shoulder, and I flipped it off and it lit in the candle; and before I could budge it was all shriveled up. I didn’t need anybody to tell me that that was an awful bad sign and would fetch me some bad luck, so I was scared and most shook the clothes off of me. I got up and turned around in my tracks three times and crossed my breast every time; and then I tied up a little lock of my hair with a thread to keep witches away. But I hadn’t no confidence. You do that when you’ve lost a horseshoe that you’ve found, instead of nailing it up over the door, but I hadn’t ever heard anybody say it was any way to keep off bad luck when you’d killed a spider.","Miss Watson kept pestering me like that, it was really annoying, but right after that, they called the black servants in, and everyone prayed and then went to bed. I also returned to my room, carrying a candle to place on the table. I plopped down on the chair by the window, trying to think of something fun, but I couldn't think of anything. At that moment, I felt so lonely and wished that I could just die. In the sky, the stars were twinkling. The sound of rustling leaves in the forest was incredibly mournful. I heard the distant hoot of an owl as if it were calling out to someone who had passed away, then the cry of a forest bird or a dog howling about someone who was about to die, and the wind seemed to whisper something to me that I couldn't figure out what it was trying to say. Thinking that, I shivered and felt a chill run through my body. Then after a while, from the distant forest came a sound like a ghost trying to express its worries but couldn't make anyone understand; it seemed like it couldn't rest peacefully in its grave and had to wander mournfully every night like that. Thinking that made me even more terrified, and at that moment, I wished there was someone sitting next to me. Suddenly, a spider jumped onto my shoulder from somewhere, crawling on my shirt, I quickly flicked it off with my hand, and it shot straight into the burning candle, and before I could pull it out, it was dead. At that moment, I didn't need anyone to tell me that it was a bad omen and that I would face misfortune, I was already very scared and frantically shook my clothes. I jumped up, spun around three or four times, and then made the sign of the cross many times. Then I took a string and tied up my hair to make a charm to ward off evil spirits. But then I didn't believe it either. This was the custom when someone lost something, after finding it, they were supposed to tie a bow at the front door; but I had never heard anyone say that doing so would prevent bad luck after killing a spider.",11.991,11.575,"While Mrs. Watson was listing her advice and scoldings one after another, I felt increasingly exhausted and lonely. Soon after, they brought in the black slaves and started praying, then everyone retired to their beds. I took a candle and went to my room, placing the candle on the table. I sat on a chair by the window and tried to think of something cheerful, but it didn't work at all. I felt so utterly alone that I wished I were dead. The stars were shining brightly and the leaves in the forest were rustling mournfully, I heard an owl hooting in the distance; it was saying puuu-huuu for someone who had died; also, a whip-poor-will and a dog were howling to announce that someone nearby was going to die; the wind was trying to whisper something to me, but I couldn't understand what it was, so a cold shiver ran down my spine. Then, from the depths of the forest, I heard a sound like that made by ghosts who, unable to convey their troubles, leave their graves in despair and wander around every evening in torment. I was so demoralized and so scared that I wished someone were with me. Soon after, a spider started climbing up my shoulder, and when I flicked it, it fell onto the candle; before I could even move, it was scorched. No one needed to tell me that this was a terribly bad omen and would bring me bad luck, I started trembling like a leaf out of fear. I stood up and turned around three times, making the sign of the cross each time; then I tied a piece of string to a lock of my hair to keep the witches away. But I still didn't feel at ease. You know how when you find a horseshoe but lose it before you can nail it above the door, you do this, but I had never heard of anything you could do to ward off bad luck when you kill a spider.",22.796,22.543,"One day Miss Watson wouldn't stop picking on me, and I started to get tired and feel lonely. Then they called the slaves to say prayers and everyone went to bed. I went to my room with a piece of candle and put it on the table. Then I sat in a chair by the window and tried to think of something cheerful, but it was useless. I felt so lonely that I almost wanted to die. The stars were shining and the leaves of the trees were rustling with a very sad sound; far away an owl was hooting because someone had died and a whippoorwill and a dog were crying that someone else was going to die, and the wind was trying to tell me something and I couldn't understand what it was, so I got chills. Then, out in the forest, I heard that noise ghosts make when they want to say something they're thinking and can't make themselves understood, so they can't rest in the grave and have to stay up all night. I felt so discouraged and scared that I wanted company. Then a spider climbed up my shoulder and I brushed it off and it fell into the candle, and before I could reach out, it was already all burned up. No one needed to tell me that this was very bad luck and that it was going to bring me misfortune, so I got scared and almost tore my clothes off. I got up and walked three circles making the sign of the cross each time, and then I tied a lock of my hair with a thread so that witches wouldn't come near me. But I wasn't sure at all. That's what you do when you've lost a horseshoe you found, instead of nailing it above the door, but I had never heard anyone say it was the way to keep bad luck away when you had killed a spider.",28.806,28.59
9,"I set down again, a-shaking all over, and got out my pipe for a smoke; for the house was all as still as death now, and so the widow wouldn’t know. Well, after a long time I heard the clock away off in the town go boom—boom—boom—twelve licks; and all still again—stiller than ever. Pretty soon I heard a twig snap down in the dark amongst the trees—something was a stirring. I set still and listened. Directly I could just barely hear a “me-yow! me-yow!” down there. That was good! Says I, “me-yow! me-yow!” as soft as I could, and then I put out the light and scrambled out of the window on to the shed. Then I slipped down to the ground and crawled in among the trees, and, sure enough, there was Tom Sawyer waiting for me.","I sat down on the chair again, feeling restless and uneasy. I took out a cigarette to smoke, because by now the house was as silent as death, and the widow had no idea what was going on. Then after a while, quite a long time, I heard the distant clock chime - bong - bong - bong, striking twelve times, and then everything was quieter than ever. After a moment, I suddenly heard the sound of a dry branch breaking in the dark bushes - it seemed like something was moving. I sat silently and immediately heard clearly the sound of a meow coming from that direction. Great! I softly responded with a meow, then extinguished the candle, climbed out the window, headed towards the darkness, quickly slid down to the ground, and slipped into the bushes. It was indeed Tom Sawyer waiting for me there.",11.309,10.26,"Shivering violently, I sat down again and took out my pipe to smoke; because now there was a deathly silence in the house, and not even the spirit of the widow would hear me smoking. Anyway, after a long time, I heard the town clock strike twelve with a tonk-tonk-tonk, and then silence fell again, the surroundings were even quieter than before. Shortly after, I heard a branch break in the darkness among the trees – something was stirring. I sat quietly and listened intently. From below, a faint “Meow! Meow!” sound was heard. That was good! I also said as quietly as possible, “Meow! Meow!”, then blew out the candle and stepped out onto the veranda through the window. Slipping down from the veranda, I started crawling among the trees and, of course, found Tom Sawyer waiting for me there.",15.708,14.854,"I sat down again, all trembling, and took out the pipe to smoke, because the house was now quieter than a tomb, so the widow wouldn't find out. Well, after a long time I heard the town clock start to chime: boom... boom... boom... twelve strokes and everything remained just as calm, quieter than ever. Shortly after, I heard a branch snap in the darkness among the trees: something was moving. I straightened up and listened. Soon I barely heard a ""meow! meow!"" down there. Great! I went and said ""meow! meow!"" as low as I could and then turned off the light and climbed down the window to the shed. Then I dropped to the ground and crawled among the trees, and of course, there was Tom Sawyer waiting for me.",27.576,27.047
