en_first_half,en_second_half,en_word_count,en_results_raw
I made sure to insert myself between Autumn and Jack last night for this very reason. It was clear that,"we were crashing at my house, and I felt it was my duty to be the one to take the blows.",41,"the tension between them was palpable, and I didn't want things to escalate further. As we walked, I could feel the weight of their unspoken words hanging in the air, like a challenge waiting to be accepted. Autumn's eyes kept drifting towards Jack, her expression a mixture of frustration and longing, while Jack's gaze remained fixed on the path ahead, his jaw clenched in a determined line. I knew I had to tread carefully, to find a way to diffuse the situation before it reached a boiling point. But as we continued on in silence, I couldn't shake the feeling that I was merely delaying the inevitable, that the confrontation that was brewing between them would eventually come to a head, and I would be powerless to stop it."
"A couple of weeks ago, after we went to see that silly horror movie that made Autumn scream three times, both of them—Jack and","Autumn—said they had fun. They said they could understand why I liked my other friend so much, and sure, maybe we could do it again.",49,"Autumn—started talking about how they wanted to go on a camping trip together. At first, I was hesitant, but the more they talked about it, the more excited I became. We started making plans, looking up campsites and checking the weather forecast. Jack even went out and bought a new tent, one that was supposed to be able to withstand even the toughest of weather conditions. Autumn, being the nature lover that she is, started packing all sorts of gear, from hiking boots to a portable stove. I, on the other hand, was more concerned with the food, making sure we had enough snacks and supplies to last us the entire trip. As the days went by, our excitement only grew, and before we knew it, the day of our trip had finally arrived."
"Jack enters the room. I close my eyes. Though my penis remains somewhat optimistic, the blankets provide cover.","I should move, wake Autumn, pretend my arm was never around her, but I can’t bear to yet.",36,"My mind starts racing as I hear the sound of footsteps approaching the bed. I try to calm myself down, but my heart is beating rapidly. Jack's voice breaks the silence, 'Hey, are you asleep?' I pretend to be, hoping he'll leave me alone. The blankets feel like my only protection, a barrier between me and the outside world. I hold my breath, waiting for him to make his next move. The room is filled with an awkward silence, and I can sense Jack's hesitation. He clears his throat, 'I, uh, I brought you some water.' I slowly open my eyes to find him standing beside the bed, a glass of water in his hand. His eyes meet mine, and for a moment, we just stare at each other."
"“What are you doing? And what about her?” Jack nods toward the tent. Even though we’re talking low, he starts",to whisper. “She would have to be the stupidest person on earth to not know you’re bonkers in love with her.”,41,"to get up, rubbing the sleep from his eyes. I can tell he's still half asleep, but he's alert enough to sense that something's off. I take a deep breath and try to explain, but before I can get the words out, he's already moving toward the tent. ""Wait, Jack, don't,"" I say, but he's already pushing aside the flap and ducking inside. I follow close behind, my heart racing with anticipation. As we enter the tent, I see that she's still fast asleep, her chest rising and falling with a slow, peaceful rhythm. Jack looks at me, his eyes questioning, and I can tell he's wondering what's going on. I take another deep breath and try to explain, but the words get stuck in my throat. Suddenly, she stirs, her eyes fluttering open as she takes in her surroundings. She looks at us, confused, and then her gaze falls on Jack. A look of recognition crosses her face, followed by a flash of fear. She tries to sit up, but Jack is too quick, gently pushing her back down onto the sleeping bag. ""It's okay,"" he says softly. ""You're safe now."" But as he looks at me, I can tell he's not so sure."
"Jack groans and rubs his face. He says something I don’t quite hear, but it ends with","the word “type.” Autumn makes a noise in the tent, and we both hold our breaths and listen.",35,"the words ""my head."" I look at him with concern, but he waves his hand dismissively. ""I'm fine, just a bit of a headache,"" he says, though his eyes tell a different story. His gaze drifts off, lost in thought, and I can sense the weight of his worries bearing down on him. I want to reach out, to offer some comfort, but I'm not sure if he'd welcome it. Instead, I sit down beside him, waiting for him to open up, to share whatever's troubling him. The silence between us is heavy, but I'm willing to wait, to be there for him when he's ready to talk."
"“Zoned out the way she does? You have been so, so…","Like last week!” Jack asks, “How could you have missed that game?”",23,"preoccupied lately, and I'm starting to get worried that something's going on that you're not telling me. Is everything okay? You can talk to me, you know that, right?"
“Why don’t we restart the movie? We can all watch it.” Jack,gives me a look to remind me that our other conversation isn’t over.,25,"suggested, trying to lighten the mood, but his friends just shook their heads in unison. ""No way, dude, we've already seen it three times,"" Tom replied, tossing a handful of popcorn into his mouth. ""Besides, I think we've all had enough of superheroes for one night."" The group fell into a comfortable silence, the only sound the soft hum of the TV as it displayed the menu screen. Suddenly, Sarah spoke up, ""You know what? I think I'm going to call it a night. I have an early class tomorrow."" The others nodded in agreement, and soon they were all saying their goodbyes and heading out into the chilly night air."
"I walk Jack to his car, and when he turns to me with that","look on his face, I know what he’s going to say. I open my mouth.",29,"smile, I feel a flutter in my chest that I've grown all too accustomed to in his presence. His eyes sparkle with a knowing glint, as if he's aware of the effect he has on me, and for a moment, we just stand there, the tension between us palpable. I try to brush it off, reminding myself that I'm here to do a job, not get caught up in some romantic entanglement, but it's hard to shake the feeling that there's something more at play here. As he opens the car door and slides into the driver's seat, I feel a pang of disappointment that our time together has come to an end, at least for now. ""Thanks for walking me out,"" he says, his voice low and smooth, and I nod, trying to play it cool, but my heart is racing with anticipation of what's to come next."
"I met Jack on the first day of middle school. Autumn and I did not have a single class together—I would be less distracted, for one thing—but not having lunch","together seemed like a joke. Surely the school administrators knew we had always been together, were meant to be together. Surely, if I looked around the cafeteria, she would be there?",61,"together was a different story. I had always eaten with Autumn, and now I was forced to navigate the cafeteria alone. Jack, however, was easy to talk to, and we quickly discovered a shared love for video games and science fiction novels. As we sat down at a table near the window, I couldn't help but notice the way the sunlight highlighted the freckles on his nose. Autumn, on the other hand, was sitting with a group of girls from her math class, laughing and chatting like they had known each other for years. I felt a pang of jealousy, but Jack's friendly smile drew me back in. We spent the rest of lunch discussing our favorite books and debating the merits of different superhero franchises. By the time the bell rang, signaling the end of lunch, I felt like I had known Jack for years. As we walked out of the cafeteria, Jack turned to me and said, ""Hey, want to sit together on the bus ride home?"" I agreed, and we exchanged numbers, making plans to meet up at the bus stop after school. Little did I know, this chance encounter would be the start of a lifelong friendship."
"When I finally sat down next to Jack at a mostly empty table, he reacted as if he had been waiting for me. We had been in the morning gym class together and kicked a ball around with a few other guys after the teacher had given us","free time. I didn’t sit down because I recognized Jack though; I simply sat at the first empty seat, defeated. But Jack remembered me. He asked me if I ever watched pro soccer. I said yeah, not really interested in conversation, not really listening, wondering what Autumn was doing.",97,"free rein to do as we pleased. I had noticed him watching me a few times, but I didn't think much of it, assuming he was just sizing me up as a potential opponent on the field. Now, as we sat together, he turned to me with an easy smile and asked how I was doing. I replied that I was doing all right, and he nodded thoughtfully, his eyes crinkling at the corners. We chatted for a bit about nothing in particular, exchanging small talk about the class and our shared dislike of the teacher's gruff demeanor. As we talked, I found myself feeling more and more at ease in his presence, which was a welcome change from the awkwardness I'd been experiencing all morning. Before I knew it, we'd been chatting for a good 20 minutes, and the table was starting to fill up with other students. Jack glanced around, seeming to take in the growing crowd, and then turned back to me with a mischievous glint in his eye. ""Hey, want to grab some lunch together?"" he asked, his voice low and casual. I hesitated for a moment, unsure of what to say, but something about his friendly demeanor put me at ease. ""Sure,"" I said finally, smiling back at him. And just like that, we pushed our chairs back and headed out of the cafeteria, leaving the noise and chaos behind us."
"Autumn smiled at him, and his eyes popped. He shook himself like he was getting out of a pool. I had talked about my friend Autumn, but I had not told Jack about her face or the new shape of her body. He said, “Hi,” and","the evening had seemed fine and normal, like every other birthday celebration with The Mothers and Autumn, except Jack was there too. It was only later that I realized how much time Autumn spent looking at her new phone, how distantly polite she was with Jack.",92,"he looked at me with a mixture of confusion and curiosity. I could tell he was trying to process the difference between the Autumn I had described and the person standing in front of him. Autumn, however, seemed completely at ease, her smile unwavering as she walked towards us. ""It's great to finally meet you, Jack,"" she said, her voice warm and friendly. Jack's eyes darted back to me, and I could sense his unspoken questions. I knew I had to fill him in on the details, but I wasn't sure where to start. Autumn, sensing the awkwardness, jumped in, ""So, Jack, what do you think of our little town so far?"" Her question broke the tension, and Jack launched into a conversation about his experiences since arriving. As they talked, I couldn't help but notice the way Autumn's eyes sparkled when she laughed, and the way Jack's face lit up when he spoke about his passions. It was clear that they were going to get along just fine."
"At the end of the night, when we were dropping Jack back at his house, he looked at me with pity before getting out of the car. I don’t think he meant to, but I could see it on","his face. He didn’t believe that Autumn was—or ever had been—my friend. The daughter of my mom’s best friend, who was around a lot? Sure. But he thought I had deluded myself into believing this hot girl was my friend.",79,"his face, a mixture of sadness and concern that made me feel like I was the one who needed help, not him. As I watched him walk up the path to his front door, I couldn't shake the feeling that I had let him down in some way. The drive back to my place was quiet, with only the sound of the engine and the occasional passing car breaking the silence. I was lost in thought, replaying the events of the night over and over in my head, trying to make sense of it all. When I finally pulled into my driveway, I sat in the car for a few minutes, collecting my thoughts before getting out and heading inside. The house was dark and empty, just like my mood. I wandered aimlessly from room to room, trying to find something to distract me from the thoughts that were swirling in my head. But no matter what I did, I couldn't shake the feeling that something was off, that something had shifted in a way that I couldn't quite put my finger on. It wasn't until I finally collapsed onto the couch, exhausted and emotionally drained, that I realized what it was - I had seen a side of Jack that I had never seen before, a side that made me question everything I thought I knew about him. And as I drifted off to sleep, I couldn't help but wonder what other secrets he might be hiding."
"I made it my mission to prove that Autumn was my friend. For the next two months, Jack was flooded with invitations to my home, where pictures of Autumn","and I, arms slung around each other, covered the walls and where my mom could tell him story after story of all the adventures Autumn and I had together.",58,"lined the walls, and the scent of pumpkin spice wafted through the air. I baked pies and made warm apple cider, all in an attempt to show Jack that Autumn was a season to be cherished. I took him on hayrides and to the local pumpkin patch, where we picked out the perfect gourds to carve. I even convinced him to join me for a bonfire on a crisp October night, where we roasted marshmallows and swapped scary stories. And as the leaves changed colors and the air grew cooler, I could see the magic of the season slowly winning Jack over. He began to appreciate the way the sunlight filtered through the trees, casting a warm glow over everything, and the way the stars shone brightly in the night sky. By the time the first snowflakes started to fall, Jack had come to see Autumn in a whole new light, and I had proved to myself that even the most stubborn of people could be won over with a little bit of persistence and a lot of heart."
"I succeeded in proving to him that Autumn and I had been friends, but I failed to prove to him (or honestly, me) that she and I were still","friends. On the last day of school before winter break, Jack finally said something. I cannot remember what I had been telling him, only that it had been about Autumn.",59,"friends. As I stood there, trying to convince him of something I wasn't even sure of myself, I couldn't help but think about the last time Autumn and I had spoken. It had been months, and the conversation had been strained, to say the least. We had been drifting apart for a while, and I had been too caught up in my own life to notice. But now, as I looked back, I realized that our friendship had been slowly unraveling for years. I thought about all the times we had promised to stay in touch, to meet up, to be there for each other, but somehow, life had gotten in the way. And now, as I stood there, trying to convince this stranger that Autumn and I were still friends, I couldn't shake the feeling that I was lying to myself. Were we still friends? I didn't know. All I knew was that I missed her, and I wanted to reconnect, to go back to the way things used to be. But as I looked into the stranger's skeptical eyes, I wondered if it was already too late."
