en_first_half,en_second_half,en_word_count,en_results_raw
"“I’m Adela,” she said. She had an eye patch and blond",hair the same color and texture as hay. “I’m the Vice Secretary.”,23,"hair that cascaded down her back like a golden waterfall. Her bright blue eye sparkled with a hint of mischief as she extended a hand, her long fingers adorned with an assortment of colorful rings. A small tattoo of a snake coiled around her right wrist, adding to the air of mystery that surrounded her. ""And you are?"" she asked, her voice husky and confident, as if she already knew the answer."
“The Wellness team think their adjustment will be negatively impacted if they’re,"held on the wards any longer,” said Adela, dry as a filing system.",25,"required to work with the new software system that the IT department is implementing, as they have grown accustomed to the current system and are concerned that the change will disrupt their workflow and productivity, ultimately affecting the quality of care they provide to their patients, and they are worried that the new system may not be user-friendly or compatible with their existing tools and equipment, which could lead to errors and inefficiencies that would negatively impact their adjustment and overall performance."
"Graham Gore (Commander, Royal Navy; c.1809–c.1847) had been in the twenty-first century for five weeks, though, like the other expats, he’d been lucid for only a handful of those days. The extraction process had merited a fortnight of hospitalization. Two of the original seven expats had died because of it, and","only five remained. He’d been treated for pneumonia, for severe frostbite, for the early stages of scurvy, and two broken toes on which he had been blithely walking. Lacerations too, from a Taser—he’d shot at two of the team members who’d come to expatriate him, and a third was forced to fire.",103,"the remaining five had been left with varying degrees of physical and mental trauma. Graham's own memories of the procedure were hazy, but the pain and disorientation that followed were all too real. As he slowly regained his strength, he found himself struggling to adjust to the unfamiliar surroundings and customs of the 21st century. Simple tasks, like using a smartphone or navigating the internet, became daunting challenges that left him feeling like a relic from another era. Despite the difficulties, Graham was determined to make the most of his new life and find a way to contribute to this strange and bewildering world. He began to explore his new surroundings, marveling at the towering skyscrapers and bustling streets of the city. Everywhere he looked, he saw people staring at small, glowing rectangles in their hands, their faces bathed in the pale light of screens. It was a far cry from the bustling ports and naval vessels of his own time, and yet, Graham felt a thrill of excitement at the prospect of exploring this brave new world. As he walked, he stumbled upon a small café, where he decided to stop and collect his thoughts. The barista, a friendly young woman with a nose ring and a warm smile, greeted him with a cheerful ""Hi, how's it going?"" Graham hesitated, unsure of how to respond. In his day, such informality would have been unthinkable, but he was determined to fit in. ""I'm doing well, thank you,"" he replied, trying to sound casual. ""Just getting used to...all this."" The barista nodded sympathetically. ""Yeah, it can be overwhelming. But don't worry, you'll get the hang of it. What can I get you?"" Graham scanned the menu, bewildered by the array of options. ""Just...coffee, please,"" he said finally. The barista smiled. ""Coming right up."" As he waited for his drink, Graham couldn't help but feel a sense of wonder at the strange and unfamiliar world he now inhabited. He had traveled through time, leaving behind everything he knew and loved. But as he looked around at the people and the city, he felt a spark of hope. Maybe, just maybe, he could find a new sense of purpose in this strange and bewildering world."
"The house that the Ministry had provided was a late-Victorian redbrick, originally designed for local workers. Gore would have seen them built, if he’d lived into","his eighties. As it was, he was thirty-seven years old and had not experienced crinolines, A Tale of Two Cities, or the enfranchisement of the working classes.",53,"the early twentieth century. The house had been modified over the years, with a small extension added to the back and a loft conversion that had been done in the 1980s. Despite its age, the house still had a lot of character, with high ceilings, large windows, and a beautiful wooden staircase. The Ministry had furnished it with a mix of old and new pieces, creating a comfortable and functional living space. Gore would have appreciated the simplicity and practicality of the design, and the way the house seemed to blend seamlessly into the surrounding neighborhood. As he walked through the front door, he felt a sense of relief wash over him, grateful to have a place to call his own after so many years of living in hotels and temporary accommodations. He took a deep breath, feeling the weight of his responsibilities slowly lifting, and began to explore his new home."
“Mm. Beside your elbow is a white box with a handle. It’s a refrigerator—a,"fridge, we call it. Could you open the door and take out the milk, please?”",29,"portable one, judging by its size. It's probably used for keeping drinks and snacks cool during long trips or outdoor events. You can't help but wonder what's inside, so you carefully lift the lid, and a faint hum fills the air as the seal is broken. A soft light emanates from within, illuminating the contents. You peer inside, and your eyes widen in surprise at the assortment of items neatly arranged on the shelves."
"Gore was already fully dressed and sitting on the edge of the bath, smoking. The bottom of the bath",had a low-tide mark of cigarette ash and soap scum. Two cigarettes were crushed out in the soap dish.,38,"was still wet from his recent shower, and the mirror above the sink was fogged up, but he didn't seem to notice. He was too engrossed in his thoughts, staring blankly at the wall as he took long, slow drags on his cigarette. The smoke curled up towards the ceiling, filling the small bathroom with a thick haze that made his eyes water. Despite this, he didn't flinch, his gaze remaining fixed on some invisible point in front of him. His eyes looked sunken, his skin pale, and his hair was mussed, giving him a disheveled appearance that was at odds with his usual polished demeanor. The air was heavy with tension, and the silence was oppressive, punctuated only by the occasional crackle of the cigarette as he took another drag."
"All this was to come. On that first morning, there was Gore chain-smoking and a bleeding water-supply line. The","toilet’s cistern lay on the floor, gleaming like a slain whale. A vile smell was seeping up from the floor.",39,"plumber was on his way, but the water was still off, and the toilet was clogged. Gore was in a foul mood, and the smoke from his cigarette curled up towards the ceiling as he paced back and forth in the small kitchen. He muttered to himself, trying to remember the name of the plumber, but it was on the tip of his tongue. The sound of dripping water echoed through the pipes, a constant reminder of the chaos that had already begun. As he waited, he thought about the long list of tasks that lay ahead, and the weight of responsibility settled heavy on his shoulders. The creak of the front door broke the silence, and Gore turned to see the plumber, a gruff-looking man with a thick beard, standing in the doorway with a toolbox in hand."
"Gore was an officer from the dusk of the Age of Sail, not an engineer. I’m sure he knew plenty about ship’s rigging, but he’d probably never handled an instrument more technologically complex than a sextant. Men in their right minds are","not usually overcome with a mania for pulling the plumbing apart. I suggested he might like to wash his hands at the sink downstairs, and I could, perhaps, call a plumber, and we could, potentially, take a constitutional walk on the nearby heath.",85,"notoriously resistant to change, and the Royal Navy was no exception. The introduction of steam power and ironclad warships was a radical departure from the traditional sailing vessels that had dominated the seas for centuries. Gore's generation of officers had grown up with the sound of canvas and the creak of wooden hulls, not the hiss of steam and the clang of metal. It's likely that he viewed these newfangled contraptions with a healthy dose of skepticism, if not outright disdain. The idea of a ship that could move without the aid of wind or oars would have been almost unimaginable to him, a relic of a bygone era. And yet, as the world around him continued to evolve at a breakneck pace, Gore found himself at the forefront of this revolution, forced to adapt to a new reality that was both exhilarating and terrifying. The question was, could he keep up?"
"The more I got to know him, the more I discovered Gore was the most entirely realized person I’d ever met. In his own time, he had liked hunting, sketching, flute playing (he was very good at this), and","the company of other people. Hunting was out of the question, and socializing was limited by order of the Ministry. By the end of the first week he was visibly going bonkers with no one but me to talk to.",79,"reading, devouring books on a wide range of subjects, from philosophy to science and history. He had a particular fondness for the works of Shakespeare and could often be found reciting monologues from memory. His love of nature was evident in the way he spoke about the land, the trees, and the creatures that inhabited it. He had a deep respect for the interconnectedness of all living things and lived his life in harmony with the natural world. As I spent more time with him, I began to see the world through his eyes, and it was a truly transformative experience. His passion for life was infectious, and he had a way of making everyone around him feel seen and heard. Despite his many accomplishments, he remained humble and kind, always willing to lend a listening ear or a helping hand. As I reflect on the time I spent with Gore, I am reminded of the profound impact one person can have on another's life, and I feel grateful to have known him."
"Gore was internally displaced in this way. I could sometimes see him regarding the modern world as if through a telescope. He stood forever on the deck of a ship somewhere in the early 1800s. He must have done it even in his own era, coming down from the ports to note","with alarm that women were wearing their sleeves wide again, that some European country had declared war on another again, while he was months or years away at sea. He told me stories as if he were trying to catch himself in amber. Just like my mother, though I didn’t tell him that.",105,"the peculiarities of the people and the landscape, as if he were a naturalist observing a new species. This detachment gave him a unique perspective, allowing him to comment on the world around him with a mix of fascination and disapproval. He would often remark on the rapid changes he saw, from the rise of industrialization to the shifting social norms, with a sense of wonder and dismay. It was as if he had been transported through time and was struggling to make sense of the unfamiliar world he found himself in. His observations were often laced with a sense of nostalgia for a bygone era, and yet, he was also drawn to the possibilities and promise of the modern age. This tension between past and present was a defining characteristic of his worldview, and it informed his thoughts on everything from politics to art. Despite his somewhat antiquated demeanor, he was a man of strong convictions and was not afraid to speak his mind, even if it meant challenging the status quo. His words were often laced with a dry wit and a sharp intelligence, making him a compelling and thought-provoking companion. As I got to know him better, I began to appreciate the complexity of his character and the depth of his insights, and I found myself drawn into his unique perspective on the world."
