Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['chad'],sarah,0,0.22,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['chad'],hope,0,0.25,incorrect,charm,0,0.67,incorrect,charm,0,0.67,incorrect
['chad'],john,0,0.25,incorrect,hope,0,0.25,incorrect,hope,0,0.25,incorrect
['chad'],bruce,0,0.22,incorrect,griffon,0,0.0,incorrect,griffon,0,0.0,incorrect
['maddy'],sarah,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],she,0,0.0,incorrect,the dog,0,0.17,incorrect,the dog,0,0.17,incorrect
['maddy'],john,0,0.0,incorrect,chef,0,0.0,incorrect,chef,0,0.0,incorrect
['brad'],faith,0,0.22,incorrect,faith,0,0.22,incorrect,faith,0,0.22,incorrect
['brad'],john,0,0.0,incorrect,joe,0,0.0,incorrect,joe,0,0.0,incorrect
['brad'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['brad'],jessica,0,0.18,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['lutsen'],colorado,0,0.14,incorrect,october,0,0.31,incorrect,october,0,0.31,incorrect
['brad'],nurse,0,0.22,incorrect,go,0,0.0,incorrect,go,0,0.0,incorrect
['brad'],he,0,0.0,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['brad'],the one,0,0.0,incorrect,soulmate,0,0.17,incorrect,soulmate,0,0.17,incorrect
['brad'],[mask],0,0.2,incorrect,she,0,0.0,incorrect,she,0,0.0,incorrect
['maddy'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],[mask],0,0.36,incorrect,hawaii,0,0.18,incorrect,hawaii,0,0.18,incorrect
['emma'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['brad'],he,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['brad'],god,0,0.29,incorrect,person,0,0.2,incorrect,person,0,0.2,incorrect
['maddy'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],jane,0,0.22,incorrect,bill,0,0.0,incorrect,bill,0,0.0,incorrect
['maddy'],me,0,0.29,incorrect,mother,0,0.18,incorrect,mother,0,0.18,incorrect
['amber'],emily,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],"[mask] said, going on, waving a hand over my face. ""a fully functional member of society.""",0,0.11,incorrect,woman,0,0.4,incorrect,woman,0,0.4,incorrect
['maddy'],mom,0,0.25,incorrect,mom,0,0.25,incorrect,mom,0,0.25,incorrect
['muse'],mother,0,0.4,incorrect,angel,0,0.22,incorrect,angel,0,0.22,incorrect
['maddy'],mom,0,0.25,incorrect,mom,0,0.25,incorrect,mom,0,0.25,incorrect
['maddy'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['maddy'],john,0,0.0,incorrect,bridges,0,0.17,incorrect,bridges,0,0.17,incorrect
['brad'],he,0,0.0,incorrect,reddit,0,0.4,incorrect,reddit,0,0.4,incorrect
['maddy'],tom,0,0.25,incorrect,stadium,0,0.33,incorrect,stadium,0,0.33,incorrect
['emma'],sophia,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['alex'],brother,0,0.18,incorrect,brother,0,0.18,incorrect,brother,0,0.18,incorrect
['sarah'],sister,0,0.36,incorrect,sister,0,0.36,incorrect,sister,0,0.36,incorrect
['mcdonald'],christmas,0,0.24,incorrect,lily,0,0.17,incorrect,lily,0,0.17,incorrect
