Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct
['serena'],[mask],0,0.17,incorrect,tutor,0,0.18,incorrect,tutor,0,0.18,incorrect
['serena'],she,0,0.44,incorrect,groom,0,0.18,incorrect,groom,0,0.18,incorrect
['vampyre'],council,0,0.0,incorrect,president,0,0.38,incorrect,president,0,0.38,incorrect
['lark'],councilman,0,0.29,incorrect,councilman,0,0.29,incorrect,councilman,0,0.29,incorrect
['cal'],"the passage does not provide the name of the person who is adding the manila folder on the counter. however, based on the context, it is likely that the name is ""john"" or ""jane"", as it is a common practice to use a name to refer to a person in a conversation. without more information, it is impossible to determine the exact name. therefore, the answer is: john/jane",0,0.02,incorrect,manila,0,0.44,incorrect,manila,0,0.44,incorrect
['vampyres'],father,0,0.29,incorrect,father,0,0.29,incorrect,father,0,0.29,incorrect
['vampyres'],human,0,0.15,incorrect,fashion,0,0.27,incorrect,fashion,0,0.27,incorrect
['davenport'],governor cuomo,0,0.43,incorrect,father's,0,0.35,incorrect,father's,0,0.35,incorrect
['davenport'],governor,0,0.59,incorrect,governor,0,0.59,incorrect,governor,0,0.59,incorrect
['vampyres'],child,0,0.0,incorrect,human,0,0.15,incorrect,human,0,0.15,incorrect
['abel'],toby,0,0.25,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['roscoe'],weres,0,0.36,incorrect,suffice,0,0.46,incorrect,suffice,0,0.46,incorrect
['roscoe'],gorgo,0,0.36,incorrect,he,0,0.25,incorrect,he,0,0.25,incorrect
['serena'],pierce,0,0.5,incorrect,pierces,0,0.46,incorrect,pierces,0,0.46,incorrect
['vampyre'],alpha,0,0.33,incorrect,alpha,0,0.33,incorrect,alpha,0,0.33,incorrect
['serena'],[mask],0,0.17,incorrect,dr. jekyll,0,0.25,incorrect,dr. jekyll,0,0.25,incorrect
['vampyres'],he,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['essen'],bradley,0,0.17,incorrect,councilman,0,0.13,incorrect,councilman,0,0.13,incorrect
['davenport'],governor brown,0,0.43,incorrect,governor,0,0.59,incorrect,governor,0,0.59,incorrect
['vampyre'],council,0,0.0,incorrect,gauging,0,0.14,incorrect,gauging,0,0.14,incorrect
['serena'],sheila,0,0.5,incorrect,tomato,0,0.17,incorrect,tomato,0,0.17,incorrect
['moreland'],he,0,0.2,incorrect,john,0,0.33,incorrect,john,0,0.33,incorrect
['moreland'],unnamed character,0,0.24,incorrect,lips,0,0.17,incorrect,lips,0,0.17,incorrect
['vampyre'],were,0,0.36,incorrect,mother,0,0.31,incorrect,mother,0,0.31,incorrect
['moreland'],dad,0,0.36,incorrect,calm,0,0.17,incorrect,calm,0,0.17,incorrect
['moreland'],the were child,0,0.36,incorrect,boy,0,0.18,incorrect,boy,0,0.18,incorrect
['moreland'],were,0,0.33,incorrect,ginger,0,0.14,incorrect,ginger,0,0.14,incorrect
['lark'],miss emily,0,0.14,incorrect,he,0,0.0,incorrect,he,0,0.0,incorrect
['serena'],vlad,0,0.2,incorrect,sun,0,0.44,incorrect,sun,0,0.44,incorrect
['ana'],lily,0,0.0,incorrect,luna,0,0.57,incorrect,luna,0,0.57,incorrect
['serena'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['juno'],"riveting conversation, but i'm about to pass out. thankfully, with one last withering look, [mask] leaves.",0,0.05,incorrect,john,0,0.5,incorrect,john,0,0.5,incorrect
['ana'],serena,0,0.44,incorrect,serena,0,0.44,incorrect,serena,0,0.44,incorrect
['serena'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['serena'],sarah,0,0.55,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['serena'],sister,0,0.5,incorrect,sister,0,0.5,incorrect,sister,0,0.5,incorrect
['serena'],journalist,0,0.38,incorrect,herald,0,0.5,incorrect,herald,0,0.5,incorrect
['serena'],john,0,0.2,incorrect,ruby,0,0.2,incorrect,ruby,0,0.2,incorrect
['serena'],john's,0,0.17,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['serena'],butterfly alphabet,0,0.25,incorrect,butterfly,0,0.27,incorrect,butterfly,0,0.27,incorrect
['serena'],caregiver,0,0.27,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['vampyres'],jews,0,0.33,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['alex'],lowe,0,0.5,incorrect,lowe,0,0.5,incorrect,lowe,0,0.5,incorrect
['alex'],wolf,0,0.25,incorrect,wolf,0,0.25,incorrect,wolf,0,0.25,incorrect
['alex'],alpha,0,0.44,incorrect,alphas,0,0.4,incorrect,alphas,0,0.4,incorrect
['serena'],misery,0,0.5,incorrect,misery,0,0.5,incorrect,misery,0,0.5,incorrect
['serena'],husband,0,0.31,incorrect,vampyres,0,0.29,incorrect,vampyres,0,0.29,incorrect
['l'],geocities,0,0.0,incorrect,yahoo,0,0.0,incorrect,yahoo,0,0.0,incorrect
['serena'],governor,0,0.43,incorrect,governor's,0,0.38,incorrect,governor's,0,0.38,incorrect
['serena'],she,0,0.44,incorrect,she,0,0.44,incorrect,she,0,0.44,incorrect
['vampyres'],he,0,0.2,incorrect,he,0,0.2,incorrect,he,0,0.2,incorrect
['max'],lowe's,0,0.0,incorrect,lowe's,0,0.0,incorrect,lowe's,0,0.0,incorrect
['max'],kael,0,0.29,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['max'],the giraffe's,0,0.12,incorrect,giraffe's,0,0.17,incorrect,giraffe's,0,0.17,incorrect
['max'],"the passage does not provide enough information to determine the proper name that fills the [mask] token. however, based on the context, a possible name could be ""the detective"". this is a common character in mystery stories who often comes to investigate crimes. please note that this is a guess, and the actual name could be different. if you provide more context or information, i would be happy to help you determine the correct name.",0,0.01,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
